#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1020//b4138//
Ada-Methylated_pos	b3908//b0826//b4058//b0755//
AlaS-L-alanine_neg	b1535//
AllS-allantoin_pos	b3672//b0366//b0571//
AraC-L-arabinose_neg	b2430//b4438//b3260//b1887//b3540//b3172//b1892//b4702//
AraC-L-arabinose_pos	b2571//b3960//b3672//b0189//b2727//b4072//b3275//b2764//b3528//b0908//
ArcA-Phosphorylated_neg	b0124//b4132//b3957//b0618//b0553//b0431//b4119//b2660//b2241//b0064//b1337//b3172//b3669//b0841//b1530//b4288//b1036//b1499//b3320//b1321//b2600//b2718//b0584//b4097//b2243//b0557//b1262//b0931//b3404//b1973//b0819//b0078//b3863//b2818//b0352//b3423//b3005//b0123//b3531//b3934//b2509//b3528//b1336//b0202//b1887//b2074//b0240//b1745//b2171//b4319//b0168//b1587//b1275//b1548//b2713//b4068//b1042//b0970//b0109//b2485//b2716//b2818//b2722//b3091//b3749//b1132//b3207//b3574//b4036//b0614//b3366//b0595//b0108//b0995//b2560//b2341//b2201//b2287//b3724//b3724//b1780//b1102//b0759//b0621//b2234//b2579//b4005//b3564//b3700//b1810//b2076//b3313//b4075//b0591//b0034//b0351//b3902//b3757//b3260//b4397//b1021//b0201//b1540//b4169//b3368//b2286//b1160//b0366//b0907//b0111//b2369//b3335//b0726//b4008//b1704//b3853//b1321//b4195//b3912//b3599//b1039//b0980//b3940//b3035//b0874//b1512//b0190//
ArcA-Phosphorylated_pos	b0365//b1392//b2492//b3599//b0602//b3599//b0977//b0152//b2152//b2509//b4264//b0033//b0106//b0151//b3771//b4326//b3853//b1275//b4177//b2364//b0106//b4320//b1474//b0907//b2204//b2674//b1902//b3566//b0684//b1588//b0933//b0178//b4382//b2659//b2213//b2660//b2980//b0602//b0784//b3611//b1514//b3860//b3431//b0805//b2942//b2407//b4242//b0378//b4104//b1621//b3942//b0935//b0593//b0441//b0874//b2482//b3316//b2091//
ArgP-L-arginine_neg	b3315//
ArgP-L-arginine_pos	b3846//b2925//b0720//b2530//b0342//b2487//b2579//b0115//efeU_2//b1132//b0863//b4009//b3542//b2663//b4171//
ArgR-L-arginine_neg	b1015//b1421//b1260//b0973//b0759//b4160//b0785//b3037//b0618//b0112//b2279//b2528//b0314//b1621//b2707//b4240//b0345//b4131//b2407//b0805//b0198//b2713//b2818//b4000//b1298//b2996//b3117//b2406//b2531//b2570//b4106//b1892//b1036//b2718//
ArgR-L-arginine_pos	b4152//b3770//b0679//b3077//b2961//
AtoC-phosphorylated_pos	b4059//b1612//b3437//b0681//
BaeR-Phosphorylated_pos	b0721//b0896//b4173//b1674//b4382//b1734//ilvG_2//b1322//
BirA-bio-5-AMP_neg	b3566//b1041//b1669//b4197//b2428//
CRP-cAMP_neg	b3418//b3927//b3236//b4506//b0782//sroD//b3971//b0365//b2584//b1609//b3530//b0347//b0860//b4111//b3574//b3057//b2235//b3237//b4460//b0154//b0894//b1907//b4200//b2239//b4131//b3432//b4322//b0043//b2718//b1673//b3116//b2703//b2393//b1715//b4016//b1988//b3478//b2372//b1798//b2591//b3912//b1641//b0566//b0557//b0557//b1781//b0819//b3904//b0383//b4003//b4242//b2077//b1885//b3037//b3416//b1732//b2201//b0591//b2392//b2720//b0564//b2980//b3091//b3543//b3214//b2297//b4670//b1264//b4079//b4417//b3480//b2364//b4063//b3521//b3828//b2724//b3006//b2838//b0894//b1002//b3134//b0931//b3610//b2276//b3831//b4079//b4015//b0201//b3438//b2557//b2207//b3117//b3478//b0106//b3725//b1296//b2571//b0182//b4033//b1988//b3169//b2957//b3311//b1272//b3005//b2758//b4018//b2957//b0934//b2143//b3428//b3357//b4237//b1136//b2085//b2728//b0781//b3242//b2213//b2721//b4092//b2715//b4193//b3312//b3528//b4316//b1324//b4175//b1023//b1334//b3828//b2996//b2079//
