#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1588//b2631//
Ada-Methylated_pos	b2312//b2509//b0032//b2106//
AlaS-L-alanine_neg	b4106//
AllS-allantoin_pos	b3319//b0351//b4153//
AraC-L-arabinose_neg	b2296//b4173//b2926//b4016//b2662//b4175//b1882//b3006//
AraC-L-arabinose_pos	b2704//b0585//b1429//b1301//b0591//b1901//b3449//b3261//b1921//b2752//
ArcA-Phosphorylated_neg	b0063//b1497//b2497//b3478//b1738//b2553//b4287//b0339//b3845//b1016//b0726//b0814//b3426//b0970//b4007//b1890//b2579//b0061//b2927//b0516//b1547//b2553//b3912//b3276//b2195//b1136//b3476//b2715//b2280//b0614//b1132//b2375//b1851//b0782//b3960//b3480//b4059//b2727//b2852//b4131//b1396//b4096//b3869//b0152//b1101//b3476//b3469//b1548//b0862//b3311//b0430//b4159//b0819//b0177//b3702//b2674//b0351//b2674//b3863//b2415//b4072//b2485//b2153//b2713//b3476//b1002//b4238//b0061//b3616//b3454//b2630//b3276//b1532//b3057//b2369//b0557//b1039//b0980//b0557//b4599//b1535//b3135//b4095//b0596//b0181//b3392//b0615//b3135//b4384//b3312//b1748//b4035//b4094//b0342//b3572//b2096//b4093//b2286//b1205//b4502//b3567//b0764//b0150//b0588//b1736//b4063//b3313//b4383//b1324//b1859//b2702//b0064//b3171//b2764//b0033//b1476//b0570//b0573//b2482//b1818//b3025//b1517//b2284//b4314//b0593//b4239//b2029//
ArcA-Phosphorylated_pos	b0118//b1007//b4000//b3035//b0596//b4094//b0598//b3415//b3571//b2239//b4151//b1670//b3723//b0826//b0042//b3049//b1817//b3509//b3907//b0036//b3510//b2367//b2758//b4567//b2310//b0805//b2728//b2559//b3532//b2095//b3326//b2996//b4203//b0366//b4201//b0515//b3670//b2464//b0677//b0596//b4092//b0124//b3265//b4024//b4399//b0383//b1818//b1038//b4105//b3518//b2994//b3852//b4071//b4406//b3860//b1518//b3430//b4102//
ArgP-L-arginine_neg	b3413//
ArgP-L-arginine_pos	b1810//b0152//b2660//b3260//b3456//b2559//b1712//b0614//b1797//b4168//b1714//b1208//b4095//b3330//b1519//
ArgR-L-arginine_neg	b0575//b2483//b1810//efeU_2//b4670//b1101//b2663//b3451//b2799//b2708//b2799//b3508//b3460//b3938//b1669//b3327//b2926//b1819//b2240//b2963//b4069//b2279//b4287//b4094//b3609//b3911//b3958//b3722//b0620//b4323//b4159//b0340//b3518//b0460//
ArgR-L-arginine_pos	b2741//b3276//b1421//b3326//b3751//
AtoC-phosphorylated_pos	b1714//b3666//b2079//b4315//
BaeR-Phosphorylated_pos	b0077//b1593//b0996//b2662//b0907//b0586//b1609//b1743//
BirA-bio-5-AMP_neg	b0151//b0937//b3265//b0595//b0619//
CRP-cAMP_neg	b3049//b1322//b3171//b3574//b3394//b2152//b4079//b1041//b1714//b1247//b2106//b4153//b4705//b2662//b1022//b3172//b4239//b1497//b0975//b1221//b2673//b0597//b2078//b3425//b4098//b0783//b4154//b1718//b0207//b4032//b1737//b3726//b3429//b0980//b2674//b2308//b0337//b1101//b3331//b1041//b3241//b0190//b3671//b4075//b0077//b1922//b0998//b3278//b1256//b3480//b4111//b2764//b3413//b0522//b0812//b3511//b3274//b1611//b0975//b0342//b3961//b4320//b4393//b3510//b3748//b2661//b3528//b2414//b0574//b2482//b4153//b2866//b0819//b4202//b2213//b4324//b3457//b3860//b1761//b3124//b2277//b2344//b1609//b3851//b0553//b1190//b4062//b3751//b1617//b3906//b0517//b1299//b2483//b3828//b0616//b2487//b0177//b2993//b0043//b3970//b0077//b1190//b4237//b2913//b0724//b4468//b2589//b0031//b2364//b1224//b3117//b3727//b3970//b2312//b3328//b0782//b1205//b2707//b2996//b1209//b1973//b2994//b1221//b3566//b0440//b2215//b3725//b4152//b4671//b4200//b4310//b3438//b2491//
CRP-cAMP_pos	b4033//b2662//b1007//b1022//b3266//b0683//b0515//b2231//b0805//b1884//b0352//b2469//b2590//b0777//b1528//b3408//b1113//b2730//b3315//b2306//b0296//b1593//b3707//b4024//b2727//b2707//b2991//b4111//b3565//b4316//b1591//b1904//b1535//b4502//b1814//b3572//b1922//b0403//b0398//b2287//b4139//b1299//b4014//b1704//b1301//b3721//b4120//b0191//b3469//b1857//b1012//b1008//b3904//b4320//b4034//b1113//b3161//b1112//b1517//b3481//b0904//b2106//b0720//b3599//b3168//b4124//b0605//b3410//b1211//b4460//b3168//b2424//b3957//b1547//b0728//b4035//b1982//b2155//b3438//b1589//b4476//b3480//b0602//b2706//b2742//b2551//b1498//b0620//b1389//b3604//b2204//b4101//b4311//b3939//b3321//b2200//b0726//b0154//b1160//b0729//b1547//b4118//b0429//b4039//b4079//b0785//b0557//b2215//b1021//b0191//b4322//b0880//b0620//b3769//b2425//b4290//b2194//b3771//b3544//b2091//b1256//b1706//b2706//b0190//b2497//b3868//b3037//b4288//b2312//b0571//b0872//b2705//b3542//b4291//b3971//b1798//b0903//b4291//b0908//b4209//b3970//b0367//b1588//b2742//b2509//b3829//b2163//b4355//b3454//b2995//b3317//b1819//b3005//b1920//b3478//b1819//b3368//b2365//b2430//b1227//b0764//b2697//b0345//b3769//b1537//b2987//b1272//b0338//b1021//b3424//b4355//b1131//b2841//b2284//b1131//b4670//b3709//b2994//b1016//b0908//b4132//b1889//b3479//b0440//b0928//b0977//b3542//b0515//b1887//b3701//b0775//b4254//b2728//b0758//b2716//b2212//b0584//b4355//b2927//b0765//b2706//b3970//b4699//b1590//b1535//b2278//b1012//b3599//b1296//b2313//b0523//b0106//b1684//b3934//b4383//b2535//b0312//b0977//b0564//b2926//b0613//b4268//b2093//b1263//b0388//b2215//b1160//b0615//b3939//b2560//b3272//b0349//b3831//b1407//b4058//b0755//b0109//b3227//b3903//b1101//b0241//b4196//b0936//b4671//b3461//b2370//b1130//b0557//b0953//b2992//b3566//b2757//b3035//b3574//b0978//b4133//b3331//b4426//b1392//b0620//b0571//b0115//b3426//b2838//b3477//b0757//b4242//b0812//b0734//b4040//b0112//b2282//b2195//b4290//b0679//b0115//b2711//b2417//b3457//b3853//b4384//b2750//b2663//b0063//b1015//b0620//b4324//b2912//b0675//b3609//b4024//phnE_2//b3727//b1205//b4175//b3241//b2500//b0726//b0156//b4118//b0571//b4240//b0618//b1136//b4070//b3093//b0114//b1008//b4040//b4100//b0684//b2235//b4268//b3365//b1717//b2866//b1393//b4015//b1222//b1655//b1336//b4264//b1007//b2277//b1398//b2961//b2285//b3707//b3757//b0953//b3132//b0894//b0441//b4209//b1324//b3845//b4401//b1321//b4194//b1011//b3509//b4451//b1745//b3846//b0197//b0784//b1734//b3429//b1038//b0398//b4311//b0341//b3769//b2719//b1517//b4417//b3449//b4076//b1611//b3830//b2503//b4037//b3751//b3316//b3912//b3723//b2866//b3846//b4000//b2296//b2290//b4198//b2374//b2671//b0431//b0720//b0980//b3095//b1641//b4074//b0593//b3409//b0841//b2422//b1324//b3116//b2759//b3908//b0781//b3904//b3599//b3441//b1656//b1023//b1821//b3273//b2758//b4101//b2957//b0678//b2600//b1716//b4431//b1850//b4311//b1302//b0756//b2957//b0863//b0931//b4115//b1746//b2465//b1621//b3172//b3005//b0181//b3572//b3542//b1245//b3164//b4406//b1499//b2417//b3318//b2146//b1043//b4367//b1227//
ChbR-Monoacetylchitobiose-6P_neg	b2151//b0566//b2943//b4154//b1814//b2406//
ChbR-Monoacetylchitobiose-6P_pos	b1907//b2911//b0184//b4104//b3441//b1391//
CpxR-Phosphorylated_neg	b3571//b4159//b3357//b0378//b0765//b3236//b3725//b1336//b1734//b0841//b4367//b2659//b3449//b2106//b0594//b0064//b0763//b2284//b3393//b3330//b4242//b0970//b0112//b3481//
