#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1299//b4067//
Ada-Methylated_pos	b2757//b1247//b0595//b3864//
AlaS-L-alanine_neg	b1394//
AllS-allantoin_pos	b0889//b2529//b4467//
AraC-L-arabinose_neg	b4193//b3666//b3240//b4170//b3568//b1038//b0241//b0352//
AraC-L-arabinose_pos	b2206//b4267//b1658//b2570//b1010//b2609//b1006//b1298//b1023//b3319//
ArcA-Phosphorylated_neg	b1743//b4187//b4003//b0729//b2207//b0970//b0575//b4069//b0929//b0522//b3766//b3429//b0889//b1130//b2715//b1511//b3164//b4013//b3426//b3311//b0341//b0484//b4030//b2171//b2703//b0384//b1616//b2508//b2147//b3123//b1597//b2204//b2962//b2221//b2488//b2528//b2499//b1007//b1136//b2215//b1821//b2068//b3480//b3207//b3127//b1743//b4267//b1226//b2997//b1531//b1322//b2715//b3476//b0862//b2560//b3092//b2490//b4406//b3860//b0273//b4024//b4174//b3868//b4460//b2309//b1388//b3409//b0623//b4249//b3070//b1384//b2717//b4174//b2149//b4592//b2528//b1714//b1039//b2198//b2240//b0312//b4317//b3869//b0973//b4139//b3331//b2341//b2617//b1516//b3707//b4014//b4002//b0154//b4355//b0398//b1736//b2675//b0980//b2976//b1387//b1850//b2579//b4118//b0904//b2212//b3366//b3413//b0973//b0862//b2913//b3430//b2498//b2492//b2979//b1009//b0183//b4099//b1611//b3542//b3277//b0202//b1810//b2199//b3450//b1256//b2063//b0887//
ArcA-Phosphorylated_pos	b2994//b3171//b0033//b3869//b2428//b3437//b3127//b0347//b4416//b0182//b3334//b0589//b1732//b4034//b1109//b0463//b4006//b4169//b2818//b2407//b4288//b0390//b1205//b3325//b3903//b3969//b2498//b2277//b4093//b1901//b1988//b4322//b2752//b0398//b0314//b4467//b0590//b1748//b3413//b3831//b0573//b0970//b1036//b1518//b3451//b2763//b2029//b0038//b3241//b0204//b1337//b3864//b3329//b4309//b2094//b2725//b1337//b0365//
ArgP-L-arginine_neg	b2718//
ArgP-L-arginine_pos	b1245//b1734//b0039//b2194//b1499//ilvG_1//b2911//b3425//b3616//b3927//b3540//b4102//b3428//b3418//b1671//
ArgR-L-arginine_neg	b0110//b1669//b1540//b4313//b2965//b4033//b2421//b0190//b0953//b2311//b3668//b0064//b2961//b1397//b3565//b2503//b2732//b0191//b2631//b0575//b2091//b1336//b2712//b2486//b3095//b3970//b2094//b3709//b4036//b0895//b3958//b1493//b3169//b0763//
ArgR-L-arginine_pos	b2369//b2755//b3008//b1535//b0334//
AtoC-phosphorylated_pos	b2995//b0203//b4105//b0860//
BaeR-Phosphorylated_pos	b4173//b1132//b0908//b3853//b0345//b2756//b0389//b3670//
BirA-bio-5-AMP_neg	b2421//b2481//b1498//b3476//b4669//
CRP-cAMP_neg	b3394//b3615//b4033//b3126//b2369//b0759//b2196//b1796//b3428//b1716//b4040//b1521//b4169//b0782//b2276//b3274//b2079//b3414//b2591//b0814//b1704//b0460//b4067//b1222//b0570//b4637//b3540//b0346//b4069//b3725//b1241//b3565//b1883//b2370//b4592//b1102//b2711//b2208//b0594//b2232//b4702//b2528//b1671//b0615//b0975//b4062//b2676//b1336//b3940//b2662//b0819//b3413//b3413//b1617//b4175//b3214//b0726//b0619//b2368//b0764//b3161//b0763//b4441//b3169//b2987//b0728//b2465//b0684//b3939//b1922//b3431//b0451//b1322//b1518//b3430//b0221//b1296//b3133//b1732//b2607//b3132//b3543//b1260//b2470//b0339//b0080//b1593//b2240//b2406//b4132//b1888//b0553//b1679//b3451//b2674//b1335//b3260//b0765//b3672//b0153//b4015//b2312//b1821//b4006//b2937//b0192//b2482//b4119//b3971//b0384//b0125//b3958//b1220//b3753//b0928//b1622//b4024//b1826//b0114//b1922//b3324//b2721//b2729//b2196//b2560//b2803//b2752//b2063//b3831//b3432//b1397//b1716//b2242//
