#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3243//b2224//
Ada-Methylated_pos	b3449//b0167//b2234//b1846//
AlaS-L-alanine_neg	b1617//
AllS-allantoin_pos	b3225//b1127//b2423//
AraC-L-arabinose_neg	b0678//b0826//b0979//b4397//b0754//b3240//b2243//b0575//
AraC-L-arabinose_pos	b2232//b1797//b2757//b0572//b3870//b2085//b4502//b1111//b0959//b3334//
ArcA-Phosphorylated_neg	b3540//b3221//b2481//b4441//b3334//b1904//b0896//b2963//b3225//b3274//b0583//b2366//b2211//b4399//b0199//b4132//b2221//b2509//b2242//b2674//b3169//b0928//b2927//b3543//b0152//b2911//b1136//b4383//b1616//b1819//b3567//b2630//b0032//b3477//b1511//b3616//b0586//b1531//b2535//b2312//b4381//b2802//b1858//b3005//b2552//b0774//b1265//b1537//b0675//b4323//b3669//b3959//b3751//b1297//b0156//b0062//b3314//b4438//b2469//b1546//b2490//b2207//b1136//b3214//b0977//b0039//b2312//b4009//b3272//b3605//b4111//b4054//b0515//b3863//b3510//b3277//b3221//b0340//b1132//b3672//b2285//b2242//b2375//b2716//b3430//b1131//b4702//b2197//b2243//b4426//b0996//b1616//b3319//b4291//b3243//b2196//b1387//b2925//b4167//b2755//b0957//b2373//b0565//b4195//b2760//b0928//b1499//b0411//b0759//b2727//b1225//b0109//b2488//b4040//b3316//b4072//b0403//b0346//b4153//b0038//b3543//b2726//b2671//b2509//b1220//b1492//b4016//
ArcA-Phosphorylated_pos	b4451//b4254//b2278//b4502//b0296//b4209//b2078//b2095//b3408//b0929//b2728//b3320//b0722//b0903//b1261//b3212//b0805//b3126//b2107//b0368//b0570//b0044//b2750//b2762//b3902//b0180//b1296//b0997//b2528//b2199//b1396//b3329//b1747//b2107//b2277//b0862//b0681//b1805//b3854//b0399//b2464//b4010//b4097//b0154//b3752//b2288//b0937//b0754//b0440//b1225//b3212//b2213//b1902//b2711//b3333//b2760//b1712//b0221//
ArgP-L-arginine_neg	b0774//
ArgP-L-arginine_pos	b1535//b2979//b0040//b3968//b1611//b2719//b3564//b0154//b4267//b1518//b3456//b3940//b0153//b3544//b2801//
ArgR-L-arginine_neg	b0125//b0755//b4311//b2428//b0974//b1530//b2063//b4075//b0153//b1715//b1244//b0573//b0339//b1264//b0168//b4076//b2992//b2414//b4242//b0403//b0167//b4319//b3599//b0429//b2715//b4175//b0396//b1988//b3957//b0463//b1745//b2965//b1500//b1384//
ArgR-L-arginine_pos	b1973//b0180//b2584//b2707//b0398//
AtoC-phosphorylated_pos	b0591//b3750//b0116//b0040//
BaeR-Phosphorylated_pos	b2342//b2155//b1622//b3941//b0684//b0683//b3413//b2923//
BirA-bio-5-AMP_neg	b2281//b0863//b3610//b3455//b2937//
