#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1006//b1641//
Ada-Methylated_pos	b0397//b0062//b4032//b4198//
AlaS-L-alanine_neg	b2607//
AllS-allantoin_pos	b2597//b1922//b0207//
AraC-L-arabinose_neg	b1706//b0588//b4201//b0784//b1006//b2076//b1493//b3859//
AraC-L-arabinose_pos	b1719//b3118//b0571//b4237//b2313//b1744//b1300//b1611//b3430//b0178//
ArcA-Phosphorylated_neg	b3093//b3403//b0586//b4000//b1475//b2759//b0184//b2570//b3025//b2205//b3724//b4471//b3927//b2373//b2943//b3118//b0826//b2923//b0198//b3672//b2709//b4123//b1387//b3846//b3574//b0683//b0336//b3508//b2077//b2483//b1671//b3758//b3450//b2208//b0515//b1276//b0977//b1684//b0908//b2509//b0040//b0123//b2868//b4203//b4099//b2704//b3707//b0154//b3240//b0933//b2029//b1655//b0241//b2156//b2751//b1008//b3959//b3405//b3668//b4293//b2763//b2868//b2535//b2719//b3926//b1682//b3510//b0044//b3766//b0724//b3725//b4431//b3870//b0114//b1531//b2630//b4075//b0109//b1244//b3530//b0400//b3725//b0314//b3969//b0755//b0676//b4120//b2484//b4314//b4139//b0123//b2239//b1736//b0973//b3968//b0621//b4187//b2509//b1272//b1779//b1715//b2077//b2076//b1734//b2614//b4317//b0953//b3574//b4171//b0777//b1888//b4122//b4034//b1900//b2484//b0043//b2705//b3260//b2559//b1245//b3722//b4467//b0116//b2801//b4106//b1900//b0116//
ArcA-Phosphorylated_pos	b4170//b1716//b0031//b2852//b3969//b3530//b0399//b1684//b1287//b1407//b0123//b1532//b4592//b4071//b1498//b1748//b4441//b4699//b3116//b2957//b1297//b2554//b1335//b2720//b0728//b0041//b3860//b0734//b2719//b3940//b0429//b2715//b1886//b2572//b4118//b0207//b1884//b2499//b2728//b2202//b4006//b2661//b3319//b1716//b0765//b4400//b0331//b1397//b2476//b2800//b1921//b2588//b2063//b4069//b3845//b1379//b1719//b3702//
ArgP-L-arginine_neg	b3172//
ArgP-L-arginine_pos	b0978//b3773//b4254//b0764//b3394//b1548//b2203//b0565//b1679//b3165//b0450//b4096//b4293//b1797//b3037//
ArgR-L-arginine_neg	b4238//b0432//b3230//b0080//b0754//b2202//b2666//b1335//b4317//b3072//b0598//b4040//b2991//b1817//b0207//b3240//b3528//b1041//b4320//b0754//b3957//b1023//b4354//b1587//b1712//b1744//b2583//b0826//b3748//b0623//b4367//b4401//b3449//b3035//
ArgR-L-arginine_pos	b0682//b2715//b0557//b0591//b4355//
AtoC-phosphorylated_pos	b1062//b3574//b2364//b4104//
BaeR-Phosphorylated_pos	b1016//b2559//b3469//b1761//b2241//b0109//b3395//b1589//
BirA-bio-5-AMP_neg	b2752//b1321//b4291//b4319//b3806//
CRP-cAMP_neg	b4322//b3429//b3428//b3334//b1588//b1901//b2464//b1717//b2606//b1421//b0044//b1476//b2290//b4063//b0895//b3461//b0441//b1394//b2146//b1474//b0590//b1415//b0812//b4003//b1818//b4009//b2498//b0179//b2553//b3359//b1287//b0397//b3315//b2721//b3831//b1511//b2963//b4115//b1112//b1673//b0342//b3939//b1779//b2659//b2674//b4291//b0721//b1736//b1745//b1421//b1683//b0595//b0783//b0783//b3318//b1746//b2609//b1901//b0959//b0931//b2763//b4175//b1241//b3960//b4099//b0124//b1207//b4095//b0151//b4095//b3725//b4354//b2195//b1528//b0041//b3961//b1745//b2277//b2710//b0450//b3571//b2557//b2283//b0776//b3315//b0592//b2528//b4174//b1671//b3572//b1780//b2980//b2091//b4242//b2364//b2369//b1881//b1817//b1594//b0758//b2286//b0959//b2287//b3166//b3123//b0814//b2867//b1336//b3667//b1850//b3425//b3702//b0723//b4152//b1745//b2279//b0397//b0181//b4169//b1817//b1671//b4309//b2927//b2232//b2711//b0043//b1673//b3869//b0896//b0124//b3276//b4399//b2465//
