#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1038//b0156//
Ada-Methylated_pos	b2755//b4397//b2725//b3132//
AlaS-L-alanine_neg	b2464//
AllS-allantoin_pos	b3461//b1886//b0432//
AraC-L-arabinose_neg	b4417//b3846//b3456//b4267//b3261//b3751//b2093//b3461//
AraC-L-arabinose_pos	b2676//b3118//b2373//b3603//b1704//b3456//b3758//b1746//b2232//b3531//
ArcA-Phosphorylated_neg	b0378//b0934//b2943//b0400//b3864//b0388//b3908//b0108//b1735//b4138//b2499//b1988//b0043//b2707//b4663//b2428//b0411//b2221//b4506//b2759//b0978//b1748//b1888//b4010//b2868//b0623//b2742//b2964//b4005//b0978//b3091//b1982//b4039//b1889//b2666//b4153//b1112//b3750//b2243//b4075//b0221//b4506//b2234//b3748//b0975//b0156//b3672//b0040//b2530//b4237//b4200//b2630//b4008//b4397//b1224//b4036//b1798//b3093//b4063//b3758//b0063//b3225//b0365//b0340//b3969//b0517//b3479//b2977//b1513//b4093//b2666//b4139//b4237//b2150//b1706//b3125//b3410//b0515//b2718//b2975//b3934//b2866//b3671//b2758//b0182//b2492//b1263//b0617//b3415//b0339//b4160//b1040//b2223//b0428//b1323//b0935//b0207//b2552//b0570//b4000//b3170//b0574//b4592//b0353//b0043//b4123//b1672//b2491//b2203//b4122//b2497//b0347//b4067//b2702//b2913//b1301//b2211//b1322//b0677//b0441//b1679//b4468//b4441//b2995//b2663//b4096//b2800//
ArcA-Phosphorylated_pos	b2029//b3852//b4705//b2287//b2498//b2709//b1670//b3038//b3942//b1735//b2197//b1022//b2075//b1247//b3572//b3911//b3113//b1515//b0154//b1263//b3403//b3070//b4669//b0757//b4417//b2342//b2199//b1260//b4567//b3161//b1658//b4037//b2276//b0152//b2077//b1617//b0431//b0978//b2374//b3544//b2364//b2725//b0553//b3605//b1781//b1674//b2370//b4376//b4468//b2666//b1885//b1616//b2291//b2697//b4287//b3095//b1516//b3425//
ArgP-L-arginine_neg	b1517//
ArgP-L-arginine_pos	b3868//b2243//b0349//b1131//b3095//b1680//b0729//b3117//b3321//b0679//b4511//b3418//b0783//b2675//b2498//
ArgR-L-arginine_neg	b0154//b3870//b3324//b4239//b1296//b3769//b2710//b1042//b2287//b1209//b3753//b3968//b0863//b4213//b4195//b2630//b2106//b3320//b3452//b1535//b1415//b3670//b1160//b2674//b3927//b0337//b3335//b3941//b3868//b3688//b0931//b1023//b1617//b0343//
ArgR-L-arginine_pos	b4196//b3722//b3938//b1392//b3604//
AtoC-phosphorylated_pos	b0384//b4093//b3453//b2481//
BaeR-Phosphorylated_pos	b0887//b4030//b0311//b0937//b4203//b1902//b0339//b1817//
BirA-bio-5-AMP_neg	b2421//b0622//b2497//b1390//b2584//
CRP-cAMP_neg	b4019//b1679//b4059//b0038//b1591//b3912//b2759//b4267//b2711//b0754//b0805//b4099//b2208//b3366//b3437//b3392//b2171//b3366//b1392//b3230//b1226//b2085//b1398//b0204//b4177//b0863//b4019//b1500//b2840//b2009//b3902//b3758//b3961//b2075//b4698//b0565//b0078//b2094//b2710//b1220//b0566//b1221//b4168//b1518//b4152//b2671//b3316//b0776//b3753//b0996//b3726//b3542//b0184//b2609//b0339//b3528//b2202//b3666//b4198//b3970//b2507//b2222//b1038//b1016//b0338//b2428//b4004//b4321//b3166//b2344//b3855//phnE_2//b2093//b3601//b4439//b0153//b1430//b2963//b0722//b3532//b0110//b3752//b3265//b0038//b1391//b3316//b3134//b2207//b2085//b0616//b2554//b4063//b2742//b1264//b4239//b4426//b2107//b0156//b1300//b2938//b3425//b0031//b3927//b2671//b2937//b2309//b2428//b4131//b3166//b0177//b1020//b4092//b3319//b0330//b0862//b1540//b3405//b1713//b4592//b3509//b3781//b1129//b2553//b3457//b0430//b4094//b4426//b0596//b1612//sroD//b4318//b1920//b0615//
CRP-cAMP_pos	b2194//b3333//b3230//b0764//b4663//b3315//b0572//b2171//b1548//b1887//b3521//b1641//b3072//b1546//b2571//b4115//b0864//b3035//b2280//b0820//b0570//b1859//b0168//b3830//b4039//b2965//b2425//b0778//b3329//b3449//b3934//b0895//b1796//b3437//b1516//b0399//b4266//b2630//b0586//b4169//b1321//b3859//b1301//b3363//b0676//b4173//b4266//b3853//b2415//b2079//b0675//b0377//b1858//b3006//b4009//b3356//b3508//b4067//b0377//b3666//b1298//b3864//b3708//b0063//b2276//b1857//b0675//b4068//b4007//b2483//b3168//b3564//b4393//b1388//b2207//b1713//b4671//b4009//b3611//b3231//b3722//b1904//b2428//b3750//b1296//b0366//b3312//b0677//b1272//b4004//b1736//b2365//b3214//b0350//b4160//b1673//b2196//b2310//b3571//b3510//b3451//b1821//b0036//b0368//b2697//b1224//b2235//b1796//b3564//b3958//b3616//b1821//b1212//b3236//b0347//b1982//b4074//b4471//b1615//b1389//b4309//b0154//b1415//b0595//b3114//b1982//b3666//b2975//b0723//b2063//b3864//b1714//b3243//b2093//b1211//b0515//b3428//b4131//b0166//b1655//b2287//b2095//b4070//b2721//b0755//b3451//b1038//b2554//b4171//b3510//b2560//b3428//b2727//b0621//b2074//b1732//b2570//b3958//b0931//b3038//b2979//b4468//b2464//b3224//b2163//b2425//b1746//b0776//b2757//b1782//b0351//b3424//b3564//b2393//b1746//b4115//b3332//b2965//b3095//b1588//b0934//b0591//b2369//b0341//b2498//b2093//b4008//b1429//b3927//b0366//b1890//b3509//b3926//b2203//b2590//b3240//b4267//b2852//b2631//b1241//b3331//b2718//b1818//b2716//b0115//b1852//b0819//b0368//b2490//b1621//b4019//b3902//b1826//b2704//b0038//b0887//b1654//b2291//b0886//b4354//b0980//b3481//b3969//b1040//b2741//b3005//b4139//b0602//b3368//b0204//b1888//b3236//b0841//b3599//b3456//b4318//b1970//b0199//b1023//b2727//b1384//b2224//b2754//b0781//b2211//b1209//b3332//b1901//b2211//b1921//b4168//b0721//b2552//b1256//b3542//b1674//b2208//b4171//b2554//b1735//b2425//b4100//b4599//b2754//b1531//b0908//b0995//b2961//b1243//b1337//b3751//b3571//b2938//b0734//b2722//b4062//b0575//b2942//b4015//b0463//b4096//b0367//b1394//b3481//b2707//b0064//b2728//b0515//b1682//b1160//b3409//b1673//b1850//b2199//b0929//b1212//b3911//b1884//b4195//b2231//b2197//b2750//sroD//b1323//b3540//b2196//b0388//b2077//b0038//b2296//b2313//b3225//b4203//b4070//b3394//b1907//b0351//b4014//b2730//b2499//b4106//b0591//b1297//b1589//b3171//b4000//b4093//b0397//b1260//b3393//b2703//b3115//b1209//b4290//b2231//b0314//b4133//b2630//b2963//b2659//b1670//b3751//b0727//b3528//b2369//b1537//b4000//b3478//b3753//b1224//b3750//b4131//b4238//b4111//b0110//b0400//b3413//b4400//b1476//b3568//b0048//b2535//b1821//b1511//b0723//b1743//b3317//b4154//b3863//b3242//b3957//b3320//b2287//b2762//b1680//b1654//b3870//b4034//b3604//b2211//b0970//b2195//b2975//b1673//b2490//b1492//b2711//b0557//b0908//b0583//b4094//b1819//b4054//b4003//b2904//b3588//b1890//b3927//b4131//b2079//b2975//b4324//b1276//b2904//b4015//b4399//b1043//b2146//b2212//b1261//b0384//b3480//b3333//b1540//b0945//b3049//b1222//b3781//b0593//b3574//b1109//b4105//b4476//b1112//b2631//b4400//b1531//b3357//b1797//
ChbR-Monoacetylchitobiose-6P_neg	b1892//b1779//b3243//b1387//b2712//b0722//
ChbR-Monoacetylchitobiose-6P_pos	b0723//b2732//b2208//b2957//b3510//b1012//
CpxR-Phosphorylated_neg	b2068//b0995//b4175//b2149//b0523//b2206//b3166//b4008//b1260//b0974//b2741//b0241//b1016//b3417//b2497//b2938//b0167//b0754//b3172//b2503//b2372//b1225//b1475//b4264//
CpxR-Phosphorylated_pos	b4187//b1715//b0931//b1132//b0756//b3091//b2240//b1041//b0207//b1531//b4153//b3828//b0156//b3225//b0313//b4324//b2719//b0996//b3327//b4062//b3521//b1781//b4069//b3616//b2923//b2288//b0957//b4169//b1821//b3542//b4009//b3603//b0574//b2312//b1905//b3450//b4019//b0241//b4122//b4016//b1611//b2195//b0606//b0615//b2702//
CreB-Phosphorylated_neg	b2171//b2570//b0064//
CreB-Phosphorylated_pos	b0774//b3276//b0623//b4173//b0384//b0388//
CueR-Ag_neg	b3701//b3903//b4009//b3212//b1226//
CueR-Ag_pos	b1780//b3241//
CueR-Cu+_neg	b3423//b0388//b0111//b3231//b0572//
CueR-Cu+_pos	b4172//b2151//
CuerR-Au_neg	b0179//b0595//b1276//b0827//b2583//
CuerR-Au_pos	b1016//b3958//
CusR-Pasp_pos	b1102//b3213//b4242//b1024//b3081//b3410//b2155//b4076//b1220//b0191//b1597//b0179//
CynR-Cyanate_neg	b2995//
CynR-Cyanate_pos	b0123//b1883//b0776//
CysB-N-acetyl-L-serine_neg	b1264//b3938//b4132//b0593//b1782//b2800//b4511//
CysB-N-acetyl-L-serine_pos	b0684//b3869//b3938//b3125//b0622//b2425//b2290//b4160//b1858//b3961//b0463//b3670//b4175//b3368//b1252//b4200//b1301//b3359//b2417//b4079//b2486//b3831//b3223//
CysB-O-acetyl-L-serine_neg	b3938//b3366//b2617//b4288//b0197//b3806//b0241//
CysB-O-acetyl-L-serine_pos	b4265//b0339//b4039//b1714//b2171//b4125//b2711//b2201//b1190//b2150//b2584//b2916//b2074//b2588//b3430//b4100//b3911//b1540//b3329//b2211//b2674//b2704//b4018//b2465//
DcuR-Phosphorylated_pos	b0349//b0781//b0597//b3728//b1021//b0805//b4451//b1265//b4249//
DnaA-ATP_neg	ilvG_2//b4381//b2758//b1336//b2722//b4209//b1885//b1429//b3451//b4451//b4037//
DnaA-ATP_pos	b1817//b2507//b4005//b3005//b0775//b1020//b4009//
DpiA-Pasp_neg	b3395//
DpiA-Pasp_pos	b3968//b2728//b2236//b4203//b0585//b0724//b0339//b3265//b3115//b2530//
DsdC-D-serine_neg	b2481//
DsdC-D-serine_pos	b1102//b2722//
EvgA-Phosphorylated_pos	b3403//b3493//b3748//b3617//b1008//b2482//b4392//b2725//b2150//b1973//b0330//b2554//b2078//b1611//b0403//
FNR-Fe_neg	b3458//b3273//b3123//b2206//b3708//b2365//b1819//b2482//b0572//b1780//b2365//b4354//b2201//b3114//b1296//b2239//b4002//b0341//b4438//b3453//b4393//b2277//b3114//b2232//b0777//b0048//b2662//b2096//b3161//b0557//b2476//b3125//b0586//b1276//b0573//b1530//b2197//ilvG_1//b2838//b0734//b0118//b0937//b2572//b4438//b3511//b2232//b4398//b0945//b3413//b3240//b2425//b3708//b0177//b3727//b3431//b2464//b3223//b2997//b1537//b0330//b0874//b0440//b4669//b1546//b2993//b2201//b1036//b3441//b0335//b4322//b1024//b3543//b0895//b4058//b4267//b1430//b3414//b2171//b4416//b0980//b0758//b2579//b3364//b1395//b2281//b2721//b4132//b3707//b3115//b0034//b2724//b3671//b4124//b2800//b0682//b4209//b2552//b4238//b2903//b1594//b1747//b2617//b0183//b2571//b2009//b2980//b0889//b4018//b2994//b2731//b1227//b1888//b4460//b3759//b0783//b4097//b0462//b3276//b2483//b1207//
FNR-Fe_pos	b0602//b1621//b3908//b2661//b1905//b2557//b4476//b0734//b4202//b3410//b2372//b4406//b1671//b3241//b4177//b1497//b1921//b1716//b0516//b3227//b2503//b4194//b3169//b1224//b1493//b1429//b0042//b1492//b4460//b4009//b1300//b3925//b3566//b2094//b2342//b3668//b2469//b4401//b1611//b2428//b0615//b2584//b3169//b1244//b2372//b2712//b3317//b1857//b4059//b2368//b0273//b0108//b2727//b1016//b3728//b4170//b2075//b2075//b0895//ilvG_2//b4511//b1612//b4197//b4309//b1302//b1748//b2760//b1020//b1641//b4431//b3708//b2551//b0683//b1493//b0450//b0557//b2717//b1387//b2213//b2235//b4033//b1222//b3572//b2529//b2557//b2490//b0201//b0378//b1006//b1883//b3510//b1736//b0933//b1301//b0683//b1973//b4322//b3117//b2726//b2093//b3227//b1393//b0523//b0894//b4324//b1609//b4119//b0031//b1297//b2868//b0880//b2759//b2208//b2703//b1973//b2366//b4058//b0754//b0814//b1009//b0183//b4239//b4102//b2509//b4669//b0344//b3911//b3864//b1884//b1389//b1241//b4168//b1021//b2570//b3774//b3518//b4059//b2905//b3758//b3417//b0781//b1714//b0113//b3026//b3367//b0339//b3565//b2957//b4007//b2674//b2234//b1008//b1591//b1245//b1015//b4024//b3207//b2232//b2715//b4171//b2704//b2429//b4115//b0764//b0348//b4567//b1397//b2091//b0168//b3543//b3237//b4310//b2557//b1337//b4398//b4105//b4170//b3414//yegZ//b3769//b4323//b0907//b0349//b0353//b3272//b4018//b4153//b1718//b0515//b1512//b1654//b4506//b4254//b0575//b0296//b3480//b3049//b0894//b4702//b2727//b3410//b3608//
FhlA-Formate_pos	b1528//b4005//b0523//b4007//b3403//b0346//b0034//b0614//b1748//b4291//b2093//b3025//b2498//b2481//b3723//b2925//b0515//b1613//b3959//b1500//b0154//b4099//b3669//b1734//b3461//b2799//b1207//b3317//b3748//b0116//
FucR-L-fuculose-1-phosphate_pos	b0463//b2202//b0241//b3668//b4094//b3035//b0330//
Fur-Fe2+_neg	b0166//b1654//b2923//b2712//b2530//b0776//b2484//b2942//b3907//b3544//b3461//b0754//b0980//b2580//b4194//b3726//b2207//b1761//b4417//b3702//b3769//b4355//b1973//b2630//b2393//b2148//b4322//b1222//b2286//b0343//b0113//b3971//b0937//b0995//b1891//b4154//b0349//b3940//b1798//b4094//b2464//b2503//b2415//b0860//b1299//b1391//b0886//b2370//b0953//b0061//b3846//b3969//b4426//b0189//b0048//b3124//b0676//b4154//b3769//b2282//b3971//b3543//b0350//b2208//b1613//b2916//b2800//b3753//b3752//b3455//b0721//b3926//b0522//b4115//b3319//b3231//b2804//b0151//b4196//b0615//b0592//b4006//b1620//b2588//b0617//b0366//b3905//b1131//b3852//b1617//b0571//b1475//b0342//b2709//b3541//b2601//b4194//b3543//b3425//b2818//b0431//b2415//b2276//b2476//b3408//b2715//b3409//b4567//b1515//b0516//b0345//b0977//b4397//b3414//b2531//b1394//b0331//b0723//b2916//b2802//b4171//b1597//b2149//b0152//
Fur-Fe2+_pos	b2991//b2717//b1296//b0515//b2717//b3221//b3417//b3912//b3081//b1890//b1322//b2393//b4104//b4000//b0945//b3135//b2503//b2152//b0778//b2759//b0441//b3599//b0570//b0240//b2916//
Fur-Mn2+_neg	b0996//b1900//b0124//b0874//b4003//b0596//b2802//phnE_2//b3320//b0605//b4014//b0153//b2297//b1531//b2143//b0978//b1717//b1907//b1389//b1674//b3275//b2197//b1597//b3116//b4075//b1256//b3477//b3222//b0032//b0778//b3926//b2469//b4382//b3934//b3908//b3076//b4354//b3005//b3441//b4313//b0814//b0622//b3700//b3564//b2150//b2076//b2143//b0061//b3125//b1673//b3864//b1511//b4175//b2276//b1920//b2994//b2805//b1301//b1209//b0349//b0348//b1641//b3926//b0336//b0383//b0959//b0614//b4194//b0872//b2759//b0957//b2673//b0595//b0827//b4063//b0595//b3438//b3458//b3449//b0763//b4062//b2852//b3171//b2557//b3134//b0908//b2489//b2591//b4313//b3456//b0337//b2483//b2313//b2709//b1062//b2507//b3672//b1518//b4266//b1475//b0872//b3565//b2476//b2996//b3961//b2923//b4154//b1547//b3774//b4468//b3224//b2094//b3569//b0936//b3544//b1886//b1223//b4153//b2535//b3452//b2923//b2288//b3265//b3330//
Fur-Mn2+_pos	b4384//b1225//b0729//b0241//b2715//b1322//b2373//b0597//b0957//b1717//b1129//b0333//b0036//b0583//b1857//b0203//b4169//b3968//b1245//b2711//b3076//b4005//b3610//b0384//b2710//
GlcC-Acetate_neg	b3853//
GlcC-Acetate_pos	b4040//b0775//b2075//b3769//b2662//b3968//
GlcC-Glycolate_neg	b1671//
GlcC-Glycolate_pos	b0896//b1587//b1131//b1252//b2234//b4132//
GlrR-Pasp56_pos	b3688//
IclR-pyruvate_neg	b3601//b0617//b3479//b1112//
IdnR-5-ketogluconate_neg	b0880//b1101//b4393//
IdnR-5-ketogluconate_pos	b3240//b3278//b0062//b2276//b1905//
IdnR-Idonate_neg	b1476//b4393//b3325//
IdnR-Idonate_pos	b2240//b3418//b4376//b3666//b3416//
IlvY-2-acetolactate_neg	b3708//
IlvY-2-acetolactate_pos	b1892//
IlvY-Alfa-acetohydroxybutirate_neg	b0150//
IlvY-Alfa-acetohydroxybutirate_pos	b3450//
IscR-2Fe_neg	b3608//b2977//b4313//b3540//b2676//b3845//ilvG_1//b1189//b3940//b3243//b3752//b4399//b2146//b4187//b2727//b1220//b1040//b4406//b1797//b0594//b2705//b3726//b0675//b0597//b0044//b3927//b4096//b1608//b2572//b1208//
IscR-2Fe_pos	b3959//b3117//b0894//b3091//b3359//b2372//b1252//b1062//b0618//b3759//b3166//
LldR-L-lactate_neg	b4316//b3753//b1009//
LldR-L-lactate_pos	b1846//b0980//b3395//
Lrp-Leucine_neg	b0181//b4076//b0759//b2068//b1780//b4193//b2277//b3942//b2296//b2093//b2583//b3845//b1546//b4316//b0032//b2201//b3567//b4392//b0720//b2557//b3426//b0184//b2659//b4698//b4129//b1517//b0035//b0430//b0337//b0348//b0957//b3410//b0566//b1246//b0388//b2370//b1482//b3756//b3572//b3666//b2085//b3603//b2207//b1814//b1859//b1548//b1715//b3451//b0048//b0153//b3908//b1476//b3441//b3127//b4637//b0819//b2464//b1394//b4291//b0038//b1512//b4670//b2484//b0184//b4096//b3771//b1262//b3327//b0062//b2312//b3117//b3669//b1006//b1905//b2614//
Lrp-Leucine_pos	b1482//b4098//b1012//b2728//b2801//b4471//b4133//b2288//b3241//b0976//b3126//b1010//b2234//b3904//b1547//b2591//b3311//b2429//b3430//b1546//b3845//b1712//b4037//b0826//b0819//b1276//b0617//b1415//b0675//b3115//b0887//b0109//b1745//b3902//b0273//
LsrR_neg	b0776//b1287//b2717//b2152//b1322//b2990//b0389//b2965//b0895//
MalT-ADP-Maltotriose_pos	b1672//b3568//b4264//b2630//b3939//b4249//b1516//b2725//b4073//b3521//
MalT-Maltotriose-ATP_pos	b1020//b2868//b0594//b2234//b4267//b4201//b1389//b4266//b2231//b0763//
MelR-Melibiose_neg	b3750//b4322//b2063//
MelR-Melibiose_pos	b1905//b4324//b2867//
MetJ-S-adenosylmethionine_neg	b4004//b3416//b1885//b1682//b0979//b1885//b2425//b2965//b1038//b2421//b1617//b0036//b2464//b0207//b3278//
MetR-L-homocysteine_neg	b1391//b3417//
MetR-L-homocysteine_pos	b3772//b4132//b0430//b2673//
MhpR-3-DHPP_pos	b3721//b4075//b3829//b2499//b1611//b3357//
MhpR-3HPP_pos	b4196//b2371//b2240//b1517//b1392//b1276//
MntR-Cd2+_neg	b4194//b0314//b3313//b1039//
MntR-Cd2+_pos	b1857//
ModE-MoO42-_neg	b3701//b4009//b3509//b1160//b2676//b0221//b0591//b1334//b3750//b2590//b2063//b4202//b0570//b1521//b2212//
ModE-MoO42-_pos	b3769//b3321//b4203//b1732//b4008//b4511//b4201//b3134//b4068//b3926//b2283//b0565//b1744//b3450//b0734//b3855//b2308//b3231//b1246//b3222//b1818//b3531//b4175//b3531//b2841//b1715//b3117//b4129//b2631//b0575//b4599//
NarL-Phosphorylated_neg	b2428//b4209//b0574//b0873//b2206//b2716//b0602//b2095//b0684//b3541//b3600//b2911//b1246//b0440//b4460//b0368//b2992//b2841//b0340//b0880//b4074//b4319//b2804//b2552//b4106//b2296//b4118//b0975//b3221//b3574//b0440//b3222//b2607//b2942//b4073//b0754//b3727//b2283//b2476//b4096//b0344//b0976//b0620//b1818//b1276//b4354//b1656//b1379//b1712//b2704//b2560//b0221//b3167//b1264//b0722//b1716//b0553//b4254//b3076//b0570//b4098//b3426//b0887//b4290//b0048//b2994//b0345//b0344//b3615//b3781//b2923//b4177//b0347//b2530//b3115//b2731//b4567//b4095//b2469//b3450//b3750//b4426//b3312//b2197//b0683//b2370//
NarL-Phosphorylated_pos	b3845//b1024//b2742//b1276//b0873//b1594//b1037//b3134//b1109//b0979//ilvG_1//b0931//b0043//b4451//b1136//b2560//b3478//b2489//b2710//b2662//b0778//b0032//b0432//b1748//b2278//b0557//b2617//b1717//ilvG_2//b3093//b0570//b2752//b3415//b1247//b2663//b4398//b0588//b2095//b0398//b3540//b1589//b1323//b0108//b3171//b0106//b4067//
NarP-Phosphorylated_neg	b1227//b3781//b3125//b0605//b4381//b3938//b2429//b3165//b3315//b1208//b3036//b2840//b1287//b3510//b2079//b3971//b3905//b0154//b2742//b2151//b4030//b4319//b0167//b4073//b3912//b0153//b1262//b3532//b1499//b2531//b3126//b1015//b2234//
NarP-Phosphorylated_pos	b4168//b3481//b2224//b2803//b2552//b1805//b1205//b4119//b0908//b2707//b3959//b3758//b0331//b3237//b1497//b4172//b3135//b2805//b4030//b3057//b3274//b3224//b1889//b0589//b2239//b2392//b1682//b1714//b4132//b4154//b4154//b2312//
NhaR-Na+_pos	b0036//b0153//b1334//b4175//b2852//
NikR-Cd2+_neg	b2710//b0343//b1745//b1617//b2151//b3132//
NikR-Co2+_neg	b0564//b2470//b1008//b2392//b1535//b0575//
NikR-Cu2+_neg	b3616//b2093//b0033//b1024//b2943//b3125//
NikR-Ni2+_neg	b2704//b1591//b2078//b2802//b4115//b0113//
NikR-Zn2+_neg	b0995//b4450//b2171//b2715//b2754//b0583//
NrdR-ATP_neg	b2803//b3564//b4289//b0775//b0191//b3970//b3609//b0976//b0827//
NrdR-Zn2+_neg	b3863//b0975//b3528//b1208//b3403//b0617//b2243//b4074//b1511//
NrdR-dATP_neg	b1810//b2713//b3781//b3430//b3311//b1747//b2489//b3752//b1297//
NsrR-2Fe_neg	b4071//b2428//b0039//b0041//b2425//b0721//b3095//b3829//b4040//b4024//b3118//b1407//b2286//b3611//b3616//b3242//b3959//b2196//b1208//b4058//b3971//b0191//b0619//b0953//b2762//b1205//b0368//b2284//b1384//b4092//b1131//b4118//b2977//b4467//b4068//b2428//b0115//b2757//b3127//b1323//b1888//b3530//b3870//b2204//b2551//b2557//b3724//b2499//b4160//b3274//b0783//b4406//b3008//b3565//b3036//b1588//b2572//b1264//b3430//b2719//b1016//b4213//b4291//b2976//b4007//b0123//b0572//b2488//b4502//b1892//b1902//b4095//b4120//
PhoB-Phosphorylated_neg	b0062//b0617//b2742//b2528//b1587//b0584//b1389//b0874//b1672//b4133//b1499//b3672//b3961//
