#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3617//b0337//
Ada-Methylated_pos	b4670//b2588//b4705//b0593//
AlaS-L-alanine_neg	b4238//
AllS-allantoin_pos	b2148//b1037//b1042//
AraC-L-arabinose_neg	b4168//b2716//b3766//b3925//b0107//b1022//b3071//b4265//
AraC-L-arabinose_pos	b4003//b2063//b2702//b1009//b4074//b0774//b0615//b2368//b2106//b1226//
ArcA-Phosphorylated_neg	b3541//b3904//b2841//b3528//b3276//b4010//b3317//b1299//b3278//b0887//b3903//b1922//b3414//b0861//b2498//b2200//b3414//b1883//b4124//b3118//b3478//b2994//b2369//b1041//b2731//b3759//b4067//b0805//b4099//b0153//b2937//b1684//b4239//b0484//b1493//b4120//b3906//b4502//b3961//b4154//b0571//b3312//b1681//b3671//b1613//b1512//b2078//b2724//b2096//b2553//b0679//b3127//b2911//b3772//b0679//b0605//b0613//b0755//b3531//b2557//b3325//b2091//b0755//b1673//b0573//b2074//b2697//b1016//b3418//b3212//b1748//b0676//b3938//b2374//b3707//b4153//b2573//b3237//b4094//b3426//b1859//b3123//b1038//b0575//b2009//b4266//b1819//b3709//b2344//b2476//b2507//b1817//b4018//b2373//b3724//b3450//b0411//b2198//b0863//b2993//b2996//b4254//b4592//b0184//b4451//b1704//b1397//b0977//b3904//b3410//b0583//b0820//b4013//b0785//b1851//b0880//b1160//b1393//b2393//b1009//b0106//b3431//b2927//b2009//b3509//b0812//b0156//
ArcA-Phosphorylated_pos	b2841//b3934//b0311//b3327//b1287//b4170//b2754//b0113//b2573//b3161//b2063//b4008//b0959//b1131//b3567//b3725//b1587//b1706//b0110//b0033//b0348//b2151//b3366//b4152//b0598//b3125//b0341//b0598//b4321//b2364//b4254//b2288//b0077//b2531//b2957//b2742//b1298//b2818//b2290//b0805//b2617//b2528//b4122//b0177//b3359//b3617//b0907//b0827//b0311//b3070//b2194//b4054//b3608//b2674//b2675//b3870//b4139//b1704//
ArgP-L-arginine_neg	b0031//
ArgP-L-arginine_pos	b1112//b4118//b2573//b2589//b0107//b1881//b0957//b3688//b2171//b1888//b0383//b3320//b4175//b0584//b2375//
ArgR-L-arginine_neg	b0345//b0588//b2194//b2107//b3393//b0431//b2488//b2553//b1394//b3969//b1210//b3723//b2706//b1385//b2428//b1546//b3426//b3756//b0814//b3231//b2366//b1805//b1220//b2707//b0432//b4467//b1530//b1745//b1244//b1297//b3942//b4068//b1805//b3572//
ArgR-L-arginine_pos	b4173//b1243//b2868//b2149//b4004//
AtoC-phosphorylated_pos	b4177//b1817//b0190//b3957//
BaeR-Phosphorylated_pos	b4316//b0078//b1819//b0344//b0112//b3961//b3424//b0107//
BirA-bio-5-AMP_neg	b0411//b3773//b1039//b2075//b2205//
CRP-cAMP_neg	b1887//b0161//b1858//b3724//b1475//b4124//b2552//b0113//b1475//b4506//b3172//b1221//b4002//b4010//b1036//b2589//b1888//b1256//b0553//b1674//b3274//b3367//b3272//b3669//b1684//b1264//b1136//b4099//b0346//b4152//b1658//b0618//b3533//b0179//b2708//b3076//b2310//b0776//b3540//b4200//b2374//b1415//b0959//b3168//b1220//b0863//b3868//b1613//b2106//b2725//b2631//b0183//b4321//b4129//b2392//b4383//b4197//b2673//b2096//b4193//b0314//b3568//b2590//b1113//b3588//b3117//b0728//b1226//b3600//b0785//b0400//b0339//b2729//b2588//b1244//b1275//b2499//b0178//b1043//b2926//b2608//b1182//b1716//b1851//b4195//b3036//b1041//b0451//b0342//b3476//b3724//b1500//b0347//b0827//b2938//b4241//b0623//b0933//b3902//b3365//b3405//b4293//b3702//b4105//b0584//b2631//b2707//b1859//b4169//b2818//b4317//b4200//b3700//b4268//b1851//b2913//sroD//b2224//b2203//b1515//b0976//b4125//b2728//b1136//b2369//b1037//b2711//b0595//b1131//b3038//b1900//b2155//b3091//
