#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0110//b4069//
Ada-Methylated_pos	b1718//b0873//b0613//b1287//
AlaS-L-alanine_neg	b3319//
AllS-allantoin_pos	b2903//b0338//b1398//
AraC-L-arabinose_neg	b1548//b1262//b1982//b2224//b3615//b2500//b3568//b0339//
AraC-L-arabinose_pos	b1101//b0820//b1798//b0078//b2341//b4240//b3750//b3530//b1716//b3759//
ArcA-Phosphorylated_neg	b3905//b0428//b4266//b4075//b2279//b4168//b4075//b0775//b0675//b2507//b1892//b2528//b3452//b1207//b3123//b0592//b3669//b0778//b3072//b2486//b3213//b3724//b4174//b3321//b1002//b1016//b0365//b0383//b4129//b0723//b0894//b4670//b1519//b1131//b2279//b0035//b4406//b1658//b0784//b0347//b4177//b1706//b2155//b1615//b0586//b1900//b0616//b2800//b3320//b4101//b0311//b3707//b4313//b1517//b3317//b3940//b1127//b2977//b1746//b4151//b2341//b1395//b2942//b2706//b1883//b2964//b2485//b4320//b3905//b0606//b0125//b0107//b1540//b3542//b3610//b0908//b0590//b4400//b2342//b2554//b3668//b4104//b4092//b3330//b3770//b2367//b2755//b4196//b3126//b1704//b0734//b3542//b3036//b4132//b3237//b0450//b1674//b0784//b1670//b2995//b3025//b2372//b4016//b0351//b0621//b0934//b0755//b2485//b0724//b0889//efeU_2//b0114//b3260//b3071//b1684//b4265//b4039//b0758//b4067//b2484//b2425//b0199//b1037//b1519//b0339//b1683//b3428//
ArcA-Phosphorylated_pos	b4438//b3278//b4067//b0389//b1818//b3863//b3166//b2964//b1023//b0782//b0805//b3600//b4265//b3425//b0041//b4016//b2308//b2991//b1920//b0183//b0953//b2212//b0190//b2092//b3722//b4314//b4152//b2204//b2285//b2147//b2202//b3222//b1732//b2719//b4068//b0873//b2297//b4167//b2675//b0400//b2942//b0889//b3939//b4072//b3428//b0615//b4030//b3934//b2369//b0463//b3367//b0367//b1011//b1684//b0764//b0996//b1301//b2799//
ArgP-L-arginine_neg	b1062//
ArgP-L-arginine_pos	b2470//b3213//b3037//b3926//b1818//b1132//b1920//b2424//b3328//b3071//b1882//b3008//b4663//b1885//b3057//
ArgR-L-arginine_neg	b0061//b2365//b2278//b2291//b0106//b2206//b3853//b1062//b3124//b1882//b0721//b1256//b3418//b0337//b2804//b3416//b2757//b4311//b0450//b3277//b0190//b0931//b0996//b0397//b4092//b3169//b0935//b4323//b0782//b0035//b0557//b3450//b0820//b0198//
ArgR-L-arginine_pos	b2962//b0312//b2483//b2757//b1393//
AtoC-phosphorylated_pos	b4067//b0333//b3508//b3008//
BaeR-Phosphorylated_pos	b0757//b0124//b3864//b2287//b1111//b4311//b1718//b2923//
BirA-bio-5-AMP_neg	b2600//b2078//b1036//b4319//b3417//
CRP-cAMP_neg	b0896//b0463//b3759//b0936//b3453//b3236//b1002//b2715//b2964//b3117//b0343//b1881//b3671//b0733//b1859//b0598//b0587//b0118//b2676//b1907//b1548//b2203//b1805//b4322//b2204//b3438//b4292//b3243//b1546//b0202//b3240//b3667//b1321//b1379//b2286//b1535//b0345//b3026//b3455//b0827//b2283//b0032//b3860//b1397//b3771//b1127//b1921//b2365//b0368//b1221//b1302//b2424//b0221//b1891//b2287//b4099//b2937//b4397//b3572//b1262//b1276//b0432//b3615//b4194//b1548//b2068//b3853//b2430//b3845//b0820//b4384//b3959//b1042//b3758//b1334//b2722//b3037//b0462//b4063//b3702//b0618//b0908//b3212//b0403//b3424//b2720//b3753//b3171//b0778//b2421//b3414//b1512//b0334//b2723//b4502//b2498//b2364//b2367//b0896//b2669//b3941//b2206//b2763//b4321//b4173//b1597//b1547//b0365//b2078//b0377//b4068//b3829//b2313//b4194//b2751//b1010//b3770//b0431//b1275//b3317//b0350//b2630//b0720//b3315//b2666//b1761//b2200//b1891//b2571//b4315//b4393//b4069//b1042//
CRP-cAMP_pos	b3273//b3368//b0937//b2704//b0566//b3404//b4096//b2148//b0776//b0207//b1227//b1384//b3911//b3026//b1736//b2535//b2469//b2840//b4319//b4506//b0398//b2804//b4431//b2754//b0181//b0080//b2841//b3405//b0118//b3038//b1476//b1821//b4062//b4637//b0123//b4431//b0763//b4401//b0461//b1796//b3213//b1530//b2841//b4290//b4698//b0616//b2365//b0168//b1482//b3460//b3616//b2868//b4067//b0161//b4317//b2762//b4200//b3970//b4159//b1654//b3567//b0678//b0775//b4194//b1016//b1322//b2373//b3260//b2925//b0156//b0450//b2571//b0124//b4450//b3225//b1885//b2730//b0933//b2802//b1654//b2240//b3869//b3521//b1846//b3566//b2309//b1042//b3223//b1263//b0151//b0191//b3243//b3829//b1011//b2759//b3609//b2107//b1245//b3438//b2311//b3702//b0978//b0572//b1272//b1221//b2993//b0033//b2583//b1882//b0039//b0755//b1482//b3781//b3750//b3726//b0338//b3565//b3868//b2282//b2029//b0970//b2980//b0156//b2554//b2606//b3669//b3588//b2673//b3540//b0353//b0679//b2697//b4014//b2630//b4198//b4381//b3057//b3912//b1321//b1921//b3771//b0931//b3528//b2486//b0517//b1511//b0383//b3123//b1884//b0973//b1476//b1301//b3329//b3750//b2195//b0886//b1247//b0754//b3364//b1814//b4125//b4036//b0785//b2669//b1212//b4241//b2235//b4265//b1394//b1397//b1519//b0618//b1130//b3316//b3756//b0863//b3135//b3961//b2852//b1797//b0341//b4398//b1681//b0874//b0311//b0153//b4062//b1537//b4119//b0953//b2195//b4451//b1301//b3093//b1302//b4426//b0775//b1826//b4209//b0785//b1613//b1888//b2589//b1798//b3123//b0781//b0351//b2764//b2369//b3769//b0365//b3275//b0904//b4111//b1779//b4203//b2903//b3709//b2221//b4105//b3971//b3925//b0161//b4431//b1546//b0783//b2369//b3939//b0043//b1102//b1904//b1301//b1535//b3461//b3669//b2671//b2163//b0872//b1223//b3081//b2608//b1535//b3276//b1528//b2867//b0598//b2755//b0365//b4316//b2085//b2422//b3700//b0337//b1826//b0340//b4067//b3393//b1136//b2913//b3860//b0934//b1641//b3860//b1136//b3367//b3806//b0765//b4030//b2609//b4019//b2488//b2342//b0977//b0957//b4010//b2987//b1706//b1391//b1263//b3957//b1499//b4009//b3037//b1476//b0937//b1221//b2500//b4400//b2146//b3117//b4094//b2660//b2964//b0080//b4000//b1492//b1302//b1296//b0972//b2706//b3275//b2284//b3314//b3222//b4123//b3709//b4705//b3207//b0595//b0523//b4069//b2416//b4319//b3417//b3532//b0614//b0723//b3759//b2368//b1669//b1160//b0335//b2802//b4037//b3667//b2415//b3806//b2371//b2392//b0977//b4431//b3939//b3753//b1012//b2206//b0432//b0873//b2200//b1492//b3727//b0721//b4240//b0726//b3853//b1817//b3748//b4705//b4104//b0931//b1535//b3242//b3081//b1713//b0928//b1136//b0241//b4069//b2841//b1421//b0034//b4381//b1111//b0928//b0566//b4511//b2286//b3357//b2215//b3960//b2706//b3333//b4383//b1337//b2764//b3395//b4018//b4238//b1857//b3668//b3902//b3574//b0273//b1714//b0720//b2242//b2911//b0903//b0182//b0782//b1617//b3230//b1499//b0572//b2764//b2202//b1276//b3476//b1712//b2721//b0151//b2429//b1682//b2078//b3278//b4506//b1021//b4323//b1245//b2147//b3278//b3037//b3569//b4030//b1397//b3276//b4417//b4397//b4249//b0199//b4070//b1621//b0441//b2470//b1715//b0399//b1818//b3408//b0778//b2707//
ChbR-Monoacetylchitobiose-6P_neg	b3615//b1891//b2465//b0618//b0388//b1007//
ChbR-Monoacetylchitobiose-6P_pos	b1246//b1205//b3095//b0756//b2406//b0873//
CpxR-Phosphorylated_neg	b3828//b4669//b2341//b3424//b0574//b4014//b3611//b3223//b3393//b3431//b0368//b0593//b2597//b3242//b1387//b4169//b3771//b3113//b2079//b4193//b2840//b1130//b2707//b3750//
CpxR-Phosphorylated_pos	b2281//b3831//b4096//b1393//b0602//b2803//b3870//b2531//b1300//b3272//b3363//b0389//b1679//b1334//b3327//b1499//b4115//b1540//b2313//b0676//b3781//b0598//b0123//b4267//b0522//b1009//b3317//b2153//b3672//b1671//b4072//b4382//b1748//b4005//b0733//b4098//b0574//b2702//b1546//b3403//b1719//b1398//b2597//b0484//b2709//
CreB-Phosphorylated_neg	b0365//b3164//b2608//
CreB-Phosphorylated_pos	b2708//b0344//b2758//b1920//b0460//b2149//
CueR-Ag_neg	b1394//b0033//b1210//b2313//b0764//
CueR-Ag_pos	b0038//b1390//
CueR-Cu+_neg	b0336//b2912//b0734//b0403//b0440//
CueR-Cu+_pos	b2242//b2757//
CuerR-Au_neg	b2476//b1973//b2704//b3403//b2718//
CuerR-Au_pos	b4003//b0432//
CusR-Pasp_pos	b3700//b2559//b0782//b0586//b4097//b3117//b2912//b0594//b2553//b4123//b2500//b2606//
CynR-Cyanate_neg	b0366//
CynR-Cyanate_pos	b2726//b4030//b1205//
CysB-N-acetyl-L-serine_neg	b3904//b0618//b3326//b2096//b3957//b4398//b1900//
CysB-N-acetyl-L-serine_pos	b0313//b1020//b3671//b3328//b3724//b0605//b2756//b3077//b0571//b0384//b3528//b0597//b0764//b3038//b1608//b3708//b2553//b1970//b1493//b2730//b2530//b3722//b3925//
CysB-O-acetyl-L-serine_neg	b2344//b1589//b1517//b2913//b2491//b0720//b3771//
CysB-O-acetyl-L-serine_pos	b4406//b4318//b0585//b4119//b2500//b0080//b3568//b2557//b1641//b1819//b1882//b2147//b0929//b3588//b2757//b2669//b2553//b1501//b3221//b4177//b4669//b2205//b4019//b1615//
DcuR-Phosphorylated_pos	b3405//b0110//b0039//b2997//b4068//b0765//b4321//b1207//b2487//
DnaA-ATP_neg	b4177//b1674//b1394//b1182//b2373//b3902//b4567//b2597//b1385//b2741//b1015//
DnaA-ATP_pos	b2760//b2570//b2554//b3037//b0592//b4426//b1617//
DpiA-Pasp_neg	b0033//
DpiA-Pasp_pos	b3405//b1324//b1587//b3367//b3426//b2925//b4069//b3438//b3540//b4093//
DsdC-D-serine_neg	b3408//
DsdC-D-serine_pos	b0615//b0431//
EvgA-Phosphorylated_pos	b4104//b2597//b0031//b2429//b2063//b1887//b2465//b2965//b1394//b2964//b1658//b3365//b0312//b2708//b2720//
