#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0346//b1513//
Ada-Methylated_pos	b3118//b1973//b1264//b0565//
AlaS-L-alanine_neg	b3611//
AllS-allantoin_pos	b0605//b3320//b1796//
AraC-L-arabinose_neg	b1241//b2200//b1970//b0515//b0384//b0118//b3231//b2801//
AraC-L-arabinose_pos	b0774//b4173//b1748//b2572//b2597//b4039//b0167//b0440//b2606//b4313//
ArcA-Phosphorylated_neg	b4123//b1907//b3167//b2707//b2994//b1389//b2344//b4170//b2710//b4172//b1482//b2752//b0880//b3828//b0190//b2591//b3701//b1297//b1988//b4320//b1540//b0345//b4019//b1111//b3961//b2414//b4392//b3049//b3333//b3329//b0886//b2942//b4132//b2554//b4098//b2977//b2291//b4313//b4399//b0755//b0997//b3671//b1779//b1859//b3430//b0873//b2803//b4160//b3070//b3453//b0118//b3332//b4287//b0330//b4096//b1391//b2424//b4002//b3260//b1891//b0679//b2840//b1719//b3934//b2702//b4035//b1243//b4476//b3404//b3227//b2290//b0880//b2484//b3260//b3077//b1500//b3772//b2993//b3225//b0203//b4100//b4073//b2528//b4170//phnE_2//b2673//b1498//b3441//b4438//b3493//b4599//b3231//b3870//b0861//b2590//b3365//b3168//b3567//b2485//b0411//b0976//b4319//b0957//b1608//b0784//b1608//b1904//b4502//b3772//b4266//b4699//b3319//b0907//b0115//b4637//b0729//b3568//b3869//b2207//b1886//b4209//b1397//b3608//b2429//b1011//b2601//b2213//
ArcA-Phosphorylated_pos	b1805//b1261//b2715//b4015//b3569//b2341//b0204//b0945//b0565//b3723//b1227//b3609//b3603//b3831//b0343//b0411//b4201//b3329//b0114//b1531//b3510//b0154//b2212//b2535//b3758//b2579//b4187//b3912//b1016//b2963//b3511//b3076//b3394//b2980//b0330//b3035//b4315//b1500//b2723//b4169//b3227//b0334//b1884//b0150//b3117//b2231//b2490//b3429//b0345//b4039//b2470//b4592//b4438//b2868//b0368//b0620//b3863//b0586//
ArgP-L-arginine_neg	b2497//
ArgP-L-arginine_pos	b2372//b0720//b0572//b1497//b1497//b0908//b1227//b1796//b2750//b0681//b2675//b2938//b0107//b0346//b0115//
ArgR-L-arginine_neg	b3479//b2580//b1736//b1394//b1521//b1256//b2416//b0931//b2283//b2371//b0183//b0351//b3911//b0598//b2085//b2148//b0344//b0167//b2804//b3114//b3403//b4036//b3564//b3276//b2535//b3912//b1736//b1588//b2718//b0553//b2285//b1745//b3070//b4054//
ArgR-L-arginine_pos	b1513//b3752//b3458//b4111//b1390//
AtoC-phosphorylated_pos	b4139//b0864//b0588//b3026//
BaeR-Phosphorylated_pos	b4669//b2197//b0451//b0619//b1973//b1210//b1020//b3432//
BirA-bio-5-AMP_neg	b0587//b2417//b1547//b2588//b3134//
CRP-cAMP_neg	b3005//b2221//b0557//b1902//b4004//b0349//b2804//b2750//b0201//b1712//b1805//b2709//b4196//b1681//b0615//b3260//b2994//b3480//b2630//b0429//b2802//b1982//b0720//b3096//b3530//b1244//b2607//b3772//b1301//b4326//b2507//b1243//b4013//b0765//b0977//b2559//b2706//b4194//b1901//b3781//b1008//b3437//b1593//b3133//b2570//b4095//b2239//b3395//b3773//b3460//b3393//b2590//b0619//b4030//b1298//b2307//b4105//b3335//b3037//b4198//b0241//b2406//b2392//b1395//b0782//b0431//b1322//b4173//b0431//b0570//b1535//b2424//b1884//b2309//b3481//b1518//b3753//b0150//b1902//b1389//b3114//b4401//b3939//b1892//b2310//b0820//b0597//b0080//b0440//b1780//b4111//b3006//b1714//b1039//b2703//b3521//b2208//b0928//b2840//b0937//b4036//b2146//b0077//b3393//b4289//b2867//b0903//b0036//b2429//b3758//b1021//b0979//b1209//b3319//b3430//b3908//b0061//b2903//b4100//b2370//b0039//b1547//b2750//b1015//b3330//b0115//b3725//b1900//b2750//b3272//b0044//b0400//b1501//
CRP-cAMP_pos	b0682//b4187//b2236//b3241//b0931//b4119//b0123//b2552//b0114//b3971//b0116//b3957//b4018//b3600//b1517//b0192//b2904//b3666//b0723//b1321//b1407//b0592//b1589//b3934//b1244//sroD//b2553//b0108//b0367//b3095//b3438//b2597//b0517//b0860//b0339//b4382//b2764//b0727//b3332//b2756//b3168//b1706//b2203//b4317//b4287//b2926//b2704//b3230//b4467//b3509//b0720//b0516//b3540//b2205//b2091//b3912//b0048//b3688//b1732//b0979//b0106//b1272//b3214//b0153//b3274//b3854//b3521//b2143//b3395//b0339//b0874//b4467//b4268//b0344//b1160//b2841//b2719//b1132//b1535//b0595//b0597//b2373//b3604//b0679//b0112//b2530//b2697//ilvG_2//b2232//b4131//b1222//b1039//b4079//b0679//b3688//b3364//b1007//b3906//b2212//b1227//b0975//b3911//b3092//b1296//b4506//b3331//b2242//b0035//b1616//b0341//b1658//b3970//b2675//b2200//b4202//b4030//b1681//b3273//b4015//b0349//b3451//b3311//b4019//b3167//b1042//b2990//b3457//b4068//b4326//b0221//b1881//b2313//b0152//b3236//b4013//b4154//b0430//b3668//b1260//b1262//b1323//b4324//b2371//b3072//b4093//b3870//b2285//b0044//b4071//b3240//b4118//b3617//b4450//b0615//b2029//b2236//b3853//b3321//b4266//b4367//b2987//b3480//b4267//b2223//b3702//b1654//b2579//b2729//b4393//b2674//b4006//b0342//b0336//b4702//b4201//b0785//b2560//b1846//b0430//b2866//b2194//b2406//b0203//b2571//b3571//b2206//b3540//b1421//b1621//b0338//b4314//b2279//b3907//b1612//b0037//b1883//b1398//b3726//b2676//b2417//b4316//b4039//b1272//b2711//b3615//b0203//b1887//b1905//b1287//b0048//b4132//b3960//b3907//b2697//b2365//b2552//b3543//b3438//b3006//b4451//b1497//b2296//b1852//b1735//b0152//b1190//b0343//b0515//b2719//b1131//b0972//b3356//b1744//b3766//b0972//b1682//b0937//b3588//b0199//b0390//b1617//b2980//b3757//b4367//b0895//b3036//b1608//b3766//b0184//b3806//b3072//b1884//b0782//b4383//b2414//b1127//b2994//b3902//b1736//b0036//b3959//b2802//b1970//b1733//b4152//b2957//b3165//b3414//b3751//b2308//b0728//b0676//b0973//b3118//b0078//b4698//b1395//b0064//b0931//b0937//b0043//b0156//b4313//b0805//b2584//b2731//b0586//b0618//b0864//b4104//b2965//b0683//b3166//b2752//b1037//b0614//b4240//b3327//b3753//b3071//b3410//b1622//b3906//b2717//b3666//b0398//b3314//b4039//b1225//sroD//b4592//b2937//b3274//b4095//b1517//b4058//b4264//b1261//b4670//b0353//b3959//b2712//b4320//b1016//b4201//b1389//b3025//b3230//b4111//b0976//b1265//b0522//b0785//b1301//b4398//b1737//b3260//b4406//b2728//b4381//b1011//b0826//b3364//b0378//b1973//b1493//b1160//b3960//b2674//b0183//b1130//b4242//b0463//b3666//b3428//b1022//b1857//b3970//b2759//b2371//b2976//b4099//b2715//b1300//b0336//b3091//b3409//b2243//b1615//b2204//b0312//b4238//b0621//b3481//b2720//b2996//b2491//b0460//b3214//b4242//b3403//b4237//b0591//b0203//b4242//b4202//b2975//b4160//b1818//b3852//b2912//b1672//b0953//b1513//b2720//b3170//b1475//b1717//b1682//b3394//b3392//b4699//b0043//b0720//b0895//b1715//b0812//b3958//b3072//b0182//b3567//b1390//b3723//b2415//b0516//b4198//b3418//b2728//b2710//b0515//b1747//b4670//b2171//b0167//b1006//b0784//b3752//b4062//b4152//
ChbR-Monoacetylchitobiose-6P_neg	b0312//b1531//b2075//b3240//b3367//b4093//
ChbR-Monoacetylchitobiose-6P_pos	b3315//b0570//b2697//b1220//b0613//b4202//
CpxR-Phosphorylated_neg	b0484//b3126//b2708//b2706//b2310//b1222//b4702//b1264//b0597//b3510//b4175//b1615//b1037//b2291//b0783//b1131//b3172//b2662//b0860//b2614//b3213//b4079//b4290//b2106//
CpxR-Phosphorylated_pos	b2554//b1747//b2676//b1391//b4152//b0586//b2507//b3521//b3769//b3544//b2240//b0597//b0125//b2430//b3565//b0383//b1300//b3333//b0463//b2937//b0152//b3426//b2421//b1475//b2676//b4287//b3544//b2838//b1617//b0575//b4476//b3567//b3452//b2570//b3863//b0462//b4074//b2800//b0348//b0351//b4355//b3610//b0616//b0974//b3911//
CreB-Phosphorylated_neg	b1715//b0339//b3957//
CreB-Phosphorylated_pos	b0345//b0397//b2840//b3828//b2476//b2961//
CueR-Ag_neg	b3123//b0597//b3903//b0573//b0347//
CueR-Ag_pos	b1656//b1263//
CueR-Cu+_neg	b0431//b3588//b1246//b4439//b0312//
CueR-Cu+_pos	b2374//b1670//
CuerR-Au_neg	b2313//b1301//b2075//b0617//b0903//
CuerR-Au_pos	b3276//b0896//
CusR-Pasp_pos	b2965//b1851//b2706//b1038//b0078//b0776//b1247//b4392//b2597//b4201//b3854//b2943//
CynR-Cyanate_neg	b4196//
CynR-Cyanate_pos	b0339//b4167//b0841//
CysB-N-acetyl-L-serine_neg	b0929//b1002//b2235//b3728//b3335//b3454//b3666//
CysB-N-acetyl-L-serine_pos	b2464//b4237//b3334//b3356//b2236//b1132//b3934//b3934//b4120//b4451//b1023//b0198//b4506//b1220//b2726//b1590//b0515//b4068//b4187//b1338//b2500//b3405//b0342//
CysB-O-acetyl-L-serine_neg	b1819//b3164//b1810//b0349//b3037//b4118//b2487//
CysB-O-acetyl-L-serine_pos	b1892//b2608//b0907//b3521//b1011//b3091//b1224//b0334//b2964//b2535//b1009//b1243//b0937//b3751//b0980//b0113//b2589//b2551//b4092//b4062//b2926//b0933//b2281//b1189//
DcuR-Phosphorylated_pos	b4290//b1189//b3942//b2393//b0340//b1886//b0929//b4173//b2614//
DnaA-ATP_neg	b0782//b3540//b1221//b0880//b3688//b0167//b2373//b3908//b1298//b0462//b4254//
DnaA-ATP_pos	b4167//b0598//b2373//b4059//b1736//b3223//b2676//
DpiA-Pasp_neg	b3426//
DpiA-Pasp_pos	b4671//b3461//b1682//b1717//b1780//b2282//b2497//b3127//b4451//b0937//
DsdC-D-serine_neg	b4288//
DsdC-D-serine_pos	b3316//b4177//
EvgA-Phosphorylated_pos	b3393//b0440//b2147//b2096//b0343//b4431//b4202//b3431//b1335//b3415//b2607//b3727//b1021//b0403//b2507//
FNR-Fe_neg	b4174//b4094//b3908//b3449//b2964//b2601//b4097//b4129//b1904//b1780//b4097//b4032//b0812//b0314//b3314//b1246//b2925//b3135//b4177//b4239//b3327//b2312//b1474//b0728//b2194//b3569//b0566//b4506//b3321//b0682//b2313//b3116//b0980//b0583//b2372//b4099//b4093//b3863//b2213//b3276//b3329//b0570//b2280//b0677//b1540//b2554//b1922//b0064//b0335//b1276//b4431//b4315//b2213//b3165//b3166//b4450//b3431//b2723//b4125//b3325//b0781//b0398//b0872//b4124//b0571//b0331//b1858//b2674//b0109//b0109//b0033//b0338//b1335//b2995//b4476//b3278//b4316//b0331//b1243//b0933//b2560//b1670//b1010//b4070//b4384//b4203//b4209//b2916//b0366//b1736//b0312//b3409//b3518//b0996//b0031//b1616//b1892//b2156//b0602//b0348//b2152//b3616//b1612//b4009//b3908//b2476//b0574//b4315//b2905//b2155//b0775//b1671//b3222//b2206//b4171//b1322//b1882//b3608//b1023//b3508//
FNR-Fe_pos	b0972//b1761//b0346//b4203//b0726//b3863//b0907//b2239//b3221//b3846//b4094//b1336//b2669//b2156//b2718//b1617//b4123//b3759//b1589//b0189//b2223//b0463//b1109//b4441//b0583//b0111//b2762//b3403//b4168//b2153//b2992//b3452//b2673//b1517//b2240//b3970//b2284//b2367//b2666//b3907//b2374//b3605//b2486//b0181//b1002//b1415//b3276//b3759//b4139//b0337//b0221//b2231//b3540//b0198//b1537//b1220//b0863//b4104//b1512//b2912//b2503//b4169//b4009//b3240//b1500//b3272//b3313//b2287//b1130//b4382//b2196//b0353//b2584//b3845//b0368//b1297//b2221//b1889//b1182//b2805//b1684//b0431//b4249//b4174//b3960//b1747//b3541//b2704//b0887//b3455//b0043//b0240//b1779//b4502//b0887//b3278//b4397//b4111//b0115//b2659//b0570//b0863//b4054//b0619//b0115//b2422//b0350//b0957//b4471//b1012//b2151//b4007//b0397//b3394//b4193//b0115//b1407//b0151//b1246//b1016//b3766//b3320//b0350//b4151//b1499//b2756//b3912//b2962//b2818//b3325//b1587//b1654//b2372//b4074//b4398//b1042//b1747//b3688//b3335//b4006//b1735//b0678//b2750//b3493//b1392//b0353//b2203//b1656//b1902//b4129//b3118//b2573//b3223//b0377//b1546//b4233//b4177//b0764//b0390//b4154//b4267//b3752//b4240//b0783//b2705//b3224//b2096//b2614//b4095//b4467//b3493//b0620//b1888//b2926//b0150//b3331//b0150//b1212//b2705//b2148//b4040//b0296//b4187//b3314//b1016//b1851//b3437//b0820//b2702//b2572//b2372//b0783//b4040//b4288//b1324//b4079//b0333//b3036//b0721//b3508//b3708//b4123//
FhlA-Formate_pos	b3415//b0775//b1109//b1904//b1136//b2925//b0062//b4397//b0116//b0997//b4319//b3521//b4059//b1746//b4016//b0522//b1680//b0345//b0929//b4383//b1302//b0575//b4016//b0431//b3521//b2660//b0826//b2964//b4058//b2486//
FucR-L-fuculose-1-phosphate_pos	b2148//b1987//b2094//b4195//b4003//b3242//b4097//
