#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1023//b2199//
Ada-Methylated_pos	b4037//b3725//b0978//b3057//
AlaS-L-alanine_neg	b2421//
AllS-allantoin_pos	b2222//b0078//b1655//
AraC-L-arabinose_neg	b0887//b3753//b1109//b1252//b2215//b1613//b2943//b2609//
AraC-L-arabinose_pos	b0123//b3038//b2095//b3425//b1900//b0861//b3311//b1129//b2528//b3057//
ArcA-Phosphorylated_neg	b2911//b0863//b4238//b1388//b4506//b1498//b0614//b3723//b4119//b3076//b1300//b1324//b0623//b3164//b3511//b3601//b3241//b1737//b2285//b1669//b2281//b1590//b3331//b2153//b1902//b0574//b4426//b2476//b1040//b4010//b2489//b4074//b0080//b3751//b1501//b4511//b1221//b4393//b1891//b3311//b1819//b2666//b4450//b2600//b0931//b4698//b0189//b3426//b3599//b3214//b1245//b0312//b0201//b2490//b2509//b0064//b2528//b1973//b3133//b1746//b3006//b1322//b3124//b2484//b2531//b1261//b3057//b2741//b0450//b4018//b1674//b3806//b0621//b3230//b1761//b4399//b2990//b2200//b2838//b4592//b4310//b0935//b2818//b3333//b1532//b2799//b4013//b3005//b4426//b0587//b0368//b2199//b3117//b2965//b1244//b2415//b0977//b2201//b2198//b0756//b2964//b4102//b3392//b1040//b4000//b2987//b3424//b4669//b1621//b2992//b3828//b2206//b1262//b1890//b4171//b2488//b2107//b3273//b0153//b1020//b4099//b3830//b1210//ilvG_2//b2093//b3669//b0296//
ArcA-Phosphorylated_pos	b2416//b3574//b1519//b4194//b4203//b1493//b2171//b4316//b2499//b3968//b4069//b3413//b2673//b3667//b3608//b0335//b2531//b1810//b0996//b1797//b0583//b3510//b3327//b4322//b2286//b2715//b3533//b0587//b1658//b1476//b2926//b2702//b0031//b2528//b0720//b0313//b3530//b4506//b0777//b3057//b3615//b0039//b1301//b2221//b2725//b4241//b4159//b4118//b1817//b0341//b3430//b0678//b0929//b2725//b1683//b2867//b4073//b3008//
ArgP-L-arginine_neg	b1540//
ArgP-L-arginine_pos	b3134//b0765//b3544//b0997//b0886//b3728//b2552//b2369//b3480//b0038//b1102//b3366//b1621//b2107//b2579//
ArgR-L-arginine_neg	b0880//b2702//b4037//b2224//b0352//b1680//b0440//b3751//b3333//b1970//b2407//b3405//b0977//b4072//b3414//b0722//b1010//b1782//b3870//b0109//b0565//b1101//b3773//b3542//b0335//b4317//b2553//b1391//b2482//b1390//b0109//b4074//b0953//b3132//
ArgR-L-arginine_pos	b2726//b2509//b4040//b0617//b4070//
AtoC-phosphorylated_pos	b0154//b2758//b2866//b1390//
BaeR-Phosphorylated_pos	b1043//b3912//b2715//b2096//b2560//b1208//b0872//b1388//
BirA-bio-5-AMP_neg	b2196//b3072//b3533//b2530//b2485//
