#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4073//b4105//
Ada-Methylated_pos	b4139//b3315//b3317//b2486//
AlaS-L-alanine_neg	b4122//
AllS-allantoin_pos	b0156//b3903//b0616//
AraC-L-arabinose_neg	b4139//b0429//b3314//b0570//b4119//b1321//b3231//b1223//
AraC-L-arabinose_pos	b0575//b3334//b0957//b2487//b2093//b2150//b1038//b1514//b0729//b2722//
ArcA-Phosphorylated_neg	b2367//b4014//b4322//b1301//sroD//b0860//b4400//b1616//b1223//b0587//b2406//b2415//b4209//b2213//b2995//b1656//b4264//b0907//b2805//b0679//b1973//b3530//b3904//b3725//b2631//b2497//b1182//b3543//b2308//b3057//b3751//b3617//b4289//b1256//b3666//b2365//b0619//b2713//b2588//b3725//b0605//b2977//b2364//b0182//b4005//b2760//b2583//b3212//b3392//b0430//b1988//b0684//b4266//b3432//b0342//b0566//b3126//b0192//b1733//b3126//b3911//b0331//b1113//b1245//b0346//b0679//b0979//b0728//b4451//b0683//b2486//b0450//b1671//b3214//b0765//b3671//b1519//b1671//b0336//b1881//b4177//b1241//b3458//b4324//b1038//b4196//b2313//b0616//b0107//b1540//b2306//b4132//b0515//b2557//b1160//b2491//b1622//b0564//b3172//b3757//b3669//b3126//b3669//b3276//b0676//b2866//b0125//b0596//b0296//b1300//b2597//b2095//b4406//b4160//b2997//b1521//b1499//b3600//b0389//b2063//b4318//b1252//b3438//b3093//b1617//b3853//b2239//
ArcA-Phosphorylated_pos	b0179//b1907//b1515//b2222//b0588//b2719//b0368//ilvG_2//b4698//b4095//b0389//b1498//b2492//b3756//b2285//b2085//b2236//b2149//b0759//b2937//b4069//b2608//b2417//b2557//b1334//b0759//b2425//b0805//b3770//b2727//b4030//b2149//b0192//b0841//b1500//ilvG_1//b0812//b3026//b4202//b2992//b4438//b3599//b2415//b1921//b2280//b2957//b3469//b3115//b0592//b0862//b4153//b3969//b3574//b3608//b0179//b2606//b1973//b1252//
ArgP-L-arginine_neg	b1263//
ArgP-L-arginine_pos	b2840//b1474//b3750//b0221//b2369//b2428//b0517//b3320//b0903//b0118//b4289//b4431//b3846//b2997//b0517//
ArgR-L-arginine_neg	b2759//b2068//b3225//b1287//b2535//b4240//b0201//b0896//b0765//b0383//b1532//b3318//b3906//b2095//b4139//b0044//b2589//b4030//b0115//b3669//b0331//b2718//b1733//b3212//b3565//b2029//b4175//b4663//b1210//b2763//b2344//b3367//b2551//b0675//
ArgR-L-arginine_pos	b3666//b0613//b1209//b2727//b1781//
AtoC-phosphorylated_pos	b1609//b1537//b2554//b1212//
BaeR-Phosphorylated_pos	b4054//b3311//b2925//b3701//b2572//b3610//b0397//b0814//
BirA-bio-5-AMP_neg	b1738//b1384//b0353//b2722//b4267//
CRP-cAMP_neg	b2509//b1892//b3766//b4094//b0586//b1656//b4502//b1338//b0150//b3313//b3393//b3426//b3452//b1810//b2912//b0976//b2232//b2392//b4094//b3773//b4663//b4172//b2151//b2963//b4067//b4106//b4139//b0826//b4416//b2096//b0934//b2239//b0682//b2079//b2414//b3700//b1548//b2492//b1039//b4071//b3860//b3366//b0337//b1041//b3572//b3408//b3415//b2712//b2702//b4154//b2554//b1891//b3480//b2573//b2991//b3969//b4451//b3115//b2076//b4151//b4393//b1227//b4174//b4398//b1658//b2804//b3925//b4637//b4194//b0978//b2091//b3242//b2804//b0782//b0516//b0312//b3395//b4426//b1062//b4054//b3430//b0619//b3392//b1814//b1882//b2152//b3458//phnE_2//b4007//b4152//b3164//b4669//b0775//b3425//b3722//b0191//b1846//b3772//b3171//b4318//b4699//b2732//b2147//b2243//b4032//b4209//b3321//b2374//b3752//b2713//b0036//b2308//b0032//b1334//b1620//b0400//b1658//b2675//b1024//b0430//b0826//b0123//b0112//b1038//b2716//b3670//b0198//b1798//b4173//b3005//b4102//b1132//b3364//
CRP-cAMP_pos	b1010//b0078//b1673//b1397//b3330//b4309//b1245//b1747//b3116//b2916//b0150//b3117//b2800//b1781//b4175//b4450//b3168//b1131//b3223//b2675//b1272//b0078//b2866//b0177//b0778//b0595//b2279//b2372//b2212//b3213//b0199//b2964//b1512//b3770//b3319//b4381//b0383//b1384//b0929//b3005//b2156//b4318//b2965//b1387//b3458//b1041//b4313//b3363//b4018//b2498//b0522//b4451//b2078//b0978//b1716//b1587//b0411//b3432//b2560//b3493//b1779//b1015//b3906//b2990//b4037//b3225//b3605//b2148//b2911//b1743//b1008//b0995//b2904//b4159//b2961//b0347//b0330//b2838//b1512//b2741//b0038//b2751//b4323//b3540//b3701//b2422//b4416//b1921//b0676//b2077//b4326//b1223//b4072//b3393//b0590//b0765//b2726//b1817//b2669//b1398//b0618//b0151//b1224//b2276//b0351//b2207//b3521//b3416//b0929//b1256//b2990//b0031//b1587//b4010//b4669//b3327//b3806//b1779//b3318//b4170//b4698//b1620//b0574//b0570//b3668//b4015//b3172//b0179//b2804//b1245//b3332//b1734//b2204//b1655//b4015//b3070//b1920//b2483//b0622//b0151//b0201//b1225//b4032//b0615//b2509//b4076//b2290//b2961//b2662//b0202//b2723//b2728//b3701//b3540//b4401//b1129//b0184//b1007//b2367//b4177//b1609//b3751//b1474//b2725//b1210//b3852//b1852//b3574//b4309//b4072//b0344//b4209//b1674//b3320//b0781//b1704//b1498//b0814//b1846//b1275//b1415//b0605//b4268//b2106//b3395//efeU_2//b0973//b1493//b4599//b2659//b1671//b3906//b3117//b2741//b2077//b3971//b1211//b3609//b0622//b4033//b1591//b3564//b2996//b0873//b0931//b1888//b2559//b1547//b2757//b1736//b0037//b4431//b1392//b0570//b0972//b4316//b0614//b1395//b2709//b1300//b0461//b0684//b2106//b1810//b3326//b2424//b2758//b2994//b3161//b3212//b4092//b0484//b1011//b2278//b2286//b4000//b2236//b2943//b0678//b1519//b1190//b2221//b3049//b4005//b4290//b1337//b4123//b1884//b2415//b4289//b4194//b3770//b4035//b4075//b3317//b4058//b2508//b2198//b3274//b1006//b3599//b0726//b4100//b1682//b1671//b1819//b1190//b4071//b1389//b1781//b2704//b0115//b2311//b0620//b4152//b2732//b3276//b2091//b1387//b2150//b3213//b0574//b3096//b1109//b2588//b2911//b4138//b3241//b2705//b2222//b0880//b0620//b3722//b2279//b1532//b0123//b2371//b3688//b2074//b2364//b1392//b2148//b2720//b3854//b1514//b4093//b3416//b3771//b3700//b3093//b1883//b0907//b2282//b3008//b4172//b0841//b2367//b1615//b2991//b3927//b3243//b2029//b0860//b4316//b3432//b0197//b0108//b1324//b4174//b1211//b3604//b1247//b1224//b2571//b1814//b3565//b2838//b3908//b0785//b1398//b4376//b1222//b0463//b2674//b2152//b1042//b3599//b4316//b1537//b0929//b0330//b2221//b1475//b1902//b0043//b1733//b4314//b0032//b3757//b2430//b0154//b0384//b4317//b4030//b2312//b0184//b2608//b2407//b0203//b2801//b3313//b0351//b0342//b1393//b4311//b3417//b3709//b4037//b3702//b3311//b2997//b2341//b0889//b4254//b2727//b4209//b2149//b3846//b0565//b1810//b1037//b1717//b2374//b4094//b2601//b1654//b2927//b0037//b4006//b4139//b0516//b3567//b1264//b2557//b3320//b0887//b2912//b0383//b0061//b3531//b3616//b3971//b2763//b3165//b1671//b4439//b2481//b3845//b4094//b3414//b2171//b0573//b4202//b4321//b1391//b2723//b2716//b1814//b3334//
ChbR-Monoacetylchitobiose-6P_neg	b3356//b2720//b4451//b1492//b2276//b2867//
ChbR-Monoacetylchitobiose-6P_pos	b3272//b3610//b3480//b3315//b3926//b1222//
CpxR-Phosphorylated_neg	b0937//b1901//b0201//b0179//b2723//b0367//b1210//b0151//b2995//b4098//b3275//b0585//b2617//b3076//b2483//b2416//b2285//b0997//b3604//phnE_2//b1397//b1622//b0337//b1746//
CpxR-Phosphorylated_pos	b0998//b3806//b2764//b3091//b1988//b2750//b0613//b0199//b1275//b1517//b3117//b4153//b2818//b0728//b3961//b0038//b1532//b1743//b3335//b2208//b3726//b0199//b0758//b2367//b3902//b0398//b0585//b1717//b4502//b2106//b2392//b0154//b0684//b3672//b4397//b2094//b2705//b3853//b0337//b4003//b0684//b1885//b0346//b0758//b0151//
CreB-Phosphorylated_neg	b4198//b0034//b3958//
CreB-Phosphorylated_pos	b1548//b0590//b1826//b4063//b0565//b2977//
CueR-Ag_neg	b0204//b4416//b3317//b0896//b2903//
CueR-Ag_pos	b3313//b1622//
CueR-Cu+_neg	b0980//b3769//b3430//b2223//b1220//
CueR-Cu+_pos	b4241//b2580//
CuerR-Au_neg	b4193//b2726//b2572//b1738//b2663//
CuerR-Au_pos	b2730//b4002//
CusR-Pasp_pos	b0441//b1883//b2156//b3588//b2367//b2916//b3076//b3934//b3266//b2499//b0933//b1818//
CynR-Cyanate_neg	b0123//
CynR-Cyanate_pos	b0189//b2311//b2476//
CysB-N-acetyl-L-serine_neg	b0587//b1298//b4035//b1225//b0684//b4187//b2601//
CysB-N-acetyl-L-serine_pos	b4238//b1224//b4318//b0783//b1858//b3315//b2499//b0179//b0199//b3392//b0827//b4010//b1717//b4039//b3070//b3441//b2660//b3169//b1226//b0727//b3274//b4416//b0727//
CysB-O-acetyl-L-serine_neg	b0411//b4104//b4093//b4381//b3521//b1379//b0595//
CysB-O-acetyl-L-serine_pos	b2805//b2507//b3565//b4008//b1591//b0605//b1475//b2994//b3668//b1744//b4317//b4393//b0592//b0041//b1006//b2406//b3758//b1039//b1513//b1521//b2194//b3509//b2838//b2614//
DcuR-Phosphorylated_pos	b1300//b0342//b4075//b2155//b4076//b2964//b2535//b1036//b0861//
DnaA-ATP_neg	b4111//b3417//b2150//b3081//b1390//b0240//b1220//b1890//b2617//b4292//b2937//
DnaA-ATP_pos	b1540//b1492//b0180//b1521//b3960//b2868//b3356//
DpiA-Pasp_neg	b1256//
DpiA-Pasp_pos	b4203//b1594//b1781//b1335//b2342//b3611//b1208//b1036//b0584//b4093//
DsdC-D-serine_neg	b1130//
DsdC-D-serine_pos	b2503//b1492//
EvgA-Phosphorylated_pos	b3272//b3213//b4003//b4101//b0178//b0722//b0820//b1683//b2085//b0880//b0979//b2706//b2702//b2499//b0597//
FNR-Fe_neg	b2905//b2559//b3518//b1883//b4187//b2964//b0619//b4318//b1222//b4264//b3057//b0572//b3327//b2499//b0996//b3132//b2207//b3038//b0727//b3277//b3038//b4239//b2224//b2987//b2607//b4019//b1615//b2203//b0204//b3449//b1714//b0463//b2152//b2309//b1189//b2990//b0181//b4196//b3565//b2207//b3608//b0597//b2285//b2198//b2310//b3543//b0064//b0240//b1499//b3670//b0931//b0390//b2976//b4124//b3564//b1851//b2531//b3116//b2421//b3454//b2487//b0367//b4663//b0347//b4198//b4393//b0573//b0681//b4058//b1514//b3126//b3830//b2904//b2093//b3096//b3325//b2571//b0826//b4439//b3806//b3092//b0346//b1394//b2223//b2803//b0571//b0973//b2706//b4317//b2590//b1474//b1850//b3510//b3518//b3530//b0933//b4014//b4323//b1513//b2371//b4096//b0774//b2716//b4133//b0841//b3432//b0038//b1205//b1713//b1302//b3415//b3224//b3118//b1608//b1322//b2709//b4095//b1805//b0106//b2588//
FNR-Fe_pos	b2079//b0812//b4194//b4133//b1323//b1297//b2280//b1265//b1397//b0450//sroD//b1132//b1684//b0078//b0980//b3610//b2964//b0970//b3132//b4311//b0429//b3311//b2992//b0517//b1207//b1263//b0168//b4037//b2163//b2995//b2662//b3096//b0040//b1889//b2606//b3070//b3408//b0036//b1516//b3774//b3224//b3114//b2498//b0995//b0043//b4132//b1817//b3335//b1714//b1547//b3457//b0184//b3863//b4376//b0759//b0862//b4151//phnE_2//b4471//b4075//b0077//b2076//b2095//b2280//b0190//b1515//b3329//b4200//b1245//b2310//b1717//b3333//b3172//b0724//b3957//b2290//b3727//b3429//b4322//b1706//b3076//b0886//b0367//b1591//b3477//b1336//b3316//b2207//b3971//b0907//b0907//b1528//b3321//b4014//b4233//b0679//b2600//b1397//b3721//b4319//b2977//b0429//b3328//b1611//b2726//b2663//b4034//b3960//b2609//b2557//b1818//b0782//b2196//b3671//b1704//b4467//b0348//b2729//b2551//b1515//b1810//b2631//b0032//b1810//b4382//b2232//b2215//b3572//b4097//b1493//b3438//b2752//b2424//b4095//b2147//b0240//b3749//b2489//b1886//b3521//b3329//b2429//b4003//b2755//b2487//b3672//b0720//b3855//b0896//b2236//b0161//b3393//b3320//b2490//b1476//b2732//b2503//b3565//b0347//b0348//b4502//b2557//b1587//b2156//b1036//b2571//b2342//b4171//b0784//b4010//b2630//b4426//b0166//b1738//b0116//b2239//b0181//b2662//b0874//b4264//b4035//b0106//b1521//b0125//b3543//b0729//b2993//b4417//b0895//b1300//b3357//b1210//b2483//b2236//b1988//b1988//b1907//b1655//b4426//b1655//b1546//b1336//
FhlA-Formate_pos	b2840//b3314//b2235//b0350//b2976//b0061//b2552//b1655//b3510//b4172//b0728//b0041//b4098//b3132//b2194//b3476//b3766//b4240//phnE_2//b1042//b3759//b3451//b2660//b2489//b1036//b0935//b3321//b2530//b2149//b4316//
FucR-L-fuculose-1-phosphate_pos	b0841//b4476//b1704//b1680//b2741//b0908//b0035//
