#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3478//b3770//
Ada-Methylated_pos	b1892//b2280//b3708//b1190//
AlaS-L-alanine_neg	b2213//
AllS-allantoin_pos	b2758//b3770//b2916//
AraC-L-arabinose_neg	b4599//b4072//b2307//b3855//b2424//b1852//b2675//b2614//
AraC-L-arabinose_pos	b0034//b1493//b3772//b1814//b3968//b0180//b2311//b2706//b3265//b0190//
ArcA-Phosphorylated_neg	b4125//b2234//b0602//b3604//b1674//b1882//b1022//b3756//b2742//b1396//b3852//b0997//b0241//b1613//b4213//b1336//b1384//b3168//b0156//b3927//b0998//b2606//b0041//b0934//b3038//b0150//b3572//b2422//b2631//b1515//b1226//b3752//b1902//b0887//b0192//b0428//b1593//ilvG_1//b3853//b1334//b3072//b0684//b1024//b2904//b3605//b3540//b3860//b3363//b1591//b2078//b3772//b1062//b1514//b1039//b1394//b2236//b2290//b2232//b0205//b0311//b2750//b2572//b2464//b3870//b4035//b0333//b4170//b3855//b1263//b3410//b2553//b2280//b1620//b3092//b1859//b0734//b4416//b1301//b4036//b1613//b4321//b2428//b0759//b3854//b1476//b1616//b1888//b3403//b1009//b0776//b0754//b0683//b2281//b3115//b1734//b1716//b4177//b3860//b1622//b1890//b3314//b3852//b3600//b3393//b0161//b2291//b0980//b0593//b3771//b2609//b2993//b1512//b3846//b4240//b3313//b0565//b0775//b1748//b0621//b2841//b1885//b4067//b0313//b0441//b0106//b2552//b0397//
ArcA-Phosphorylated_pos	b4168//b2852//b4003//b1858//b0378//b4152//b3971//b0367//b4637//b1904//b1821//b4476//b4173//b3275//b4010//b3940//b3095//b0973//b2662//b3869//b0887//b2197//b3125//b0110//b1036//b0683//b2709//b1022//b2965//b2421//b3221//b1658//b1012//b0296//b0864//b0755//b3093//b1587//b4309//b1719//b4431//b3117//b4013//b3727//b3410//b2202//b3971//b3566//b2414//b1038//b0820//b2152//b2406//b1396//b1735//b4467//b4118//b4476//
ArgP-L-arginine_neg	b3418//
ArgP-L-arginine_pos	b3530//b3364//b4035//b2414//ilvG_1//b2659//b3114//b1037//b4202//b2608//b2702//b3772//b2730//b4200//b0678//
ArgR-L-arginine_neg	b2979//b4032//b3668//b3829//b4289//b3026//b1007//b0036//b4194//b3026//b3902//b2208//b4238//b3828//b1622//b0403//b0904//b2979//b0973//b0166//b0116//b4398//b1970//b4096//b0077//b1669//b2492//b4133//b1037//b1590//b4004//b2483//b2222//b4071//
