#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2764//b3830//
Ada-Methylated_pos	b0980//b0062//b1396//b3127//
AlaS-L-alanine_neg	b4119//
AllS-allantoin_pos	b0202//b2311//b1805//
AraC-L-arabinose_neg	b1886//b0778//b0756//b4239//b3617//b2198//b2752//b4397//
AraC-L-arabinose_pos	b4098//b2283//b3237//b0389//b2943//b3081//b0048//b4292//b1621//b4400//
ArcA-Phosphorylated_neg	b2232//b3313//b1338//b4292//b2756//b4154//b2554//b3333//b1718//b1262//b2730//b2464//b2659//b4441//b2489//b4131//b0996//b3172//b2482//b4209//b4005//b0972//b2742//b0606//b3243//b1387//b3574//ilvG_2//b3959//b4151//b2903//b1041//b4239//b1546//b1189//b4398//b2554//b0590//b3572//b0889//b1511//b2281//b1265//b2730//b1385//b2755//b2469//b2531//b2163//b4398//b2580//b4381//b2149//b2285//b1920//b4068//b0676//b1182//b2840//b1890//b1043//b4174//b2818//b4315//b2153//b2288//b2580//b4016//b2482//b2509//b2291//b0931//b3528//b4139//b1007//b2728//b2763//b3274//b0734//b2727//b3418//b2729//b4417//b1673//b2393//b1394//b1673//b3726//b3540//b3266//b1746//b4104//b2663//b3751//b4202//b2204//b1300//b4039//b1588//b0978//b2488//b0894//b3942//b1223//b2469//b3413//b3413//b3415//b0683//b0112//b3845//b2307//b3769//b3544//b0733//b1221//b3769//b4129//b3769//b4119//b3364//b2631//b1684//b3437//b4037//b3700//b1498//
ArcA-Phosphorylated_pos	b4287//b0044//b2963//b3438//b0889//b2531//b2370//b0522//b2716//b2751//b4669//b3026//b1132//b4125//b0190//b1322//b3236//b3450//b1982//b1390//b4102//b3225//b3709//b1384//b0107//b0522//b2309//b3532//b0398//b2153//b2579//b2752//b3457//b0365//b2276//b3277//b3757//b1207//b3133//b4599//b3728//b3753//b4310//b1746//b0396//b0080//b2152//b3568//b1982//b2375//b2509//b0334//b1130//b2509//b4320//b0183//b1415//b1209//
ArgP-L-arginine_neg	b3609//
ArgP-L-arginine_pos	b3749//b3868//b2552//b3845//b4168//b0311//b1246//b0515//b3772//b1296//b0755//b2079//b2235//b4267//b0166//
ArgR-L-arginine_neg	b3542//b3240//ilvG_1//b0378//b1891//b2755//b0334//b3417//b0333//b4399//b0178//b2068//b3753//b2096//b0040//b2916//b2106//b2096//b2925//b4416//b1922//b0221//b2963//b1512//b0390//b0441//b3961//b0042//b4416//b3225//b3508//b1920//b2631//b1846//
ArgR-L-arginine_pos	b2107//b3170//b3970//b2085//b3414//
AtoC-phosphorylated_pos	b2206//b3959//b0032//b4439//
BaeR-Phosphorylated_pos	b3859//b3528//b0936//b3707//b4355//b2163//b4417//b2296//
BirA-bio-5-AMP_neg	b2364//b1622//b3752//b0296//b1043//
CRP-cAMP_neg	b0399//b0182//b3828//b3456//b1743//b3752//b2631//b1415//b2079//b3170//b1002//b0887//b4293//b0995//b0564//b1818//b3452//b2962//b0945//b3855//b0201//b1540//b3853//b0764//b4015//b2507//b0812//b2364//b3469//b1393//b3392//b0784//b0575//b0933//b3394//b4106//b0204//b0312//b1528//b2597//b0123//b4067//b1397//b1987//b2818//b0156//b0033//b4016//b0572//b1905//b0679//b3724//b4417//b0564//b2725//b1905//b0765//b0107//b4125//b2754//b1396//b3316//b2371//b3359//b2094//b1887//b4398//b0621//b2277//b2483//b3831//b3759//b2703//b2499//b1338//b2503//b4024//b0863//b0557//b2281//b4241//b4067//b3926//b1009//b0183//b4131//b0936//b2212//b2205//b2572//b1299//b2661//yegZ//b0597//b3508//b4159//b1891//b0728//b0995//b1670//b0182//b1982//b2754//b0451//b0377//b2530//b4160//b3025//b3008//b0333//b3432//b3430//b2370//b4071//b1732//b1006//b0894//b3095//b2215//b0602//b4016//b2708//b3766//b0041//b0615//b4313//b0181//b1296//b3600//b2750//b1528//b3365//b4438//
