#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4058//b3431//
Ada-Methylated_pos	b0594//b2490//b0201//b3403//
AlaS-L-alanine_neg	b0192//
AllS-allantoin_pos	b1921//b4431//b4316//
AraC-L-arabinose_neg	b2710//b0463//b1594//b4318//b0460//b0726//b3532//b2499//
AraC-L-arabinose_pos	b1224//b4313//b1247//b2757//b1735//b0032//b4233//b2278//b1111//b0109//
ArcA-Phosphorylated_neg	b3415//b4133//b1241//b1746//b3770//b3508//b4267//b0350//b3456//b4197//b1902//b4451//b3728//b2573//b4000//b4238//b0936//b4313//b4314//b1129//b0516//b2802//b2212//b3006//b2430//b2078//b2911//b1719//b2994//b0589//b3430//b2373//b4267//b4242//b2927//b4321//b0617//b4201//b3960//b3392//b1886//b2197//b3574//b4101//b0396//b0198//b4376//b3688//b3071//b2617//b2288//b2091//b4004//b1338//b0765//b3207//b3860//b3454//b3672//b0571//b0383//b1287//b3700//b2282//b3700//b2243//b0861//b3911//b2311//b1621//b3461//b3939//b3868//b0523//b0201//b3428//b1398//b2995//b3859//b4670//b4073//b2676//b4095//b3541//b2311//b2093//b3266//b0904//b3077//b2630//b2280//b0350//b1782//b4238//b2290//b2203//b3438//b2093//b1111//b2280//b2818//b3134//b0179//b4068//b1011//b1904//b2840//b2365//b3363//b0153//b0819//b1388//b0785//b0774//b1130//b2464//b3617//b1530//b3609//b1780//b0721//b1222//b0557//b3091//b1224//b2589//b2464//
ArcA-Phosphorylated_pos	b3240//b0178//b0461//b4384//b3457//b3868//b3409//b1220//b0574//b2212//b2485//b0331//b4102//b0872//b0565//b2276//b1620//b1887//b0341//b3904//b4398//b1391//b3328//b0078//b4384//b0341//b2076//b0367//b0484//b0313//b2741//b1735//b2077//b0614//b1011//b2557//b0343//b1682//b1224//b2927//b2344//b0388//b4399//b3116//b2705//b2235//b1302//b4292//b2508//b1904//b0997//b0353//b1040//b1669//b4292//b3831//b3700//b0684//
ArgP-L-arginine_neg	b2223//
ArgP-L-arginine_pos	b0997//b2074//b4010//b1818//b0123//b3241//b1810//b1885//b3469//b3274//b2980//b3368//b0977//b3572//b0758//
ArgR-L-arginine_neg	b1498//b3830//b4287//b4376//b0440//b0874//b3070//b2485//b3026//b2482//b3312//b3615//b1500//b3076//b1388//b1732//b3906//b3417//b4321//b0728//b0345//b3426//b0676//b3868//b3127//b1609//b4124//b0592//b2726//b0123//b4460//b0934//b2943//b0553//
ArgR-L-arginine_pos	b3528//b4637//b2414//b0390//b0440//
AtoC-phosphorylated_pos	b3207//b1747//b4202//b4240//
BaeR-Phosphorylated_pos	b1780//b2489//b0931//b4400//b2607//b4079//b2075//b0896//
BirA-bio-5-AMP_neg	b2742//b3672//b1208//b2759//b4106//
