#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0063//b1379//
Ada-Methylated_pos	b0113//b4054//b2239//b3363//
AlaS-L-alanine_neg	b3333//
AllS-allantoin_pos	b3728//b1102//b3133//
AraC-L-arabinose_neg	b3405//b4323//b2223//b3688//b3334//b0907//b4005//b2074//
AraC-L-arabinose_pos	b4671//b1858//b2497//b4152//b4067//b2417//b1243//b1276//b2284//b1819//
ArcA-Phosphorylated_neg	b0591//b3493//b0043//b4198//b2963//b0904//b4326//b4316//b2866//b1547//b2711//b0584//b0344//b3212//b4118//b1531//b2715//b3961//b1590//b2423//b1734//b2196//b3960//b0720//b2279//b2009//b0431//b0411//b0722//b3533//b4079//b4705//b2905//b2730//b0463//b0995//b3116//b3324//b0178//b1387//b2149//b3135//b2199//b1613//b3364//b4592//b2094//b4169//b4098//b2572//b4037//b1681//b3781//b1482//b4398//b2554//b2755//b0621//b0619//b1591//b4202//b2584//b2588//ilvG_2//b4122//b0183//b1264//b2096//b0873//b4004//b1130//b1810//b0605//b1040//b3117//b1287//b0517//b4194//b3096//b0995//b4502//b0313//b0411//b4201//b3569//b3224//b3230//b1209//b2309//b3845//b2370//b4120//b4599//b1111//b2469//b2483//b1738//b3521//b0997//b3771//b4018//b4289//b2726//b0759//b4406//b3231//b3907//b3666//b3508//b0684//b1265//b2074//b3902//b2723//b1671//b0907//b0207//b2573//b1241//b2923//b2709//b1900//b0587//b2371//b1671//b4125//b0622//
ArcA-Phosphorylated_pos	b3961//b3863//b1220//b3604//b0675//b0763//b2987//b0348//b2091//b2718//b3616//b0618//b3757//b2163//b2606//b2705//b4417//b0782//b3394//b3404//b1982//b1988//b3771//b4075//b2370//b2242//b2422//b3164//b3480//b0978//b2676//b0874//b1819//b1548//b4264//b3404//b2997//b3477//b3416//b3008//b3429//b1220//b1531//b3276//b0908//b0763//b2662//b2709//b2552//b2803//b3518//b3127//b1746//b3852//b1621//b0676//b4355//b0758//
ArgP-L-arginine_neg	b2202//
ArgP-L-arginine_pos	b3774//b2579//b4670//b3095//b3455//b3071//b3942//b1475//b3702//b0123//b1208//b2759//b1714//b2282//b0908//
ArgR-L-arginine_neg	b1781//b1672//b3907//b0574//b2709//b2288//b1920//b1300//b1476//b0973//b1101//b2715//b2704//b3722//b4289//b2077//b0957//b2937//b4096//b1540//b0378//b1024//b4198//b4322//b2756//b0348//b0861//b3276//b2499//b1883//b4238//b3325//b0033//b4160//
ArgR-L-arginine_pos	b1302//b3859//b3960//b1810//b1244//
AtoC-phosphorylated_pos	b2552//b2231//b0199//b4096//
BaeR-Phosphorylated_pos	b3941//b4193//b3453//b3702//b1682//b1684//b3451//b1712//
BirA-bio-5-AMP_neg	b3540//b1022//b0819//b0062//b0191//
CRP-cAMP_neg	b1223//b3942//b3455//b0937//b1499//b3231//b1519//b1681//b4399//b1296//b4100//b4592//b2393//b2276//b2742//b0240//b2987//b2669//b0111//b2476//b0411//b3749//b0115//b1540//b3852//b1682//b0594//b0331//b1207//b4317//b1222//b4152//b0726//b1039//b0677//b2572//b4196//b2583//b3724//b1655//b3941//b3934//b3477//b3242//b0161//b2484//b0620//b0341//b0352//b1810//b2416//b1907//b1907//b1334//b2997//b4119//b2663//b0872//b4315//b1597//b1681//b3008//b2570//b1881//b2485//b2369//b0077//b4254//b2938//b3970//b3574//b1612//b4400//b1222//b0595//b1492//b3588//b2207//b4153//b2600//b1987//b0191//b2235//b2600//b3328//b0398//b2488//b3035//b0759//b0777//b2925//b0178//b1101//b3854//b0683//b2730//b4397//b2392//b2993//b0273//b0934//b0179//b1672//b1247//b4233//b3942//b2203//b3095//b2840//b4699//b1012//b4032//b0339//b1733//b1010//b4105//b2415//b4315//b4309//b2199//b3571//b0346//b4033//b1612//b1530//b1734//b0841//b3431//b3161//b0776//b2197//b0036//b1548//
