#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4000//b3544//
Ada-Methylated_pos	b4417//b2243//b3224//b1038//
AlaS-L-alanine_neg	b2492//
AllS-allantoin_pos	b0343//b0754//b1738//
AraC-L-arabinose_neg	b0618//b4670//b3669//b3367//b4567//b3479//b0675//b0116//
AraC-L-arabinose_pos	b2485//b3359//b0179//b3240//b2202//b2201//b4213//b4314//b3756//b4076//
ArcA-Phosphorylated_neg	b0378//b0928//b3224//b0574//b0344//b1797//b0805//b1208//b2963//b4072//b2729//b0774//b3037//b1301//b2344//b2421//b2559//b2559//b1594//b4119//b0177//b0996//b3454//b4663//b0873//b0979//b1492//b0729//b2962//b0959//b4238//b2483//b0462//b2149//b0861//b3395//b0111//b4637//b4311//b1511//b3315//b4037//sroD//b4324//b3049//b4438//b2310//b0330//b0041//b2980//b0675//b2374//b4093//b1620//b1819//b3326//b2231//b3357//b0346//b1850//b0441//b4075//b4015//b1392//b1673//b3530//b0862//b4705//b0062//b0937//b3312//b2093//b1476//b3392//b1654//b4393//b1498//b3424//b0681//b0977//b4005//b3325//b3540//b2503//b3828//b2663//b1513//b2297//b3425//b2662//b0908//b3315//b1391//b2313//b1244//b3171//b1987//b2297//b2702//b0622//b2711//b0313//b4637//b2215//b3540//b1530//b3071//b2631//b3757//b1113//b4451//b1111//b4323//b3864//b3766//b1516//b1210//b0677//b3227//b3458//b2278//b0199//b1387//b0345//b1891//b4467//b2481//
ArcA-Phosphorylated_pos	b1684//b0353//b2206//b3564//b1111//b0367//b3275//b3405//b1714//b2151//b3688//b2483//b0032//b0114//b2393//b1810//b1674//b4460//b4118//b3092//b3036//b1920//b1737//b0784//b2606//b1615//b2197//b0566//b2415//b1719//b2365//b2199//b4670//b4100//b3600//b3313//b2366//b1857//b0827//b3392//b1593//b0675//b3364//b4293//b4194//b1024//b0805//b2148//b4016//b2393//b0349//b3617//b3756//b4106//b2242//b3541//b1209//b2491//
ArgP-L-arginine_neg	b1921//
ArgP-L-arginine_pos	b0064//b1038//b0366//b1385//b4196//b1796//b0814//b3357//b0396//b4059//b2750//b4073//b3169//b2486//b0757//
ArgR-L-arginine_neg	b1850//b0204//b0114//b0613//b3907//b1671//b3688//b2709//b3604//b1733//b0037//b0241//b1016//b1338//b1531//b3438//b1900//b1009//b3049//b1421//b0616//b3038//b2284//b0078//b4314//b0108//b1393//b2490//b2313//b1302//b2660//b0595//b0756//b1009//
