#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4367//b3774//
Ada-Methylated_pos	b1040//b2867//b1207//b3518//
AlaS-L-alanine_neg	b0440//
AllS-allantoin_pos	b4073//b1265//b3480//
AraC-L-arabinose_neg	b0728//b0721//b3359//b1036//b0399//b3274//b3417//b4417//
AraC-L-arabinose_pos	b0976//b2531//b3324//b1130//b4476//b4099//b2584//b0378//b0595//b3756//
ArcA-Phosphorylated_neg	b2606//b3366//b3854//b1781//b4383//b2009//b2724//b0337//b0044//b1886//b2148//b2719//b3511//b3437//b4160//b2803//b3452//b4311//b4101//b4015//b3171//b3334//b4172//b1287//b4264//b3072//b0061//b4168//b4187//b4321//b2801//b1682//b0204//b1738//b0970//b0996//b4197//b1205//b1744//b1535//b0585//b2370//b0177//b1225//b4450//b3366//b3707//b3908//b4326//b1287//b4238//b2720//b3724//b0331//b4239//b1717//b1886//b3405//b2913//b3855//b1224//b2963//b3828//b0759//b0945//b3273//b2725//b2867//b3855//b0953//b3329//b2498//b2720//b0785//b4100//b4323//b1781//b4159//b3476//b2553//b1298//b1062//b0564//b2991//b2718//b4122//b0522//b3416//b2224//b3721//b1902//b2074//b2200//b3127//b4237//b0864//b4313//b1385//b4151//b2282//b1594//b0595//b3668//b2009//b2990//b4240//b3169//b1102//b2215//b4193//b4006//b0734//b2063//b3165//b3132//b1261//b0723//b1821//b2498//b0523//b3118//b2009//b1007//b2614//b2866//b2171//b3927//
ArcA-Phosphorylated_pos	b0340//b0864//b3213//b0108//b0368//b1922//b2754//b2961//efeU_2//b1243//b3968//b3709//b1732//b3829//b2507//b0584//b2232//b2393//b3455//b3167//b3241//b2660//b2904//b3853//b0061//b2497//b1780//b1302//b2994//b3757//b3430//b2732//b3460//b3278//b2705//b1681//b3231//b2500//b3757//b1335//b0061//b1392//b3316//b0345//b4200//b2609//b2673//b2721//b0886//b3750//b0614//b1498//b4019//b1654//b0936//b1528//b3231//b3135//
ArgP-L-arginine_neg	b4098//
ArgP-L-arginine_pos	b0396//b0934//b0571//b1810//b0428//b0777//b3424//b1482//b3260//b1024//b0343//b0399//b3430//b4119//b1715//
ArgR-L-arginine_neg	b1797//b2992//b2499//b1904//b0123//b0781//b2710//b3423//b0588//b3315//b2199//b3132//b4104//b1042//b0062//b4238//b1243//b4314//efeU_2//b3076//b3852//b3603//b2975//b1275//b2075//b2926//b2074//b0863//b2923//b3724//b4093//b3403//b1654//b2570//
ArgR-L-arginine_pos	b2469//b3603//b1922//b2707//b0178//
AtoC-phosphorylated_pos	b2485//b1296//b4249//b2485//
BaeR-Phosphorylated_pos	b3769//b2553//b2308//b3057//b3667//b3726//b0721//b0341//
BirA-bio-5-AMP_neg	b1264//b2150//b3334//b2730//b0062//
