#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0189//b4663//
Ada-Methylated_pos	b2470//b1208//b3959//b2905//
AlaS-L-alanine_neg	b2143//
AllS-allantoin_pos	b3599//b3113//b1112//
AraC-L-arabinose_neg	b2224//b0827//b3036//b3669//b3036//b0112//b0397//b1901//
AraC-L-arabinose_pos	b0872//b3326//b0595//b0618//b2236//b1262//b2364//b4393//b0618//b1859//
ArcA-Phosphorylated_neg	b0721//b0314//b0895//b2291//b1395//b2926//b1379//b3222//b2484//b1887//b3846//b0340//b2573//b1748//b0344//b0484//b0682//b1322//b4383//b3610//b0167//b4671//b1511//b1379//b0156//b3868//b4068//b3409//b0189//b4254//b3224//b3425//b0841//b1275//b1528//b2281//b0894//b2308//b2194//b0062//b1006//b1889//b1747//b1658//b3749//b2903//b4099//b3725//b2074//b3134//b2905//b1160//b3902//b1243//b0970//b0389//b2074//b2674//b0782//b1287//b1023//yegZ//b1015//b2938//b4310//b2239//b0078//b0312//b4153//b3260//b2673//b2211//b2926//b0430//b1531//b4151//b0428//b1746//b3968//b1132//b3037//b1245//b3316//b4073//b0617//b2492//b3214//b4036//b4125//b0484//b4111//b4009//b3568//b1391//b0597//b0972//b2560//b3957//b1189//ilvG_2//b4054//b3313//b3572//b2975//b4040//b2705//b1681//b0904//b0616//b3688//b0776//b2608//b1669//b1379//b3938//b2074//b1241//b4309//b2367//b0590//b1036//b3572//b0151//b3749//b1810//b0166//b1302//
ArcA-Phosphorylated_pos	b3572//b0945//b0614//b0595//b1547//b1390//b3958//b3328//b2296//b3091//b3608//b4237//b0124//b3758//b3701//b4241//b1613//b3395//b3568//b2996//b0998//b0678//b3423//b3356//b0383//b1476//b0451//b3207//b4005//b2697//b0461//b2553//b3172//b1102//b3265//b2085//b2702//b4119//b0775//b3725//b2702//b0346//b2705//b1338//b3113//b1781//b2487//b1009//b1796//b0168//b1227//b3925//b3568//b3114//b4105//b3605//b1252//b0777//
ArgP-L-arginine_neg	b2993//
ArgP-L-arginine_pos	b2094//b2313//b4106//b1042//b2530//b3315//b3851//b4102//b0048//b1593//b3037//b3726//b3276//b2923//b1670//
ArgR-L-arginine_neg	b3274//b2589//b2429//b0972//b3708//b3572//b0729//b2913//b1511//b4315//b0109//b1888//b4265//b2485//b0937//b1497//b0432//b1397//b2720//b2763//b0896//b1535//b3328//b1265//b0679//b0679//b2236//b1970//b0675//b2676//b0378//b1208//b2407//b2483//
ArgR-L-arginine_pos	b3273//b0754//b1905//b2374//b4036//
AtoC-phosphorylated_pos	b3127//b2476//b0591//b0755//
BaeR-Phosphorylated_pos	b0166//b3274//b1010//b3469//b2964//b0978//b3617//b0333//
BirA-bio-5-AMP_neg	b0931//b1038//b0336//b2572//b1672//
