#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1010//b4154//
Ada-Methylated_pos	b3477//b2364//b0034//b1591//
AlaS-L-alanine_neg	b2204//
AllS-allantoin_pos	b3543//b3749//b1062//
AraC-L-arabinose_neg	b1160//b1821//b3072//b4354//b0676//b2584//b0721//b3123//
AraC-L-arabinose_pos	b3709//b3132//b0190//b2096//b0863//b3332//b2285//b2341//b1735//b1884//
ArcA-Phosphorylated_neg	b4024//b2407//b2841//b3688//b2497//b2205//b3315//b1475//b0515//b2712//b2428//b0349//b2223//b2507//b0996//b1395//b0048//b2716//b2106//b2364//b2991//b1617//b0676//b1889//b0782//b3317//b2143//b2559//b3311//b2375//b3243//b3425//b1744//b0346//b3752//b0784//b3261//b0040//b2669//b3908//b1857//b1407//b0064//b0348//b4288//b0683//b1131//b4400//b4314//b4316//b4355//b2342//b4384//b1302//b3453//b2707//b0617//b0862//b0109//b2195//b3968//b2231//b3071//b1021//b2705//b0978//b1043//b4326//b1387//b4008//b3940//b0677//b0202//b3231//b3116//b1734//b0617//b4016//b4354//b3940//b0166//b0677//b0368//b3724//b1905//b3531//b0383//b3214//b0571//b4324//b0125//b2163//b0775//b4202//b3903//b1892//b2979//b2528//b2278//b2374//b3416//b2759//b4699//b0182//b3855//b4016//b3408//b1010//b2722//b4198//b0720//b3423//b0997//b1388//b2764//b2076//b2369//b1493//b4439//b0517//b3324//b0588//b3458//b3318//b3968//b1817//b2497//
ArcA-Phosphorylated_pos	b2286//b4238//b2801//b3123//b4102//b0192//b2310//b4376//b2308//b4123//b2310//b1671//b2926//b2992//b4384//b0675//b3329//b2285//b4310//b1189//b2600//b4671//b4073//b0403//b0935//b0341//b0177//b1220//b1385//b2476//b3409//b2579//b3958//b1429//b3758//b3749//b3450//b2601//b4705//b1514//b3404//b2375//b2721//b1988//b1006//b0594//b3161//b1493//b2095//b3609//b2223//b0953//b3326//b3831//b3332//b2200//b2758//b2980//
ArgP-L-arginine_neg	b0048//
ArgP-L-arginine_pos	b2631//b0997//b0396//b0933//b3171//b2991//b3430//b3753//b0862//b3667//b4317//sroD//b3702//b1247//b3331//
ArgR-L-arginine_neg	b2742//b2106//b3610//b3541//b2148//b2801//b4592//b1002//b1385//b2149//b1296//b3169//b2597//b1223//b1531//b1499//b1682//b2535//b2369//b3869//b1041//b4105//b3770//b1901//b1714//b2942//b3772//b1810//b0617//b4124//b2417//b1738//b4203//b0335//
ArgR-L-arginine_pos	b0613//b3317//b3437//b3830//b3766//
AtoC-phosphorylated_pos	b0729//b2868//b0124//b2976//
BaeR-Phosphorylated_pos	b3902//b2311//b3451//b0904//b0339//b3405//b0207//b3971//
BirA-bio-5-AMP_neg	b3324//b0729//b0331//b0777//b4670//
CRP-cAMP_neg	b2926//b3213//b2757//b2202//b4039//b2372//b4316//b0115//b1706//b1817//b2197//b0192//b0116//b3934//b2742//b4669//b0763//b1062//b3005//b0311//b1015//b1901//b1514//b0077//b0207//b3870//b0108//b2222//b2589//b0557//b4392//b2149//b2752//b2481//b4265//b2492//b4398//b4120//b2742//b0907//b2980//b1782//b2231//b0677//b1622//b2600//b2763//b3367//b1886//b4194//b3315//b4125//b0566//b4123//b3567//b0114//b0605//b3601//b2943//b3414//b0191//b2155//b2369//b3572//b3870//b3859//b2925//b0996//b2709//b1884//b2078//b2488//b2488//b3753//b4014//b1888//b3393//b2370//b1887//b1858//b2979//b2718//b0724//b2758//b0330//b3859//b2497//b3403//b3521//b0722//b4098//b0197//b2662//b1482//b0614//b4326//b2485//b2095//b3077//b2800//b1889//b3125//b2572//b2571//b4476//b0970//b3405//b0826//b1388//b0972//b2211//b0197//b3455//b3564//b2760//efeU_2//b3037//b0179//b3404//b4076//b1547//b0903//b2553//b2199//b3038//b3958//b4318//b3828//b3477//b3096//b2529//b4467//b2029//
