#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b3493//b2422//
Ada-Methylated_pos	b2422//b2242//b3115//b3603//
AlaS-L-alanine_neg	b3938//
AllS-allantoin_pos	b2156//b2805//b1518//
AraC-L-arabinose_neg	b1223//b3026//b2224//b3753//b2476//b3469//b2074//b1735//
AraC-L-arabinose_pos	b0036//b2288//b2163//b2912//b2995//b0411//b2195//b4441//b3077//b3117//
ArcA-Phosphorylated_neg	b3171//b1226//b1040//b3261//b2802//b2977//b2284//b3701//b1684//b0313//b2725//b0396//b0908//b4159//b3603//b1588//b2310//b3957//b4201//b1384//b1040//b2571//b2531//b1680//b3701//b2481//b3518//b0343//b1817//phnE_2//b1389//b3668//b2074//b2222//b3868//b3708//b0168//b3600//b0431//b2669//b2979//b1009//b4441//b4170//b0759//b2552//b0037//b0595//b1988//b0389//b4264//b3317//b0389//b4392//b1011//b1719//b3670//b0758//b4242//b3357//b3846//b0106//b4096//b2287//b3869//b0723//b1746//b1779//b1540//b4200//b1817//b2393//b1673//b2509//b2992//b2283//b2991//b0183//b4040//b2484//b3124//b4195//b1241//b0681//b2590//b1224//b4153//b3125//b0765//b4242//b0150//b4467//b1396//b0907//b0523//b4094//b0041//b0032//b1021//b0570//b3038//b3423//b2759//b3723//b1205//b1324//b1397//b4079//b1736//b1334//b3243//b1988//b1612//b4416//b2573//b4663//b2235//b0340//b3508//b2977//b1713//b2508//b2724//b1656//b2591//b0411//b1796//
ArcA-Phosphorylated_pos	b2597//b2207//b4599//b3357//b4115//b0378//b0777//b4139//b0755//b1780//b4502//b1782//b1264//b4071//b2194//b4289//b2702//b0729//b4201//b2079//b3127//b2801//b4242//b3456//b1548//b3356//b1902//b2838//b4242//b3266//b2151//b3961//b2608//b3939//b2148//b2373//b2757//b1129//b0980//b1021//b1007//b3574//b1655//b2840//b2840//b0728//b3132//b4138//b3168//b4002//b3008//b1301//b0934//b2075//b1548//b2724//b1389//b3903//
ArgP-L-arginine_neg	b0428//
ArgP-L-arginine_pos	b1905//b4070//b2200//b3278//b3314//b1590//b4326//b4195//b3853//b2234//b3968//b0377//b4323//b2996//b3854//
ArgR-L-arginine_neg	b3441//b2106//b0205//b0150//b4384//b1493//b4468//b1407//b0594//b4320//b1262//b0522//b3242//b3968//b0564//b3333//b4240//b1608//b2194//b2374//b4007//b1611//b0598//b2287//b1407//b4175//b0776//b1796//b0197//b0784//b2666//b0895//b2729//b1797//
ArgR-L-arginine_pos	b3753//b2243//b2393//b3702//b0621//
AtoC-phosphorylated_pos	b3960//b3869//b2755//b1597//
BaeR-Phosphorylated_pos	b2965//b3368//b2606//b4637//b3273//b2215//b0062//b0861//
BirA-bio-5-AMP_neg	b0182//b2372//b3328//b4702//b0763//
CRP-cAMP_neg	b1246//b0814//b2911//b3449//b4384//b0036//b2276//b1797//b2364//b1817//b2867//b3940//b3616//b2211//b2205//b0774//b2754//b4095//b1714//b0342//b0342//b1396//b1023//b3428//b0197//b3908//b3230//b3588//b0754//b2663//b4167//b2963//b3424//b0970//b2710//b3036//b1337//b4076//b4139//b3357//b0826//b0677//b2726//b2201//b2757//b2224//b2163//b0570//b3331//b1036//b0934//b2591//b3241//b3540//b3423//b1387//b0755//b1130//b0037//b4059//b1430//b3413//b2727//b4106//b2151//b2344//b1654//b1970//b0957//b4099//b1062//b4036//b1287//b2535//b2591//b1265//b2591//b4670//b2309//b3418//b2996//b1245//b2476//b3521//b3845//b3941//b3617//b2414//b2724//b3430//b1982//b2368//b3212//b2573//b3416//b3542//b2676//b4070//b4318//b0118//b4169//b0043//b4322//b2464//b2706//b2487//b1039//b4129//b4102//b0997//b0351//b1744//b3114//b0764//b1519//b1252//b1597//b0863//b1040//b1540//b0935//b1658//b4119//b4097//b0367//b4118//b3006//b1264//b2674//b3753//b2801//b0757//b0928//
CRP-cAMP_pos	b4239//b0150//b4013//b3460//b4173//b3770//b0033//b2306//b3540//b4069//b2297//b3756//b3319//b4033//b3126//b3242//b0031//b0575//b2422//b3320//b0873//b1160//b0594//b4476//b3241//b3243//b1011//b4062//b3724//b1037//b2912//b2661//b4104//b3057//b2077//b3478//b3225//b1262//b0197//b4699//b3161//b2206//b0974//b4122//b2243//b3941//b3934//b0396//b3855//b0113//b3908//b2943//b1109//b1324//b0575//b2757//b3274//b1597//b3278//b3134//b3333//b2492//b2417//b1594//b2224//b2805//b1905//b1655//b0333//b0108//b2991//b1617//b2726//b3726//b2962//b2286//b2200//b1719//b3941//b2311//b0123//b1891//b0335//b3672//b4669//b3609//b0331//b2758//b3608//b1818//b2484//b3410//b2755//b4663//b2669//b1547//b0597//b4002//b0034//b4670//b0571//b2724//b2222//b1531//b1761//b4476//b0109//b3231//b0682//b2590//b0814//b4009//b1796//b0957//b3320//b3846//b3240//b4209//b3316//b2093//b3616//b1275//b2206//b0756//b2415//b2903//b4177//b0033//b4309//b0167//b0584//b3437//b0431//b3958//b1591//b1798//b0782//b0605//b2727//b0904//b3959//b0462//b4174//b3863//b2464//b3410//b3477//b3666//b0757//b2341//b4238//b0062//b4637//b3240//b3225//b1384//b2488//b0365//b2469//b1041//b4267//b3409//b2588//b0044//b1498//b1011//b1671//b1733//b2152//b4118//b0777//b0781//b4290//b3533//b1684//b3543//b1037//b4133//efeU_2//b4367//b1037//b3409//b0031//b3617//b0976//b1672//b1904//b3430//b4171//b2660//b3363//b4397//b4120//b3168//b2942//b0041//b0523//b2991//b2723//b4131//b2484//b4320//b1390//b1744//b4476//b2366//b2223//b3093//b0345//b1127//b2926//b3771//b2484//b0273//b1746//b4197//b0339//b2727//b4092//b2756//b2074//b0334//b4013//b2414//b4266//b1594//b0684//b2372//b0782//b4202//b1395//b2979//b1902//b3241//b2224//b0351//b1225//b4201//b2588//b0064//b3511//b1022//b1024//b4097//b2276//b3274//b3863//b4406//b4167//b0440//b4264//b0330//b4506//b3423//b0614//b2171//b1493//b0777//b0589//b3902//b1736//b4268//b4058//b2194//b4240//b1818//b3456//b4383//b0311//b0591//b3076//b4249//b4123//b4671//b3095//b1519//b3095//b0311//b3756//b0596//b1531//b3418//b4067//b3752//b2231//b2913//b3671//b0575//b3518//b4033//b3165//b2342//b3518//b2430//b1714//b3169//b0240//b0728//b4287//b0064//phnE_2//b3164//b1734//b2708//b3532//b2372//b3453//b2673//b2752//b1256//b3333//b1008//b4382//b4059//b4202//b4168//b1302//b1020//b1987//b1323//b0864//b3135//b3855//b0594//b4451//b0153//b1501//b1209//phnE_2//b3830//b1160//b2232//b0403//b2756//b2964//b2553//b4317//b4159//b3605//b1591//b2715//b0755//b1531//b2282//b3037//b1821//b4367//b4290//b4008//b2497//b4267//b1900//b2730//b4132//b0040//b0108//b4039//b1588//b2938//b2194//b1301//b2904//b3212//b3025//b1546//b4104//b2206//b2371//b2407//b1743//b2697//b1746//b0484//ilvG_2//b1904//b4240//b0591//b0080//b0805//b2597//b3037//b2424//b0933//b0484//b0980//b1819//b1921//b2553//b4290//b3114//b3454//b3511//b1717//b4131//b1537//b0889//b3116//b4292//b0123//b0974//b1136//b0041//b2904//b2591//b1616//b3423//b1429//b2096//b4367//b0037//b4197//b0605//b3429//b1276//b2712//b0044//b2669//b3726//b1009//b3363//b2490//b3437//b0365//b1023//b4000//b1902//b2077//b1973//b1272//
ChbR-Monoacetylchitobiose-6P_neg	b2584//b2223//b0733//b2488//b4003//b1850//
ChbR-Monoacetylchitobiose-6P_pos	b0366//b2414//b3329//b3114//b4098//b0575//
CpxR-Phosphorylated_neg	b3751//b0450//b3511//b0043//b3057//b2276//b4152//b4321//b2367//b3449//b2911//b1535//b0062//b2942//b0590//b4439//b3926//b2422//b4168//b1276//b4102//b3315//b0523//b0998//
