#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4354//b4071//
Ada-Methylated_pos	b1887//b2075//b0908//b1043//
AlaS-L-alanine_neg	b2529//
AllS-allantoin_pos	b3846//b2204//b2149//
AraC-L-arabinose_neg	b1225//b1016//b4035//b0764//b2074//b0201//b3118//b1887//
AraC-L-arabinose_pos	b3728//b3275//b3518//b3451//b2583//b4416//b1272//b2742//b2414//b2732//
ArcA-Phosphorylated_neg	b1818//b2710//b3926//b4059//b1611//b4323//b3476//b1597//b0724//b0181//b4310//b2866//b1244//b3726//b3081//b1323//b4008//b2841//b1859//b0077//b2284//b1857//b4138//b2659//b4032//b1859//b2580//b3123//b2991//b0595//b1589//b0241//b3957//b1252//b0614//b3057//b3940//b0342//b0734//b2755//b2280//b1334//b2722//b3134//b1850//b4172//b2580//b0031//b1384//b0191//b4013//b4266//b0399//b4317//b0887//b1335//b3126//b2163//b2764//b0377//b1221//b1321//b4073//b3908//b0463//b0346//b0168//b0980//b4193//b1819//b0763//b0428//b3756//b2068//b3941//b0953//b0728//b1517//b2077//b0565//b4320//b2579//b3616//b0203//b0331//b2107//b1821//b3869//b2718//b4008//b1037//b3428//b4431//b3006//b0432//b3222//b1548//b0523//b4702//b1748//b0451//b4242//b2242//b3906//b2500//b2597//b0784//b2091//b2911//b2552//b3072//b0152//b0123//b3430//b0864//b2942//b2150//b2344//b3276//b3231//b3132//b3312//b3611//b2223//b1224//b3574//b3781//
ArcA-Phosphorylated_pos	b2726//b3958//b3006//b2241//b3453//b2234//b1037//b3417//b4670//b2923//b3335//b2938//b1335//b1227//b1519//b3568//b4096//b2221//b4506//b1885//b3333//b3452//b0035//b4637//b4384//b1210//b3903//b1535//b1594//b1988//b0602//b3469//b0683//b3751//b4172//b4019//b1535//b0606//b2991//b4024//b4291//b2912//b3357//b3333//b4400//b3701//b3750//b4671//b1516//b2551//b4291//b1337//b1922//b2076//b4699//b1393//b4076//b3161//
ArgP-L-arginine_neg	b0031//
ArgP-L-arginine_pos	b2553//b3940//b0573//b1884//b3212//b2927//b1513//b2662//b0598//b4079//b0979//b2306//b1970//b2801//b4233//
ArgR-L-arginine_neg	b3912//b0980//b4669//b0340//b0864//b1528//b0814//b3213//b4265//b2222//b3240//b1970//b0784//b2818//b1398//b2393//b1023//b1497//b3413//b4006//b3057//b2429//b4209//b2600//b2196//b4401//b3568//b1641//b4115//b3330//b2078//b2063//b1717//b4439//
ArgR-L-arginine_pos	b1593//b1205//b0775//b2425//b0150//
AtoC-phosphorylated_pos	b1298//b1021//b4264//b2414//
BaeR-Phosphorylated_pos	b4291//b1246//b3609//b1736//b4118//b3908//b3077//b2153//
BirA-bio-5-AMP_neg	b1907//b4637//b0978//b2029//b0615//
CRP-cAMP_neg	b0450//b2241//b4035//b0754//b2421//b0776//b1714//b2151//b1398//b0775//b4193//b0411//b1902//b2200//b2904//b1589//b3213//b3927//b3605//b2163//b1988//b4154//b0908//b2965//b2212//b1748//b4401//b2927//b1039//b1397//b0383//b2279//b3118//b1130//b1715//b3759//b4159//b3135//b4171//b3567//b0776//b1517//b1905//b3275//b4441//b3167//b1761//b2573//b1009//b3773//b4010//b2979//b4197//b0312//b0153//b1338//b3242//b2497//b3493//b1297//b4101//b3124//b0517//b4670//b3541//b3671//b3313//b2163//b1613//b0623//b3774//b4024//b0936//b2313//b3604//b2551//b4153//b3863//b1212//b2240//b4321//b0344//b1264//b3959//b0192//b4511//b3959//b2074//b1780//b0679//b3076//b2364//b2911//b3564//b2913//b0031//b1532//b2590//b0606//b0605//b3668//b1846//b1907//b3124//b1516//b0411//b0340//b0683//b1548//b4009//b1393//b0777//b2223//b2721//b3906//b0995//b2243//b0345//b0033//b2482//b1388//b3565//b3224//b3230//b2489//b4355//b2490//b3321//b1547//b2706//b2726//b4063//b1621//
CRP-cAMP_pos	b1241//b2278//b4102//b3666//b0390//b0396//b1012//b2732//b0894//sroD//b2719//b2660//b2606//b2758//b4014//b1530//b0778//b2222//b4124//b1608//b0048//b2283//b3164//b1889//b1674//b0591//b3167//b1858//b1881//b3225//b1781//b2091//b1888//b3939//b0620//b3332//b3357//b2203//b4393//b0203//b4010//b1256//b1970//b1040//b4663//b3127//b1683//b0153//b0781//b4097//b1882//b4033//b1300//b4321//b3133//b2428//b0937//b1039//b0564//b2721//b3610//b2630//b3333//b3544//b4169//b2867//b1519//b3509//b1817//b1655//b3431//yegZ//b1042//b3437//b3904//b1826//b4393//b2671//b2697//b3272//b1499//b0574//b2147//b0755//b0399//b0887//b3905//b4417//b2716//b4317//b4317//b0724//b2719//b1821//b1190//b1888//b3509//b1851//b4024//b2009//b0595//b2094//b3224//b2498//b1391//b4511//b1920//b4102//b0180//b3518//b0192//b1379//b0201//b1904//b2281//b3671//phnE_2//b3615//b1683//b1129//b0678//b2709//b3418//b3272//b2096//b2213//b2943//b0061//b4104//b3227//b0118//b3770//b3478//b3758//b1591//b4099//b1672//b3161//b3095//b0340//b4072//b2200//b2242//b1736//b3959//b1590//b3588//b1988//b3319//b2156//b0778//b0365//b3469//b2751//b4441//b0980//b1616//b2590//b0151//b3126//b0583//b3855//b4382//b3544//b0034//b0904//b2713//b0341//b0039//b4093//b3116//b4071//b2913//b3911//b0199//b1262//b1016//b0342//b1673//b2311//phnE_2//b3424//b0036//b3518//b2222//b0620//b0106//b2148//b2465//b2666//b2287//b3117//b4460//b1613//b1211//b4670//b2242//b3168//b4016//b0403//b3749//b3364//b3748//b2428//b2659//b0945//b0765//b2726//b0063//b1391//b1548//b3969//b1261//b3568//b0575//b3518//b0343//b0430//b4174//b3026//b4194//b1136//b0192//b2717//b3758//b2758//b1548//b2762//b0974//b2197//b3770//b2551//b1887//b0107//b4290//b3668//b2707//b4383//b2366//b3670//b0606//b4008//b4102//b3518//b4132//b4506//b0342//b2489//b2614//b3688//b2671//b4024//sroD//b1223//b2741//b3757//b0351//b1587//b3091//b3521//b3758//b3903//b1535//b2194//b2660//b4431//b3404//b3363//b1517//b2280//b0399//b3748//b1987//b3906//b2995//b4239//b0240//b3231//b0784//b0908//b4092//b0048//b2840//b3417//b3859//b2417//b4035//b0606//b1890//b1748//b2710//b3365//b3327//b4467//b3236//b3610//b0995//b3960//b2600//b1613//b0619//b3171//b4384//b1513//b4003//b3165//b0043//b0864//b0368//b2223//b0590//b2197//b3669//b3543//b0431//b1136//b2211//b4237//b2717//b4030//b3037//b2732//b2731//b3725//b2491//b3172//b3700//b1040//b1921//b4152//b2282//b1987//b4106//b2609//b4032//b3460//b1530//b2709//b1655//b1761//b1548//b0038//b1883//b2428//b0043//b1043//b2709//b1321//b1016//b4637//b0450//b3934//b0974//b2491//b4203//b1656//b3959//b2243//b0152//b2203//b1591//b3260//b2365//b0553//b3414//b0595//b3123//b2597//b4151//b3854//b4237//b3533//b4167//b1655//b0523//b1334//b3265//b0037//b1384//b2243//b2367//b1655//b3912//b0064//b3428//b2557//b3169//b2912//b1205//b1735//b4702//b0820//b2239//b1262//b2465//b0168//b0064//b0783//b2926//b2571//b0757//b0377//b1684//b0587//b2091//b3319//b1276//b2207//b2282//b0895//b2074//b1020//b2943//b3240//b2416//b2093//b1901//b2631//b3709//b0889//b0778//b0975//b0038//b4033//b0764//b1826//b2904//b2987//b2094//
ChbR-Monoacetylchitobiose-6P_neg	b0959//b4094//b0384//b1335//b0723//b4320//
ChbR-Monoacetylchitobiose-6P_pos	b0814//b0904//b1673//b4002//b2579//b3927//
CpxR-Phosphorylated_neg	b3365//b0933//b3709//b1221//b1609//b4398//b1889//b3359//b1737//b2392//b3222//b0061//b1881//b1716//b2666//b2957//b1540//b2393//b3117//b1719//b4381//b2904//b3114//b2368//
CpxR-Phosphorylated_pos	b0042//b3227//b0078//b2867//b3450//b0617//b0190//b3313//b2663//b4092//b2600//b3773//b3321//b1336//b1515//b3113//b4076//phnE_2//b2095//b0403//b3096//b0177//b3036//b1324//b0398//b2840//b1501//b2703//b1385//yegZ//b2497//b2716//b1658//b1617//b2716//b0621//b3134//b2662//b2242//b3701//b2422//b2911//b2279//b4068//b4037//
CreB-Phosphorylated_neg	b0311//b2990//b1814//
CreB-Phosphorylated_pos	b2503//b1680//b2076//b4249//b1210//b4019//
CueR-Ag_neg	b0342//b2215//b1111//b2721//b1819//
CueR-Ag_pos	b0040//b3314//
CueR-Cu+_neg	b3845//b0729//b3670//b1385//b1921//
CueR-Cu+_pos	b0352//b2205//
CuerR-Au_neg	b3057//b4705//b2277//b2591//b4139//
CuerR-Au_pos	b1890//b4426//
CusR-Pasp_pos	b1023//b3533//b1738//b0390//b1889//b2630//b2617//b0400//b0396//b2757//b4320//b1474//
CynR-Cyanate_neg	b0622//
CynR-Cyanate_pos	b4239//b0777//b0763//
CysB-N-acetyl-L-serine_neg	b3321//b3574//b3481//b2484//b1548//b1392//b2469//
CysB-N-acetyl-L-serine_pos	b1039//b0904//b3608//b3926//b0041//b1858//b2490//b2802//b3700//b1407//b2291//b0333//b3093//b2282//b1796//b3453//b4069//b0313//b2995//b2755//b2171//b2285//b0615//
CysB-O-acetyl-L-serine_neg	b2840//b3845//b1719//b2482//b4289//b2235//b2867//
CysB-O-acetyl-L-serine_pos	b0183//b1746//b1497//b2367//b4033//b4311//b4266//b1338//b3958//b3533//b4173//b1297//b3830//b1535//b2236//b1272//b0977//b1160//b4032//b0841//b4125//b3721//b2483//b4450//
DcuR-Phosphorylated_pos	b0887//b3008//b3667//b2976//b3049//b0778//b1737//b2763//b1588//
DnaA-ATP_neg	b0676//b2584//b3095//b1062//b3846//b1323//b3006//b0933//b3329//b0273//b2697//
DnaA-ATP_pos	b2758//b2288//b3453//b2341//b4506//b4384//b2277//
DpiA-Pasp_neg	b0353//
DpiA-Pasp_pos	b2607//b1112//b3616//b4014//b0975//b0063//b4200//b2202//b0403//b0064//
DsdC-D-serine_neg	b1043//
DsdC-D-serine_pos	b3688//b3609//
EvgA-Phosphorylated_pos	b3432//b0588//b3508//b4290//b2750//b1814//b4242//b1475//b0894//b3701//b1225//b4132//b4105//b4203//b3565//
FNR-Fe_neg	b0118//b2751//b2799//b0064//b0107//b1390//b2710//b3005//b2392//b3035//b4008//b0734//b2195//b3455//b3332//b4076//b4355//b1921//b3528//b4202//b1535//b0396//b4324//b2091//b1852//b2590//b3907//b4699//b3905//b4354//b0863//b1715//b1734//b1207//b0782//b0763//b4289//b2091//b4209//b2979//b3907//b4138//b2203//b0959//b0314//b4201//b2278//b2608//b3543//b0515//b1226//b3603//b3272//b4502//b1246//b4567//b2707//b3095//b2707//b4072//b0124//b2240//b2372//b3092//b2571//b2153//b0367//b2424//b2344//b0111//b3356//b2608//b2146//b0390//b2208//b3114//b0683//b1252//b1597//b0595//b4133//b1211//sroD//b2365//b3457//b0778//b2535//b3393//b2607//b1111//b0041//b1260//b2597//b1392//b1797//b0594//b1970//b0594//b4118//b2671//b4138//b0720//b0377//b4168//b1391//b2296//b3752//b2198//b2485//b0904//b0572//b3709//b4476//b2085//b3708//b3213//b1021//b1296//b0571//b0351//
FNR-Fe_pos	b1112//b0192//b3616//b4125//b0182//b2722//b0887//b0205//b1182//b0430//b4152//b2529//b3904//b4319//b4669//b3667//b3864//b0996//b2372//b1920//b0676//b2416//b1669//b4123//b4105//b2222//b4249//b3478//b4002//b1532//b2430//b4019//b1641//b2728//b4074//b1190//b0595//b0723//b4376//b3723//b3091//b0895//b2961//b1672//b0928//b4197//b3324//b4287//b2715//b2092//b4193//b0826//b4125//b1745//b4002//b4324//b2912//b1007//b2149//b2231//b2197//b3365//b3569//b4313//b2724//b0161//b2926//b3423//b1212//b4382//b3127//b4058//b0783//b4070//b2720//b1988//b3167//b3214//b1247//b2757//b2285//b0312//b4293//b0904//b0953//b2942//b4018//b4132//b3325//b0367//b1743//b2029//b4187//b3854//b3773//b1299//b2751//b0583//b1322//b4168//b1109//b3845//b2095//b4000//b2997//b0861//b0044//b3845//b3968//b2729//b4315//b0348//b4167//b4068//b1889//b2489//b3272//b2223//b2148//b1476//b0189//b0077//b2588//b2663//b2146//b0036//b2720//b0755//b3025//b1022//b1593//b0596//b0110//b2091//b3770//b1782//b4030//b1616//b2308//b2499//b1392//b2905//b2866//b2341//b4416//b3702//b2469//b2838//b2799//b2306//b1535//b0684//b1821//b1780//b3170//b0166//b3365//b2721//b2287//b0733//b2242//b1430//b4291//b0565//b3070//b2281//b2580//b4003//b0341//b3214//b3603//b2375//b4468//b2676//b0820//b2867//b2486//b4382//b2669//b1905//b1225//b2171//b0035//b2597//b3846//b2236//b2852//b0182//b2469//b2868//b1388//b1901//b1973//b3313//b3276//b0720//b1591//b0720//b2741//b3327//b3417//b3325//
FhlA-Formate_pos	b0043//b0826//b3328//b3368//b2009//b0682//b1043//b4014//b0681//b3828//b3853//b3037//b2149//b0583//b2095//b2631//b1547//b4240//b3907//b3457//b3601//b2840//b1594//b3076//b1732//b2867//b0340//b0462//b3968//b1245//
FucR-L-fuculose-1-phosphate_pos	b1389//b3319//b0570//b0428//b1761//b3133//b4033//
Fur-Fe2+_neg	b3095//b2750//b0863//b4034//b0814//b1810//b2344//b0896//b2726//b0197//b2715//b4416//b0063//b3425//b2487//b4102//b2212//b4024//b4175//b0190//b2551//b0432//b0774//b0190//b0592//b3461//b2965//b3667//b0575//b0123//b4401//b4035//b1262//b0677//b2149//b3723//b4309//b0205//b0040//b3092//b4314//b0782//b2085//b0063//b4133//b0733//b4242//b4115//b3707//b4002//b0894//b3870//b2143//b2221//b3610//b4213//b3324//b3275//b2852//b0774//b3961//b2722//b0929//b3415//b4005//b0333//b0197//b4132//b1531//b3721//b3236//b4010//b3911//b2720//b2589//ilvG_2//b3753//b0864//b3615//b0765//b2535//b1782//sroD//b3774//b0192//b0168//b4637//b1263//b3958//b3707//b4291//b2937//b2470//b0331//b1704//b1160//b1714//b3724//b2731//b1615//b4168//b0346//b1245//b3458//b2366//b3038//b2964//b3870//b4238//b2370//b2342//b2423//b4100//b3752//b3096//b3530//b2707//b1521//b2818//b0841//b1609//b3667//b2751//b2726//
Fur-Fe2+_pos	b3544//b0564//b0037//b0726//b4318//b1182//b3942//b1209//b3096//b3752//b0572//b2674//b1037//b3429//b1970//b3854//b2720//b2296//b2232//b4196//b4133//b1590//b2415//b3511//b1275//
