#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b4383//
C0299	b0822//
C0362	b2720//
C0465	b0556//
C0614	b0724//
C0664	b2838//
C0719	b0435//
IS128	b0186//
aaeR	b3054//
aaeXAB	b3838//b3376//b3865//
aas-lplT	b3790//b4056//
aat	b3725//
abgABT-ogt	b0803//b1339//b1447//b2602//
abgR	b0429//
abpAB	b2205//b4020//
abrB	b4054//
accA	b2087//
accBC	b0085//b4231//
accD	b2087//
aceBAK	b2911//b1325//b0430//
aceEF	b0386//b0999//
aceK	b2604//
ackA	b0675//
ackA-pta	b0210//b0781//
acnA	b1812//
acnB	b3687//
acpH	b2878//
acpP	b2921//
acpP-fabF	b4323//b1287//
acpT	b3318//
acrAB	b2193//b1845//
acrB	b1565//
acrD	b1662//
acrEF	b2350//b0247//
acrR	b1751//
acrZ	b3079//
acs-yjcH-actP	b2238//b0246//b0468//
actP	b0526//
ada-alkB	b4460//b4338//
add	b2981//
adeD	insCD-4//
adeP	eaeH//
adeQ	b3653//
adhE	b2630//
adhP	b0188//
adiA	b2399//
adiC	b3734//
adiY	b1072//
adk	b3953//
aegA	b3403//
aer	b1433//
aes	b3365//
agaR	b2195//
agaS-kbaY-agaBCDI	b3585//b0684//b4585//b0307//b0387//b3967//
agp	b4008//
agrA	b3710//
agrB	b1790//
ahpCF	b0143//b4481//
ahpF	b1593//
ahr	b4049//
aidB	b0699//
ais	b2950//
alaA	b0048//
alaA-yfbR	b0964//yedN_2//
alaC	b0754//
alaE	b1350//
alaS	b0898//
alaWX	b3428//b0117//
aldA	b3061//
aldB	rirA//
alkA	b1105//
alkB	b3950//
allA	b1095//
allDCE	b1742//b0263//b2501//
allR	b1827//
allS	b1356//
alpA	b3700//
alr	b2437//
alsBACE	b2266//b1754//b1164//b3583//
alsK	b3964//
alx	b3451//
amiA-hemF	b0524//b3836//
amiC	b2000//
amn	b0497//
ampC	b3831//
ampDE	b0823//b0201//
ampG	b2016//
ampH	b3010//
amyA	b2173//
anmK	b3651//
ansA-pncA	b3798//b2650//
ansB	b4315//
ansP	b2110//
apaGH	b1351//b0829//
aphA	b3315//
appA	b1651//
appCBXA	b2388//b3361//b0829//b4044//
appY	b4110//
apt	b2079//
aqpZ	b4134//
araBAD	b1837//b3942//b1166//
araC	b3639//
araE	b2585//
araE-ygeA	b2828//b1666//
