#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1847//
C0299	b0176//
C0362	b1906//
C0465	b1866//
C0614	b0107//
C0664	b0177//
C0719	b2057//
IS128	b3325//
aaeR	b1920//
aaeXAB	b3809//b4122//b3932//
aas-lplT	b1717//b2642//
aat	b0231//
abgABT-ogt	b1147//b4120//b3320//b1046//
abgR	b0923//
abpAB	b3059//b4290//
abrB	tpke70//
accA	b3334//
accBC	b1361//b2723//
accD	b4000//
aceBAK	b0148//b1260//b0775//
aceEF	b1769//b3185//
aceK	b1524//
ackA	b3114//
ackA-pta	b0741//b4397//
acnA	b3870//
acnB	yhiK//
acpH	b2165//
acpP	b2420//
acpP-fabF	b2733//b0934//
acpT	b1497//
acrAB	b2989//b1156//
acrB	b1263//
acrD	b1892//
acrEF	yegZ//b1391//
acrR	b3853//
acrZ	b0726//
acs-yjcH-actP	b1190//b4616//b3260//
actP	b2996//
ada-alkB	b1198//b4366//
add	b0675//
adeD	b2735//
adeP	b4420//
adeQ	b3660//
adhE	b3157//
adhP	b0994//
adiA	b0675//
adiC	b0176//
adiY	b3885//
adk	b1538//
aegA	b2401//
aer	b3339//
aes	b1859//
agaR	b0852//
agaS-kbaY-agaBCDI	b4331//b3094//b4259//b2682//b2883//b2238//
agp	b0578//
agrA	b0164//
agrB	b2260//
ahpCF	b0540//b0246//
ahpF	b2749//
ahr	b0586//
aidB	b4362//
ais	b0582//
alaA	b3650//
alaA-yfbR	b0692//b0505//
alaC	b3968//
alaE	b4691//
alaS	b1042//
alaWX	b3881//b1715//
aldA	b4128//
aldB	b2935//
alkA	b0643//
alkB	b0461//
allA	b0482//
allDCE	b3866//b3792//b2040//
allR	b0218//
allS	b4403//
alpA	b1986//
alr	b4565//
alsBACE	b1585//b0374//b0618//b3324//
alsK	b2327//
alx	b0763//
amiA-hemF	b2894//b0999//
amiC	b0067//
amn	C0719//
ampC	b3481//
ampDE	b3053//b1920//
ampG	b4396//
ampH	b4483//
amyA	b0773//
anmK	b3346//
ansA-pncA	b4323//b0769//
ansB	b3753//
ansP	b1540//
apaGH	b4465//b0777//
aphA	b3738//
appA	b1944//
appCBXA	b3647//b3219//b1689//b2713//
appY	b1061//
apt	b0187//
aqpZ	b4435//
araBAD	b2125//b3538//b2482//
araC	b4472//
araE	b1185//
araE-ygeA	b4268//istR-1//
araFGH	b1108//b2276//b2485//
araJ	b3760//
arcA	b4329//
arcB	b1891//
arcZ	b0575//
arfA	b3503//
argA	b0712//
argCBH	b2237//b1352//b3110//
argD	b1563//
argE	b0126//
argF	b1709//
argG	b0134//
argI	b1746//
argO	b1039//
argP	b2174//
argQ	b1783//
argR	b3839//
argS	b2073//
argT-hisJQMP	b3796//b0034//b0680//b3139//b1669//
argU	b0579//
argW	b1221//
argX-hisR-leuT-proM	insEF-1//b1985//b4370//b2063//
ariR	b1331//
arnBCADTEF	b0889//b3590//b2090//b1297//b3325//b1694//b2951//
aroF-tyrA	b1690//b0580//
aroG	b3920//
aroH	b4452//
aroKB-damX-dam-rpe-gph-trpS	b3391//b1700//b2461//b1530//b2713//b0716//b2942//
aroL-yaiA-aroM	b1020//b0063//b0923//
aroP	b0153//
arpA	b0822//
arpB_1B_2	b2161//b3214//
arrS	b2906//
arsRBC	b3874//b0928//b2397//
artJ	b2311//
artPIQM	b3745//b4071//b1215//b1612//
ascB	b0499//
ascFB	b4332//b3484//
ascG	b1438//
asd	b2399//
aslA	b3991//
aslB	b4165//
asmA	b0910//
asnA	b3993//
asnB	b3992//
asnC	b4252//
asnC-mioC	b0216//b1265//
asnC-mioC-mnmG	b4054//b0661//b0965//
asnS	b3940//
asnT	b1691//
asnU	b0131//
asnV	rirA//
asnW	b3638//
aspA	b1178//
aspA-dcuA	b0845//b3297//
aspC	b3244//
aspS	b3879//
aspT	b2254//
aspU	b1876//
aspV	b0493//
asr	b0069//
astCADBE	b2325//b4422//b3282//b4257//b3557//
atl	b1940//
atoDAEB	b4106//b0407//b2392//b1322//
atoSC	b1427//b3610//
atpBEFHAGDC	b0062//b4596//b1068//b3158//b1075//b0886//b1134//b3675//
atpIBEFHAGDC	b3856//b1218//b1226//b2526//b1568//b0848//b3648//b0054//b4336//
