#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1107//
C0299	micL//
C0362	b3223//
C0465	b1366//
C0614	b3459//
C0664	b0074//
C0719	b1499//
IS128	b4520//
aaeR	b3932//
aaeXAB	b0468//b2128//b4155//
aas-lplT	b3615//b1831//
aat	b4481//
abgABT-ogt	b0196//b3899//b1560//b4447//
abgR	b4381//
abpAB	b0466//b3820//
abrB	b4079//
accA	b0115//
accBC	b3557//b3550//
accD	b1584//
aceBAK	b1045//b4212//b2852//
aceEF	b3788//b2155//
aceK	b4413//
ackA	b1145//
ackA-pta	b0425//b0580//
acnA	b1217//
acnB	b3745//
acpH	b4318//
acpP	b2093//
acpP-fabF	b1152//b3385//
acpT	b3934//
acrAB	b1110//yjhW//
acrB	b2417//
acrD	b2504//
acrEF	b3860//b2177//
acrR	arpB_2//
acrZ	b0227//
acs-yjcH-actP	b2799//b1082//b0429//
actP	b3882//
ada-alkB	b2567//b4455//
add	b1999//
adeD	b0591//
adeP	b2756//
adeQ	b1265//
adhE	b2928//
adhP	b2712//
adiA	b3690//
adiC	b0909//
adiY	b3120//
adk	b2013//
aegA	b0250//
aer	b0480//
aes	b2109//
agaR	b1194//
agaS-kbaY-agaBCDI	b3124//b1572//b2269//b0973//b3878//b1310//
agp	b2065//
agrA	b1430//
agrB	b0643//
ahpCF	b2814//b2960//
ahpF	b1438//
ahr	b2062//
aidB	b0590//
ais	b4478//
alaA	b1731//
alaA-yfbR	b2388//b0719//
alaC	b4077//
alaE	b4529//
alaS	b1260//
alaWX	b1427//b2013//
aldA	b2008//
aldB	b2954//
alkA	b1793//
alkB	b0434//
allA	b1618//
allDCE	b3597//b0773//b1120//
allR	b2324//
allS	b3503//
alpA	b4357//
alr	b4135//
alsBACE	b0748//b0750//b0097//b1530//
alsK	b0183//
alx	b1803//
amiA-hemF	b2269//b4008//
amiC	b1043//
amn	b0721//
ampC	b3980//
ampDE	b1583//b1838//
ampG	b2889//
ampH	b3908//
amyA	b2022//
anmK	b0978//
ansA-pncA	b4287//b3907//
ansB	b4699//
ansP	b3220//
apaGH	b3329//arpB_1//
aphA	b2003//
appA	b3468//
appCBXA	b3445//b3002//b1378//b0428//
appY	b4285//
apt	b3150//
aqpZ	b2213//
araBAD	b1251//b1129//b3576//
araC	b1752//
araE	b1566//
araE-ygeA	b4511//b3653//
araFGH	b3252//b1872//b0250//
araJ	b2707//
arcA	b0151//
arcB	b0853//
arcZ	b4438//
arfA	b1660//
argA	b1438//
argCBH	b3180//b3636//b1953//
argD	b0095//
argE	b0685//
argF	b0049//
argG	b3124//
argI	b2695//
argO	b3824//
argP	msrP//
argQ	b0138//
argR	b4598//
argS	b0962//
argT-hisJQMP	b1694//b4347//b3175//b2070//b3449//
argU	b2845//
argW	b3229//
argX-hisR-leuT-proM	b3329//b3226//b0410//b4198//
ariR	b0909//
arnBCADTEF	b3002//b2763//b0450//b2080//b3165//b3065//b0300//
aroF-tyrA	b3485//b3836//
aroG	b3650//
aroH	b0136//
aroKB-damX-dam-rpe-gph-trpS	b0738//b1207//b1261//b2634//b1182//b0968//b0687//
aroL-yaiA-aroM	b0310//b1849//b3434//
aroP	b3775//
arpA	b1186//
arpB_1B_2	b3608//b3584//
arrS	b2288//
arsRBC	b0121//b0272//b3852//
artJ	b2020//
artPIQM	b0838//b1461//b0191//b3556//
ascB	b0728//
ascFB	b1563//b1065//
ascG	efeU_2//
asd	b3079//
aslA	b3894//
aslB	b0695//
asmA	b0612//
asnA	b3962//
asnB	b1486//
asnC	b1056//
asnC-mioC	b3433//b2085//
asnC-mioC-mnmG	b0726//b2262//b0191//
asnS	b0130//
asnT	b3824//
asnU	b0086//
asnV	b1689//
asnW	b3459//
aspA	b2483//
aspA-dcuA	b3211//b0238//
aspC	b0461//
aspS	b2541//
aspT	b0181//
aspU	b2159//
aspV	b1525//
asr	b3874//
astCADBE	b3407//b2330//b0939//b4611//b0952//
atl	insEF-5//
atoDAEB	b3171//b4294//b1134//b3857//
atoSC	b2471//b1075//
atpBEFHAGDC	b2159//b2071//b1125//b2472//b3110//b2355//b4331//b1353//
atpIBEFHAGDC	b0250//b1961//b3299//b1269//b3987//b1226//b1373//b3937//b3527//
avtA	b2376//
azoR	b4427//
azuC	b1109//
bacA	b0540//
baeSR	b1993//b4338//
bamA	b0240//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b3113//b1793//b1257//b3369//b0947//b3045//b2835//b4480//
bamB-der	b2076//b2358//
bamC	b2038//
bamD	b2625//
bamE	b3775//
barA	b2475//
basRS	insAB-5//b1886//
bax	b0727//
bcp	b0728//
bcr	b1837//
bcsABZC	b4375//b1750//molR_3//b4233//
bcsBZ	b3390//b0349//
bcsEFG	b3104//b1582//b0724//
bcsQ	b3934//
bdcA	b2661//
bdcR	b0225//
bdm-sra	b1328//b1801//
bepA-yfgD	b3916//b2757//
betIBA	b3201//b0213//b1527//
betT	b4428//
bfd-bfr	b2875//b4221//
bglA	b4005//
bglG	b3268//
bglGFB	b4463//b1893//b0613//
bglH-yieLK	b1992//b2349//b2275//
bglX	b4136//
bhsA	yedN_1//
bioA	b3713//
bioBFCD	b1024//b1220//b0479//b2082//
bioH	b4040//
bipA	b2700//
bisC	b2944//
blc	b1564//
blr	b3464//
bluF	b1904//
bluR	b3861//
bolA	b0084//
borD	b4473//
brnQ-proY	b1847//b0749//
bsmA	b1840//
bssR	b2751//
bssS	b2010//
btuB-murI	b0639//b0299//
btuCED	b3657//b2983//b2222//
cadA	b4101//
cadBA	b3428//b4003//
cadC	b1339//
caiCDE	b2392//b1266//b0284//
caiF	b2073//
caiTABCDE	b3823//b2805//b2187//b1357//b1783//b3779//
can	b2725//
carAB	b4314//b4076//
carB	b3192//
cas2	b2607//
cas3	b4518//
casABCDE12	b3670//b4419//b0049//b3674//ykfJ//b0741//b3960//
casDE12	b3053//b1336//b2526//b2062//
cbl	b0132//
cbpAM	b4096//b1359//
cbrA	b0170//
cbrB	b4258//
cbrBC	b3542//b0355//
cbrC	b0793//
ccmABCDEFGH	b1737//b0983//gapC_1//b0875//b2936//b2103//b1670//b0473//
cdaR	b3564//
cdd	b3163//
cdgI	b0028//
cdh	b3904//
cdsA	b1843//
cecR-ybhGFSR	b0836//b1213//b0906//b3310//b4101//
cedA	b3719//
cfa	b1530//
chaA	b2835//
chaBC	yjgX_3//b2961//
chaC	b3458//
chbBCARFG	b1716//b3936//b3643//b2209//b1243//b1687//
chiA	b4203//
chiP-ybfN	qorB//b3495//
chiX	b1834//
cho	b0567//
chpSB	b0475//b0795//
cirA	b2807//
citCDEFXG	b0257//b1296//b3943//b0393//b2945//b4301//
citT	b0322//
clcA	b0072//
clcB	b1731//
clpA	b4245//
clpB	b2680//
clpPX	b4248//b2911//
clpS	b2580//
clpX-lon	insEF-1//b2564//
clsA-yciU	b3442//b3288//
clsC	b1785//
cmk-rpsA	b3186//b3208//
cmoM-mukFEB	b0267//b0413//b2579//b1114//
cmtBA-yggPFDC	b2677//b2058//b3781//b0936//b2101//b3214//
cnu	b3943//
coaA	b0731//
coaE-zapD-yacG	b0648//b2129//b4192//
cobUST	b2060//b4374//b1368//
codBA	b2322//b0199//
cof	b3530//
comR	b1919//
copA	b2898//
corA	b2824//
cpdB	b1129//
cpxPQ	b4270//b0680//
cpxRA	b0740//b0603//
cra	b2366//
crcB	b2675//
creABC	b2526//lafU//b4532//
creABCD	b2507//b3897//b2609//b3928//
creD	b3044//
crfC-yjcZ	b4016//b2363//
crl	b0606//
crp	cpxQ//
crr	b0453//
csdAE	b1674//b4152//
csgBAC	b3483//b0508//b0696//
csgC	b2727//
