#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3455//
C0299	b4293//
C0362	b1465//
C0465	b0793//
C0614	b3907//
C0664	b0170//
C0719	b0470//
IS128	b3210//
aaeR	b0253//
aaeXAB	gapC_1//b3549//b4393//
aas-lplT	b2678//yifN//
aat	b2493//
abgABT-ogt	b0910//b2460//b0600//b3065//
abgR	b2241//
abpAB	b2859//b3617//
abrB	b4559//
accA	b1585//
accBC	b0564//b4422//
accD	b0430//
aceBAK	b0046//b2067//b3187//
aceEF	b2212//b2512//
aceK	b0092//
ackA	b4303//
ackA-pta	b3588//b1085//
acnA	b1395//
acnB	b3421//
acpH	b2767//
acpP	b2047//
acpP-fabF	b3529//b2735//
acpT	b3721//
acrAB	b0738//b2477//
acrB	b0087//
acrD	b3358//
acrEF	b0118//b4481//
acrR	b1160//
acrZ	b0577//
acs-yjcH-actP	b3194//b3322//b2435//
actP	b1554//
ada-alkB	b4546//b1285//
add	b2319//
adeD	b2964//
adeP	b1029//
adeQ	b2178//
adhE	b4243//
adhP	b3379//
adiA	b0036//
adiC	b4313//
adiY	b2886//
adk	b1199//
aegA	b2194//
aer	b4313//
aes	b0572//
agaR	b0345//
agaS-kbaY-agaBCDI	b0562//b3564//b0533//b4173//b0909//b1967//
agp	b3881//
agrA	b3677//
agrB	b0014//
ahpCF	b1174//b2229//
ahpF	qseG//
ahr	b2877//
aidB	b3055//
ais	b0498//
alaA	b3299//
alaA-yfbR	b0036//b0992//
alaC	b1638//
alaE	insEF-2//
alaS	b1338//
alaWX	b2986//b0735//
aldA	selU//
aldB	b3142//
alkA	b1948//
alkB	b2271//
allA	b4546//
allDCE	b0780//b0517//msrQ//
allR	b4613//
allS	b4485//
alpA	b4425//
alr	b2359//
alsBACE	b0260//b1911//b2024//b3294//
alsK	b1549//
alx	b2310//
amiA-hemF	b2780//b3925//
amiC	b4521//
amn	b2153//
ampC	b3234//
ampDE	b0995//b0188//
ampG	b2576//
ampH	b2258//
amyA	b1385//
anmK	b1181//
ansA-pncA	b3398//yghX_2//
ansB	b0078//
ansP	b3630//
apaGH	b0950//b3251//
aphA	b1262//
appA	b1729//
appCBXA	b4146//b1701//b0478//b2343//
appY	b3707//
apt	b1879//
aqpZ	b0277//
araBAD	b0467//b2489//b2903//
araC	b4230//
araE	b0744//
araE-ygeA	b0713//b3058//
araFGH	b1509//b3364//b3623//
araJ	b2640//
arcA	b0895//
arcB	b1690//
arcZ	b0528//
arfA	b0578//
argA	b3978//
argCBH	b2308//b2095//b0997//
argD	b4194//
argE	b1265//
argF	b2057//
argG	b2310//
argI	b1506//
argO	b0946//
argP	b1778//
argQ	b4324//
argR	b1352//
argS	b0622//
argT-hisJQMP	b2356//b1282//b3341//b2210//b1365//
argU	b1784//
argW	b1290//
argX-hisR-leuT-proM	b1947//b3284//b4227//ecpC//
ariR	b0515//
arnBCADTEF	b2531//b1383//b2675//b3263//b1248//b0358//b2188//
aroF-tyrA	b1486//b4353//
aroG	b3024//
aroH	b0559//
aroKB-damX-dam-rpe-gph-trpS	b2334//b4341//b1948//b4453//b2070//b1302//b3309//
aroL-yaiA-aroM	b1452//b2146//b2299//
aroP	b3505//
arpA	b0829//
arpB_1B_2	b2971//b2516//
arrS	b1829//
arsRBC	b3773//b4466//b2022//
artJ	b1698//
artPIQM	b1648//b2182//b4342//b2593//
ascB	b0304//
ascFB	b1119//b1880//
ascG	b1749//
asd	b0169//
aslA	b1174//
aslB	b2526//
asmA	b2425//
asnA	b0520//
asnB	b0783//
asnC	b1151//
asnC-mioC	b0269//b1975//
asnC-mioC-mnmG	b3831//b1374//b0254//
asnS	b1337//
asnT	b1261//
asnU	b1806//
asnV	b0045//
asnW	b3956//
aspA	b2345//
aspA-dcuA	b3118//b0688//
aspC	b3998//
aspS	b2757//
aspT	b4535//
aspU	b4464//
aspV	b1313//
asr	b0965//
astCADBE	b4361//b3084//b2359//b0799//b0351//
atl	b0344//
atoDAEB	b2618//b4565//b3511//b0941//
atoSC	b3530//b2593//
atpBEFHAGDC	molR_1//b1388//b4398//b2006//b3945//b3550//b2781//b0704//
atpIBEFHAGDC	b0190//b4209//b2780//b2813//b3808//b0182//b1238//b3150//b3677//
avtA	b1829//
azoR	b1774//
azuC	b1488//
bacA	b1674//
baeSR	b1537//b2794//
bamA	b3590//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b3239//b1620//b0178//b2000//b1014//b4597//b2803//b3803//
bamB-der	b2090//b0407//
bamC	sroD//
bamD	b1096//
bamE	b4443//
barA	b4319//
basRS	b0422//b4195//
bax	b2078//
bcp	b2710//
bcr	b2480//
bcsABZC	b0081//b0995//b3991//b0993//
bcsBZ	b2251//b2195//
bcsEFG	b0623//b3073//b4402//
bcsQ	b1647//
bdcA	b1749//
bdcR	b0490//
bdm-sra	b0053//b1379//
bepA-yfgD	b4538//b0319//
betIBA	b0252//b4066//b1418//
betT	b2780//
bfd-bfr	b0835//b3051//
bglA	b4427//
bglG	b4233//
bglGFB	b2078//b2156//b4219//
bglH-yieLK	b0540//b1314//b3623//
bglX	b4056//
bhsA	b4181//
bioA	b2582//
bioBFCD	b4198//b2525//b3601//b3609//
bioH	b2032//
bipA	b1884//
bisC	b0903//
blc	b1011//
blr	b3575//
bluF	b4319//
bluR	b3882//
bolA	b3088//
borD	b0390//
brnQ-proY	b1179//b2106//
bsmA	b1309//
bssR	yjgX_1//
bssS	ygaQ//
btuB-murI	b3256//b1252//
btuCED	b1107//b4248//b0581//
cadA	b2827//
cadBA	b3149//b4521//
cadC	b1640//
caiCDE	b4388//b2933//b1216//
caiF	yeeL_2//
caiTABCDE	b3600//b3786//b3810//b1081//b4166//b0848//
can	b2710//
carAB	b1047//b4053//
carB	b0471//
cas2	b2148//
cas3	b0668//
casABCDE12	b1763//b3689//b0238//b3084//b0983//b1165//b0373//
casDE12	b3715//b0339//b2720//b3456//
cbl	b3081//
cbpAM	b1090//b2122//
cbrA	b4419//
cbrB	b3909//
cbrBC	b0194//b0914//
cbrC	b1212//
ccmABCDEFGH	b2455//b0122//b4157//b2017//b4054//b3408//b3509//b3456//
cdaR	yjgX_3//
cdd	b2955//
cdgI	b1852//
cdh	b1828//
cdsA	b2021//
cecR-ybhGFSR	b3925//b1335//b0232//b2254//b3094//
cedA	b3684//
cfa	b3296//
chaA	b3585//
chaBC	b3421//b0007//
chaC	b1774//
chbBCARFG	b3881//b0999//b4277//b2861//b1508//b0712//
chiA	b2507//
chiP-ybfN	b4013//b0904//
chiX	b1136//
cho	b3036//
chpSB	b4173//b3485//
cirA	b4313//
citCDEFXG	b1793//b0665//b0676//b3412//b3792//b3391//
citT	b3262//
clcA	b0328//
clcB	b0378//
clpA	b3579//
clpB	b1674//
clpPX	b3251//b1136//
clpS	b0813//
clpX-lon	b0441//b1731//
clsA-yciU	b2435//b1230//
clsC	b1992//
cmk-rpsA	b3134//b2905//
cmoM-mukFEB	b0772//b1386//b3341//b3737//
cmtBA-yggPFDC	b2680//b3445//b2862//b3807//b2905//b4516//
cnu	b1563//
coaA	b2142//
coaE-zapD-yacG	b1199//b1562//b2127//
cobUST	b2846//b2709//b0409//
codBA	b1950//b0592//
cof	b3910//
comR	b1661//
copA	b2049//
