#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2315//
C0299	b3846//
C0362	b4204//
C0465	b0905//
C0614	b4261//
C0664	b2421//
C0719	b3341//
IS128	ficA//
aaeR	b3893//
aaeXAB	b1019//b2202//b3325//
aas-lplT	b2726//b3860//
aat	b0863//
abgABT-ogt	b0653//b1604//b0464//b0128//
abgR	b0431//
abpAB	b3548//b0253//
abrB	b4243//
accA	b2525//
accBC	b2074//b1864//
accD	b2905//
aceBAK	b4248//b0455//b0311//
aceEF	b2352//b1032//
aceK	b0173//
ackA	ypaA//
ackA-pta	b3045//b0200//
acnA	b3765//
acnB	b2971//
acpH	b3671//
acpP	b1556//
acpP-fabF	b3724//b4066//
acpT	b2121//
acrAB	b0010//b2579//
acrB	b4345//
acrD	b0837//
acrEF	b1660//ybfH//
acrR	b2750//
acrZ	b3332//
acs-yjcH-actP	b2127//b2513//b2440//
actP	b3848//
ada-alkB	b4063//b3192//
add	b3092//
adeD	b0730//
adeP	b3205//
adeQ	b1078//
adhE	b0917//
adhP	b3363//
adiA	intG//
adiC	b1583//
adiY	b1229//
adk	b2413//
aegA	b3947//
aer	b4041//
aes	b0279//
agaR	eaeH//
agaS-kbaY-agaBCDI	b1399//b2187//b3102//b0644//b0372//b1118//
agp	b0786//
agrA	b2542//
agrB	b0608//
ahpCF	b1649//b2433//
ahpF	b0468//
ahr	b4704//
aidB	b0628//
ais	b3048//
alaA	b1992//
alaA-yfbR	b4186//b3593//
alaC	b3424//
alaE	b3381//
alaS	b0285//
alaWX	b1786//b2787//
aldA	b4300//
aldB	b4301//
alkA	b1329//
alkB	b0029//
allA	b2516//
allDCE	b3232//b0311//b0698//
allR	b0039//
allS	b0028//
alpA	b3792//
alr	b1996//
alsBACE	b3897//b2384//b0797//b4306//
alsK	b1635//
alx	b3029//
amiA-hemF	b2901//b4326//
amiC	b3723//
amn	b1821//
ampC	b0152//
ampDE	b2683//b4209//
ampG	b4158//
ampH	b1460//
amyA	b0596//
anmK	b1272//
ansA-pncA	b1820//b4290//
ansB	b2970//
ansP	b4212//
apaGH	b2758//b1159//
aphA	b2760//
appA	b3947//
appCBXA	b3314//b3315//b3408//ficA//
appY	b2222//
apt	b1402//
aqpZ	b4104//
araBAD	b1164//b4107//b0109//
araC	b2185//
araE	b1852//
araE-ygeA	b0174//b4516//
araFGH	b2303//b2507//b3355//
araJ	b0623//
arcA	b2229//
arcB	ygeN//
arcZ	b1148//
arfA	b0863//
argA	b0499//
argCBH	b0286//b4125//b1754//
argD	b1952//
argE	b3929//
argF	b1173//
argG	b2043//
argI	b1345//
argO	b0386//
argP	b2125//
argQ	b2963//
argR	b2498//
argS	b1559//
argT-hisJQMP	b4295//b4258//b2793//b3388//b0143//
argU	b3646//
argW	b1639//
