#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1355//
C0299	b0098//
C0362	b1839//
C0465	b0819//
C0614	b1521//
C0664	b3228//
C0719	b3689//
IS128	b1021//
aaeR	b4327//
aaeXAB	b3501//b4073//b3801//
aas-lplT	b2404//yjgX_2//
aat	b1551//
abgABT-ogt	b0146//b3801//b1430//b1383//
abgR	b2429//
abpAB	b2876//b2857//
abrB	b4000//
accA	b3680//
accBC	b4124//b4322//
accD	b1507//
aceBAK	b1841//b0746//b0985//
aceEF	b3813//b2967//
aceK	b1616//
ackA	b2314//
ackA-pta	b2292//b3038//
acnA	yncK_1//
acnB	b0387//
acpH	b2213//
acpP	b0823//
acpP-fabF	b2795//b0353//
acpT	b1429//
acrAB	b4265//b0188//
acrB	b0189//
acrD	b0118//
acrEF	b0080//b1181//
acrR	b4142//
acrZ	b4350//
acs-yjcH-actP	b1989//b4242//b0115//
actP	b4057//
ada-alkB	b4280//b2719//
add	b2316//
adeD	C0299//
adeP	b0809//
adeQ	b1110//
adhE	b2730//
adhP	b2770//
adiA	b3710//
adiC	b1643//
adiY	b4033//
adk	b2273//
aegA	b1488//
aer	b0495//
aes	b0140//
agaR	b4238//
agaS-kbaY-agaBCDI	b2587//b0131//b2092//b0737//b2799//b3723//
agp	b4268//
agrA	b1053//
agrB	b3650//
ahpCF	b2900//b1038//
ahpF	b2301//
ahr	b0672//
aidB	b3260//
ais	b4169//
alaA	b0014//
alaA-yfbR	b3987//b3883//
alaC	b3288//
alaE	b4257//
alaS	b4167//
alaWX	b2781//b0041//
aldA	b1109//
aldB	b1036//
alkA	b0731//
alkB	b2427//
allA	b0525//
allDCE	b0787//b3289//b1072//
allR	b2358//
allS	b4110//
alpA	b1794//
alr	b0635//
alsBACE	b1504//b1448//b1998//b1302//
alsK	icdC//
alx	b2171//
amiA-hemF	b3654//b3440//
amiC	b1566//
amn	b3253//
ampC	b3889//
ampDE	b3058//b3054//
ampG	b1251//
ampH	b2847//
amyA	b0880//
anmK	b2040//
ansA-pncA	b0375//b0388//
ansB	b4478//
ansP	b3341//
apaGH	b1748//b3953//
aphA	b3969//
appA	b2626//
appCBXA	b2685//b0688//b0863//b0361//
appY	b2271//
apt	b1164//
aqpZ	b3603//
araBAD	b0962//b1603//b0349//
araC	b4079//
araE	b0336//
araE-ygeA	b2418//b0681//
araFGH	yedS_3//b2151//b4121//
araJ	b3593//
arcA	b3671//
arcB	b1804//
arcZ	b2309//
arfA	b4116//
argA	b0603//
argCBH	b1951//b0181//b4662//
argD	b2355//
argE	b0804//
argF	b2029//
argG	b1771//
argI	b0326//
argO	C0299//
argP	b2489//
argQ	b0224//
argR	b0169//
argS	b4257//
argT-hisJQMP	b1433//b2423//b0746//b2788//b3599//
argU	b4362//
argW	b0935//
argX-hisR-leuT-proM	b4338//b2200//b0521//b2809//
ariR	b1006//
arnBCADTEF	b0850//b0649//b3256//b0990//b2317//b3135//b0772//
aroF-tyrA	b1629//b3044//
aroG	b2580//
aroH	b3754//
aroKB-damX-dam-rpe-gph-trpS	b4217//b0139//b2604//b2811//b3915//b3077//b1010//
aroL-yaiA-aroM	b2980//b1732//b0323//
aroP	b4069//
arpA	b2202//
arpB_1B_2	b0937//b2032//
arrS	b3121//
arsRBC	b1296//arpB_1//b2309//
artJ	b1249//
artPIQM	b0341//b0428//msrP//b4347//
ascB	b4625//
ascFB	b4218//b1884//
ascG	b2330//
asd	b2415//
aslA	b2529//
aslB	b1313//
asmA	b3873//
asnA	b4172//
asnB	b3468//
asnC	b1316//
asnC-mioC	b1021//b1048//
asnC-mioC-mnmG	b2269//b2197//b1657//
asnS	b2538//
asnT	b2279//
asnU	b3967//
asnV	b4010//
asnW	b2305//
aspA	b0632//
aspA-dcuA	b1421//b2425//
aspC	b1987//
aspS	b3100//
aspT	b0336//
aspU	b3482//
aspV	b3591//
asr	b1944//
astCADBE	b4057//b0966//b2428//b3852//b3980//
atl	b2251//
atoDAEB	b1443//b2106//b3364//b1917//
atoSC	b3799//b4423//
atpBEFHAGDC	b2393//b4419//b2514//b0072//b3458//b2129//b4360//yfaS_2//
atpIBEFHAGDC	b3397//b2240//b4162//b2781//b1250//b1881//b0860//b4673//b4539//
avtA	b2075//
azoR	b4306//
azuC	b2910//
bacA	b3806//
baeSR	b1477//b1926//
bamA	b1958//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1828//b1678//b3386//b2607//b0300//b1454//b2782//b3813//
bamB-der	b1482//b0075//
bamC	b2497//
bamD	tpke70//
bamE	b0900//
barA	b4243//
basRS	b1380//b0684//
bax	b0555//
bcp	b1706//
bcr	b0415//
bcsABZC	b0893//b2870//b1759//b3678//
bcsBZ	b0140//b1845//
bcsEFG	b2439//b1159//b2414//
bcsQ	b1726//
bdcA	b2911//
bdcR	b1147//
bdm-sra	b0476//b0681//
bepA-yfgD	b1402//b1659//
betIBA	b1452//b2072//b0864//
betT	b4123//
bfd-bfr	b3533//b0971//
bglA	b1493//
bglG	b3514//
bglGFB	b2409//b0560//b2281//
bglH-yieLK	b2201//b3847//b2304//
bglX	b0493//
bhsA	b1245//
bioA	b1587//
bioBFCD	b4305//b1780//b4243//b4465//
bioH	b1342//
bipA	b1739//
bisC	b0414//
blc	b0243//
blr	b0956//
bluF	b1195//
bluR	b2207//
bolA	b3057//
borD	b0180//
brnQ-proY	b4704//b2652//
bsmA	b1182//
bssR	b3877//
bssS	b2401//
btuB-murI	b1312//b3438//
btuCED	b0150//b2563//b2237//
cadA	b2894//
cadBA	b4150//b2338//
cadC	sroE//
caiCDE	b1690//b0567//b0400//
caiF	b3785//
caiTABCDE	b3884//b1056//b1002//b3350//b1871//b0860//
can	b4670//
carAB	b2545//b0886//
carB	topAI//
cas2	b0627//
cas3	b3501//
casABCDE12	b1163//b4541//b3786//b0620//b1602//b3742//b0658//
casDE12	b1265//b3062//b0973//b3014//
cbl	b3280//
cbpAM	b0154//b4322//
cbrA	b4084//
cbrB	b1534//
cbrBC	b2350//b0173//
cbrC	b2015//
ccmABCDEFGH	b3731//b2525//b2475//b0060//b3505//b1046//b3107//b4106//
cdaR	b2744//
cdd	b3549//
cdgI	b3829//
cdh	b3946//
cdsA	b3501//
cecR-ybhGFSR	b4265//b3551//insM//b2878//b1844//
cedA	b3182//
cfa	b1320//
chaA	b0933//
chaBC	b2744//b3561//
chaC	b0916//
chbBCARFG	b2589//b2557//b2166//b0034//b2835//b1305//
chiA	b3566//
chiP-ybfN	b3533//b1106//
chiX	b3568//
cho	b4603//
chpSB	b3669//b2901//
cirA	b1402//
citCDEFXG	b2462//b1853//b1944//b2216//b0831//b0805//
citT	b0954//
clcA	b0826//
clcB	b1452//
clpA	C0719//
clpB	b1342//
clpPX	ybeM_2//b2900//
clpS	b3972//
clpX-lon	b3347//b3132//
clsA-yciU	b3211//b2707//
clsC	b0420//
cmk-rpsA	b1198//b3455//
cmoM-mukFEB	b2051//b1150//b0149//b2087//
cmtBA-yggPFDC	b3444//b1879//b2188//b2831//b0558//b1770//
cnu	b2663//
coaA	b3289//
coaE-zapD-yacG	b1035//b2275//b1584//
cobUST	b0181//b2257//b0657//
codBA	b2528//b4257//
cof	b2269//
comR	b1399//
copA	b2323//
corA	b4395//
cpdB	b1679//
cpxPQ	b1009//b1747//
cpxRA	b2371//b0845//
cra	b2200//
crcB	b1104//
creABC	b2261//b4179//b0155//
creABCD	b0922//b0922//b1090//b3531//
creD	b2584//
crfC-yjcZ	b3197//b4133//
crl	b1103//
crp	b2530//
crr	b1478//
csdAE	b0026//b2437//
csgBAC	b1245//b2298//b1705//
csgC	b1458//
csgDEFG	b0239//b4544//b4118//b0795//
csiD-lhgO-gabDTP	b4061//b2625//b1241//b4515//b3100//
csiE	b2828//
csiR	b1506//
cspA	b0857//
cspB	b3754//
cspD	b3658//
cspE	b1102//
cspF	b3213//
cspG	b0116//
cspH	C0465//
cspI	b2610//
csrA	b2359//
csrB	b1797//
csrC	b3318//
csrD	b0075//
cstA	b4055//
cueO	b2985//
cueR	b1912//
curA	b2104//
cusCFBA	b2867//b0066//b0096//b1408//
cusRS	b2021//b3210//
cutA	b3063//
cvpA-purF-ubiX	b0459//b4001//b1348//
cvrA	b0472//
cyaA	b1682//
cyaR	b3739//
cyaY	b2102//
cybB	b2192//
cybC	b1284//
cycA	b1384//
cydAB	b1641//b3671//
cydDC	b0838//b0618//
cydX-ybgE	b3707//b2289//
cynR	b2600//
cynTS	b4120//b3800//
cynTSX	b1772//b3637//b0578//
cyoABCDE	b3048//b1207//b3970//b0190//b0636//
cysB	b0132//
cysDNC	yghX_2//b1155//b2272//
cysE	b1232//
cysG	b3356//
cysH	b1037//
cysJIH	b1441//b4542//b2433//
cysK	b1608//
cysPUWAM	b0254//b2019//b1357//b3471//b3786//
cysQ	b2618//
cysS	b3725//
cysZ	b3460//
cytR	b0481//
dacA	b4410//
dacB	b0499//
dacC	b0564//
dacD	b3766//
dadAX	b0459//insAB-2//
dam-rpe-gph-trpS	b3515//b4181//b1340//b4052//
damX-dam-rpe-gph-trpS	b2113//b3146//b1670//b3447//b2670//
dapA-bamC	b2137//b3604//
dapB	b2244//
dapD	b1791//
dapE-ypfN	b1818//b1703//
dauA	b2338//
dcd	b2730//
dcm-vsr	b0474//b0388//
dcp	b0345//
dcrB	b0034//
dctA	b4164//
dcuA	b4182//
dcuB-fumB	b0636//b0057//
dcuC	b0536//
dcuD	b2494//
dcuR	b1402//
dcuSR	yrhA//b4334//
dcyD-tcyLN	b2188//b1754//b1793//
ddlA	b3298//
ddpXABCDF	b4168//b2687//b0890//b1696//b3280//b1913//
deaD	b2199//
decR	b3869//
def-fmt	b2776//b1790//
degP	b2254//
degQ	b1749//
degQS	b3179//b1787//
degS	b3638//
deoABD	b0507//b1655//b4337//
deoBD	b3434//b3219//
deoCABD	b2954//b0124//b0684//b1258//
deoR	b3169//
dfp	b0489//
dgcC	b1677//
dgcE	b3605//
dgcF	b1188//
dgcJ	b3610//
dgcM	b4304//
dgcP	b1304//
dgcQ	b0920//
dgcT	b2320//
dgcZ	b3010//
dgkA	b3470//
dgoRKADT	b3235//b1297//b2428//b1144//b3765//
dgt	b2022//
dhaKLM	b3215//b0182//b2768//
dhaM	b3553//
dhaR	b2749//
diaA	b3389//
dicA	b0879//
dicB-ydfDE-insD-intQ	b2206//b2251//b1450//b3859//b1866//
dicC-ydfXW	b1715//b3050//b0771//
dicF	b3722//
dinB-yafNOP	b4053//b0186//b2664//b1712//
dinD	b1984//
dinG	b2335//
dinI	b1454//
dinJ-yafQ	b0541//b0198//
dinQ	b3896//
djlA	b4608//
dkgA	b4226//
dkgB	b3652//
dksA-gluQ	b3081//b4330//
dld	b3428//
dmlA	b3485//
dmlR	b2691//
dmsABC	b1374//b2696//b4249//
dnaAN-recF	b2428//b3456//b1178//
dnaB	b2226//
dnaK-tpke11-dnaJ	b0244//b2662//b2017//
dnaN-recF	b3140//b1848//
dnaQ	b4154//
dnaTC	b3092//b2268//
dnaTC-yjjA	b0255//b3889//b2502//
dnaX	b2265//
dosCP	b2820//b2626//
dpiBA	b3198//b4520//
dppABCDF	b3182//b1254//b1957//b1044//b3547//
dps	b4383//
dsbA	b1370//
dsbB	b2248//
dsbC	b0391//
dsbC-recJ-prfB	b3211//b3302//b2503//
dsbD-yjdC	b0151//b4397//
dsbG	b2904//
dsdA	b4330//
dsdC	b2911//
dsdXA	b4377//b3187//
dsrA	b2976//
dsrB	b4016//
dtpA	b0346//
dtpB	b4204//
dtpC	b2534//
dtpD	b4299//
dusA	b2530//
dusB-fis	b0979//b1214//
dusC	b0886//
dut-slmA	b2669//b2006//
dxr	b2417//
eaeH-insEF-1E-1F-1	b1468//b0909//b3618//b2351//
