#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3605//
C0299	b2983//
C0362	b2263//
C0465	b3782//
C0614	b2802//
C0664	b3637//
C0719	b1888//
IS128	b1632//
aaeR	b0744//
aaeXAB	b2081//b1818//b2727//
aas-lplT	b1845//b0639//
aat	b1822//
abgABT-ogt	b3243//b0033//b0143//b3617//
abgR	b3776//
abpAB	b3603//b2976//
abrB	b1630//
accA	b0142//
accBC	b4089//b2730//
accD	b0350//
aceBAK	b1419//b4712//b0492//
aceEF	b3864//b2817//
aceK	b4231//
ackA	b2728//
ackA-pta	b4387//b1981//
acnA	b2984//
acnB	b3463//
acpH	b0269//
acpP	b3003//
acpP-fabF	b1500//b4393//
acpT	b2675//
acrAB	b1480//b3392//
acrB	b0699//
acrD	b4354//
acrEF	b2446//b0512//
acrR	b0808//
acrZ	b0126//
acs-yjcH-actP	b1732//b2347//b2650//
actP	sroA//
ada-alkB	b2591//b1075//
add	b1421//
adeD	b2225//
adeP	b1203//
adeQ	b0203//
adhE	b1078//
adhP	b2328//
adiA	b0013//
adiC	b1963//
adiY	b2879//
adk	b1580//
aegA	b3269//
aer	b0047//
aes	b2192//
agaR	b1672//
agaS-kbaY-agaBCDI	b3178//b2633//b2344//b0414//b3144//b1791//
agp	b3779//
agrA	b4208//
agrB	b3865//
ahpCF	b2494//b4367//
ahpF	b4335//
ahr	b3317//
aidB	b2033//
ais	b3394//
alaA	b1512//
alaA-yfbR	b3463//b3387//
alaC	b0192//
alaE	b3599//
alaS	b0055//
alaWX	b1772//ychG_2//
aldA	ybfO//
aldB	b3158//
alkA	b1358//
alkB	b1022//
allA	b2917//
allDCE	b4008//b1093//b2073//
allR	b2435//
allS	b2373//
alpA	b3952//
alr	b2513//
alsBACE	b0620//b1256//b2282//b3264//
alsK	b4380//
alx	b0815//
amiA-hemF	b2072//b1318//
amiC	b3675//
amn	b0274//
ampC	b3782//
ampDE	b2780//b4422//
ampG	b3968//
ampH	b2507//
amyA	b1478//
anmK	b2254//
ansA-pncA	b1907//b1984//
ansB	b2255//
ansP	b0673//
apaGH	b3110//b2725//
aphA	b1704//
appA	b3125//
appCBXA	b3173//b4450//b1319//b1666//
appY	b3199//
apt	b3183//
aqpZ	b1611//
araBAD	b4458//b4326//b2652//
araC	b2876//
araE	b1153//
araE-ygeA	b4357//b1276//
araFGH	b3736//b0259//b0073//
araJ	b2122//
arcA	b1833//
arcB	b0867//
arcZ	b3537//
arfA	b4119//
argA	b3143//
argCBH	b0892//b4209//b4172//
argD	b0189//
argE	b2757//
argF	b2019//
argG	b0566//
argI	b2219//
argO	b3397//
argP	b2201//
argQ	b0499//
argR	b0416//
argS	b3194//
argT-hisJQMP	b3416//b2821//b2370//b4460//b0272//
argU	b4351//
argW	b3606//
argX-hisR-leuT-proM	b1534//b2270//b4393//b0789//
ariR	b2354//
arnBCADTEF	ypaA//b3467//b2526//b3477//b0950//b0901//b1665//
aroF-tyrA	b1279//b2901//
aroG	b3894//
aroH	b4072//
aroKB-damX-dam-rpe-gph-trpS	b2916//ysdC//b0052//b2078//b3144//b1469//b2458//
aroL-yaiA-aroM	b2257//b2582//b1806//
aroP	b2841//
arpA	b1159//
arpB_1B_2	b4453//b2361//
arrS	b0379//
arsRBC	b4157//3'ETS<sup><i>leuZ</i></sup>//b4354//
artJ	b1498//
artPIQM	b0470//b3400//b3536//b1857//
ascB	yfaS_1//
ascFB	b1662//b3071//
ascG	b3398//
asd	b1619//
aslA	phnE_2//
aslB	b4196//
asmA	b0523//
asnA	b1566//
asnB	b3190//
asnC	b2330//
asnC-mioC	b1044//b0429//
asnC-mioC-mnmG	b2693//b0489//b1072//
asnS	b0696//
asnT	b4212//
asnU	b2195//
asnV	b3459//
asnW	b3046//
aspA	b4062//
aspA-dcuA	b2492//b3291//
aspC	b2018//
aspS	b4230//
aspT	b3076//
aspU	b4065//
aspV	b0467//
asr	b2138//
astCADBE	b1952//b0301//b3021//b4423//b2618//
atl	b1318//
atoDAEB	b2938//b1273//b3303//b3984//
atoSC	b1830//b4714//
atpBEFHAGDC	b0084//b1859//b2473//b1675//b0536//b1976//b3325//b4375//
atpIBEFHAGDC	b0170//b0146//b1307//b4362//C0664//b2553//b2265//b3990//b4206//
avtA	b3368//
azoR	b3183//
azuC	b3155//
bacA	b3835//
baeSR	b1214//b1502//
bamA	b0849//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b2735//b2086//b3073//b4143//b2430//b1230//b3388//insEF-1//
bamB-der	b1641//b0008//
bamC	b4698//
bamD	b2828//
bamE	b0149//
barA	b2873//
basRS	ybfH//b4083//
bax	b3055//
bcp	b1676//
bcr	b0652//
bcsABZC	b3488//b0198//b1091//b2229//
bcsBZ	b2231//b0559//
bcsEFG	b0279//b2027//b0252//
bcsQ	b4423//
bdcA	b4625//
bdcR	b1878//
bdm-sra	b4403//b1673//
bepA-yfgD	b4392//b3799//
betIBA	b0033//yjhW//b0374//
betT	b1209//
bfd-bfr	b1821//b2554//
bglA	b1911//
bglG	b1250//
bglGFB	b0890//b0246//b2177//
bglH-yieLK	b3574//b0700//b3126//
bglX	b1223//
bhsA	b3479//
bioA	b1044//
bioBFCD	b1070//b1937//b3172//b3401//
bioH	b1398//
bipA	b3483//
bisC	b1744//
blc	b3526//
blr	b4015//
bluF	b0253//
bluR	b3710//
bolA	b2692//
borD	b3050//
brnQ-proY	b4509//b2948//
bsmA	b3904//
bssR	b3796//
bssS	b1342//
btuB-murI	b1601//b1857//
btuCED	b3385//b2868//b1382//
cadA	b4479//
cadBA	b2364//b3928//
cadC	b2197//
caiCDE	b2066//b0842//b3381//
caiF	b2715//
caiTABCDE	b4244//b3861//b0660//b3719//b4375//b2457//
can	b0484//
carAB	b3810//b4291//
carB	b2294//
cas2	b2864//
cas3	b3576//
