#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3499//
C0299	b4381//
C0362	b0848//
C0465	b1294//
C0614	b1829//
C0664	b2460//
C0719	b3559//
IS128	b1455//
aaeR	b0399//
aaeXAB	b3819//b0435//b2768//
aas-lplT	b1015//b1867//
aat	b1276//
abgABT-ogt	b0633//b2569//b2733//b3876//
abgR	b3911//
abpAB	b0441//b3730//
abrB	b2776//
accA	msrQ//
accBC	b2067//b4095//
accD	b2148//
aceBAK	b3399//b3137//b0281//
aceEF	b2824//b0276//
aceK	insEF-3//
ackA	b1796//
ackA-pta	b1953//b1770//
acnA	b0204//
acnB	b3061//
acpH	b0479//
acpP	b0483//
acpP-fabF	b0927//b2640//
acpT	ficA//
acrAB	b1510//b3033//
acrB	b1788//
acrD	b2059//
acrEF	b2057//b3012//
acrR	b2626//
acrZ	b4133//
acs-yjcH-actP	b3626//b4193//b1376//
actP	b2134//
ada-alkB	b3064//b1902//
add	b3877//
adeD	b1787//
adeP	b2707//
adeQ	b1808//
adhE	b2718//
adhP	eaeH//
adiA	b4099//
adiC	b3903//
adiY	b4482//
adk	b2149//
aegA	b2524//
aer	b2487//
aes	b0632//
agaR	b1251//
agaS-kbaY-agaBCDI	b2262//b1953//b3484//b4466//b2165//b1868//
agp	b1092//
agrA	b2050//
agrB	b1083//
ahpCF	b3559//b4066//
ahpF	b0530//
ahr	b3564//
aidB	b0449//
ais	b2554//
alaA	b0194//
alaA-yfbR	b0225//b1851//
alaC	b0896//
alaE	b3337//
alaS	b1582//
alaWX	b0801//b2308//
aldA	b4306//
aldB	b4028//
alkA	b0719//
alkB	b1076//
allA	b1375//
allDCE	b0204//b1503//b2282//
allR	b3848//
allS	b2441//
alpA	b1916//
alr	b3779//
alsBACE	b2388//b3547//b1985//b2276//
alsK	b0970//
alx	b1298//
amiA-hemF	b1570//b0456//
amiC	b4466//
amn	b1125//
ampC	b4463//
ampDE	b4079//b0383//
ampG	b4369//
ampH	b1082//
amyA	b0312//
anmK	b1948//
ansA-pncA	b4245//b2147//
ansB	b0452//
ansP	b4714//
apaGH	b3895//b3364//
aphA	b2827//
appA	b2352//
appCBXA	b1633//b2528//b3274//C0362//
appY	b1913//
apt	b3334//
aqpZ	b3875//
araBAD	insCD-4//b1181//b4194//
araC	b2027//
araE	b3654//
araE-ygeA	b1147//b2878//
araFGH	b1356//insAB-1//b1540//
araJ	b3727//
arcA	b0456//
arcB	b2737//
arcZ	b3152//
arfA	b0643//
argA	b3611//
argCBH	b1494//b1089//b1234//
argD	b0189//
argE	b2615//
argF	b2675//
argG	prfH//
argI	b1278//
argO	b4328//
argP	b2319//
argQ	b2525//
argR	b0508//
argS	b2174//
argT-hisJQMP	b2590//b1822//b3525//b3215//b1506//
argU	b4401//
argW	b0635//
argX-hisR-leuT-proM	b1226//b3626//b2664//b0543//
ariR	b2789//
arnBCADTEF	b2100//b2645//b2876//b0376//b0520//b1828//b0404//
aroF-tyrA	b4172//b0378//
aroG	b3119//
aroH	b0828//
aroKB-damX-dam-rpe-gph-trpS	b2265//b2069//b2215//b2096//b1365//b1948//b0575//
aroL-yaiA-aroM	b0629//b4371//b2625//
aroP	b3178//
arpA	b0650//
arpB_1B_2	b0908//b2020//
arrS	b4057//
arsRBC	b2378//b2338//b0109//
artJ	b0330//
artPIQM	b4669//b3346//b0181//b3303//
ascB	b0968//
ascFB	b3353//b2018//
ascG	b3661//
asd	b3921//
aslA	insEF-4//
aslB	b2211//
asmA	b3675//
asnA	b0496//
asnB	b1217//
asnC	b2580//
asnC-mioC	b2895//b0842//
asnC-mioC-mnmG	b0176//b4529//b2131//
asnS	b1243//
asnT	b0992//
asnU	b2732//
asnV	b4039//
asnW	b2883//
aspA	b0496//
aspA-dcuA	b1326//b1338//
aspC	b3381//
