#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1488//
C0299	b1901//
C0362	b1725//
C0465	b4178//
C0614	b0215//
C0664	b1706//
C0719	b0820//
IS128	b2278//
aaeR	b2234//
aaeXAB	b4185//b3675//b1395//
aas-lplT	b3693//b4347//
aat	b4221//
abgABT-ogt	b3239//b0310//b2411//b2631//
abgR	yjgX_2//
abpAB	b1252//b0347//
abrB	b0283//
accA	b3183//
accBC	b3244//b2035//
accD	b2510//
aceBAK	b2439//b1704//b2012//
aceEF	b3086//b1125//
aceK	b2798//
ackA	b2502//
ackA-pta	b1759//b3907//
acnA	b2525//
acnB	b2620//
acpH	b0827//
acpP	yedS_2//
acpP-fabF	b4191//b1102//
acpT	b0409//
acrAB	b0738//b3371//
acrB	b2050//
acrD	b0502//
acrEF	b1680//b3473//
acrR	b2036//
acrZ	b0131//
acs-yjcH-actP	b3720//b2869//b3595//
actP	b2696//
ada-alkB	b1725//b4002//
add	b1908//
adeD	b3929//
adeP	b1658//
adeQ	b3828//
adhE	b1377//
adhP	b1095//
adiA	b1789//
adiC	b3181//
adiY	b0550//
adk	b2297//
aegA	b0868//
aer	b3849//
aes	b2025//
agaR	b0621//
agaS-kbaY-agaBCDI	b2287//b4487//b1278//b3452//b1764//b0485//
agp	b0898//
agrA	b0513//
agrB	b2484//
ahpCF	b3278//b2086//
ahpF	b2020//
ahr	insAB-2//
aidB	b3552//
ais	b1739//
alaA	b3635//
alaA-yfbR	b0205//b1390//
alaC	b2217//
alaE	b0172//
alaS	b2841//
alaWX	b4133//b0610//
aldA	b2982//
aldB	insCD-6//
alkA	b3542//
alkB	b2465//
allA	b0779//
allDCE	b3534//b0521//b4030//
allR	b3828//
allS	b4406//
alpA	b4195//
alr	b3578//
alsBACE	b3588//b0720//b1968//b0916//
alsK	b3826//
alx	b3380//
amiA-hemF	b0324//b2900//
amiC	insB-7_2//
amn	b1048//
ampC	b1925//
ampDE	b0451//b0259//
ampG	b4237//
ampH	b0482//
amyA	b0559//
anmK	b3928//
ansA-pncA	b1727//b2837//
ansB	b2171//
ansP	b1713//
apaGH	b4132//b3240//
aphA	b0218//
appA	b2355//
appCBXA	b3704//b2375//b0952//b2579//
appY	b1199//
apt	b4119//
aqpZ	b1335//
araBAD	b2674//b0162//b1189//
araC	b2730//
araE	b3891//
araE-ygeA	b0721//b2454//
araFGH	b0529//b2615//b4158//
araJ	b1446//
arcA	b4483//
arcB	b1923//
arcZ	b4008//
arfA	b3580//
argA	b3517//
argCBH	b3868//b0721//b4609//
argD	ychE_1//
argE	b1943//
argF	b1047//
argG	b0018//
argI	b0262//
argO	b1439//
argP	b0885//
argQ	b3171//
argR	b1261//
argS	b3848//
argT-hisJQMP	b2907//b2879//b1643//b1559//b4051//
argU	b2561//
argW	b0734//
argX-hisR-leuT-proM	b3790//b3009//b0708//b0354//
ariR	b2610//
arnBCADTEF	b4208//b1234//b2912//b0380//b3461//C0362//b4285//
aroF-tyrA	b0069//b1978//
aroG	b2955//
aroH	b0094//
aroKB-damX-dam-rpe-gph-trpS	b4440//b2700//b0632//b4673//b3498//b2966//b1450//
aroL-yaiA-aroM	b2897//b3839//b2955//
aroP	b4447//
arpA	b0204//
arpB_1B_2	b1959//b3152//
arrS	b3211//
arsRBC	b1372//b3689//b3549//
artJ	b1491//
artPIQM	topAI//b0654//b3855//b2887//
ascB	b3909//
ascFB	b0352//b4539//
ascG	b3416//
asd	b3165//
aslA	b4066//
aslB	b2957//
asmA	b3625//
asnA	b3714//
asnB	b3328//
asnC	b3231//
asnC-mioC	b1692//b0456//
asnC-mioC-mnmG	b2465//pbl//b1287//
asnS	b3631//
asnT	yedS_3//
asnU	b1135//
asnV	b1004//
asnW	b1699//
aspA	b0760//
aspA-dcuA	b3475//b2030//
aspC	b4611//
aspS	b2181//
aspT	b0760//
aspU	b1858//
aspV	b2324//
asr	b3939//
astCADBE	b2631//b1455//b0453//b0269//b2275//
atl	b0077//
atoDAEB	b4082//b1861//b4441//b2186//
atoSC	b1679//b0818//
atpBEFHAGDC	b2721//b0357//b1556//b3607//b0410//b4522//b3322//b1155//
atpIBEFHAGDC	b4175//b3992//b3118//b4271//b2986//b2208//b1446//b1935//b1726//
avtA	b3772//
azoR	b4086//
azuC	b3510//
bacA	b2619//
baeSR	b0200//b2310//
bamA	b4172//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	ybeM_1//b2961//b0013//b1718//b1166//b4457//b2071//b1275//
bamB-der	b0284//b4150//
bamC	yfaS_2//
bamD	b0171//
bamE	b4017//
barA	b3251//
basRS	b2756//b3857//
bax	b3353//
bcp	b4438//
bcr	b4360//
bcsABZC	b4420//b0777//b0333//b0033//
bcsBZ	b3619//b3333//
bcsEFG	b0117//b3737//b4086//
bcsQ	b0379//
bdcA	b1675//
bdcR	b1867//
bdm-sra	b3355//b1824//
bepA-yfgD	b2176//b0301//
betIBA	b3743//b1153//b2739//
betT	b0183//
bfd-bfr	b1929//b2729//
bglA	b2290//
bglG	b4515//
bglGFB	b0782//b2496//b3089//
