#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1355//
C0299	b4506//
C0362	b0868//
C0465	b1283//
C0614	yeeL_1//
C0664	b2022//
C0719	b2371//
IS128	b0186//
aaeR	b1264//
aaeXAB	b2069//b1650//b2072//
aas-lplT	insAB-3//b0495//
aat	b1370//
abgABT-ogt	b2167//b0717//b4313//b3055//
abgR	b3371//
abpAB	yghE//b2852//
abrB	b3704//
accA	b1649//
accBC	b4194//b0385//
accD	b1455//
aceBAK	b2605//b1474//b4001//
aceEF	b4455//b0759//
aceK	b3098//
ackA	b2077//
ackA-pta	b2760//b3843//
acnA	b3726//
acnB	b2141//
acpH	b4042//
acpP	b3123//
acpP-fabF	b1390//b3749//
acpT	b1489//
acrAB	b0557//b3314//
acrB	b2172//
acrD	b2548//
acrEF	b2927//b0197//
acrR	b2809//
acrZ	b0749//
acs-yjcH-actP	b3567//b2762//b0899//
actP	b0194//
ada-alkB	b2420//b3976//
add	b3299//
adeD	b4272//
adeP	b4007//
adeQ	b3189//
adhE	C0719//
adhP	b2510//
adiA	b4214//
adiC	b2566//
adiY	b1074//
adk	b4413//
aegA	b2509//
aer	b1730//
aes	b2431//
agaR	b1676//
agaS-kbaY-agaBCDI	b0481//b1637//b0508//b2486//b2874//b2723//
agp	b2200//
agrA	b1180//
agrB	b3085//
ahpCF	b0480//b4397//
ahpF	b0029//
ahr	b1839//
aidB	b0155//
ais	b2380//
alaA	b4161//
alaA-yfbR	b2332//b2248//
alaC	b1753//
alaE	b3899//
alaS	b3580//
alaWX	b0180//b0015//
aldA	b2021//
aldB	b0307//
alkA	b0842//
alkB	b2561//
allA	b1049//
allDCE	b3498//b0749//b0403//
allR	b0756//
allS	b2972//
alpA	b1452//
alr	b2467//
alsBACE	b1596//b2233//b2099//b1537//
alsK	b1212//
alx	b4260//
amiA-hemF	b1995//b3024//
amiC	b2592//
amn	b2664//
ampC	b3101//
ampDE	b4456//b1863//
ampG	b1706//
ampH	b1311//
amyA	b2665//
anmK	b1775//
