#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0540//
C0299	b0775//
C0362	b1108//
C0465	b0338//
C0614	b0825//
C0664	b1680//
C0719	b4205//
IS128	b3931//
aaeR	b3002//
aaeXAB	b2173//b0974//b4299//
aas-lplT	b4446//b4521//
aat	b0813//
abgABT-ogt	b1428//C0719//b4554//b4220//
abgR	b3787//
abpAB	b1984//b0882//
abrB	b0599//
accA	b3064//
accBC	b1000//b3619//
accD	b2346//
aceBAK	b0724//b4242//b4428//
aceEF	b1834//b4263//
aceK	b3153//
ackA	b0749//
ackA-pta	b1096//b3546//
acnA	b3596//
acnB	b1404//
acpH	b2357//
acpP	b2699//
acpP-fabF	b3178//b3063//
acpT	b1071//
acrAB	b1523//b2162//
acrB	b3172//
acrD	b3360//
acrEF	b4235//b2879//
acrR	b2930//
acrZ	b4515//
acs-yjcH-actP	b1068//b1422//b0860//
actP	b0561//
ada-alkB	b2853//b0540//
add	b2903//
adeD	b2092//
adeP	b1013//
adeQ	b1387//
adhE	b0168//
adhP	b3303//
adiA	b1947//
adiC	b1221//
adiY	b2166//
adk	b0719//
aegA	b4511//
aer	b4384//
aes	b2412//
agaR	b0047//
agaS-kbaY-agaBCDI	b2507//b3197//b1686//b2340//b0301//b0416//
agp	b3466//
agrA	b4069//
agrB	b0444//
ahpCF	b2308//b0940//
ahpF	b3716//
ahr	b1445//
aidB	b4450//
ais	b1111//
alaA	b2423//
alaA-yfbR	b0860//b4066//
alaC	b2386//
alaE	b1812//
alaS	b1371//
alaWX	b1686//b1309//
aldA	b2358//
aldB	b2864//
alkA	b0398//
alkB	b2922//
allA	b0081//
allDCE	b1527//b3580//b1155//
allR	b2212//
allS	b2889//
alpA	b0949//
alr	b1748//
alsBACE	b2848//b3652//b4230//b2767//
alsK	b0554//
alx	b2676//
amiA-hemF	b0936//b0086//
amiC	b2848//
amn	b4019//
ampC	C0299//
ampDE	b1423//b3879//
ampG	b3220//
ampH	b2543//
amyA	b3550//
anmK	b3529//
ansA-pncA	b4063//b0525//
ansB	b1505//
ansP	b3153//
apaGH	b0294//b0616//
aphA	b3573//
appA	b1605//
appCBXA	b3844//b2933//b3087//b1667//
appY	b2201//
apt	b0587//
aqpZ	b1438//
araBAD	b3724//b2328//b3088//
araC	b2742//
araE	b3838//
araE-ygeA	b0758//b0382//
araFGH	b0706//b3490//b1294//
araJ	b0679//
arcA	b4372//
arcB	b3736//
arcZ	b1631//
arfA	b0063//
argA	b1935//
argCBH	b3639//b3135//b1166//
argD	b4173//
argE	b3991//
argF	b0721//
argG	b3414//
argI	b4397//
argO	b3902//
argP	b2334//
argQ	b3386//
argR	b0436//
argS	b3347//
argT-hisJQMP	b0841//b4360//b3781//b0310//b0560//
argU	b3902//
argW	b2633//
argX-hisR-leuT-proM	b3859//b3898//b2797//b0041//
ariR	b3737//
arnBCADTEF	b1445//b0542//b3462//b1159//b2341//micL//b1113//
aroF-tyrA	b0801//b0878//
aroG	b0155//
aroH	b2639//
aroKB-damX-dam-rpe-gph-trpS	b2560//b3956//b2837//b0708//b2526//b0696//b2008//
aroL-yaiA-aroM	ilvG_2//b2074//b1961//
aroP	b1254//
arpA	b4210//
arpB_1B_2	b0584//b4558//
arrS	efeU_2//
