#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2882//
C0299	b3462//
C0362	b0928//
C0465	b2172//
C0614	ydbA_1//
C0664	b3235//
C0719	b4346//
IS128	b1690//
aaeR	b0904//
aaeXAB	b0285//b0946//b2957//
aas-lplT	b2519//b1985//
aat	b1164//
abgABT-ogt	b0305//b2872//b3716//b3787//
abgR	b3766//
abpAB	b1334//b4180//
abrB	b2022//
accA	b2489//
accBC	b2004//b1100//
accD	b4524//
aceBAK	b3142//b4383//b2477//
aceEF	b4222//b2807//
aceK	b3147//
ackA	b3105//
ackA-pta	b1821//b1750//
acnA	b3185//
acnB	b1490//
acpH	b0639//
acpP	b2903//
acpP-fabF	b4063//b2882//
acpT	b0175//
acrAB	b1730//b0574//
acrB	b3971//
acrD	b2470//
acrEF	b2749//b2071//
acrR	b0599//
acrZ	b2371//
acs-yjcH-actP	b1743//b2844//b0522//
actP	b3187//
ada-alkB	b3593//b4117//
add	b2482//
adeD	b2787//
adeP	b0779//
adeQ	b0285//
adhE	b1312//
adhP	b3105//
adiA	b3648//
adiC	sraA//
adiY	b4450//
adk	b3165//
aegA	b2814//
aer	b3785//
aes	b4394//
agaR	b4354//
agaS-kbaY-agaBCDI	b0223//b1111//b2888//b3836//b1104//b3274//
agp	b2458//
agrA	b2756//
agrB	b3581//
ahpCF	b3232//b4218//
ahpF	b3624//
ahr	yfaS_1//
aidB	ecpC//
ais	b1951//
alaA	b3110//
alaA-yfbR	b4312//b0843//
alaC	b1385//
alaE	b0689//
alaS	b1231//
alaWX	b2424//b1546//
aldA	b1504//
aldB	b1991//
alkA	b2314//
alkB	b1781//
allA	b4066//
allDCE	b3059//b0797//b3460//
allR	b2633//
allS	b0636//
alpA	b2423//
alr	b3327//
alsBACE	yfaS_1//b4702//b1562//b3714//
alsK	b0350//
alx	b3051//
amiA-hemF	b3050//b1705//
amiC	b4356//
amn	b3371//
ampC	b3017//
ampDE	b0849//b1248//
ampG	b2633//
ampH	b2502//
amyA	insEF-3//
anmK	b3758//
ansA-pncA	b2490//b3716//
ansB	b3527//
ansP	b0967//
apaGH	b3143//b1688//
aphA	b0770//
appA	b3910//
appCBXA	b2521//b0768//b3479//b2240//
appY	b4118//
apt	b0406//
aqpZ	b1068//
araBAD	b4238//b2708//b1597//
araC	b2485//
araE	b1999//
araE-ygeA	b1270//b2802//
araFGH	b4115//b2844//b1065//
araJ	b1250//
arcA	b0617//
arcB	b3965//
arcZ	b3403//
arfA	b4201//
argA	b1091//
argCBH	b2925//b3619//b1660//
argD	b0171//
argE	b4321//
argF	b1128//
argG	b3962//
argI	b3997//
argO	b4331//
argP	b4350//
argQ	b0196//
argR	b4279//
argS	b1232//
