#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0537//
C0299	b4196//
C0362	b3346//
C0465	b1697//
C0614	b1293//
C0664	b1469//
C0719	b1112//
IS128	b1672//
aaeR	b1468//
aaeXAB	b0069//yjiV//b0591//
aas-lplT	b0629//b3671//
aat	b1786//
abgABT-ogt	b1435//b2422//b1566//b0966//
abgR	b1539//
abpAB	3'ETS<sup><i>leuZ</i></sup>//b1438//
abrB	b3992//
accA	b4212//
accBC	b2470//b2568//
accD	b2591//
aceBAK	b2801//b2871//b4227//
aceEF	b4663//b3583//
aceK	b2879//
ackA	b0788//
ackA-pta	b2799//b0553//
acnA	b0681//
acnB	b2543//
acpH	b1424//
acpP	b3546//
acpP-fabF	b4060//b0587//
acpT	b3608//
acrAB	b0556//b3605//
acrB	b0556//
acrD	b0005//
acrEF	b3896//b1281//
acrR	b0983//
acrZ	b3822//
acs-yjcH-actP	b2527//b1784//b1747//
actP	b3159//
ada-alkB	b2578//b2661//
add	b2152//
adeD	b3996//
adeP	b4101//
adeQ	b3698//
adhE	b2965//
adhP	b4018//
adiA	b2386//
adiC	b0347//
adiY	b3067//
adk	b0726//
aegA	b2947//
aer	b2430//
aes	b0645//
agaR	b0604//
agaS-kbaY-agaBCDI	b4390//b0679//b4430//b2564//b3754//b2729//
agp	b1484//
agrA	b3087//
agrB	b2572//
ahpCF	b4327//b2168//
ahpF	b0042//
ahr	b0498//
aidB	b1737//
ais	b4176//
alaA	b3081//
alaA-yfbR	b1885//b4504//
alaC	b0616//
alaE	b0467//
alaS	b4511//
alaWX	b4290//b2104//
aldA	b3574//
aldB	b1106//
alkA	b2835//
alkB	b3566//
allA	b2006//
allDCE	b2024//b0074//b2761//
allR	b3368//
allS	b1475//
alpA	b1967//
alr	b0060//
alsBACE	3'ETS<sup><i>leuZ</i></sup>//b1092//yghX_2//b0003//
alsK	yhiK//
alx	b2794//
amiA-hemF	b4230//b3638//
amiC	b3091//
amn	b3117//
ampC	b0805//
ampDE	b1283//b1264//
ampG	b4412//
ampH	b4428//
amyA	b3581//
anmK	b0479//
ansA-pncA	b3427//b0027//
ansB	b4138//
ansP	b2937//
apaGH	b1359//b1032//
aphA	b1993//
appA	b3490//
appCBXA	b2631//b1914//b2379//b4467//
appY	b3857//
apt	b1517//
aqpZ	b4468//
araBAD	b3310//b1330//b3842//
araC	b3597//
araE	b0776//
araE-ygeA	b1824//b1121//
araFGH	ypaA//b4136//b0903//
araJ	b2329//
arcA	b3602//
arcB	b0350//
arcZ	b3573//
arfA	b3342//
argA	b1948//
argCBH	b0797//b2269//b3030//
argD	b1919//
argE	b1555//
argF	b2433//
argG	b0202//
argI	b4044//
argO	sroA//
argP	b1544//
argQ	b2443//
argR	b2369//
argS	b1247//
argT-hisJQMP	b2593//b0437//b0082//b1395//b2791//
argU	b0874//
argW	b2396//
argX-hisR-leuT-proM	b4443//b1271//b1450//b2709//
ariR	b0880//
arnBCADTEF	b0462//b2809//b3059//b1889//b4072//b4084//b1067//
aroF-tyrA	b2144//b3137//
aroG	b3973//
aroH	b2800//
aroKB-damX-dam-rpe-gph-trpS	b4400//b3656//b1182//b0266//b3438//b3689//b3174//
aroL-yaiA-aroM	b4018//b4301//b2066//
aroP	b0407//
arpA	b1188//
arpB_1B_2	b0565//b3366//
arrS	b4178//
arsRBC	b1117//b4390//b0306//
artJ	b0477//
artPIQM	b1287//b0058//b3591//b4128//
ascB	b1800//
ascFB	b1579//b0194//
ascG	b3387//
asd	b1329//
aslA	b0271//
aslB	b0696//
asmA	b1128//
asnA	b4004//
asnB	b1921//
asnC	C0465//
asnC-mioC	b3080//b3208//
asnC-mioC-mnmG	b2685//b2456//b3085//
asnS	ftp//
asnT	b4214//
asnU	b2136//
asnV	b4095//
asnW	b0971//
aspA	b2082//
aspA-dcuA	b0195//b0530//
aspC	b3761//
aspS	b2222//
aspT	b2945//
aspU	b4161//
aspV	b1352//
asr	b3624//
astCADBE	b4037//b1811//b1285//b1024//b2543//
atl	b2403//
atoDAEB	b1683//b3082//b2268//b4106//
atoSC	b1823//b0093//
atpBEFHAGDC	b2060//b3432//b0489//b1472//b3228//b3578//b4506//b1766//
atpIBEFHAGDC	b0394//b0908//b2880//b3338//b3281//b0814//b2925//b3134//b3507//
avtA	b1372//
azoR	b4202//
azuC	b1160//
bacA	b1737//
baeSR	b0423//b0358//
bamA	b2454//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b2789//b3954//b2199//b3512//b0467//b0424//b0729//b0642//
bamB-der	b1339//b2438//
bamC	b0827//
bamD	b1196//
bamE	b0963//
barA	b0905//
