#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2294//
C0299	b1259//
C0362	b2872//
C0465	b3740//
C0614	b0937//
C0664	b0325//
C0719	b2169//
IS128	b0853//
aaeR	b2896//
aaeXAB	b3298//b1853//b1302//
aas-lplT	b3807//b0497//
aat	b2426//
abgABT-ogt	b0152//b4037//b4053//b3719//
abgR	b4070//
abpAB	b1624//b4427//
abrB	b1691//
accA	b2822//
accBC	b4135//b0939//
accD	b0805//
aceBAK	b0041//b4172//b3154//
aceEF	b0964//b2870//
aceK	b3656//
ackA	b1325//
ackA-pta	b1512//b0558//
acnA	b1852//
acnB	C0465//
acpH	b2980//
acpP	b2853//
acpP-fabF	b0986//b0768//
acpT	b1795//
acrAB	b2673//b4126//
acrB	b4149//
acrD	b2438//
acrEF	b0439//b2837//
acrR	b0392//
acrZ	b0266//
acs-yjcH-actP	b3898//b1796//b3651//
actP	b2987//
ada-alkB	b4071//b1375//
add	b0734//
adeD	b3656//
adeP	b0653//
adeQ	b1758//
adhE	b0369//
adhP	b3270//
adiA	b3149//
adiC	b0925//
adiY	b1208//
adk	b2925//
aegA	yjhW//
aer	b0686//
aes	b2307//
agaR	b3757//
agaS-kbaY-agaBCDI	b3367//b3902//b1520//b1683//yfaS_2//b0855//
agp	b2205//
agrA	b2632//
agrB	b1546//
ahpCF	ychE_1//b2354//
ahpF	b2349//
ahr	b2491//
aidB	b4225//
ais	b4381//
alaA	b3677//
alaA-yfbR	b0741//b1027//
alaC	b0033//
alaE	b2679//
alaS	b1625//
alaWX	b3518//b4548//
aldA	b4698//
aldB	b2409//
alkA	b1592//
alkB	b1782//
allA	b3439//
allDCE	b3904//b2960//b1621//
allR	b0880//
allS	b0968//
alpA	b4173//
alr	b1113//
alsBACE	b0639//b2617//b1377//b1816//
alsK	b1144//
alx	b0827//
amiA-hemF	b1415//b4134//
amiC	b3608//
amn	b0957//
ampC	b2056//
ampDE	b1784//b4183//
ampG	b2906//
ampH	b2314//
amyA	b1077//
anmK	b0475//
ansA-pncA	b3713//b1229//
ansB	b1473//
ansP	b2508//
apaGH	b1674//b4392//
aphA	b1111//
appA	b0169//
appCBXA	b3429//b0631//b0111//b2995//
appY	b4144//
apt	b0681//
aqpZ	b0413//
