#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2043//
C0299	b3582//
C0362	b0366//
C0465	b2813//
C0614	b4476//
C0664	b1185//
C0719	ilvG_1//
IS128	b2747//
aaeR	b1279//
aaeXAB	b3473//b0627//b1234//
aas-lplT	b1882//b0464//
aat	b0912//
abgABT-ogt	b3182//b4323//b0602//b1749//
abgR	b3298//
abpAB	b2155//b2016//
abrB	b1357//
accA	b0245//
accBC	insAB-3//b0270//
accD	b4480//
aceBAK	b3983//b1673//b0099//
aceEF	b1833//b2472//
aceK	b0855//
ackA	b0377//
ackA-pta	b0951//b0246//
acnA	b3208//
acnB	b0353//
acpH	b1262//
acpP	b2716//
acpP-fabF	b4074//b2002//
acpT	b3199//
acrAB	b3067//b4117//
acrB	b0010//
acrD	b3099//
acrEF	b2556//b3969//
acrR	b2276//
acrZ	b1022//
acs-yjcH-actP	b4209//b0938//insB-7_2//
actP	b1853//
ada-alkB	b1357//b2704//
add	b2755//
adeD	b3228//
adeP	b2185//
adeQ	b0557//
adhE	b0139//
adhP	b3234//
adiA	b2052//
adiC	b1515//
adiY	b3703//
adk	b4662//
aegA	b0273//
aer	b3068//
aes	b2828//
agaR	b0553//
agaS-kbaY-agaBCDI	b4068//b2137//b3345//b0042//b2079//b2557//
agp	b1236//
agrA	b1138//
agrB	b0479//
ahpCF	b3623//b2623//
ahpF	b1890//
ahr	b1304//
aidB	b2467//
ais	b1870//
alaA	b0120//
alaA-yfbR	b3587//b1597//
alaC	b2500//
alaE	b2362//
alaS	b1330//
alaWX	b3124//b3902//
aldA	b1575//
aldB	b3845//
alkA	b4396//
alkB	b0021//
allA	b4157//
allDCE	b0119//b1222//b4200//
allR	b3921//
allS	b0273//
alpA	b1829//
alr	b1190//
alsBACE	b0985//b0374//b0728//b0736//
alsK	b3459//
alx	b4369//
amiA-hemF	b0257//b1126//
amiC	b1282//
amn	b1376//
ampC	b1182//
ampDE	b2964//b0091//
ampG	b3904//
ampH	b2706//
amyA	b1522//
anmK	b3318//
ansA-pncA	selU//b4004//
ansB	b1539//
ansP	b3702//
apaGH	b0568//b0856//
aphA	b0665//
appA	ynfP//
appCBXA	b0493//b3849//b4355//b1793//
appY	b4285//
apt	b3137//
aqpZ	b3463//
araBAD	b2734//b1792//b0575//
araC	b4445//
araE	b2861//
araE-ygeA	b2133//b3873//
araFGH	b3618//b0861//b4450//
araJ	b0919//
arcA	b1704//
arcB	b2104//
arcZ	b3084//
arfA	b3797//
argA	b1406//
argCBH	b3957//b0852//b3908//
argD	b1424//
argE	b1817//
argF	b1568//
argG	b3211//
argI	b3398//
argO	b4049//
argP	b3215//
argQ	b0175//
argR	b0097//
argS	b3776//
argT-hisJQMP	b1706//b0172//b3459//b4096//b2514//
argU	b3428//
argW	b2439//
argX-hisR-leuT-proM	b1658//b1029//b3036//b1731//
ariR	b0130//
arnBCADTEF	b2718//b4111//b2567//b3145//b2263//b0902//b0726//
aroF-tyrA	b3749//b2728//
aroG	b1735//
aroH	b2588//
aroKB-damX-dam-rpe-gph-trpS	b2472//b0613//b0218//b1419//b0896//b2373//b4329//
aroL-yaiA-aroM	b3184//b4050//b0880//
aroP	b1875//
arpA	b0635//
arpB_1B_2	b3775//b1148//
arrS	b1040//
arsRBC	b4397//b4100//b1149//
artJ	b0711//
artPIQM	C0299//b1263//b3892//b1069//
ascB	b1913//
ascFB	b3310//b0949//
ascG	b1153//
asd	b3996//
aslA	b1758//
aslB	b4445//
asmA	b0396//
asnA	b3682//
asnB	b2925//
asnC	b0906//
asnC-mioC	b4595//b1940//
asnC-mioC-mnmG	b2626//b4206//b4257//
asnS	b3946//
asnT	b0447//
asnU	b0727//
asnV	b4019//
asnW	b1878//
aspA	b0360//
aspA-dcuA	b0384//b1940//
aspC	b2763//
aspS	b1294//
aspT	b3038//
aspU	b1889//
aspV	b0654//
asr	b2416//
astCADBE	b2521//b3479//b1215//b1117//b1591//
atl	b3892//
atoDAEB	b2114//b1614//b1270//b3524//
atoSC	b3481//sroC//
atpBEFHAGDC	b3053//b3755//b3682//b3037//intG//b0095//b2888//b3979//
atpIBEFHAGDC	b2953//b3648//b1999//b0268//b4073//b3100//b2015//b2329//b2767//
avtA	b3949//
azoR	b0383//
azuC	b4213//
bacA	b1271//
baeSR	b3787//b3911//
bamA	b0809//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1206//b0437//b1442//b0320//b4288//b2470//b2703//b3536//
bamB-der	b1594//b2097//
bamC	b3835//
bamD	b0189//
bamE	b2105//
barA	b3589//
basRS	b2399//b1955//
bax	b0483//
bcp	b1575//
bcr	b0191//
bcsABZC	b2954//b3799//b1339//b3176//
bcsBZ	ysdC//b2138//
bcsEFG	b3514//b1344//b2982//
bcsQ	b2283//
bdcA	b0102//
bdcR	b2203//
bdm-sra	b1070//b1917//
bepA-yfgD	b1846//b4476//
betIBA	b1312//b3142//b0759//
betT	b4156//
bfd-bfr	b0098//b3577//
bglA	b0970//
bglG	b0096//
bglGFB	b0991//b4444//b0136//
bglH-yieLK	b1546//b0389//b2962//
bglX	b4019//
bhsA	b4360//
bioA	b4669//
bioBFCD	b2310//b0575//b0662//b4071//
bioH	b3264//
bipA	b1593//
bisC	b1160//
blc	b0858//
blr	b2604//
bluF	b1739//
bluR	b0273//
bolA	b2180//
borD	b2638//
brnQ-proY	b1500//b4501//
bsmA	b0892//
bssR	b0104//
bssS	b1846//
btuB-murI	b4297//b1962//
btuCED	b0619//b2549//b3483//
cadA	b4148//
cadBA	b0583//b1258//
cadC	b3894//
caiCDE	b1638//b2930//b2275//
caiF	b2342//
caiTABCDE	b0254//b1505//b4442//b4336//b0955//b1237//
can	b3845//
carAB	b2753//b3549//
carB	b3346//
cas2	b1403//
cas3	b0986//
casABCDE12	b1203//b3397//b2558//b0471//b4395//b3003//b0992//
casDE12	b2400//b3486//b1932//b3275//
cbl	b2517//
cbpAM	b0809//b0683//
cbrA	b2434//
cbrB	b2036//
cbrBC	b2280//b0179//
cbrC	b1909//
ccmABCDEFGH	b1520//b3634//b2794//b2832//b0089//b1974//b1108//b3730//
cdaR	b2776//
cdd	b3319//
cdgI	b3174//
cdh	b1342//
cdsA	b0266//
cecR-ybhGFSR	b0199//b1382//b1610//b2073//b2675//
cedA	b1081//
cfa	b4070//
chaA	b3169//
chaBC	b2135//b1342//
chaC	b1742//
chbBCARFG	b0542//b2405//b1531//b1310//b3660//b0804//
chiA	b1056//
chiP-ybfN	b1081//b4025//
chiX	b2481//
cho	b0108//
chpSB	b3047//molR_1//
cirA	b4280//
citCDEFXG	b2419//b4425//b0657//b2667//b2392//b2815//
citT	b0545//
clcA	b1230//
clcB	b0622//
clpA	b3356//
clpB	b3698//
clpPX	b0680//b0577//
clpS	b1344//
clpX-lon	b3239//b2250//
clsA-yciU	b1277//b4427//
clsC	b1838//
cmk-rpsA	b0698//b0541//
cmoM-mukFEB	b3650//b4303//b3411//b4259//
cmtBA-yggPFDC	b1984//b2697//b2756//b3271//b3620//b3190//
cnu	b0958//
coaA	ygeN//
coaE-zapD-yacG	b0989//b3748//b2244//
cobUST	b1858//b4185//b2736//
codBA	b3710//b1566//
cof	b3556//
comR	b3458//
copA	b3204//
corA	b1288//
cpdB	b2739//
cpxPQ	b1774//b0139//
cpxRA	b1455//b4209//
cra	b2449//
crcB	b4338//
creABC	b3749//b3797//b1959//
creABCD	b1362//b0798//b1532//b0823//
creD	b3859//
crfC-yjcZ	b2355//b0051//
crl	C0465//
crp	b0736//
crr	tpke11//
csdAE	b0097//b3063//
csgBAC	b3606//b0529//b3222//
csgC	b3678//
csgDEFG	b2668//b1496//b4111//sroE//
csiD-lhgO-gabDTP	b1861//b2690//b0138//b3555//b2283//
csiE	b2622//
csiR	b4512//
cspA	b3394//
cspB	b1057//
cspD	b0554//
cspE	b0868//
cspF	b1211//
cspG	b3808//
cspH	b0505//
cspI	b2715//
csrA	b4704//
csrB	b3116//
csrC	b3157//
csrD	b2670//
cstA	b3954//
cueO	sroG//
cueR	yegZ//
curA	b0213//
cusCFBA	b2523//b2806//b3536//b4234//
cusRS	b3037//b3329//
cutA	b2170//
cvpA-purF-ubiX	b2676//b3765//b3314//
cvrA	b4467//
cyaA	b0029//
cyaR	b4014//
cyaY	b1234//
cybB	b0357//
cybC	b2113//
cycA	b0307//
cydAB	b4613//b2344//
cydDC	b4235//b4577//
cydX-ybgE	b3667//b0979//
cynR	b2498//
cynTS	b3628//b2603//
cynTSX	b0322//b1213//b4613//
cyoABCDE	b4094//b3383//b3847//b2721//b1175//
cysB	b3765//
cysDNC	b0901//b4325//b1440//
cysE	b3684//
cysG	b1853//
cysH	b3056//
cysJIH	b3391//b1515//b0120//
cysK	b0709//
cysPUWAM	b1768//b0905//b2682//b1409//b3036//
cysQ	b1317//
cysS	b2739//
cysZ	b2120//
cytR	b1292//
dacA	b0217//
dacB	b1496//
dacC	b0460//
dacD	b2403//
dadAX	b1776//b0959//
dam-rpe-gph-trpS	b1090//b0894//b3346//b0813//
damX-dam-rpe-gph-trpS	b4098//b2362//b2443//b4216//b0696//
dapA-bamC	b1550//b2714//
dapB	b3137//
dapD	b2097//
dapE-ypfN	b0381//b2618//
dauA	b0216//
dcd	b2017//
dcm-vsr	b0569//b1900//
dcp	b0113//
dcrB	b0903//
dctA	b1265//
dcuA	b2438//
dcuB-fumB	b3858//b3171//
dcuC	b0209//
dcuD	b1958//
dcuR	b3189//
dcuSR	b3516//b3905//
dcyD-tcyLN	b0605//b4132//b3209//
ddlA	b0906//
ddpXABCDF	b0599//b2046//b2522//b0836//b2480//b4551//
deaD	b0364//
decR	b0295//
def-fmt	b1657//b1422//
degP	b4043//
degQ	b3793//
degQS	b3861//b3450//
degS	b1154//
deoABD	b1878//b3294//b1025//
deoBD	b2652//b3470//
deoCABD	b2814//b0004//b2385//b2467//
deoR	b4177//
dfp	b4012//
dgcC	b2262//
dgcE	b1717//
dgcF	b1081//
dgcJ	b1265//
dgcM	b3140//
dgcP	b0415//
dgcQ	b3252//
dgcT	b4182//
dgcZ	b3288//
dgkA	b1205//
dgoRKADT	b1090//b2967//b1789//b1019//ybfG//
dgt	b2878//
dhaKLM	b1152//b0368//b0631//
dhaM	b1655//
dhaR	b2033//
diaA	b0067//
dicA	b0858//
dicB-ydfDE-insD-intQ	b4430//b3075//b3071//b3668//efeU_2//
dicC-ydfXW	b2210//b1849//b3907//
dicF	b1348//
dinB-yafNOP	b4235//b4691//b1406//b4245//
dinD	b1567//
dinG	b3744//
dinI	b0376//
dinJ-yafQ	b1582//b0277//
dinQ	b2545//
djlA	ybfH//
dkgA	b2944//
dkgB	insB-7_1//
dksA-gluQ	b3106//b1001//
dld	b3076//
dmlA	b3488//
dmlR	b1552//
dmsABC	b4011//b0231//b1022//
dnaAN-recF	b3092//b4408//b2511//
dnaB	b4108//
dnaK-tpke11-dnaJ	b4219//b4348//b3968//
dnaN-recF	b3578//b0586//
dnaQ	b3078//
dnaTC	b3727//b2541//
dnaTC-yjjA	b0274//b4347//b2301//
dnaX	b3200//
dosCP	b4565//b3339//
dpiBA	b1500//b2892//
dppABCDF	b2625//b0694//b3824//b0757//b1231//
dps	b3791//
dsbA	b0654//
dsbB	b1681//
dsbC	b4113//
dsbC-recJ-prfB	b3416//b2276//b1833//
dsbD-yjdC	b1919//b0495//
dsbG	b3744//
dsdA	b3321//
dsdC	b4100//
dsdXA	b2887//b2141//
dsrA	b4324//
dsrB	b2947//
dtpA	b0056//
dtpB	b0232//
dtpC	b2804//
dtpD	b2188//
dusA	b0855//
dusB-fis	b2517//b4143//
dusC	b0817//
dut-slmA	b0497//b1256//
dxr	b1301//
eaeH-insEF-1E-1F-1	b0021//b1432//b2962//b4435//
eamA	b2585//
eamB	b4241//
ebgAC	b1636//b4352//
ebgR	b0484//
ecnAB	b1317//b0007//
ecnB	b3506//
eco	b4280//
ecpA	b2910//
ecpBCDE	b0813//b0238//b2713//b4281//
ecpR	b1619//
eda	b1502//
edd-eda	b3465//b0432//
efeOB	b2290//b2734//
efeU_1U_2	b2373//yedS_1//
efp	b4269//
elaA	b0635//
elaB	b2890//
elaD	b3587//
elbB-mtgA	b0535//b0777//
elfA	b2910//
elfDCG-ycbUVF	b0210//b1044//b2038//b1862//b1926//b4379//
elyC	b0673//
emrD	b3385//
emrE	b0607//
emrKY	b1658//b2828//
emtA	b0027//
endA	b2217//
eno	b0030//
entCEBAH	b1674//b0656//b3547//b0421//b3615//
entH	b4472//
entS	yrhA//
envR	b0820//
envY-ompT	b0335//b1010//
epd-pgk	b0962//b1944//
epd-pgk-fbaA	b3995//b3365//b3550//
epmA	b4281//
epmB	b4090//
eptA	b4378//
eptB	b1253//
eptC	b1575//
erpA	b2594//
esrE	b1402//
essD-rrrD-rzpD	b3181//b1212//yedN_2//
essQ-ydfR-rrrQ-rzpQ	b0926//b3399//b0828//b3469//
ettA	b2694//
eutBCLKR	b2767//b3727//b3424//b0447//b3667//
eutHA	b3534//b0993//
eutNEJG	b1756//b2296//b1068//b3051//
eutSPQTDM	b4436//b3323//b1868//b1455//b3421//b2451//
evgAS	b2165//b3575//
exbBD	b3070//b2521//
exbD	b4414//
exuR	b3976//
exuT	b0007//
fabA	b3851//
fabB	b1290//
fabDG-acpP	b4323//b3656//b0344//
fabF	b3391//
fabG-acpP	b2094//b0429//
fabHDG	b1103//b3988//b1794//
fabI	b1199//
fabR-yijD	b2256//b3271//
fabZ	b2559//
fadBA	b0256//b3205//
fadD-sroD	b2586//b0921//
fadE	b1167//
fadH	b3178//
fadIJ	b1200//b0644//
fadL	b0941//
fadM	b2617//
fadR	b0987//
fbaB	b2430//
fbp	b1283//
fdhD	b4028//
fdhF	b1546//
fdnGHI	b0788//b2283//b0410//
fdoGHI-fdhE	b0678//b4506//b2749//b3220//
fdrA-ylbEF-ybcF	b2548//b3657//b1629//b2706//
feaB	b2982//
feaR	b1532//
fecABCDE	b4714//insEF-3//b2568//b1126//b1355//
fecIR	b3147//b1253//
feoABC	b4687//b0360//b4429//
feoC	b1684//
fepA-entD	b4545//b0535//
fepB	b1013//
fepDGC	b3234//b3499//b1963//
fes-ybdZ-entF-fepE	b0606//b2211//b2873//b3493//
fetAB	insAB-4//b3905//
ffh	b1442//
ffs	b2757//
fhuACDB	b2899//b1503//b1615//b3035//
fhuE	b0929//
fhuF	b1258//
ficA-fic-pabA	b1545//b1894//b2964//
fieF	b1099//
fimAICDFGH	b1504//b2635//b3566//b0197//b0243//b0364//b0072//
fimB	b4452//
fimE	b1024//
fimZ	b1307//
fiu	b4297//
fixABCX	b4403//b4524//b3295//b0937//
fklB	b3878//
fkpA	b1665//
fldA-uof-fur	b1909//b3897//b1459//
fldB	b3690//
flgAMN	b3497//b0588//b3451//
flgBCDEFGHIJ	b0478//b3784//b1577//b2415//b1009//b4322//b3159//b0244//b2219//
flgKL	b4318//b1276//
flgMN	b2055//b0285//
flhBAE	b3191//b4161//b3866//
flhDC	b3356//yifN//
fliAZ-tcyJ	b3449//b3985//b3602//
fliC	b2403//
fliDST	b3568//b2871//b2766//
fliE	b4175//
fliFGHIJK	b0865//b1490//b1410//b1138//b1893//b3955//
fliLMNOPQR	b2975//b2326//b1424//b1531//b3005//b2906//b4258//
flk	b3407//
flu	b0840//
flxA	b3793//
fnr	b3971//
fnrS	b4437//
focA-pflB	b0404//b3809//
folA	b3437//
folB	b3905//
folC-dedD	b3580//b1188//
folD-ybcJ	b1791//b4245//
folE-yeiB	b4135//b2390//
folP-glmM	b1222//b2114//
folX-yfcH	b3128//b1231//
fpr	b1655//
frc	b2582//
frdABCD	b0905//b0359//b0867//b1657//
fre	b1013//
frlABCDR	b2068//b3662//b3561//b0023//b2294//
frmRAB	b3819//b1648//b1780//
frr	b3215//
frsA	b2709//
fruBKA	b1342//b1693//b1172//
frvABXR	b2139//b1394//b2587//b2749//
frwCB	b0194//b3298//
frwD	b0342//
fryBC-ypdFE-fryA	b4464//b1929//b3356//b0498//b0740//
fsaA	b1832//
fsr	b1976//
ftnA	b3076//
ftnB	b0881//
ftp	insAB-5//
ftsAZ	b3820//b3937//
ftsB	b3085//
ftsK	b0666//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	b0611//b1442//ecpC//b3292//b4478//b1499//b2946//b1375//b3653//b4482//b0153//b1083//b3668//b0110//
ftsP	b0019//
ftsQ	b0441//
ftsQAZ	b0734//b2603//b3653//
ftsYEX	b1519//b0678//b2306//
