#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3060//
C0299	b1072//
C0362	b0957//
C0465	b3369//
C0614	b2833//
C0664	b1874//
C0719	b3268//
IS128	b3586//
aaeR	b3311//
aaeXAB	b2845//b4441//b1580//
aas-lplT	b4662//b0593//
aat	b1628//
abgABT-ogt	b4176//b2723//b3491//b0168//
abgR	b4427//
abpAB	b2941//b0553//
abrB	b2034//
accA	b2878//
accBC	b3293//b2660//
accD	b0106//
aceBAK	b1378//b1518//ychG_1//
aceEF	b0455//b2769//
aceK	b1062//
ackA	b4394//
ackA-pta	b3014//b4455//
acnA	b0072//
acnB	b3817//
acpH	b3991//
acpP	b0301//
acpP-fabF	b3755//b2092//
acpT	b1772//
acrAB	b0021//b1714//
acrB	b0805//
acrD	b2250//
acrEF	b0415//b1866//
acrR	b3556//
acrZ	b2569//
acs-yjcH-actP	b1906//b1967//b3934//
actP	b2410//
ada-alkB	b2938//C0299//
add	b3303//
adeD	b1953//
adeP	b0106//
adeQ	b3241//
adhE	b4476//
adhP	b2737//
adiA	b4453//
adiC	b1337//
adiY	b2730//
adk	prfH//
aegA	b3211//
aer	b2038//
aes	b1821//
agaR	b2618//
agaS-kbaY-agaBCDI	b0439//b1594//b0214//b0756//insCD-5//b1612//
agp	b0794//
agrA	b1400//
agrB	b1552//
ahpCF	b3485//b2677//
ahpF	b2092//
ahr	b1157//
aidB	b3280//
ais	b3756//
alaA	b2252//
alaA-yfbR	mltG//b1765//
alaC	b2373//
alaE	b1520//
alaS	b2232//
alaWX	b3096//b2912//
aldA	b0144//
aldB	b4408//
alkA	b2615//
alkB	b4295//
allA	b1106//
allDCE	b1619//b3881//b0020//
allR	b2298//
allS	b2280//
alpA	b3600//
alr	b2328//
alsBACE	b2090//b2424//b2307//b3877//
alsK	b3977//
alx	b2893//
amiA-hemF	b0901//b0466//
amiC	b2476//
amn	b2172//
ampC	b3569//
ampDE	b0388//b2888//
ampG	b2604//
ampH	b4714//
amyA	b1921//
anmK	b3879//
ansA-pncA	b1260//b1209//
ansB	b2577//
ansP	b2039//
apaGH	b1331//b3360//
aphA	b3153//
appA	b4174//
appCBXA	b3160//b2761//b4331//b4349//
appY	b2445//
apt	b2229//
aqpZ	b3608//
araBAD	b3848//b2981//b2719//
araC	b0777//
araE	b0246//
araE-ygeA	b3579//b4310//
araFGH	b2898//b1176//b3002//
araJ	b2128//
arcA	b3105//
arcB	b2374//
arcZ	b4369//
arfA	b0544//
argA	b0212//
argCBH	b0327//b4264//b0505//
argD	b1628//
argE	b3890//
argF	b4221//
argG	b4107//
argI	b1739//
argO	b4327//
argP	b3848//
argQ	b3476//
argR	b2313//
argS	b1238//
argT-hisJQMP	b1841//b1655//b0973//b1106//b2634//
argU	b0916//
argW	b1879//
argX-hisR-leuT-proM	b2615//b0735//b1479//b3657//
ariR	b2448//
arnBCADTEF	b4568//b1243//b3059//b2701//b1039//b4099//b3618//
aroF-tyrA	b0483//tfaS//
aroG	b0655//
aroH	b0531//
aroKB-damX-dam-rpe-gph-trpS	b0794//b4263//b4460//b2799//b2624//b0953//b4279//
aroL-yaiA-aroM	b2621//b0476//b3529//
aroP	b2476//
arpA	b0366//
arpB_1B_2	b2911//b1921//
arrS	b2486//
arsRBC	b2939//b3490//b1570//
artJ	b2732//
artPIQM	b3515//b0949//b0729//b1631//
ascB	b0955//
ascFB	b4227//b0438//
ascG	b3330//
asd	b2253//
aslA	b0402//
aslB	b0191//
asmA	b1921//
asnA	b1122//
asnB	b4472//
asnC	b0415//
asnC-mioC	b2610//b3466//
asnC-mioC-mnmG	b4481//lfhA//b0902//
asnS	b2176//
asnT	b2544//
asnU	b2546//
asnV	b2218//
asnW	b4061//
aspA	b1924//
aspA-dcuA	b4384//b2644//
aspC	b0392//
aspS	b2517//
aspT	b1909//
aspU	b0834//
aspV	b2838//
asr	b4320//
astCADBE	b2608//b3323//C0299//b2985//b1729//
atl	b3894//
atoDAEB	b0409//b1608//b1807//b4707//
atoSC	b0704//b3272//
atpBEFHAGDC	b2413//b1547//b4408//b1819//b1748//b0296//b2823//b1548//
atpIBEFHAGDC	b2594//b2946//b2039//b0539//b2843//b3773//istR-1//b4613//b0499//
avtA	b2542//
azoR	b0442//
azuC	b2270//
bacA	b1699//
baeSR	b0283//b2460//
