#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1357//
C0299	b0853//
C0362	b3153//
C0465	b3413//
C0614	b4350//
C0664	b2199//
C0719	b1891//
IS128	b2826//
aaeR	b3541//
aaeXAB	b2739//b2239//b1173//
aas-lplT	b3332//b4393//
aat	b3331//
abgABT-ogt	b1847//b2121//b1954//b2643//
abgR	b3583//
abpAB	b3669//b4412//
abrB	b0057//
accA	b2014//
accBC	b1606//b1335//
accD	b4017//
aceBAK	b3727//b2441//b2188//
aceEF	b0179//b2486//
aceK	b0930//
ackA	b3093//
ackA-pta	b1785//b3615//
acnA	b3199//
acnB	b1047//
acpH	b0784//
acpP	b2207//
acpP-fabF	b3173//b1781//
acpT	b1755//
acrAB	b4473//b2410//
acrB	b0448//
acrD	b2795//
acrEF	b2384//wbbL_2//
acrR	b3038//
acrZ	b3979//
acs-yjcH-actP	b2892//b0856//b1761//
actP	ydbA_1//
ada-alkB	b4476//b4102//
add	b3750//
adeD	b0267//
adeP	b4364//
adeQ	b1976//
adhE	b1652//
adhP	b2736//
adiA	b1790//
adiC	b2602//
adiY	b2994//
adk	sroA//
aegA	b2806//
aer	b2537//
aes	b1523//
agaR	b1019//
agaS-kbaY-agaBCDI	b0757//b2793//b0686//b2216//b1773//b1210//
agp	b2578//
agrA	b2265//
agrB	b2797//
ahpCF	b0496//b1284//
ahpF	b2679//
ahr	b0482//
aidB	b0026//
ais	b2358//
alaA	b0013//
alaA-yfbR	b2763//b0781//
alaC	b3283//
alaE	b1167//
alaS	b1500//
alaWX	b3173//b3653//
aldA	b2814//
aldB	b1817//
alkA	b2586//
alkB	b2667//
allA	b3696//
allDCE	b1179//b1785//b1963//
allR	b2583//
allS	b2796//
alpA	b3844//
alr	b0126//
alsBACE	b0648//b2418//b3237//b3176//
alsK	b1297//
alx	b3631//
amiA-hemF	b1665//b3239//
amiC	b1831//
amn	b2079//
ampC	b2285//
ampDE	b3406//b3732//
ampG	b2649//
ampH	b1461//
amyA	b0925//
anmK	b0411//
ansA-pncA	b3984//b2439//
ansB	b2256//
ansP	b1465//
apaGH	b3320//b2867//
aphA	b1646//
appA	b0266//
appCBXA	b0128//b1677//b3971//insAB-1//
appY	b0281//
apt	b2280//
aqpZ	C0465//
araBAD	insEF-3//b0260//b3684//
araC	b0174//
araE	b2331//
araE-ygeA	b1197//b0508//
araFGH	b2144//b3606//b3292//
araJ	insEF-5//
arcA	b1664//
arcB	b4212//
arcZ	b4340//
arfA	b2953//
argA	b4248//
argCBH	b1612//b4444//b4084//
argD	b0810//
argE	b2708//
argF	b1563//
argG	b3144//
argI	b2414//
argO	b1834//
argP	b1457//
argQ	b0141//
argR	b3868//
argS	b1470//
argT-hisJQMP	b2350//b0885//b3716//b1926//b4482//
argU	b3922//
argW	b0223//
argX-hisR-leuT-proM	b2575//ygeN//b0299//b2385//
ariR	b0066//
arnBCADTEF	b0227//b0233//b2799//b0953//b1555//b3873//b2538//
aroF-tyrA	b4292//b1491//
aroG	b4342//
aroH	b1419//
