#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1688//
C0299	b2249//
C0362	b1033//
C0465	b1336//
C0614	b4399//
C0664	b2817//
C0719	b3299//
IS128	b0777//
aaeR	b2061//
aaeXAB	b4246//b2727//b4064//
aas-lplT	b0047//b1826//
aat	b1128//
abgABT-ogt	b1662//yncK_1//b3267//b4453//
abgR	b1877//
abpAB	b4625//b1850//
abrB	b4030//
accA	b1074//
accBC	b3773//b2872//
accD	b3370//
aceBAK	b2998//b3982//b2807//
aceEF	b3163//b0043//
aceK	b2720//
ackA	b4219//
ackA-pta	b1711//b1750//
acnA	b0490//
acnB	b4705//
acpH	b4160//
acpP	b4685//
acpP-fabF	b4440//b0355//
acpT	b1323//
acrAB	b1838//b3511//
acrB	b3028//
acrD	b1738//
acrEF	b1378//b2349//
acrR	b3538//
acrZ	b1271//
acs-yjcH-actP	b2514//b3652//b0098//
actP	b0092//
ada-alkB	b0368//b2244//
add	b2349//
adeD	b3323//
adeP	b0004//
adeQ	b0357//
adhE	b3786//
adhP	b0187//
adiA	b2162//
adiC	b2450//
adiY	b0905//
adk	b0545//
aegA	b2723//
aer	b3080//
aes	b3447//
agaR	b2012//
agaS-kbaY-agaBCDI	b3441//b1800//b4515//b2439//b2404//b1745//
agp	b1848//
agrA	b0531//
agrB	b2484//
ahpCF	b4294//b3205//
ahpF	b1673//
ahr	b0057//
aidB	b3507//
ais	b2685//
alaA	b3932//
alaA-yfbR	b4202//b1953//
alaC	b3131//
alaE	b2824//
alaS	b1073//
alaWX	b2727//b3707//
aldA	b3215//
aldB	b0436//
alkA	b0076//
alkB	b2134//
allA	b0910//
allDCE	b0364//b0747//b2960//
allR	b2273//
allS	b1813//
alpA	b2954//
alr	b1782//
alsBACE	b1544//b4197//b3616//b0175//
alsK	b2065//
alx	b1833//
amiA-hemF	b0979//b3304//
amiC	b2685//
amn	b3934//
ampC	b0687//
ampDE	b3013//b0283//
ampG	b1868//
ampH	b3367//
amyA	b0443//
anmK	b2215//
ansA-pncA	b3693//ybfG//
ansB	b3786//
ansP	b4146//
apaGH	b1591//b4075//
aphA	b0574//
appA	b0903//
appCBXA	b3272//b2693//b3210//b2836//
appY	b3981//
apt	b3275//
aqpZ	b1215//
araBAD	b3711//b0192//b2038//
araC	b3206//
araE	b2620//
araE-ygeA	b3627//b3253//
araFGH	b2632//b4283//b4093//
araJ	b0505//
arcA	b1293//
arcB	b4161//
arcZ	b1451//
arfA	b2389//
argA	b1888//
argCBH	b1212//b4035//b2354//
argD	b0141//
argE	b0894//
argF	b0064//
argG	b2640//
argI	b0085//
argO	b2428//
argP	b0983//
argQ	b3537//
argR	b1311//
argS	b2755//
argT-hisJQMP	b1413//insEF-4//b3772//b4613//b1418//
argU	b1691//
argW	yeeL_1//
argX-hisR-leuT-proM	b4364//b4096//b0649//b3995//
ariR	b0797//
arnBCADTEF	b3531//b0319//b2716//b2934//b3746//b0254//b1802//
aroF-tyrA	b2919//b4265//
aroG	b4307//
aroH	b2535//
aroKB-damX-dam-rpe-gph-trpS	b4061//b4687//b3391//b0833//b4616//b2827//b2356//
