#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2092//
C0299	b2400//
C0362	b0635//
C0465	b1816//
C0614	b4517//
C0664	b0223//
C0719	sdsN//
IS128	b2892//
aaeR	b2357//
aaeXAB	b1929//b4028//b1932//
aas-lplT	b4412//b2631//
aat	b0644//
abgABT-ogt	b2669//b1751//b0419//b3676//
abgR	b3107//
abpAB	b3102//b0191//
abrB	b0875//
accA	b3753//
accBC	b2869//b1843//
accD	b3192//
aceBAK	b2001//b4235//b3784//
aceEF	b1420//b1427//
aceK	micL//
ackA	b2447//
ackA-pta	b0301//b2216//
acnA	b3617//
acnB	b2417//
acpH	b4311//
acpP	b0104//
acpP-fabF	b2588//b2735//
acpT	b3282//
acrAB	b0083//b1812//
acrB	b4341//
acrD	b2848//
acrEF	b3746//b3266//
acrR	b3439//
acrZ	yeeL_1//
acs-yjcH-actP	b1274//b3265//b1427//
actP	b0202//
ada-alkB	b3536//b4145//
add	b4066//
adeD	b2357//
adeP	b0866//
adeQ	b0884//
adhE	b3866//
adhP	b2853//
adiA	b0853//
adiC	b4027//
adiY	b3144//
adk	b4361//
aegA	b1551//
aer	b0208//
aes	b1655//
agaR	b3128//
agaS-kbaY-agaBCDI	b2510//b2783//b2318//b0800//b1617//b3455//
agp	b3318//
agrA	b2504//
agrB	b4420//
ahpCF	b1045//b1920//
ahpF	b1744//
ahr	b3161//
aidB	b4340//
ais	b1295//
alaA	b4242//
alaA-yfbR	b2042//b0532//
alaC	b1515//
alaE	b0225//
alaS	b2050//
alaWX	b3617//b3958//
aldA	b3887//
aldB	b1443//
alkA	b4095//
alkB	b0711//
allA	b1871//
allDCE	b4544//b4021//b2113//
allR	b2961//
allS	b4170//
alpA	b3140//
alr	b1652//
alsBACE	b0413//b4284//yedN_1//b1012//
alsK	b3928//
alx	b2220//
amiA-hemF	b2414//b2867//
amiC	b0265//
amn	b3678//
ampC	b3017//
ampDE	b1139//b0712//
ampG	b0002//
ampH	b0331//
amyA	b1609//
anmK	b2473//
ansA-pncA	b1276//b3667//
ansB	b2196//
ansP	b1149//
apaGH	b2300//b4364//
aphA	insEF-3//
appA	yjiV//
appCBXA	b3407//b2483//b4171//b2883//
appY	b3918//
apt	b2778//
aqpZ	b3202//
araBAD	b1648//b3433//b1484//
araC	b0597//
araE	b1719//
araE-ygeA	b1976//b1845//
