#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0011//
C0299	b3977//
C0362	b2106//
C0465	b4346//
C0614	b3199//
C0664	b3465//
C0719	eaeH//
IS128	b1709//
aaeR	yncK_1//
aaeXAB	b4329//b2780//b1336//
aas-lplT	b1619//ecpB//
aat	b0548//
abgABT-ogt	b0161//b1932//b1390//b1939//
abgR	b2988//
abpAB	b2547//b3065//
abrB	b4059//
accA	b1059//
accBC	b4473//b1253//
accD	b4545//
aceBAK	ecpC//b2552//b1809//
aceEF	b0592//b2631//
aceK	b2879//
ackA	b4673//
ackA-pta	b4312//b4287//
acnA	b3698//
acnB	b1158//
acpH	b0571//
acpP	b1648//
acpP-fabF	b3512//b2362//
acpT	b1843//
acrAB	b3765//b1883//
acrB	b4467//
acrD	b3327//
acrEF	b1213//b2236//
acrR	b0785//
acrZ	b1171//
acs-yjcH-actP	b1271//b3498//b1590//
actP	b0907//
ada-alkB	b3696//b0615//
add	b2279//
adeD	b2008//
adeP	b4285//
adeQ	b2129//
adhE	b4433//
adhP	b0061//
adiA	b2900//
adiC	b3332//
adiY	b0115//
adk	b0494//
aegA	b3085//
aer	b0140//
aes	b0803//
agaR	b1497//
agaS-kbaY-agaBCDI	b1070//b3614//b1684//b0382//b4434//b0727//
agp	b1699//
agrA	b2718//
agrB	b2456//
ahpCF	micL//b1728//
ahpF	b3349//
ahr	b3450//
aidB	b2940//
ais	b1616//
alaA	b2802//
alaA-yfbR	b1156//b4192//
alaC	b4156//
alaE	msrP//
alaS	b0954//
alaWX	b2178//b0790//
aldA	b4553//
aldB	b0676//
alkA	ynfP//
alkB	b3642//
allA	b0469//
allDCE	b1411//b4055//b1041//
allR	b1878//
allS	b2251//
alpA	b1185//
alr	b0863//
alsBACE	b0162//b0434//b2359//b1458//
alsK	b4023//
alx	b0244//
amiA-hemF	b0577//b3139//
amiC	b1214//
amn	b3270//
ampC	b2616//
ampDE	b2893//b3300//
ampG	b4044//
ampH	b4132//
amyA	b2928//
anmK	b1261//
ansA-pncA	b0162//b4020//
ansB	b1451//
ansP	b0852//
apaGH	b1759//b0649//
aphA	b0361//
appA	b4059//
appCBXA	b3784//b1286//b0401//b3342//
appY	b3670//
apt	b3241//
aqpZ	b3892//
araBAD	b1886//b0834//b3754//
araC	b3173//
araE	b3030//
araE-ygeA	b4003//b0666//
araFGH	b1547//b4053//b3580//
araJ	yfaS_1//
arcA	b2702//
arcB	b1473//
arcZ	b2180//
arfA	b4159//
argA	b2258//
argCBH	b3753//b0585//b4311//
argD	b0913//
argE	b4336//
argF	b2938//
argG	b3219//
argI	b3231//
argO	b2991//
argP	b1810//
argQ	b1719//
argR	b0088//
argS	b1722//
argT-hisJQMP	b2172//b0664//b4021//b3323//b0735//
argU	b2424//
argW	b0945//
argX-hisR-leuT-proM	b0093//b1355//b4014//b0196//
ariR	b1109//
arnBCADTEF	b2917//b3251//b1303//b0989//b1293//b2309//b2181//
aroF-tyrA	b2461//b2319//
aroG	b0228//
aroH	b3896//
aroKB-damX-dam-rpe-gph-trpS	b3604//b2176//b2699//b2660//b1618//b3789//b1201//
aroL-yaiA-aroM	b3129//b1186//b0546//
aroP	b4262//
