#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0118//
C0299	b1990//
C0362	b1245//
C0465	b3831//
C0614	b2572//
C0664	b4231//
C0719	b0287//
IS128	b3771//
aaeR	b1256//
aaeXAB	b0661//b3429//b1011//
aas-lplT	b3888//b3609//
aat	b2674//
abgABT-ogt	b3734//b1745//b1948//b2264//
abgR	b2217//
abpAB	b3989//b2260//
abrB	b2576//
accA	msrQ//
accBC	b0661//b3570//
accD	b1046//
aceBAK	b0797//b4671//b3593//
aceEF	b0997//b4546//
aceK	b3423//
ackA	b0655//
ackA-pta	b1947//b2935//
acnA	b0243//
acnB	b0776//
acpH	b3903//
acpP	b1528//
acpP-fabF	b1802//b1227//
acpT	b3551//
acrAB	insAB-4//b4151//
acrB	insAB-2//
acrD	b2533//
acrEF	b2933//b0393//
acrR	b3407//
acrZ	b2364//
acs-yjcH-actP	b3505//b1408//b0966//
actP	b3609//
ada-alkB	b0652//b0361//
add	b1802//
adeD	b0987//
adeP	b0003//
adeQ	b3474//
adhE	b1923//
adhP	b1608//
adiA	b2488//
adiC	b1323//
adiY	b2264//
adk	b1358//
aegA	b0321//
aer	b0411//
aes	b1179//
agaR	b4544//
agaS-kbaY-agaBCDI	b3029//b4460//b3732//b4071//b3049//b0891//
agp	b0144//
agrA	b1305//
agrB	b2181//
ahpCF	b2833//b4073//
ahpF	b2216//
ahr	b3421//
aidB	b1304//
ais	b3875//
alaA	b3675//
alaA-yfbR	b2074//b2985//
alaC	b0243//
alaE	b1132//
alaS	b1562//
alaWX	b0208//b1968//
aldA	b2476//
aldB	b0642//
alkA	b1485//
alkB	b1472//
allA	b1751//
allDCE	b1250//b2887//b2066//
allR	b0633//
allS	b3999//
alpA	b1886//
alr	b0557//
alsBACE	b2750//b4188//b4271//b3759//
alsK	b2498//
alx	b2489//
amiA-hemF	b0018//b2073//
amiC	b3357//
amn	b1053//
ampC	b3003//
ampDE	b4420//b4263//
ampG	b1516//
ampH	b2149//
amyA	b3265//
anmK	insEF-3//
ansA-pncA	b0116//b1809//
ansB	yjgX_1//
ansP	b4514//
apaGH	b1175//b0355//
aphA	b2761//
appA	b3769//
appCBXA	b0679//ftp//b2329//b3496//
appY	b4113//
apt	b4430//
aqpZ	b0991//
araBAD	b3967//b0337//b4707//
araC	b3270//
araE	b0939//
araE-ygeA	b1863//b0688//
araFGH	ypaA//b0194//b1152//
araJ	b3886//
arcA	b0807//
arcB	b3269//
arcZ	yncK_1//
arfA	b4192//
argA	b0542//
argCBH	b1926//b1598//b1136//
argD	b2750//
argE	b1974//
argF	b0662//
argG	b2405//
argI	b2491//
argO	b3943//
argP	b2615//
argQ	b2860//
argR	b0358//
argS	b1414//
argT-hisJQMP	b1096//b1550//b1226//b2436//b1904//
argU	b4194//
argW	b0854//
argX-hisR-leuT-proM	b0577//b1576//b0226//b2711//
ariR	b0375//
arnBCADTEF	b0473//b0849//b0936//phnE_2//b2955//b3757//b1320//
aroF-tyrA	b2719//b3181//
aroG	b2255//
aroH	b3171//
aroKB-damX-dam-rpe-gph-trpS	b1421//b4484//b3994//b1591//b3632//b3348//b1087//
aroL-yaiA-aroM	b1374//b0410//b4179//
aroP	b0452//
arpA	b2009//
arpB_1B_2	b0835//b4063//
arrS	b3325//
arsRBC	selU//b0977//b1782//
artJ	b2845//
artPIQM	b3606//b2617//b3396//b2582//
ascB	b1902//
ascFB	b3683//b3800//
ascG	b0553//
asd	b4072//
aslA	b0475//
aslB	molR_2//
asmA	b4161//
asnA	b3180//
asnB	b0018//
asnC	b2692//
asnC-mioC	b3761//b1868//
asnC-mioC-mnmG	b3189//b2739//b4217//
asnS	b1050//
asnT	b2986//
asnU	b1739//
