#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0044//
C0299	b4315//
C0362	b0648//
C0465	b1811//
C0614	b2273//
C0664	b2925//
C0719	b4002//
IS128	b1293//
aaeR	b1375//
aaeXAB	b1882//b1550//b0443//
aas-lplT	b1508//b0054//
aat	b2650//
abgABT-ogt	b1820//b4235//b4533//b0633//
abgR	b0706//
abpAB	b0801//b1724//
abrB	b2372//
accA	b2364//
accBC	gadF//b2793//
accD	b2099//
aceBAK	b4484//b0938//b2684//
aceEF	b3567//b1708//
aceK	b2743//
ackA	insCD-6//
ackA-pta	b3431//b2213//
acnA	b2875//
acnB	b2296//
acpH	b0483//
acpP	b3181//
acpP-fabF	b3758//b0889//
acpT	b1718//
acrAB	yegZ//b0403//
acrB	b3731//
acrD	b2734//
acrEF	b1613//b2981//
acrR	b4193//
acrZ	b3946//
acs-yjcH-actP	b1400//b1196//b0041//
actP	b1054//
ada-alkB	b4005//b4242//
add	b3008//
adeD	b3351//
adeP	b3325//
adeQ	yjiV//
adhE	b1836//
adhP	b0342//
adiA	b0351//
adiC	b0645//
adiY	b2392//
adk	b3079//
aegA	b3652//
aer	b3469//
aes	b3806//
agaR	b3569//
agaS-kbaY-agaBCDI	b0168//b2155//b2042//b4277//b3851//b0116//
agp	b2874//
agrA	b3422//
agrB	b1199//
ahpCF	b0762//b1122//
ahpF	insM//
ahr	yghX_2//
aidB	b0768//
ais	b0995//
alaA	b3061//
alaA-yfbR	b3268//b1798//
alaC	b1668//
alaE	b4014//
alaS	b3656//
alaWX	b3578//b4368//
aldA	b3525//
aldB	b3143//
alkA	b1284//
alkB	b1453//
allA	b2503//
allDCE	b2138//b2769//b4517//
allR	b4473//
allS	b1938//
alpA	b0207//
alr	b1706//
alsBACE	b1108//b2588//b0735//b3983//
alsK	b4092//
alx	b1507//
amiA-hemF	b0084//b4233//
amiC	b2072//
amn	b2840//
ampC	b3898//
ampDE	b0922//b1403//
ampG	b2777//
ampH	b2301//
amyA	b0038//
anmK	b4461//
ansA-pncA	b1192//b0579//
ansB	b0164//
ansP	b0896//
apaGH	b0470//b0746//
aphA	b1062//
appA	b3678//
appCBXA	yjhE//b3145//b1607//b0338//
appY	b0206//
apt	b1261//
aqpZ	b3516//
araBAD	b4357//b4176//b0384//
araC	b0391//
araE	b3976//
araE-ygeA	b0303//b2380//
araFGH	b1546//b1355//b1659//
araJ	b3716//
arcA	b3658//
arcB	b0218//
arcZ	b1147//
arfA	b3103//
argA	b3117//
argCBH	b0657//b1752//b2165//
argD	b0272//
argE	b3543//
argF	b2089//
argG	b3092//
argI	b2212//
argO	b4367//
argP	b1444//
argQ	b2090//
argR	b2827//
argS	b4398//
argT-hisJQMP	b3027//b0045//b2303//b3693//b2914//
argU	b0882//
argW	b0727//
argX-hisR-leuT-proM	b2203//b1393//b1143//b3235//
ariR	b4568//
arnBCADTEF	b2680//b2517//b2067//b1628//yedN_2//b0102//b3215//
aroF-tyrA	b2272//b3069//
aroG	b1349//
aroH	b3088//
aroKB-damX-dam-rpe-gph-trpS	b0613//b2625//b0627//b4148//b2916//b1287//b1376//
aroL-yaiA-aroM	b2431//b0216//b4126//
aroP	b4134//
arpA	b1800//
arpB_1B_2	b0809//b4215//
arrS	b1404//
arsRBC	b0166//b3459//b1902//
artJ	b0502//
artPIQM	b1217//insCD-1//maoP//b0766//
ascB	b1871//
ascFB	b1145//b1525//
ascG	b2297//
asd	b3230//
aslA	b0593//
aslB	b3875//
asmA	b1851//
