#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0969//
C0299	b4413//
C0362	b0160//
C0465	b4104//
C0614	b4027//
C0664	b2330//
C0719	b4026//
IS128	b1770//
aaeR	b0434//
aaeXAB	b1331//b3635//b2462//
aas-lplT	b2704//b3446//
aat	b0169//
abgABT-ogt	b4214//b1967//b0977//b1909//
abgR	b0492//
abpAB	b2758//b1101//
abrB	b3079//
accA	b2639//
accBC	yedN_2//b2434//
accD	b3574//
aceBAK	b3033//b4054//gapC_1//
aceEF	b3477//b0512//
aceK	insAB-3//
ackA	b0214//
ackA-pta	b1123//b4007//
acnA	b0358//
acnB	b2576//
acpH	b0350//
acpP	b0801//
acpP-fabF	b3854//b1347//
acpT	b0301//
acrAB	b1814//b2559//
acrB	b3878//
acrD	b3118//
acrEF	b2159//b1683//
acrR	b4335//
acrZ	b2164//
acs-yjcH-actP	b3102//b4443//b3629//
actP	b2217//
ada-alkB	b1331//b2856//
add	b2641//
adeD	b2416//
adeP	b0607//
adeQ	b0493//
adhE	b1133//
adhP	b1636//
adiA	b2536//
adiC	b3820//
adiY	b0673//
adk	b0359//
aegA	b3707//
aer	b2368//
aes	b0596//
agaR	b2047//
agaS-kbaY-agaBCDI	b2170//b1759//b4525//b0046//b2644//b0988//
agp	b3460//
agrA	b0839//
agrB	b4350//
ahpCF	b2784//b3901//
ahpF	b3083//
ahr	b3209//
aidB	b2096//
ais	b1125//
alaA	b3353//
alaA-yfbR	b0777//b3279//
alaC	b4137//
alaE	b0027//
alaS	b0920//
alaWX	b3993//b2558//
aldA	b0486//
aldB	b0385//
alkA	b4139//
alkB	b0947//
allA	b3589//
allDCE	b2314//b3774//b2376//
allR	b0533//
allS	b1712//
alpA	b3149//
alr	b3357//
alsBACE	b1893//b4481//b1104//b2666//
alsK	b1218//
alx	b0702//
amiA-hemF	b1389//b2826//
amiC	yghX_1//
amn	b2448//
ampC	b4085//
