#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0566//
C0299	b4192//
C0362	b3097//
C0465	b4200//
C0614	yeeL_1//
C0664	b3275//
C0719	b2132//
IS128	b1725//
aaeR	b2473//
aaeXAB	b3332//b2964//b2173//
aas-lplT	b1923//b1879//
aat	b4143//
abgABT-ogt	b1262//b2146//b4439//b3562//
abgR	b3684//
abpAB	b0039//b2515//
abrB	b3580//
accA	b1786//
accBC	b0656//b1785//
accD	b2623//
aceBAK	b2045//b0214//b4088//
aceEF	b3559//b1046//
aceK	b2956//
ackA	b4252//
ackA-pta	b2311//b1151//
acnA	b4166//
acnB	b2267//
acpH	b3709//
acpP	b4371//
acpP-fabF	b3063//b2950//
acpT	b3102//
acrAB	b2288//b1981//
acrB	b0481//
acrD	b3479//
acrEF	b3340//b1791//
acrR	b2070//
acrZ	b4315//
acs-yjcH-actP	b2728//b1813//b3707//
actP	b3400//
ada-alkB	b2110//b1869//
add	b0882//
adeD	b0471//
adeP	b0232//
adeQ	b2955//
adhE	b1157//
adhP	b2240//
adiA	b2570//
adiC	b0839//
adiY	b1297//
adk	b2022//
aegA	b1686//
aer	ybeM_2//
aes	b3571//
agaR	b3862//
agaS-kbaY-agaBCDI	b2114//b3313//yncK_1//b3399//b1961//b2443//
agp	b2827//
agrA	b2471//
agrB	b3438//
ahpCF	b0903//b1698//
ahpF	b4609//
ahr	cybC//
aidB	b3342//
ais	b4548//
alaA	b4625//
alaA-yfbR	b3593//b1685//
alaC	b3957//
alaE	b0516//
alaS	qseG//
alaWX	b2428//b0270//
aldA	b1812//
aldB	b4317//
alkA	b3675//
alkB	b3422//
allA	b1527//
allDCE	b0430//b2778//b3410//
allR	b2265//
allS	b1712//
alpA	b3424//
alr	b4138//
alsBACE	b3397//b3714//b2235//gadF//
alsK	b1840//
alx	b3606//
amiA-hemF	b0879//b2880//
amiC	b1037//
amn	b4148//
ampC	b1583//
ampDE	b3857//b3949//
ampG	b3386//
ampH	b0260//
amyA	b1843//
anmK	b3595//
ansA-pncA	b0002//b1317//
ansB	b3337//
ansP	b0452//
apaGH	b4318//b2362//
aphA	b3334//
appA	b1446//
appCBXA	b1301//b4020//b1141//b0381//
appY	b4463//
apt	b2243//
aqpZ	b0847//
araBAD	b0060//b0890//b1793//
araC	b3897//
araE	b3400//
araE-ygeA	b2258//b2775//
araFGH	b1922//b3170//b1759//
araJ	b0653//
arcA	b2662//
arcB	b2548//
arcZ	b3288//
arfA	b4167//
argA	b3658//
argCBH	b2598//b0085//b2837//
argD	b0588//
argE	b3271//
argF	b3659//
argG	b2564//
argI	b3310//
argO	b1253//
argP	b3875//
argQ	b1319//
argR	b3624//
argS	b1281//
argT-hisJQMP	b4705//b4482//b0908//b1918//b4321//
argU	b4054//
argW	b2608//
argX-hisR-leuT-proM	b3434//b2860//b4412//b4170//
ariR	b2193//
arnBCADTEF	b2074//b1523//b2787//b0363//b3460//b4453//b2139//
aroF-tyrA	b3095//b2603//
aroG	b3520//
aroH	b1427//
aroKB-damX-dam-rpe-gph-trpS	b0479//b2515//b0440//b0006//b2660//b3888//b2500//
aroL-yaiA-aroM	b1002//b0969//b0351//
aroP	b2881//
arpA	b2325//
arpB_1B_2	b1473//b3789//
arrS	b2979//
arsRBC	b0740//b2197//b1377//
artJ	b2972//
artPIQM	b1217//b1236//b0726//b2466//
ascB	b3284//
ascFB	b3892//b0864//
ascG	b2040//
asd	b2491//
aslA	b1419//
aslB	b2330//
asmA	b4134//
asnA	b4066//
asnB	b1974//
asnC	b0325//
asnC-mioC	b0833//b2527//
asnC-mioC-mnmG	b4177//b1388//b2428//
asnS	b2049//
asnT	b2219//
asnU	b3563//
asnV	b0223//
asnW	b3183//
aspA	b1440//
aspA-dcuA	b4687//b0946//
aspC	b3235//
aspS	b3701//
aspT	b2891//
aspU	b3290//
aspV	b0069//
asr	b1811//
astCADBE	b2361//b3749//b3875//b1788//b0090//
atl	b1275//
atoDAEB	b1068//b3127//b0790//b2142//
atoSC	b2504//b3750//
atpBEFHAGDC	b0913//b2589//b3115//b4222//gapC_1//b0443//b1022//b2406//
atpIBEFHAGDC	b2369//b4338//b2338//b2503//b3019//b3652//b3773//b1422//b4554//
avtA	b3616//
azoR	b4363//
azuC	b4603//
bacA	b3786//
baeSR	b0319//b1215//
bamA	b0914//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1289//insCD-2//b4558//b3887//b4219//b3402//b4168//b4180//
bamB-der	b2346//b0454//
bamC	b4286//
bamD	b3393//
bamE	b1749//
barA	b2173//
basRS	b0334//b3734//
bax	b2620//
bcp	b3838//
bcr	b1347//
bcsABZC	ecpB//b3280//b3383//b3171//
bcsBZ	b2591//b2674//
bcsEFG	b3608//b1382//b1075//
bcsQ	b3244//
bdcA	b1280//
bdcR	b2545//
bdm-sra	b3053//b0058//
bepA-yfgD	b2719//b0305//
betIBA	b2160//b4327//b4055//
betT	b2090//
bfd-bfr	b1713//b3271//
bglA	sroC//
bglG	b1489//
bglGFB	b2545//b2473//b1103//
bglH-yieLK	b2423//b0378//b3587//
bglX	b1495//
bhsA	C0719//
bioA	b3239//
bioBFCD	b4220//b0993//b1414//b1255//
bioH	b3537//
bipA	b3967//
bisC	b3760//
blc	b4364//
blr	b0181//
bluF	b4220//
bluR	b2534//
bolA	b2092//
borD	b1282//
brnQ-proY	b3068//b1950//
bsmA	b0333//
bssR	b2563//
bssS	b1688//
btuB-murI	b1438//b0321//
btuCED	b0750//b3583//b4362//
cadA	b2456//
cadBA	b2954//b2474//
cadC	b3066//
caiCDE	b1667//b2370//b4333//
caiF	b2296//
caiTABCDE	b2305//b0772//b0016//b2574//b1278//b0706//
can	b3158//
carAB	b3631//b0727//
carB	b0244//
cas2	b2593//
cas3	b0388//
casABCDE12	b3341//b1798//b1986//b3569//b2481//b3011//b3058//
casDE12	b2424//b1670//insEF-1//b2560//
cbl	b4075//
cbpAM	b3980//b3305//
cbrA	b3383//
cbrB	b0187//
cbrBC	b1598//b2075//
cbrC	insAB-1//
ccmABCDEFGH	b4436//b3723//b1792//b0256//b2478//b2661//b3746//b3366//
cdaR	b2923//
cdd	b0815//
cdgI	b2944//
cdh	b0168//
cdsA	b0160//
cecR-ybhGFSR	b1430//b0106//b4237//b0153//b2641//
cedA	b1915//
cfa	b4197//
chaA	b3559//
chaBC	b0796//b1786//
chaC	b0094//
chbBCARFG	b3480//b1058//b3076//b1598//b4577//b0104//
chiA	b2643//
chiP-ybfN	b2984//b2059//
chiX	b1699//
cho	b2465//
chpSB	b1683//b1877//
cirA	b2433//
