#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3656//
C0299	b2757//
C0362	b4172//
C0465	b0942//
C0614	b2237//
C0664	b1324//
C0719	b2390//
IS128	b2737//
aaeR	b3294//
aaeXAB	b2407//b1815//b2894//
aas-lplT	b1293//b2179//
aat	b2497//
abgABT-ogt	b2469//b3528//ynfP//b1382//
abgR	b4366//
abpAB	b4506//b2903//
abrB	b1180//
accA	b0804//
accBC	b0447//b0261//
accD	b0199//
aceBAK	b1392//yjgX_2//b1859//
aceEF	b1653//b2500//
aceK	b0923//
ackA	b2405//
ackA-pta	b1724//b3208//
acnA	b3562//
acnB	b1117//
acpH	b2216//
acpP	b3394//
acpP-fabF	b3042//b4521//
acpT	b2397//
acrAB	b1413//b1622//
acrB	b2928//
acrD	b0254//
acrEF	insX//b2025//
acrR	b3332//
acrZ	b1165//
acs-yjcH-actP	b3520//b2070//ilvG_2//
actP	b0987//
ada-alkB	b0920//b4135//
add	b0823//
adeD	b3444//
adeP	b4029//
adeQ	b1560//
adhE	b0121//
adhP	b3618//
adiA	b0426//
adiC	b0101//
adiY	b0416//
adk	b0570//
aegA	b3401//
aer	b0130//
aes	b4301//
agaR	b0189//
agaS-kbaY-agaBCDI	b0355//ydbA_1//b1891//b4031//b1441//b2480//
agp	b4073//
agrA	b1000//
agrB	b4536//
ahpCF	micL//b0084//
ahpF	b1129//
ahr	b1068//
aidB	b2588//
ais	b0861//
alaA	b2439//
alaA-yfbR	b0573//b0741//
alaC	gapC_1//
alaE	b0973//
alaS	b1415//
alaWX	b3467//b0019//
aldA	b3842//
aldB	b3080//
alkA	b3956//
alkB	b2354//
allA	b4440//
allDCE	b4065//b0818//b1159//
allR	b1304//
allS	b2559//
alpA	b3237//
alr	b4670//
alsBACE	b1684//b0603//b2479//b2867//
alsK	b3923//
alx	b4347//
amiA-hemF	b2745//b0881//
amiC	b2448//
amn	b4059//
ampC	b4509//
ampDE	b3513//b2384//
ampG	b2090//
ampH	b2933//
amyA	b1117//
anmK	b2584//
ansA-pncA	b2294//b4141//
ansB	b3405//
ansP	b0083//
apaGH	b4447//b3003//
aphA	b3083//
appA	b2600//
appCBXA	b2282//b3206//b4385//b1414//
appY	b0896//
apt	b0605//
aqpZ	b3288//
araBAD	b3074//b0571//b4054//
araC	b3040//
araE	b1944//
araE-ygeA	b4599//b2366//
araFGH	b2470//b3733//b1198//
araJ	b3991//
arcA	b2279//
arcB	b2557//
arcZ	b1788//
arfA	b2487//
argA	b2480//
argCBH	b4418//b3537//b2754//
argD	b1372//
argE	b0425//
argF	b1001//
argG	b1179//
argI	b4669//
argO	b0399//
argP	b0270//
argQ	b3216//
argR	b0042//
argS	b0792//
argT-hisJQMP	b2617//b0162//b4330//b4135//ycgH_2//
argU	b1688//
argW	b2301//
argX-hisR-leuT-proM	b3533//b3467//b2015//b2135//
ariR	b0153//
arnBCADTEF	b4162//b1400//b1271//b3267//b2767//b3911//b4252//
aroF-tyrA	b0897//b3638//
aroG	b1099//
aroH	b3174//
aroKB-damX-dam-rpe-gph-trpS	b2898//b2042//b4384//b0277//b0337//b2630//b3889//
aroL-yaiA-aroM	b2937//b0339//b4044//
aroP	b3677//
arpA	b1715//
arpB_1B_2	b3126//b4052//
arrS	b2887//
arsRBC	b2643//b3603//b3687//
artJ	b0170//
artPIQM	b1698//b0530//b1643//b1855//
ascB	b3874//
ascFB	b0620//b2327//
ascG	b3327//
asd	b2044//
aslA	b4364//
aslB	b3732//
asmA	b1337//
asnA	b1049//
asnB	b1660//
asnC	b0634//
asnC-mioC	b2323//b3885//
asnC-mioC-mnmG	b2237//b0307//insCD-3//
asnS	b1777//
asnT	b2712//
asnU	b1563//
asnV	b2918//
asnW	b1786//
aspA	b0443//
aspA-dcuA	ymdE//b1035//
