#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2874//
C0299	b2197//
C0362	b2718//
C0465	b1165//
C0614	b4412//
C0664	b3790//
C0719	b1236//
IS128	b1101//
aaeR	b1108//
aaeXAB	b2034//b3208//b0628//
aas-lplT	b1223//b0288//
aat	b1788//
abgABT-ogt	b0122//b0581//b1420//b0685//
abgR	b1002//
abpAB	b4257//b4028//
abrB	b0649//
accA	b2812//
accBC	insCD-4//b2740//
accD	b1251//
aceBAK	b1398//b0391//b0821//
aceEF	b0144//istR-1//
aceK	b1342//
ackA	b3861//
ackA-pta	b2198//b1250//
acnA	b0967//
acnB	b1527//
acpH	b0443//
acpP	b0244//
acpP-fabF	b4510//b4085//
acpT	b3307//
acrAB	b4288//b3917//
acrB	b2383//
acrD	b1041//
acrEF	b3966//b3208//
acrR	b4205//
acrZ	b1716//
acs-yjcH-actP	b3349//b1637//b1866//
actP	b4294//
ada-alkB	b0934//b0162//
add	b2779//
adeD	b3138//
adeP	b0727//
adeQ	b0455//
adhE	b2364//
adhP	b3598//
adiA	b3662//
adiC	b2532//
adiY	b3474//
adk	b0191//
aegA	b2441//
aer	b3160//
aes	b4034//
agaR	b2078//
agaS-kbaY-agaBCDI	b3279//b4310//b2061//b3256//b2643//b1676//
agp	b1353//
agrA	b0096//
agrB	b2122//
ahpCF	b0268//b3411//
ahpF	b0419//
ahr	b1673//
aidB	b2434//
ais	b3338//
alaA	b3940//
alaA-yfbR	b2561//b4355//
alaC	b1365//
alaE	b2441//
alaS	b4002//
alaWX	b4373//b1404//
aldA	b3832//
aldB	b1917//
alkA	b4138//
alkB	b1053//
allA	yhiK//
allDCE	b2939//b4412//b2574//
allR	b1793//
allS	b1532//
alpA	b0598//
alr	b1409//
alsBACE	b3846//b0757//b3583//b1392//
alsK	b2508//
alx	b3310//
amiA-hemF	b3918//b0360//
amiC	b2718//
amn	b2703//
ampC	b3438//
ampDE	b3019//b1164//
ampG	b0529//
ampH	b3832//
amyA	b1501//
anmK	b3190//
ansA-pncA	b1731//b1851//
ansB	b1209//
ansP	C0719//
apaGH	b0129//b1787//
aphA	b2122//
appA	b2629//
appCBXA	b2725//b0952//b2667//b3433//
appY	b2360//
apt	b3809//
aqpZ	insCD-6//
araBAD	b0514//b1635//b4003//
araC	b3024//
araE	b3769//
araE-ygeA	b3329//b3791//
araFGH	b3057//b1050//b0233//
araJ	b3666//
arcA	b1268//
arcB	b1263//
arcZ	b0223//
arfA	b2338//
argA	b4524//
argCBH	b2784//b2062//b1876//
argD	b2872//
argE	b0115//
argF	b0729//
argG	b2428//
argI	b0466//
argO	b1525//
argP	b2827//
argQ	b0086//
argR	b0830//
argS	b3302//
argT-hisJQMP	b2392//b2738//b1848//b2266//b1970//
argU	b3677//
argW	b3005//
argX-hisR-leuT-proM	b1204//b1923//b0924//b2629//
ariR	b3511//
arnBCADTEF	b0007//b1426//b1735//b3631//b3563//b3563//b3894//
aroF-tyrA	b1230//b2039//
aroG	b1968//
aroH	b1655//
aroKB-damX-dam-rpe-gph-trpS	b1988//b0933//b2298//b0307//b0933//b3268//b0929//
aroL-yaiA-aroM	b1491//b4265//b0555//
aroP	b0486//
arpA	b2449//
arpB_1B_2	b1138//b3440//
arrS	b2705//
arsRBC	b3118//b3542//b4691//
artJ	b2730//
artPIQM	b3536//b2075//b1555//b2720//
ascB	b3501//
ascFB	b0225//b1132//
ascG	b1856//
asd	b3726//
aslA	b3922//
aslB	b1082//
asmA	b3006//
asnA	b4067//
asnB	b3989//
asnC	b1667//
asnC-mioC	b3034//b4206//
asnC-mioC-mnmG	b3471//b1164//b4577//
asnS	b2369//
asnT	b3346//
asnU	b3080//
asnV	b3985//
asnW	b0425//
aspA	b0911//
aspA-dcuA	b2484//b1685//
aspC	b1945//
aspS	b4259//
aspT	b3596//
aspU	b3434//
aspV	b0684//
asr	b1265//
astCADBE	b2322//b0637//b4510//b3986//b0845//
atl	b1448//
atoDAEB	b4475//b3925//b1012//b1486//
atoSC	b2055//b2423//
atpBEFHAGDC	b2254//b4699//b0912//b2792//b1800//b1374//b3889//b4376//
atpIBEFHAGDC	b1659//yeeL_1//b0190//b0747//gapC_2//b2581//b2776//b1811//b3277//
avtA	b0960//
azoR	b4007//
azuC	b0259//
bacA	b3279//
baeSR	b0173//b3521//
bamA	ybeM_2//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b0611//b2026//b4401//b2521//b0268//b1073//b0456//insAB-1//
bamB-der	b2071//b1110//
bamC	b2890//
bamD	b3077//
bamE	b3315//
barA	b2878//
basRS	b2108//b0807//
bax	b3026//
bcp	b3147//
bcr	b4704//
bcsABZC	yghE//b0645//b0580//b2770//
bcsBZ	b0962//b1044//
bcsEFG	b4046//b0755//b0135//
bcsQ	b1955//
bdcA	b0458//
bdcR	b0008//
bdm-sra	b4502//wbbL_2//
bepA-yfgD	b1663//b2473//
betIBA	b1736//b0902//b3847//
betT	b0061//
bfd-bfr	b3998//b3115//
bglA	b3357//
bglG	b1276//
bglGFB	b0139//b2686//efeU_2//
bglH-yieLK	b1414//b0361//b2608//
bglX	b4156//
bhsA	b1345//
bioA	b2352//
bioBFCD	b2209//b3116//b3035//b0033//
bioH	b4070//
bipA	maoP//
bisC	b1494//
blc	b2605//
blr	b3774//
bluF	b3988//
bluR	b2610//
bolA	b2399//
borD	b2333//
brnQ-proY	b3573//b4280//
bsmA	b2764//
bssR	b3252//
bssS	b2274//
btuB-murI	b0271//b2688//
btuCED	b3234//b2209//b2275//
cadA	b3078//
cadBA	b2242//b3152//
cadC	b3196//
caiCDE	b1909//b1073//b4577//
caiF	b3977//
caiTABCDE	b2611//b2137//b2396//b2597//b2665//b2484//
can	b0718//
carAB	b2841//b3784//
carB	b0973//
cas2	b1042//
cas3	b3842//
casABCDE12	b3022//b2351//b0467//b1280//b1913//b3433//b4314//
casDE12	b0993//b3366//b4224//b0920//
cbl	b2631//
cbpAM	b0962//b4532//
cbrA	b4222//
cbrB	b2453//
cbrBC	b2327//b1853//
cbrC	b3749//
ccmABCDEFGH	b4339//b1839//b4366//b2663//yjgX_1//b3896//b3124//b0155//
cdaR	b1426//
cdd	yedS_3//
cdgI	b2575//
cdh	b0476//
cdsA	b2710//
cecR-ybhGFSR	b0388//b1138//b1686//b2971//b1738//
cedA	b4440//
cfa	b4398//
chaA	b4038//
chaBC	b3725//b2901//
chaC	b3072//
chbBCARFG	b4161//b2645//b3910//b1340//b2370//b1279//
chiA	b2514//
chiP-ybfN	b3746//b4046//
chiX	b3051//
cho	b1310//
chpSB	b0880//b3727//
cirA	b2583//
citCDEFXG	b4434//b1275//b2316//b1724//b2424//b1900//
citT	b3654//
clcA	tfaS//
clcB	b0861//
clpA	b4023//
clpB	b3749//
clpPX	b1104//b0463//
clpS	b4528//
clpX-lon	b2302//b1112//
clsA-yciU	b0343//b2865//
clsC	b2661//
cmk-rpsA	b0410//b4243//
cmoM-mukFEB	b2559//b0512//b0620//b2413//
cmtBA-yggPFDC	b0455//b2483//b0196//b3684//b4470//b4172//
cnu	b0227//
coaA	b3686//
coaE-zapD-yacG	b1800//b2723//b1303//
cobUST	b3812//b4525//b0770//
codBA	b0989//b1767//
cof	b1475//
comR	b3698//
copA	b0831//
corA	b3380//
cpdB	b3116//
cpxPQ	msrP//b2643//
cpxRA	b0353//b0493//
cra	b3266//
crcB	b3540//
creABC	b4168//b3290//b1606//
creABCD	b2880//b3014//b0632//b4525//
creD	b3139//
crfC-yjcZ	phnE_2//b3206//
crl	b0693//
crp	b1824//
crr	b0831//
csdAE	b2971//b3744//
csgBAC	b4452//b2766//b2086//
csgC	b2427//
csgDEFG	b0920//b2354//b3100//b0122//
csiD-lhgO-gabDTP	b4501//b1591//pinH//b1705//b4379//
csiE	b0944//
csiR	b0410//
cspA	b3944//
cspB	b2356//
