#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1926//
C0299	b1037//
C0362	b3917//
C0465	b2828//
C0614	b2341//
C0664	b3836//
C0719	b3203//
IS128	b0177//
aaeR	b3946//
aaeXAB	b0185//b4188//b4137//
aas-lplT	b4342//b1008//
aat	b0581//
abgABT-ogt	b4165//b1270//b0185//b3549//
abgR	b0179//
abpAB	b2514//b2985//
abrB	b2269//
accA	b4360//
accBC	b3061//b2797//
accD	b3263//
aceBAK	b4114//b1329//b0010//
aceEF	b1850//b3660//
aceK	b1288//
ackA	b0310//
ackA-pta	b1896//b1121//
acnA	b3227//
acnB	b4099//
acpH	b2723//
acpP	b3871//
acpP-fabF	b1591//b2635//
acpT	b1061//
acrAB	b2410//b1717//
acrB	b0985//
acrD	b2950//
acrEF	b2581//b1490//
acrR	b3575//
acrZ	b3114//
acs-yjcH-actP	b0092//b1693//b3973//
actP	b0859//
ada-alkB	b3828//b1976//
add	b3352//
adeD	b0530//
adeP	b1719//
adeQ	b1506//
adhE	b0490//
adhP	b2857//
adiA	b3369//
adiC	b2855//
adiY	b4425//
adk	b4392//
aegA	b1532//
aer	b3919//
aes	b0340//
agaR	b2060//
agaS-kbaY-agaBCDI	b2203//b4671//b4039//insAB-1//b4122//b3117//
agp	b3352//
agrA	b0280//
agrB	b4487//
ahpCF	b3074//b3646//
ahpF	b3736//
ahr	b2254//
aidB	b0907//
ais	b0551//
alaA	b0516//
alaA-yfbR	b3005//b1679//
alaC	b1853//
alaE	b1375//
alaS	b0178//
alaWX	yedS_1//b0296//
aldA	b0394//
aldB	b3450//
alkA	b1339//
alkB	b3093//
allA	b0620//
allDCE	b2879//b1258//b1165//
allR	b2393//
allS	b0053//
alpA	b0683//
alr	b1900//
alsBACE	b3545//b2343//b1652//b0627//
alsK	b1046//
alx	b2255//
amiA-hemF	b3378//b3490//
amiC	b3430//
amn	b3370//
ampC	b0260//
ampDE	b0224//b2053//
ampG	b2769//
ampH	b1103//
amyA	b4080//
anmK	b4139//
ansA-pncA	b4392//b0664//
ansB	b1374//
ansP	b0866//
apaGH	b3033//b3522//
aphA	b4137//
appA	yghE//
appCBXA	b0005//b0381//b2900//b3294//
appY	b1584//
apt	b3164//
aqpZ	b4702//
araBAD	b0600//b0383//b1049//
araC	b3019//
araE	b2832//
araE-ygeA	b4115//b0511//
araFGH	b2660//b3258//b4368//
araJ	b1407//
arcA	b4121//
arcB	b4387//
arcZ	b1800//
arfA	b1923//
argA	b3757//
argCBH	b1094//b1151//b2051//
argD	b2102//
argE	b3854//
argF	b3719//
argG	b1787//
argI	b4313//
argO	b0991//
argP	b1851//
argQ	b1310//
argR	b3474//
argS	C0614//
argT-hisJQMP	b2126//b4484//b3440//b0659//b1660//
argU	b1306//
argW	b1124//
argX-hisR-leuT-proM	b2593//b0533//b1095//b3448//
ariR	b2668//
arnBCADTEF	b3918//b1524//b2752//b1244//b3459//b3225//b4351//
aroF-tyrA	sdsN//yedN_1//
aroG	b2271//
aroH	b0846//
aroKB-damX-dam-rpe-gph-trpS	prfH//b3280//b3978//b0357//b4256//b2609//b3635//
aroL-yaiA-aroM	b3774//b3570//b3873//
aroP	b0948//
arpA	b3673//
arpB_1B_2	b1951//b2179//
arrS	b2003//
arsRBC	b2980//b0493//b3053//
artJ	b0023//
artPIQM	b0681//b1849//b2901//b2038//
ascB	b4477//
ascFB	b2072//b3408//
ascG	b1443//
asd	b1080//
aslA	b3302//
aslB	b4109//
asmA	b0881//
asnA	b3268//
asnB	b4418//
asnC	b2951//
asnC-mioC	b1614//pinH//
asnC-mioC-mnmG	b0277//yedN_1//b0383//
asnS	b2637//
asnT	b0715//
asnU	b1825//
asnV	b1198//
asnW	b3214//
aspA	b3290//
aspA-dcuA	b3592//b0470//
aspC	b2723//
aspS	b1118//
aspT	b0114//
aspU	b0010//
aspV	b4016//
asr	b1486//
astCADBE	b2664//b1051//b3687//b1585//b1882//
atl	b4536//
atoDAEB	b4527//b1896//b3833//b3219//
atoSC	b2318//b1039//
atpBEFHAGDC	b3889//b0334//b3296//b0916//b0091//b4181//b0801//b1183//
atpIBEFHAGDC	b2390//b3198//b0582//b1914//b1731//b2748//b0917//b0220//b2624//
