#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0198//
C0299	b4185//
C0362	b1332//
C0465	b1809//
C0614	b0603//
C0664	b0945//
C0719	b1083//
IS128	b4164//
aaeR	b0361//
aaeXAB	b1791//b2014//b0699//
aas-lplT	b1865//b3470//
aat	b3121//
abgABT-ogt	b2584//b2454//yhiS_1//b0842//
abgR	b1012//
abpAB	b1420//b4225//
abrB	b1271//
accA	b3302//
accBC	b3468//b1102//
accD	b0025//
aceBAK	b4203//b4234//b3290//
aceEF	b3526//b0881//
aceK	b3199//
ackA	b0605//
ackA-pta	b3329//b2938//
acnA	b4339//
acnB	b1673//
acpH	b1499//
acpP	b4168//
acpP-fabF	b4152//b2248//
acpT	b2764//
acrAB	b0774//b1227//
acrB	b2327//
acrD	b3622//
acrEF	b2977//b0742//
acrR	b4625//
acrZ	b2508//
acs-yjcH-actP	b2523//b0080//b0331//
actP	b2559//
ada-alkB	b0196//b4262//
add	b1542//
adeD	b0931//
adeP	b0543//
adeQ	b1526//
adhE	b4297//
adhP	b4513//
adiA	b1491//
adiC	b2940//
adiY	b3221//
adk	b0590//
aegA	b1032//
aer	b2736//
aes	b3816//
agaR	b2943//
agaS-kbaY-agaBCDI	b0858//b3141//b2027//b3018//b4262//b2436//
agp	b2264//
agrA	b1938//
agrB	b3657//
ahpCF	b0972//b3027//
ahpF	b4188//
ahr	b2774//
aidB	b2693//
ais	b1623//
alaA	b3724//
alaA-yfbR	b3713//b1408//
alaC	b0115//
alaE	b3970//
alaS	b3183//
alaWX	b3772//b4088//
aldA	b3102//
aldB	b3626//
alkA	b2302//
alkB	b1572//
allA	b1543//
allDCE	b0250//b2168//b2550//
allR	b0791//
allS	b0492//
alpA	b2550//
alr	b2740//
alsBACE	b3944//b0758//b1114//b4209//
alsK	b0694//
alx	b0695//
amiA-hemF	b4451//b4302//
amiC	b2862//
amn	b0487//
ampC	b2522//
ampDE	b1995//b3742//
ampG	b0566//
ampH	b3209//
amyA	b0780//
anmK	b2751//
ansA-pncA	b3554//b3230//
ansB	b3197//
ansP	b4040//
