#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0447//
C0299	b1712//
C0362	b2834//
C0465	b0278//
C0614	b1719//
C0664	b0354//
C0719	b0765//
IS128	b0375//
aaeR	b1264//
aaeXAB	b2618//b2107//b1290//
aas-lplT	b0433//b2915//
aat	b0730//
abgABT-ogt	b0392//b1699//b4415//b1648//
abgR	b4471//
abpAB	b2157//b1795//
abrB	b1942//
accA	b4268//
accBC	b3529//b0122//
accD	b2322//
aceBAK	b1224//b2751//b0061//
aceEF	b4516//mltG//
aceK	b1183//
ackA	b1422//
ackA-pta	b1833//b3596//
acnA	b1808//
acnB	b0549//
acpH	b3934//
acpP	b4286//
acpP-fabF	b3157//b3510//
acpT	b2153//
acrAB	b1525//b0080//
acrB	b1568//
acrD	b2627//
acrEF	b3941//b0278//
acrR	b0764//
acrZ	b4123//
acs-yjcH-actP	b0393//b2416//b2174//
actP	b3583//
ada-alkB	b2356//b0528//
add	b2521//
adeD	b3152//
adeP	b3739//
adeQ	b3791//
adhE	b4150//
adhP	b0483//
adiA	b1716//
adiC	b2815//
adiY	b2859//
adk	b2542//
aegA	b3654//
aer	b2042//
aes	b2311//
agaR	b0493//
agaS-kbaY-agaBCDI	b3822//b0121//b1654//b2956//b4463//b0004//
agp	b3921//
agrA	b0368//
agrB	yeeL_1//
ahpCF	b1546//b4407//
ahpF	b1471//
ahr	b1767//
aidB	b1378//
ais	b2403//
alaA	b3460//
alaA-yfbR	b2585//b0957//
alaC	b0154//
alaE	b0732//
alaS	b2310//
alaWX	b4374//b3766//
aldA	b1812//
aldB	b2602//
alkA	b2287//
alkB	b2308//
allA	b0110//
allDCE	b0622//arpB_1//b3999//
allR	b3478//
allS	b0083//
alpA	b1513//
alr	b3368//
alsBACE	b3225//b3770//b4378//b4063//
alsK	b1438//
alx	b4455//
amiA-hemF	b0786//b2745//
amiC	b1525//
amn	b2085//
ampC	b2385//
ampDE	b2370//b1006//
ampG	qorB//
ampH	b1509//
amyA	b3871//
anmK	b0709//
ansA-pncA	b4397//b3628//
ansB	b2163//
ansP	b0695//
apaGH	b1419//b3671//
aphA	b1064//
appA	b3858//
appCBXA	b2529//b1126//b3794//b0998//
appY	b4218//
apt	b2204//
aqpZ	b2514//
araBAD	b2746//b2966//b2077//
araC	b3588//
araE	b1446//
araE-ygeA	b3481//b1880//
araFGH	b3994//b4187//b2446//
araJ	b3907//
arcA	b3802//
arcB	b0624//
arcZ	b2236//
arfA	b2716//
argA	b1754//
argCBH	b1080//b2575//b2161//
argD	b4081//
argE	b3607//
argF	b4088//
argG	b3366//
argI	b1024//
argO	b1978//
argP	b3153//
argQ	b3152//
argR	b4293//
argS	b2262//
argT-hisJQMP	b0807//b3772//b2184//b3611//insCD-5//
argU	b3059//
argW	b3541//
argX-hisR-leuT-proM	yrhC//b3497//b2959//b3908//
ariR	rirA//
arnBCADTEF	b3956//b2542//b1503//yeeL_2//b1684//b3580//b1062//
aroF-tyrA	b3232//b1807//
aroG	b1409//
aroH	b0606//
aroKB-damX-dam-rpe-gph-trpS	b4341//b2861//b2511//b3250//b1386//b2381//b0929//
aroL-yaiA-aroM	b1889//b1635//b4518//
aroP	b0260//
arpA	b0470//
arpB_1B_2	b1631//b4366//
arrS	b1562//
arsRBC	b0225//b0890//b1978//
artJ	b0148//
artPIQM	b2882//b0371//b3881//b1939//
ascB	b0758//
ascFB	b2669//b2417//
ascG	b4259//
asd	b1498//
aslA	b3511//
aslB	b0595//
asmA	b2747//
asnA	b0662//
asnB	b1875//
asnC	b1573//
asnC-mioC	b2188//b2796//
asnC-mioC-mnmG	b4019//b1868//b2173//
asnS	b1843//
asnT	b0804//
asnU	b4529//
asnV	b3932//
asnW	b3603//
aspA	b2057//
aspA-dcuA	b3463//b4146//
aspC	b2674//
aspS	b1976//
aspT	b3324//
aspU	b1614//
aspV	b2429//
asr	b2129//
astCADBE	b4089//b3293//b2211//b3972//b0926//
atl	b2394//
atoDAEB	b2861//b3078//b3472//b2857//
atoSC	b2387//b1701//
atpBEFHAGDC	b0176//b3292//b1708//b2835//b0301//b3925//b0807//b1772//
atpIBEFHAGDC	b3282//b0951//b3150//b3684//b3925//b1623//b3204//b1869//b2615//
avtA	b1953//
azoR	b0617//
azuC	b1671//
bacA	b1068//
baeSR	b2908//b2755//
bamA	b2075//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b4360//b3949//b0818//b2565//b0239//b0682//b4310//b3664//
bamB-der	b2749//b0943//
bamC	b1925//
bamD	b0010//
bamE	b1858//
barA	b3592//
basRS	b2522//b2458//
bax	b4037//
bcp	b4407//
bcr	b4283//
bcsABZC	b2483//b0120//b0324//b0535//
bcsBZ	b3306//b1403//
bcsEFG	b1083//b2921//b4212//
bcsQ	b2010//
bdcA	b0664//
bdcR	b2248//
bdm-sra	b2976//b4603//
bepA-yfgD	b1706//b0152//
betIBA	b3994//b0526//b0557//
betT	b3871//
bfd-bfr	b0907//b1845//
bglA	b2097//
bglG	b2462//
bglGFB	b0242//b4544//b1207//
bglH-yieLK	b0099//b2879//b2226//
bglX	b4427//
bhsA	b3141//
bioA	b1282//
bioBFCD	b0296//b2371//b3117//b0521//
bioH	b0908//
bipA	b0782//
bisC	b1184//
blc	b1007//
blr	b3853//
bluF	b1620//
bluR	b0131//
bolA	b2022//
borD	b1469//
brnQ-proY	b2372//b3800//
bsmA	b1419//
bssR	b3227//
bssS	b1550//
btuB-murI	b1873//yedN_1//
btuCED	b4083//b2574//mltG//
cadA	b0692//
cadBA	b2323//b3331//
cadC	b2482//
caiCDE	b2918//b1105//b2760//
caiF	b1027//
caiTABCDE	b4455//b1754//b0055//b0727//b2921//b1187//
can	b0516//
carAB	b2778//b2666//
carB	b1218//
cas2	b0994//
cas3	b1395//
casABCDE12	b3235//b2402//b1072//b1059//b0924//b4428//b0963//
casDE12	b0729//b1285//b4409//b4673//
cbl	b1026//
cbpAM	b3200//b2620//
cbrA	b3239//
cbrB	b3078//
cbrBC	b1541//b3363//
cbrC	b2239//
ccmABCDEFGH	b2526//b1954//b0584//b1314//yfaS_2//b4346//b3600//b1956//
cdaR	b1498//
cdd	b2815//
cdgI	yncK_1//
cdh	b1310//
cdsA	b3237//
cecR-ybhGFSR	b3476//b2254//b1991//b0288//b1901//
cedA	b1747//
cfa	b2369//
chaA	b1940//
chaBC	b4567//b0020//
chaC	b2008//
chbBCARFG	b3278//b4005//b0670//b2934//b0349//b1414//
chiA	b3759//
chiP-ybfN	b0619//b3920//
chiX	b2014//
cho	insEF-2//
chpSB	b2354//b2511//
cirA	b0834//
citCDEFXG	b1552//b0966//yjhE//b0807//b2104//b4338//
citT	b2582//
clcA	b4323//
clcB	b1260//
clpA	b1462//
clpB	b3227//
clpPX	b2869//b1292//
clpS	b0537//
clpX-lon	b0010//b2080//
clsA-yciU	b4041//b4038//
clsC	b3832//
cmk-rpsA	b0035//b0268//
cmoM-mukFEB	b3092//b2200//b0295//b3188//
cmtBA-yggPFDC	b1161//b3471//b2033//b3617//b1969//b2399//
cnu	b4521//
coaA	b0432//
coaE-zapD-yacG	b0020//b3821//b1278//
cobUST	b2137//b3650//b3945//
codBA	b3176//b1296//
cof	b3181//
comR	b3152//
copA	b3256//
corA	b2329//
cpdB	b1004//
cpxPQ	b2961//b2800//
cpxRA	b2578//b1475//
cra	b4149//
crcB	b0958//
creABC	b3900//b3610//b3649//
creABCD	b1075//b4167//b4466//b3686//
creD	b2919//
crfC-yjcZ	b2334//b2921//
crl	b1858//
crp	b4271//
crr	b3295//
csdAE	b3439//b3323//
csgBAC	b2821//b4285//b2036//
csgC	b0623//
csgDEFG	b1870//b0350//b1509//b2384//
csiD-lhgO-gabDTP	b3027//b1002//b4246//b0973//b0767//
csiE	b1871//
csiR	b0873//
cspA	b0303//
cspB	b1876//
cspD	b4268//
cspE	b1439//
cspF	b3693//
cspG	b2783//
cspH	b3041//
cspI	b0998//
csrA	b2829//
csrB	b1749//
csrC	b0732//
csrD	b4553//
cstA	b1801//
cueO	b0314//
cueR	b0050//
curA	b4154//
cusCFBA	b2333//b2660//b0410//b4112//
cusRS	b0313//b2276//
cutA	b3598//
cvpA-purF-ubiX	b0019//b4389//b3923//
cvrA	b3999//
cyaA	yedN_2//
cyaR	b0432//
cyaY	b2120//
cybB	b0833//
cybC	b4030//
cycA	b0934//
cydAB	ilvG_2//b2810//
cydDC	b3749//b0459//
cydX-ybgE	b4523//b1412//
cynR	b3503//
cynTS	b0167//b2070//
cynTSX	b4474//b3548//b2582//
cyoABCDE	b2290//b0234//b2720//b0648//b0257//
cysB	b1860//
cysDNC	b3707//b3427//b1756//
cysE	b1333//
cysG	b3024//
cysH	b3769//
cysJIH	b1067//b4366//b2347//
cysK	b0076//
cysPUWAM	b1463//b3730//b0128//b1198//b1542//
cysQ	b0922//
cysS	b2556//
cysZ	b1461//
cytR	b4087//
dacA	b3754//
dacB	b4273//
dacC	b0154//
dacD	b1233//
dadAX	b1851//b0401//
dam-rpe-gph-trpS	b4613//b4568//b3274//b1757//
damX-dam-rpe-gph-trpS	b2723//b2349//b3413//b1342//b0123//
dapA-bamC	b0803//b0397//
dapB	b3603//
dapD	b0069//
dapE-ypfN	b2104//b0594//
dauA	b4135//
dcd	b4034//
dcm-vsr	b0824//b4239//
dcp	b4237//
dcrB	b1094//
dctA	b1705//
dcuA	b0550//
dcuB-fumB	b0798//b4079//
dcuC	insEF-4//
dcuD	b4116//
dcuR	b2572//
dcuSR	b1489//b0918//
dcyD-tcyLN	b0452//b1775//b4189//
ddlA	b3067//
ddpXABCDF	b2606//b1438//b0061//b1649//b0043//b3166//
deaD	b0016//
decR	b3033//
def-fmt	b2738//b0686//
degP	b4258//
degQ	b0649//
degQS	b3519//b3511//
degS	b1829//
deoABD	b1057//b2589//b0628//
deoBD	b0903//b0356//
deoCABD	b0708//b3203//b1815//b0577//
deoR	b1565//
dfp	b0127//
dgcC	b1423//
dgcE	b1014//
dgcF	sroG//
dgcJ	b3651//
dgcM	b2051//
dgcP	b4714//
dgcQ	b2472//
dgcT	b3548//
dgcZ	b0092//
dgkA	b3455//
dgoRKADT	b1782//b1670//b4599//b0829//b3670//
dgt	b0152//
dhaKLM	b0962//b3454//b3113//
dhaM	b1906//
dhaR	b3508//
diaA	b2364//
dicA	b4041//
dicB-ydfDE-insD-intQ	b3928//ybfH//b3430//b3865//b3331//
dicC-ydfXW	b0709//b3501//b2033//
dicF	b0408//
dinB-yafNOP	b1726//b2646//b1108//b1566//
dinD	b0008//
dinG	ychG_1//
dinI	b3260//
dinJ-yafQ	b1436//b1867//
dinQ	b1107//
djlA	b0743//
dkgA	b4154//
dkgB	b1261//
dksA-gluQ	b0813//b2096//
dld	b1375//
dmlA	b1194//
dmlR	b0692//
dmsABC	gadF//b1831//b1532//
dnaAN-recF	b1248//b3864//b4528//
dnaB	b2134//
dnaK-tpke11-dnaJ	b2959//b0012//b0952//
dnaN-recF	b2042//b3249//
dnaQ	b4707//
dnaTC	b3203//b1458//
dnaTC-yjjA	b0434//b4474//b0484//
dnaX	b0314//
dosCP	b1061//b2273//
dpiBA	b2266//b3102//
dppABCDF	b2047//b3835//b4011//b2911//b1668//
dps	rhmD//
dsbA	b4310//
dsbB	b3852//
dsbC	C0614//
dsbC-recJ-prfB	b3616//b3955//C0067//
dsbD-yjdC	b0577//b3569//
dsbG	b1322//
dsdA	b2497//
dsdC	b4484//
dsdXA	b2608//b0959//
dsrA	b3335//
dsrB	b1196//
dtpA	b1795//
dtpB	b3506//
dtpC	b1016//
dtpD	b0934//
dusA	b3473//
dusB-fis	b3034//b2942//
dusC	b0855//
dut-slmA	b2079//b1429//
dxr	b0071//
eaeH-insEF-1E-1F-1	b0989//b1892//b3477//b0886//
eamA	b4685//
eamB	b2173//
ebgAC	b2491//b3234//
ebgR	b2110//
ecnAB	b4516//b1920//
ecnB	b2345//
eco	b2923//
ecpA	b1332//
ecpBCDE	b2531//b2415//b0992//b2039//
ecpR	b2183//
eda	b0502//
edd-eda	b3544//b0772//
efeOB	b0768//b1515//
efeU_1U_2	b3106//b2688//
efp	ybeM_1//
elaA	b0763//
elaB	b4406//
elaD	b1674//
elbB-mtgA	b1973//b0918//
elfA	b1594//
elfDCG-ycbUVF	b2900//b2496//b3430//b3787//b0202//b0874//
elyC	b2313//
emrD	b4073//
emrE	b3262//
emrKY	b4013//b1866//
emtA	b0565//
endA	b1749//
eno	b1221//
entCEBAH	b2002//b4548//b3426//b1060//b4114//
entH	b2893//
entS	b1978//
envR	b0597//
envY-ompT	b1941//b2980//
epd-pgk	b0343//b0586//
epd-pgk-fbaA	b0838//b2913//b4434//
epmA	b4516//
epmB	b1021//
eptA	b2467//
eptB	b1564//
eptC	b1279//
erpA	b3704//
esrE	b2511//
essD-rrrD-rzpD	b3950//b4085//b4108//
essQ-ydfR-rrrQ-rzpQ	b0827//b2903//b3052//b1404//
ettA	b1825//
