#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1073//
C0299	ybeM_1//
C0362	b0736//
C0465	b4294//
C0614	b3480//
C0664	b1042//
C0719	b0333//
IS128	b0645//
aaeR	b0204//
aaeXAB	b1809//b2923//b0311//
aas-lplT	b2027//b3999//
aat	b0278//
abgABT-ogt	b0864//b3730//b1086//b3434//
abgR	b1380//
abpAB	b2262//b1810//
abrB	b4278//
accA	b3167//
accBC	b3838//b3997//
accD	b0636//
aceBAK	b0414//b2451//b3377//
aceEF	b3521//b3063//
aceK	b1359//
ackA	b1406//
ackA-pta	b3574//b2186//
acnA	b2062//
acnB	b4400//
acpH	b0015//
acpP	b0108//
acpP-fabF	b3605//b1209//
acpT	b1927//
acrAB	b0463//b4001//
acrB	b1510//
acrD	b3892//
acrEF	b2589//b0169//
acrR	ychE_2//
acrZ	b0949//
acs-yjcH-actP	b1824//b0083//b0329//
actP	b3778//
ada-alkB	b0902//b3474//
add	b2711//
adeD	b1543//
adeP	b0384//
adeQ	b3281//
adhE	b1369//
adhP	b0211//
adiA	b1988//
adiC	b2427//
adiY	b3970//
adk	b2336//
aegA	b3982//
aer	b3438//
aes	b2404//
agaR	b1565//
agaS-kbaY-agaBCDI	b2712//b1036//b3207//b3644//b2300//b2460//
agp	b4305//
agrA	b0713//
agrB	b1423//
ahpCF	b2947//b0866//
ahpF	b3595//
ahr	b2003//
aidB	b1882//
ais	b0715//
alaA	b1819//
alaA-yfbR	b1927//b1923//
alaC	b1355//
alaE	b1918//
alaS	b1500//
alaWX	b4413//b3527//
aldA	b2320//
aldB	b3120//
alkA	b4081//
alkB	b3238//
allA	b3719//
allDCE	b0592//b1961//b0808//
allR	b2614//
allS	b2064//
alpA	b3313//
alr	yeeL_1//
alsBACE	b0344//b2360//b3747//b3260//
alsK	b3818//
alx	b4624//
amiA-hemF	b3649//b3925//
amiC	b2865//
amn	b4673//
ampC	b0661//
ampDE	b1569//b0005//
ampG	b2279//
ampH	b0653//
amyA	b2152//
anmK	b2960//
ansA-pncA	b1924//b0737//
ansB	b1121//
ansP	b3371//
apaGH	b3374//b1996//
aphA	b0659//
appA	b1211//
appCBXA	b0513//b3590//b3225//b4088//
appY	b0335//
apt	b2319//
aqpZ	b4046//
araBAD	b3857//b2510//b0844//
araC	b3205//
araE	b0253//
araE-ygeA	b3592//b1906//
araFGH	b0505//b2736//yncK_2//
araJ	b2013//
arcA	b3633//
arcB	b2870//
arcZ	b3678//
arfA	b1723//
argA	b0257//
argCBH	b1702//b1219//b4388//
argD	b1092//
argE	b2251//
argF	b0434//
argG	b0293//
argI	b1915//
argO	b1578//
argP	b0818//
argQ	b3789//
argR	b3272//
argS	b1701//
argT-hisJQMP	b1871//b2576//b4039//b3923//b4377//
argU	b2570//
argW	b1003//
argX-hisR-leuT-proM	b2610//b0831//b2219//b3977//
ariR	b3330//
arnBCADTEF	b3390//b3075//b1297//b3353//b1029//b4092//b2660//
aroF-tyrA	b3625//b1785//
aroG	b4436//
aroH	b4169//
aroKB-damX-dam-rpe-gph-trpS	b0044//sroD//b2469//b1872//rirA//b2215//b3334//
aroL-yaiA-aroM	b2469//b0141//b3631//
aroP	b2681//
arpA	b0300//
arpB_1B_2	b2081//b1025//
arrS	b3883//
arsRBC	b2429//b1349//b0170//
artJ	b0388//
artPIQM	b2606//b0727//b4287//b0012//
ascB	b1390//
ascFB	b3132//b0656//
ascG	b4401//
asd	b2277//
aslA	b2971//
aslB	b3671//
asmA	b3312//
asnA	b1280//
asnB	b2341//
asnC	b3950//
asnC-mioC	b1747//b3587//
asnC-mioC-mnmG	b2197//b2679//b2211//
asnS	b2345//
asnT	b2135//
asnU	b4113//
asnV	b3047//
asnW	b4151//
aspA	b4444//
aspA-dcuA	b3446//b3619//
aspC	micL//
aspS	b1079//
aspT	b1873//
aspU	b0638//
aspV	b0471//
asr	b0569//
astCADBE	b2026//b3393//b3609//b4476//b2544//
atl	b1478//
atoDAEB	b0054//b3922//b2602//b0241//
atoSC	b0807//b4161//
atpBEFHAGDC	b2532//b1397//b2155//b0417//b0788//b3176//b1140//b0964//
atpIBEFHAGDC	b3572//b3039//b2705//b3629//b4177//b4322//b3113//b2398//b1197//
avtA	b1181//
azoR	b1791//
azuC	b1166//
bacA	b0063//
baeSR	b0221//b3077//
bamA	b2856//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b2420//b3088//b3461//b0879//b1666//b4555//b1598//b1324//
bamB-der	b0023//b3070//
bamC	b4086//
bamD	b0098//
bamE	b1797//
barA	b3448//
basRS	b2348//ftp//
bax	b2157//
bcp	b0241//
bcr	pbl//
bcsABZC	b3473//b1792//b0764//b0672//
bcsBZ	b2992//b0674//
bcsEFG	b0222//b1880//msrQ//
bcsQ	b1730//
bdcA	b4072//
bdcR	b1799//
bdm-sra	b2497//b2127//
bepA-yfgD	b0750//b0571//
betIBA	b2623//b1637//b0779//
betT	b2011//
bfd-bfr	b1490//b4301//
bglA	b0570//
bglG	b3088//
bglGFB	b2718//b0753//b1034//
bglH-yieLK	b1171//b0772//b2045//
bglX	b3872//
bhsA	b3527//
bioA	b4006//
bioBFCD	b3187//b1414//b1084//b1960//
bioH	b2050//
bipA	b2669//
bisC	b0637//
blc	b3003//
blr	b2769//
bluF	b3717//
bluR	b0521//
bolA	b3909//
borD	b4213//
brnQ-proY	b0470//b3509//
bsmA	b4339//
bssR	b1147//
bssS	b4147//
btuB-murI	b4685//b3784//
btuCED	b1016//sroD//b3102//
cadA	b3491//
cadBA	b0223//b3363//
cadC	b2610//
caiCDE	b4018//b2329//b2695//
caiF	b0142//
caiTABCDE	b2063//b3249//b0702//b1188//b0057//b1578//
can	b0872//
carAB	b1627//b1945//
