#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3273//
C0299	b0123//
C0362	b4301//
C0465	b1592//
C0614	b0114//
C0664	b4548//
C0719	b4038//
IS128	b1794//
aaeR	b2473//
aaeXAB	b1542//b2059//b0678//
aas-lplT	b4016//b4314//
aat	b2150//
abgABT-ogt	b2008//b0921//b4173//b2970//
abgR	b0819//
abpAB	b2887//ydbA_1//
abrB	b1742//
accA	b3785//
accBC	yhiS_1//b1487//
accD	b1928//
aceBAK	b0240//b0244//b3557//
aceEF	b1732//b1413//
aceK	b0902//
ackA	b3682//
ackA-pta	b2200//b2330//
acnA	b3034//
acnB	b0853//
acpH	b1347//
acpP	b2436//
acpP-fabF	b3669//b2752//
acpT	b0817//
acrAB	b0031//b4468//
acrB	b1732//
acrD	b2754//
acrEF	b1784//b4016//
acrR	b3041//
acrZ	b1026//
acs-yjcH-actP	b1709//ychE_1//b3824//
actP	b0371//
ada-alkB	b4251//b2255//
add	b4019//
adeD	b3928//
adeP	b3738//
adeQ	b1634//
adhE	b4134//
adhP	b4027//
adiA	b1705//
adiC	b2222//
adiY	b2580//
adk	b4085//
aegA	b1840//
aer	b3918//
aes	b3025//
agaR	b2982//
agaS-kbaY-agaBCDI	b3949//b3562//b2461//b2662//b3797//b4291//
agp	b3596//
agrA	b1108//
agrB	b2637//
ahpCF	b3882//b3614//
ahpF	b4419//
ahr	b2570//
aidB	b4105//
ais	b2977//
alaA	b0596//
alaA-yfbR	b3043//b2532//
alaC	b1060//
alaE	b3759//
alaS	b0168//
alaWX	b0261//b2210//
aldA	b0958//
aldB	b2945//
alkA	b4256//
alkB	b3712//
allA	b3051//
allDCE	b0655//b2310//b0430//
allR	b2395//
allS	b2241//
alpA	b2374//
alr	b3457//
alsBACE	b3027//b3072//b2419//b0280//
alsK	b3599//
alx	b1887//
amiA-hemF	b0955//b0856//
amiC	b3495//
amn	molR_2//
ampC	b4455//
ampDE	b4102//b3626//
ampG	b4339//
ampH	b0711//
amyA	b2533//
anmK	b3480//
ansA-pncA	b3491//b0464//
ansB	b0052//
ansP	b0526//
apaGH	b2208//b2349//
aphA	yjgX_3//
appA	b4328//
appCBXA	b0282//b3271//b0660//b1094//
appY	b0437//
apt	b4052//
aqpZ	b0904//
araBAD	b3060//b1379//b4200//
araC	b3509//
araE	b1574//
araE-ygeA	b4548//b0172//
araFGH	b0891//b0692//b1760//
araJ	b4527//
arcA	b3079//
arcB	b0490//
arcZ	b0807//
arfA	b0040//
argA	b3054//
argCBH	b4255//b1921//b3973//
argD	b0074//
argE	b1680//
argF	b4031//
argG	b3205//
argI	b3126//
argO	b1762//
argP	b1783//
argQ	b3495//
argR	b2175//
argS	yegZ//
argT-hisJQMP	b1443//b3404//b0584//b0849//b0021//
argU	b3528//
argW	yifN//
argX-hisR-leuT-proM	b0879//b0132//b4238//b2452//
