#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2670//
C0299	b4049//
C0362	b3407//
C0465	b0692//
C0614	b2477//
C0664	b3600//
C0719	b4434//
IS128	b1973//
aaeR	b0263//
aaeXAB	b4256//b1582//b1574//
aas-lplT	b2348//b3967//
aat	b2712//
abgABT-ogt	b1551//b2008//b0117//b1244//
abgR	b2798//
abpAB	b2946//b3476//
abrB	b1772//
accA	b4040//
accBC	b4412//b1197//
accD	b2876//
aceBAK	b3363//b3733//b2507//
aceEF	b1210//b1138//
aceK	b1440//
ackA	b1880//
ackA-pta	b1091//b0210//
acnA	b2741//
acnB	b3429//
acpH	b3047//
acpP	b2395//
acpP-fabF	b0555//b1179//
acpT	b0740//
acrAB	b3874//b1572//
acrB	sroG//
acrD	b1767//
acrEF	b0508//b2004//
acrR	b4378//
acrZ	b1369//
acs-yjcH-actP	b4308//b4345//b0649//
actP	b2129//
ada-alkB	b4205//b3867//
add	b0463//
adeD	b2902//
adeP	b3006//
adeQ	b4454//
adhE	b2798//
adhP	b1745//
adiA	b3492//
adiC	b3511//
adiY	b1739//
adk	b0736//
aegA	yghE//
aer	b0498//
aes	b2347//
agaR	b4609//
agaS-kbaY-agaBCDI	b1312//b0933//b0984//b0942//b2475//b0104//
agp	b1188//
agrA	b3703//
agrB	b2748//
ahpCF	b3968//b4414//
ahpF	b1829//
ahr	b0045//
aidB	b1061//
ais	b2046//
alaA	b1136//
alaA-yfbR	b4380//b1180//
alaC	b1218//
alaE	b2200//
alaS	b1539//
alaWX	b3707//b1556//
aldA	b3868//
aldB	b1058//
alkA	b4471//
alkB	b0057//
allA	b2810//
allDCE	b1530//b0744//b0416//
allR	b3453//
allS	b2997//
alpA	b0798//
alr	b1214//
alsBACE	b3986//b1480//b0862//b0092//
alsK	b2071//
alx	b0929//
amiA-hemF	b0416//b3048//
amiC	b2989//
amn	b2514//
ampC	b1811//
ampDE	b4144//b2452//
ampG	b0999//
ampH	b1604//
amyA	b1990//
anmK	b1077//
ansA-pncA	b3392//b1429//
ansB	b2557//
ansP	b3213//
apaGH	b4320//b2919//
aphA	b4083//
appA	b0599//
appCBXA	b2274//b4071//b0470//b3171//
appY	b2987//
apt	sdsN//
aqpZ	b2036//
araBAD	b4443//b4469//b0615//
araC	b0662//
araE	b2542//
araE-ygeA	b2823//b3759//
araFGH	b3460//b3772//b4419//
araJ	b1759//
arcA	b0369//
arcB	b0945//
arcZ	b0898//
arfA	b2059//
argA	b1044//
argCBH	b4463//b2376//b0520//
argD	b3233//
argE	b4025//
argF	b4224//
argG	b4049//
argI	b4273//
argO	ecpC//
argP	b0022//
argQ	b0740//
argR	b1762//
argS	b2108//
argT-hisJQMP	b3847//b3761//b0055//b2269//b0908//
argU	b3258//
argW	b1663//
argX-hisR-leuT-proM	b2455//b4213//b1865//b0705//
ariR	b4440//
arnBCADTEF	b2788//b2079//b1916//b0995//b2221//b1904//b3335//
aroF-tyrA	b3279//b2902//
aroG	b0162//
aroH	b3782//
aroKB-damX-dam-rpe-gph-trpS	b1623//b4501//b0619//b1142//b0618//b3530//b3057//
aroL-yaiA-aroM	b0432//b0820//b3012//
aroP	b3861//
arpA	b3199//
arpB_1B_2	b3302//b2437//
arrS	b0773//
arsRBC	b2239//b4596//b4509//
artJ	b1267//
artPIQM	b1159//b2687//b2991//b1877//
ascB	b0788//
ascFB	b2857//b4263//
ascG	b2446//
asd	b1250//
aslA	b0795//
aslB	b3470//
asmA	b0986//
asnA	b2327//
asnB	b0716//
asnC	b1121//
asnC-mioC	b2886//yrhC//
asnC-mioC-mnmG	msrP//b1324//b3566//
asnS	b0763//
asnT	b1596//
asnU	b1145//
asnV	b3131//
asnW	b0327//
aspA	b2234//
aspA-dcuA	b3288//b1079//
aspC	b3180//
aspS	b3329//
aspT	b3466//
aspU	b1575//
aspV	b2193//
asr	b1397//
astCADBE	b1118//b4083//b1967//b0107//b2913//
atl	b0726//
atoDAEB	b0732//b2699//b3182//b2701//
atoSC	b1680//b3580//
atpBEFHAGDC	b2966//b2758//b0268//b2528//b4015//b3745//b0054//b3680//
atpIBEFHAGDC	b2756//b0377//b0005//b3023//b1151//b2167//b1785//b0428//b1957//
avtA	b2779//
azoR	b2326//
azuC	b1783//
bacA	b0471//
baeSR	b1981//b0207//
bamA	b1640//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b2465//b4063//b1868//b4374//b1211//b1813//b2195//b0733//
bamB-der	b0710//b4096//
bamC	b4322//
bamD	b3899//
bamE	b3909//
barA	b3871//
basRS	b4076//b1412//
bax	b1888//
bcp	b4086//
bcr	b0713//
bcsABZC	b1402//b4196//b2207//b0986//
bcsBZ	b2342//b2327//
bcsEFG	b4264//b0830//b2646//
bcsQ	b0463//
bdcA	b2862//
bdcR	b1408//
bdm-sra	b2635//b0990//
bepA-yfgD	b2733//b2016//
betIBA	b4038//b2380//b2707//
betT	b0042//
bfd-bfr	b3351//b4224//
bglA	b2052//
bglG	b1339//
bglGFB	yjiV//b1927//b2458//
bglH-yieLK	b3980//b1741//b4401//
bglX	b1733//
bhsA	b2777//
bioA	b0013//
bioBFCD	b0023//b0861//b0999//b3594//
bioH	b2435//
bipA	b4445//
bisC	b3507//
blc	b0219//
blr	b1680//
bluF	b0896//
bluR	b4014//
bolA	b4085//
borD	b1585//
brnQ-proY	b2682//b0990//
bsmA	b0029//
bssR	b2273//
bssS	b0484//
btuB-murI	b3650//b2690//
btuCED	b3792//b1537//b3216//
cadA	b2691//
cadBA	b4535//b0242//
cadC	b3167//
caiCDE	b2861//b0262//b3300//
caiF	b3300//
caiTABCDE	b1189//b1334//b4321//b0957//b2260//b4471//
can	b0969//
carAB	b1206//b1530//
carB	b3483//
cas2	b0787//
cas3	b2565//
casABCDE12	b2813//b1847//b3702//b4038//b0951//b3606//b4393//
casDE12	b3520//b3894//b3653//b1066//
cbl	b1674//
cbpAM	b4055//b3551//
cbrA	b3428//
cbrB	b3882//
cbrBC	b0601//b1574//
cbrC	b1351//
ccmABCDEFGH	b3721//b2096//b1228//b3338//b0944//b1116//b1168//b1394//
cdaR	b2807//
cdd	b0233//
cdgI	b0339//
cdh	b1647//
cdsA	b2161//
cecR-ybhGFSR	b3587//b2752//b2668//b3945//b1623//
cedA	b2972//
cfa	b3074//
chaA	b1725//
chaBC	b0234//b3512//
chaC	b1784//
chbBCARFG	b2702//b1064//b0371//b0099//b3727//b1447//
chiA	b1312//
chiP-ybfN	b1247//b2518//
chiX	b2599//
cho	b1622//
chpSB	b0985//b2066//
cirA	b0277//
citCDEFXG	b1829//b0372//msrP//b3322//b3305//b3002//
citT	b2377//
clcA	b1752//
clcB	b0768//
clpA	b2230//
clpB	sdsN//
clpPX	b2279//b4427//
clpS	b1754//
clpX-lon	b1280//b0610//
clsA-yciU	b2015//b0491//
clsC	b2968//
cmk-rpsA	b0586//b4479//
cmoM-mukFEB	b2697//b0479//b0964//b4382//
cmtBA-yggPFDC	b2332//b4065//b1911//b2594//b2623//b3474//
cnu	b3538//
coaA	insEF-4//
coaE-zapD-yacG	b2660//b4040//b2511//
cobUST	b1489//b3166//b1129//
codBA	yjgX_1//b2968//
cof	b4457//
comR	b3505//
copA	b1199//
corA	b2035//
cpdB	b3619//
cpxPQ	b0636//b1685//
cpxRA	b0315//b3892//
cra	b0882//
crcB	b3412//
creABC	b1675//b4139//b1324//
creABCD	b1923//b1882//b4501//b2331//
creD	b3741//
crfC-yjcZ	yedS_2//sraA//
crl	b1686//
crp	b3949//
crr	b3495//
csdAE	b0438//b0114//
csgBAC	b1675//b3069//b2077//
csgC	b2726//
csgDEFG	b4059//b3288//b3382//b1612//
csiD-lhgO-gabDTP	b4467//b4240//b2324//b0477//b0858//
csiE	b1338//
csiR	b0900//
cspA	b4545//
cspB	b4006//
cspD	b0602//
cspE	b2558//
cspF	b4010//
cspG	b1374//
cspH	yedS_3//
cspI	b2971//
csrA	b0841//
csrB	b1009//
csrC	b1608//
csrD	b0574//
cstA	b0882//
cueO	b1119//
cueR	b2242//
curA	b2497//
cusCFBA	b4698//b2531//b2028//b3280//
cusRS	b2770//b0385//
cutA	b2385//
cvpA-purF-ubiX	b3316//b2849//b1785//
cvrA	b0811//
cyaA	b2099//
cyaR	b3766//
cyaY	b2042//
cybB	b3407//
cybC	b3032//
cycA	b4515//
cydAB	b4447//mltG//
cydDC	b4592//b2288//
cydX-ybgE	b0711//b0758//
cynR	b3658//
cynTS	b0160//b3417//
cynTSX	b0154//b1349//b1382//
cyoABCDE	b1591//b3397//b0237//b3263//b3480//
cysB	b3855//
cysDNC	b2421//b0802//b4230//
cysE	b3825//
cysG	b1682//
cysH	b3398//
cysJIH	b3210//b4060//b2981//
cysK	b1434//
cysPUWAM	b1945//b2892//b3020//b3755//b2578//
cysQ	b3218//
cysS	b0902//
cysZ	b4358//
cytR	b4436//
dacA	b1079//
dacB	b3121//
dacC	b3724//
dacD	b2157//
dadAX	b2123//b1251//
dam-rpe-gph-trpS	b1889//b0929//b0324//b3188//
damX-dam-rpe-gph-trpS	b1908//b3345//b4013//b2607//b4122//
dapA-bamC	b2267//b3656//
dapB	b3061//
dapD	b2481//
dapE-ypfN	b2667//b1906//
dauA	b1032//
dcd	b3092//
dcm-vsr	b3021//b3349//
dcp	b0708//
dcrB	b2077//
dctA	b0840//
dcuA	b1828//
dcuB-fumB	b1137//b1160//
dcuC	b1440//
dcuD	b2038//
dcuR	b1520//
dcuSR	b3099//b1018//
dcyD-tcyLN	b3585//b4258//b1897//
ddlA	b2619//
ddpXABCDF	b1781//b2669//b1795//b2321//b4230//b4428//
deaD	b3165//
decR	b1467//
def-fmt	b3103//b3126//
degP	b0262//
degQ	b3295//
degQS	b4271//b0396//
degS	b0647//
deoABD	b1465//b2158//b0709//
deoBD	ftp//b3209//
deoCABD	b1070//b1042//b0568//IS128//
deoR	b2824//
dfp	b1410//
dgcC	b0266//
dgcE	b0359//
dgcF	b2330//
dgcJ	b0243//
dgcM	b2216//
dgcP	b3774//
dgcQ	b3388//
dgcT	b0131//
dgcZ	b3208//
dgkA	b0156//
dgoRKADT	b1767//b2401//b4217//b2730//b3438//
dgt	b2842//
dhaKLM	b3413//b1830//b2438//
dhaM	b4197//
dhaR	b4510//
diaA	b3648//
dicA	b3592//
dicB-ydfDE-insD-intQ	b4713//b1037//b4284//b0874//b2652//
dicC-ydfXW	b2151//b2143//b4140//
dicF	b3801//
dinB-yafNOP	b2913//b3051//b1486//b0615//
dinD	b1205//
dinG	b3229//
dinI	b3098//
dinJ-yafQ	b1550//b3167//
dinQ	b3596//
djlA	b3765//
dkgA	b4419//
dkgB	b3002//
dksA-gluQ	b0762//b3187//
dld	b0344//
dmlA	b0117//
dmlR	b1491//
dmsABC	b4243//b3282//b0883//
dnaAN-recF	b1372//b2510//b0558//
dnaB	b3304//
dnaK-tpke11-dnaJ	b3678//b1268//b1139//
dnaN-recF	b3643//b0791//
dnaQ	b0078//
dnaTC	b1396//b0072//
dnaTC-yjjA	b3727//b3130//b2984//
dnaX	b2307//
dosCP	b1442//b1869//
dpiBA	b2254//b2082//
dppABCDF	b0504//insCD-1//b3005//b0877//b2553//
dps	b1708//
dsbA	b3804//
dsbB	b0039//
dsbC	b0208//
dsbC-recJ-prfB	b2998//b2010//b0855//
dsbD-yjdC	b1515//b0475//
dsbG	b3987//
dsdA	b0564//
dsdC	b2086//
dsdXA	b1558//b2936//
dsrA	b3819//
dsrB	b2373//
dtpA	b2548//
dtpB	b0270//
dtpC	b3484//
dtpD	b2787//
dusA	b1514//
dusB-fis	b2022//b0652//
dusC	b2951//
dut-slmA	b0095//b1690//
dxr	b3866//
eaeH-insEF-1E-1F-1	b2520//b3567//b3209//b1542//
eamA	b3183//
eamB	b1920//
ebgAC	b4266//b0566//
ebgR	yeeL_1//
ecnAB	b4401//b0746//
ecnB	b2229//
eco	b2831//
ecpA	b0960//
ecpBCDE	b1422//b0097//b2301//b3402//
ecpR	b1093//
eda	b0596//
edd-eda	b4420//b0849//
efeOB	b0008//b3998//
efeU_1U_2	b2786//b4096//
efp	b3090//
elaA	b4182//
elaB	b1603//
elaD	b0108//
elbB-mtgA	b2616//b3964//
elfA	b3423//
elfDCG-ycbUVF	b0473//b1646//b1059//b0248//b2588//b3634//
elyC	b0716//
emrD	b1320//
emrE	b0387//
emrKY	b4475//b1650//
emtA	b4378//
endA	b4022//
eno	b4524//
entCEBAH	b0015//b1839//b1325//b3756//b2242//
entH	b1267//
entS	b2601//
envR	b0827//
envY-ompT	b4413//b3482//
epd-pgk	b4699//b2747//
epd-pgk-fbaA	b0376//b1453//b2080//
epmA	b0268//
epmB	b3877//
eptA	b4101//
eptB	b4381//
eptC	b2659//
erpA	b1698//
esrE	b2816//
essD-rrrD-rzpD	b1975//b0549//b4198//
essQ-ydfR-rrrQ-rzpQ	b2984//b0882//b1085//b0549//
ettA	b2141//
eutBCLKR	b0595//b4119//b4277//b3801//b3239//
eutHA	yeeL_2//b4325//
eutNEJG	b0921//b1540//b1127//b0312//
eutSPQTDM	b1563//b1387//b2791//b1884//cpxQ//b0117//
evgAS	ycgH_1//b3330//
exbBD	b0397//b3845//
exbD	b3727//
exuR	b0040//
exuT	b2827//
fabA	b4553//
fabB	b3210//
fabDG-acpP	b2664//b2067//b4171//
fabF	b1073//
fabG-acpP	b1845//b0650//
fabHDG	b2464//b1015//b4458//
fabI	b3024//
fabR-yijD	b2781//b3143//
fabZ	b0989//
fadBA	b4624//b0033//
fadD-sroD	b1440//b1881//
fadE	b0083//
fadH	b0958//
fadIJ	b4195//b1448//
fadL	b0476//
fadM	b1888//
fadR	b1450//
fbaB	b2953//
fbp	b1458//
fdhD	b0554//
fdhF	b3020//
fdnGHI	b2917//b4190//b4130//
fdoGHI-fdhE	b0561//b1560//b3959//b3856//
fdrA-ylbEF-ybcF	b4245//topAI//b2004//b0957//
feaB	b2411//
feaR	insEF-1//
fecABCDE	b1974//b2988//b2817//b0997//b3527//
fecIR	b1561//b0323//
feoABC	b1676//b3006//b1188//
feoC	b2683//
fepA-entD	b1638//b1139//
fepB	b1449//
fepDGC	b2281//b2614//b3028//
fes-ybdZ-entF-fepE	b2121//b2895//b4324//b4050//
fetAB	b4144//b2914//
ffh	b2747//
ffs	b0195//
fhuACDB	b3578//b0978//b1104//b3594//
fhuE	b0650//
fhuF	b4044//
ficA-fic-pabA	b0844//b3229//b4260//
fieF	b2103//
fimAICDFGH	b2642//b0789//b0020//b1212//b1703//b0861//b1161//
fimB	b0177//
fimE	b0111//
fimZ	b0272//
fiu	b3056//
fixABCX	b3693//b2026//b0841//b3943//
fklB	b0758//
fkpA	b2912//
fldA-uof-fur	b2341//b0329//b4059//
fldB	b2130//
flgAMN	b1575//b0648//b1304//
flgBCDEFGHIJ	b4244//b3909//b3856//b3123//b4025//b0548//b3994//b2823//b1116//
flgKL	b3923//b3297//
flgMN	b2735//b2972//
flhBAE	b1608//b0938//b2567//
flhDC	b0600//b3244//
fliAZ-tcyJ	b1891//ychE_1//b2663//
fliC	b3012//
fliDST	b3554//b0184//b2872//
fliE	tp2//
fliFGHIJK	b4427//b4176//b2915//b1864//b3666//b0122//
fliLMNOPQR	b4704//b4501//b1104//b3530//b4539//b1717//b1512//
flk	b1486//
flu	b1734//
flxA	b4327//
fnr	b0192//
fnrS	b3059//
focA-pflB	b1819//b1869//
folA	b0404//
folB	b1357//
folC-dedD	insAB-4//b0156//
folD-ybcJ	b0474//b2370//
folE-yeiB	b0157//b4027//
folP-glmM	b1526//b2328//
folX-yfcH	b4174//b4479//
fpr	b4451//
frc	b1329//
frdABCD	b0745//b0627//insEF-4//b2124//
fre	b1441//
frlABCDR	b1643//b1847//b0956//b3293//b4197//
frmRAB	b3469//b0327//b0233//
frr	b0368//
frsA	b3256//
fruBKA	b3908//b4553//b3698//
frvABXR	b1321//b0975//b4206//b1510//
frwCB	b3308//b1619//
frwD	b1073//
fryBC-ypdFE-fryA	b3805//b1531//b1171//b3509//b2629//
fsaA	b3239//
fsr	b2631//
ftnA	b2451//
ftnB	b2855//
ftp	b4536//
ftsAZ	b0946//b1527//
ftsB	b3629//
ftsK	b4146//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	b2109//b4281//b0605//b3090//b3080//b3482//b4662//b4537//b2649//b2921//b3753//b3092//b3361//b3453//
ftsP	b3175//
ftsQ	b3804//
ftsQAZ	b2754//b2146//b3280//
ftsYEX	b0148//b1812//prfH//
ftsZ	b2836//
