#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2857//
C0299	b1783//
C0362	b2813//
C0465	b1529//
C0614	b1458//
C0664	b0657//
C0719	b3347//
IS128	b1253//
aaeR	b1407//
aaeXAB	b2042//b0615//b3389//
aas-lplT	b1078//b0699//
aat	b0956//
abgABT-ogt	b3898//b2452//b0352//b1955//
abgR	b3700//
abpAB	b3355//b1789//
abrB	b1016//
accA	b2882//
accBC	b2418//b0598//
accD	b0488//
aceBAK	b2962//b0918//b2286//
aceEF	b0253//b1865//
aceK	b3620//
ackA	b0120//
ackA-pta	b0380//b3986//
acnA	b3699//
acnB	b3421//
acpH	b1395//
acpP	b0989//
acpP-fabF	b2546//b0967//
acpT	b0587//
acrAB	b2112//b0666//
acrB	b2414//
acrD	b0637//
acrEF	b1690//b0305//
acrR	b4096//
acrZ	b2868//
acs-yjcH-actP	b3936//b1675//b1868//
actP	b1018//
ada-alkB	b2945//b3811//
add	b2362//
adeD	b2106//
adeP	b4224//
adeQ	b0685//
adhE	b0994//
adhP	b3099//
adiA	gpr//
adiC	b0109//
adiY	b3778//
adk	b3710//
aegA	b3698//
aer	b0028//
aes	b1493//
agaR	b2795//
agaS-kbaY-agaBCDI	b3883//b2165//b3609//b4128//b2680//insB-7_1//
agp	b4252//
agrA	b2743//
agrB	b0076//
ahpCF	b2661//b4334//
ahpF	b2211//
ahr	b0304//
aidB	b1605//
ais	b1232//
alaA	b4367//
alaA-yfbR	b2067//b1651//
alaC	b3315//
alaE	b0598//
alaS	b4577//
alaWX	b1116//b0504//
aldA	b0666//
aldB	insAB-3//
alkA	b0967//
alkB	b0139//
allA	tfaS//
allDCE	b1626//b3997//b3792//
allR	b2641//
allS	b2427//
alpA	b2883//
alr	b4287//
alsBACE	b2866//b0937//b2426//b1900//
alsK	b4455//
alx	b3542//
amiA-hemF	b0736//b0259//
amiC	b2280//
amn	b2888//
ampC	b3643//
ampDE	yrhC//b1175//
ampG	b2469//
ampH	b4328//
amyA	b2177//
anmK	b3614//
ansA-pncA	b2384//b2752//
ansB	b0254//
ansP	b4190//
apaGH	b4011//b1699//
aphA	b2356//
appA	b0988//
appCBXA	b3579//b2963//b1492//b3294//
appY	b1055//
apt	b2667//
aqpZ	b1556//
araBAD	b0210//b1449//b3451//
araC	b1072//
araE	b3824//
araE-ygeA	b3055//b1331//
araFGH	b3663//b0243//b0183//
araJ	b2265//
arcA	b4430//
arcB	b0480//
arcZ	b0283//
arfA	b1744//
argA	b1792//
argCBH	b3221//b0312//b1121//
argD	b0800//
argE	b1655//
argF	b1923//
argG	b3145//
argI	b2662//
argO	b1454//
argP	b3534//
argQ	b2253//
argR	b2043//
argS	b2331//
argT-hisJQMP	b1724//b4338//b3106//b2873//b3365//
argU	b3340//
argW	b4043//
argX-hisR-leuT-proM	b1904//b1487//b3915//b1676//
ariR	b2017//
arnBCADTEF	b2770//b1149//b0783//b1408//b1348//b2545//b1756//
aroF-tyrA	b2005//b1124//
aroG	b0540//
aroH	b0248//
aroKB-damX-dam-rpe-gph-trpS	b1554//b4713//b3243//b0763//b1423//b2798//b0420//
aroL-yaiA-aroM	b3301//b3509//b0744//
aroP	b4546//
arpA	b1679//
arpB_1B_2	b1014//b3871//
arrS	b4595//
arsRBC	b3389//b1501//b2559//
artJ	b2682//
artPIQM	b1146//b3017//b0146//b2119//
ascB	b4215//
ascFB	b2793//b0327//
ascG	b4019//
asd	b3209//
aslA	b0207//
aslB	b4542//
asmA	b2907//
asnA	b1576//
asnB	b0012//
asnC	b2505//
asnC-mioC	b4227//b2929//
asnC-mioC-mnmG	b4402//b4595//b1643//
asnS	b1891//
asnT	b0133//
asnU	b1036//
asnV	b0599//
asnW	b1221//
aspA	b4084//
aspA-dcuA	b2543//b3735//
aspC	b2489//
aspS	b4264//
aspT	b3163//
aspU	b0070//
aspV	b0030//
asr	b0694//
astCADBE	b1226//b3756//b0420//b0457//b3812//
atl	b2236//
atoDAEB	b2789//b2432//b1065//b2764//
atoSC	rhsE//b3216//
atpBEFHAGDC	b2777//b3663//b1500//b1755//b3627//b2813//b3673//b0387//
atpIBEFHAGDC	b0440//b3853//b4208//b3454//b0186//b0005//b2776//b2668//b3919//
avtA	b0495//
azoR	b0071//
azuC	b3513//
bacA	b1819//
