#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2640//
C0299	b0825//
C0362	b0353//
C0465	b3342//
C0614	b2588//
C0664	b4162//
C0719	b1868//
IS128	b2021//
aaeR	b2558//
aaeXAB	b0939//b2975//b1812//
aas-lplT	b4423//b0811//
aat	b2079//
abgABT-ogt	b0444//b1144//b0949//b2968//
abgR	b3917//
abpAB	b2808//b3126//
abrB	b2554//
accA	b1624//
accBC	b0542//b0601//
accD	b4094//
aceBAK	b3200//b3873//b0027//
aceEF	lfhA//b0955//
aceK	b0989//
ackA	b2112//
ackA-pta	b3992//b0129//
acnA	b3891//
acnB	b0888//
acpH	b3019//
acpP	ilvG_2//
acpP-fabF	b4267//b0728//
acpT	b0023//
acrAB	b2504//b2338//
acrB	b1503//
acrD	b0678//
acrEF	b2632//b2503//
acrR	b1198//
acrZ	b3716//
acs-yjcH-actP	b1917//b4098//b0788//
actP	b0565//
ada-alkB	b4235//b2395//
add	b2723//
adeD	b3583//
adeP	b0776//
adeQ	sroC//
adhE	b2374//
adhP	b0848//
adiA	b4431//
adiC	b1697//
adiY	b3299//
adk	b2072//
aegA	b0581//
aer	b3586//
aes	b3698//
agaR	b4358//
agaS-kbaY-agaBCDI	b1200//b1400//b4528//b3551//b0768//b2097//
agp	b0152//
agrA	b2206//
agrB	b0339//
ahpCF	b0623//b3137//
ahpF	b3457//
ahr	b3300//
aidB	b4478//
ais	b2189//
alaA	b2684//
alaA-yfbR	b3355//b1249//
alaC	b4053//
alaE	b2948//
alaS	b3785//
alaWX	b3099//b3218//
aldA	b1510//
aldB	b0821//
alkA	C0362//
alkB	b2943//
allA	b2489//
allDCE	b1293//b4324//b3432//
allR	b3513//
allS	b0147//
alpA	b0616//
alr	b1586//
alsBACE	b2956//b0732//b1387//b2979//
alsK	b2033//
alx	icdC//
amiA-hemF	b3295//b0561//
amiC	b2748//
amn	b4468//
ampC	b3734//
ampDE	b2206//b1452//
ampG	b2909//
ampH	b4176//
amyA	b0268//
anmK	b2598//
ansA-pncA	b2254//b0517//
ansB	b3133//
ansP	b3952//
apaGH	b0803//b4437//
aphA	b4009//
appA	b1270//
appCBXA	b1713//b0614//b1424//b2184//
appY	b3604//
apt	b4381//
aqpZ	b2820//
araBAD	b2095//b0735//b2989//
araC	b2558//
araE	b0802//
araE-ygeA	b3584//b1391//
araFGH	b4418//b0189//b1513//
araJ	b4140//
arcA	b1026//
arcB	b2352//
arcZ	b1313//
arfA	b4323//
argA	b1315//
argCBH	b1386//b1568//b1386//
argD	b1257//
argE	b0206//
argF	b4403//
argG	b3755//
argI	b3110//
argO	b0777//
argP	b0536//
argQ	maoP//
argR	b2559//
argS	b2694//
argT-hisJQMP	b3310//b2892//b4707//b4432//b1502//
argU	b0243//
argW	b0672//
argX-hisR-leuT-proM	b2215//b0372//b2864//b3516//
ariR	b3191//
arnBCADTEF	b0096//insEF-1//b1795//b0884//b3721//b2797//b3533//
aroF-tyrA	b2131//b2552//
aroG	b1570//
aroH	b0771//
aroKB-damX-dam-rpe-gph-trpS	b2576//b2144//b4094//b0360//b1184//b1125//b4150//
aroL-yaiA-aroM	b2927//b3632//b1068//
aroP	b1480//
arpA	b2075//
arpB_1B_2	b0328//b2955//
arrS	b0791//
arsRBC	b1483//b3944//b0075//
artJ	b3302//
artPIQM	b4546//gpr//b0832//b0204//
