#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3540//
C0299	b1476//
C0362	b1441//
C0465	b0920//
C0614	b1681//
C0664	b1845//
C0719	b3337//
IS128	b3946//
aaeR	b2811//
aaeXAB	b1611//b0158//b1118//
aas-lplT	b3009//b4076//
aat	b3997//
abgABT-ogt	b1524//b2306//micL//b1852//
abgR	b2103//
abpAB	b1220//b4483//
abrB	b3442//
accA	b3133//
accBC	b3142//b1140//
accD	b2959//
aceBAK	b3106//b2075//b3120//
aceEF	b3724//b4029//
aceK	b1706//
ackA	b1160//
ackA-pta	b3175//insAB-2//
acnA	b2916//
acnB	b1213//
acpH	ykiB//
acpP	b3826//
acpP-fabF	b4475//b2114//
acpT	b2797//
acrAB	b1453//b1821//
acrB	b2239//
acrD	b3713//
acrEF	b3544//b3967//
acrR	b3189//
acrZ	b2438//
acs-yjcH-actP	b3019//b1341//b4435//
actP	b2752//
ada-alkB	b2131//b2878//
add	b2061//
adeD	b3144//
adeP	b2599//
adeQ	b1077//
adhE	b0264//
adhP	b4011//
adiA	b0495//
adiC	b3049//
adiY	b4453//
adk	b3904//
aegA	b0580//
aer	b1329//
aes	b4290//
agaR	b2145//
agaS-kbaY-agaBCDI	b2521//b3044//b2390//b4035//b3714//b3650//
agp	b4350//
agrA	b2175//
agrB	b1977//
ahpCF	b2023//b0600//
ahpF	b3142//
ahr	b1828//
aidB	b3587//
ais	b0823//
alaA	b3741//
alaA-yfbR	b3783//b2096//
alaC	b2997//
alaE	b0227//
alaS	b3153//
alaWX	b2837//b3267//
aldA	b3352//
aldB	b0450//
alkA	b3176//
alkB	b1740//
allA	b3412//
allDCE	b1807//b4369//b0434//
allR	b2047//
allS	b4127//
alpA	b3490//
alr	b0944//
alsBACE	b4559//b3892//b4285//b0949//
alsK	b0107//
alx	b0083//
amiA-hemF	b1775//b4522//
amiC	b3318//
amn	b0374//
ampC	b3146//
ampDE	b1609//b0360//
ampG	b1098//
ampH	b1550//
amyA	b2431//
anmK	b1460//
ansA-pncA	b4017//b4203//
ansB	b0708//
ansP	b1662//
apaGH	b0848//b2574//
aphA	b1525//
appA	b1615//
appCBXA	b4033//b1841//b2110//b2515//
appY	b1310//
apt	b2907//
aqpZ	b3846//
araBAD	b4616//b3320//b0404//
araC	b2252//
araE	b0118//
araE-ygeA	b3096//b4076//
araFGH	b2730//b2226//b1684//
araJ	b3100//
arcA	b2829//
arcB	b0430//
arcZ	b1440//
arfA	b0084//
argA	b4522//
argCBH	b1291//b1311//b2230//
argD	b1773//
argE	b0434//
argF	b1728//
argG	b1804//
argI	b3650//
argO	b1010//
argP	b2752//
argQ	b1250//
argR	b0252//
argS	b0758//
argT-hisJQMP	b2543//b1710//b1451//b1939//b2512//
argU	b2434//
argW	b2493//
argX-hisR-leuT-proM	b4548//b3832//b1963//b0056//
ariR	b2602//
arnBCADTEF	b0028//b3527//b3052//b1472//insAB-2//b2064//b1369//
aroF-tyrA	b0142//b0848//
aroG	b0359//
aroH	b0095//
aroKB-damX-dam-rpe-gph-trpS	b4501//b2750//b1280//b0148//qorB//b3615//b2273//
aroL-yaiA-aroM	b3632//b0938//b1337//
aroP	b0412//
arpA	b2312//
arpB_1B_2	b2622//b0504//
arrS	b0927//
arsRBC	b3391//b3325//b1763//
artJ	b1209//
artPIQM	b0964//b4132//b3011//b2795//
ascB	b0771//
ascFB	b4444//b3616//
ascG	b0250//
asd	b2859//
aslA	b0601//
aslB	b4313//
asmA	b1410//
asnA	b1122//
asnB	b3563//
asnC	b0127//
asnC-mioC	b2944//b0949//
asnC-mioC-mnmG	b1962//b3106//b1715//
asnS	b0322//
asnT	insAB-3//
asnU	b1139//
asnV	b1523//
asnW	b3321//
aspA	b0681//
aspA-dcuA	b0606//b1849//
aspC	b3416//
aspS	b3877//
aspT	b0779//
aspU	b3628//
aspV	b0744//
asr	b0440//
astCADBE	b0908//b2847//b1850//b3251//C0614//
atl	b3496//
atoDAEB	b3053//b1444//b3599//b2891//
atoSC	b1479//b4361//
atpBEFHAGDC	b3932//b1938//b3799//b0616//b1029//b0025//b0797//b3140//
atpIBEFHAGDC	b4296//b1896//b0666//ygeN//b2217//b3529//b1754//b0809//b0698//
avtA	b4079//
azoR	b1959//
azuC	b0166//
bacA	b1813//
baeSR	b0056//b2585//
bamA	b3063//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1554//b2171//b3903//b4663//b0758//b0182//b0645//b2664//
bamB-der	b0093//b2096//
bamC	b1705//
bamD	b1273//
bamE	b2958//
barA	b2275//
basRS	b4363//b0192//
bax	b3589//
bcp	b0023//
bcr	b1450//
bcsABZC	b3196//b2406//b2504//b0917//
bcsBZ	b4470//b3134//
bcsEFG	b0792//b3908//b1317//
bcsQ	b1844//
bdcA	b4430//
bdcR	b2209//
bdm-sra	b2341//b0946//
bepA-yfgD	b1574//b1602//
betIBA	b1110//b1426//b3409//
betT	b1590//
bfd-bfr	b1462//b2404//
bglA	b3585//
bglG	b2671//
bglGFB	b2340//b2737//b1751//
bglH-yieLK	b3274//b4106//b0578//
bglX	b0409//
bhsA	b0379//
bioA	b2677//
bioBFCD	b4146//b0754//b4453//b2406//
bioH	b2054//
bipA	b4078//
bisC	b3773//
blc	b0125//
blr	b0484//
bluF	b3751//
bluR	b1415//
bolA	b2495//
borD	b3703//
brnQ-proY	b1182//b3963//
bsmA	b0092//
bssR	b2828//
bssS	b2464//
btuB-murI	b4296//b3967//
btuCED	b1860//b1453//sroE//
cadA	b1067//
cadBA	b3265//b3072//
cadC	b0858//
caiCDE	b0929//b0121//b3006//
caiF	b0383//
caiTABCDE	b2881//b4136//b3121//b3594//b1041//b1814//
can	b0077//
carAB	b3612//b1883//
carB	b0738//
cas2	b3449//
cas3	b3409//
casABCDE12	b2231//b0237//b0979//b4439//b1781//b4517//b2647//
casDE12	b2356//b2307//b4136//b2415//
cbl	b0611//
cbpAM	b0642//b3820//
cbrA	b1707//
cbrB	b3578//
cbrBC	b1330//b1502//
cbrC	b1670//
ccmABCDEFGH	b1275//b1205//b4378//b3080//b3105//b2678//b2201//b2843//
cdaR	b2939//
cdd	b0560//
cdgI	b0837//
cdh	b1362//
cdsA	b2770//
cecR-ybhGFSR	b1004//b0766//b1682//b0655//b1589//
cedA	b1519//
cfa	b0088//
chaA	b1594//
chaBC	b0800//b3956//
chaC	IS128//
chbBCARFG	b2082//b1385//b3178//b0342//b3616//b2255//
chiA	b2197//
chiP-ybfN	b4362//b3378//
chiX	b3366//
cho	b3659//
chpSB	b3890//b4437//
cirA	b3988//
citCDEFXG	b4123//b1355//b0253//b2123//yjhE//b3197//
citT	b0004//
clcA	b1488//
clcB	b4280//
clpA	b0616//
clpB	b0373//
clpPX	b2158//b0982//
clpS	b4071//
clpX-lon	b2075//b2026//
clsA-yciU	b1503//b0485//
clsC	b0317//
cmk-rpsA	b2588//b2054//
cmoM-mukFEB	ydbA_2//b2368//b1870//b1649//
cmtBA-yggPFDC	b2873//b2029//b2431//yghE//b2030//ftp//
cnu	b3198//
coaA	b3934//
coaE-zapD-yacG	insX//b2458//b0921//
cobUST	b0374//b4662//b1338//
codBA	b1156//b0820//
cof	b0020//
comR	b2203//
copA	b3081//
corA	b4193//
cpdB	b2808//
cpxPQ	b2196//b0902//
cpxRA	b3290//b1772//
cra	b3455//
crcB	b2335//
creABC	b3936//b1116//b1701//
creABCD	b1572//b2221//b1415//b3910//
creD	b2281//
crfC-yjcZ	b1893//b0316//
crl	b3013//
crp	b2665//
crr	b4469//
csdAE	b3721//b3628//
csgBAC	b4144//b0197//yrhC//
csgC	b0857//
csgDEFG	b2927//b0430//b2375//b2882//
csiD-lhgO-gabDTP	b1445//b4532//b4106//b0238//b4159//
csiE	b1526//
csiR	b3554//
cspA	b0739//
cspB	b2377//
cspD	b4417//
cspE	b2958//
cspF	b0202//
cspG	b2857//
cspH	b0641//
cspI	b3451//
csrA	b0596//
csrB	b0688//
csrC	b2759//
csrD	b0257//
cstA	b4284//
cueO	b4258//
cueR	b3673//
curA	b0918//
cusCFBA	b1482//b1998//b0812//b3734//
cusRS	b0612//b0146//
cutA	b4165//
cvpA-purF-ubiX	b3233//b1321//lfhA//
cvrA	b3924//
cyaA	b3418//
cyaR	b3096//
cyaY	b0938//
cybB	b0565//
cybC	b1407//
cycA	b4454//
cydAB	b3439//b1208//
cydDC	b0607//b1037//
cydX-ybgE	b4106//b3209//
cynR	b3769//
cynTS	b1650//b1640//
cynTSX	b3341//b2897//b0506//
cyoABCDE	b1400//b3356//b2536//b4425//b3866//
cysB	b4033//
cysDNC	b0476//b2733//b1026//
cysE	b0387//
cysG	b1769//
cysH	b3208//
cysJIH	b1154//b3037//b4253//
cysK	b3562//
cysPUWAM	b1526//b2057//b1331//b0733//b3633//
cysQ	b3451//
cysS	topAI//
cysZ	yjiV//
cytR	b1820//
dacA	b0210//
dacB	b0150//
dacC	b2906//
dacD	b2417//
dadAX	b0786//yafF//
dam-rpe-gph-trpS	b4382//b3688//b3561//b2325//
damX-dam-rpe-gph-trpS	b3537//b1211//b3542//b1636//b2951//
dapA-bamC	b0455//b2411//
dapB	b1570//
dapD	b0350//
dapE-ypfN	b3867//b4203//
dauA	b2925//
dcd	b1008//
dcm-vsr	b2071//b3250//
dcp	b3317//
dcrB	b3964//
dctA	b0106//
dcuA	b1438//
dcuB-fumB	b0686//b4075//
dcuC	b3566//
dcuD	b2739//
dcuR	b0915//
dcuSR	b2395//b0588//
dcyD-tcyLN	b3855//yjgX_2//b1786//
ddlA	b2601//
ddpXABCDF	b0705//b1102//b3626//b0270//b2679//b3295//
deaD	b3226//
decR	b3595//
def-fmt	b0540//b2732//
degP	b2196//
degQ	b4225//
degQS	b2445//b3330//
degS	b1664//
deoABD	b2043//b3660//b2383//
deoBD	b0856//b1183//
deoCABD	b2706//b1249//b3588//b4076//
deoR	b2446//
dfp	b3821//
dgcC	b1504//
dgcE	b3102//
dgcF	b3516//
dgcJ	b2403//
dgcM	b3210//
dgcP	b4304//
dgcQ	b1070//
dgcT	b0405//
dgcZ	b3885//
dgkA	b4226//
dgoRKADT	b2481//b1804//b0069//b0872//b1674//
dgt	b3531//
dhaKLM	b3213//b0550//b1200//
dhaM	b3523//
dhaR	b0270//
diaA	b2207//
dicA	b1848//
dicB-ydfDE-insD-intQ	b1539//b1727//b0142//yghX_1//b0572//
dicC-ydfXW	b3052//b3542//b4438//
dicF	b0765//
dinB-yafNOP	b1855//b0980//b3414//b4141//
dinD	b1019//
dinG	b4034//
dinI	b1753//
dinJ-yafQ	b0564//b2259//
dinQ	b1090//
djlA	b2627//
dkgA	b3580//
dkgB	b3131//
dksA-gluQ	b0677//b0514//
dld	b0512//
dmlA	b1072//
dmlR	b4144//
dmsABC	b1255//b2193//b1737//
dnaAN-recF	b0745//b2918//b1382//
dnaB	b0070//
dnaK-tpke11-dnaJ	b2812//b2980//b4287//
dnaN-recF	b0222//b3757//
dnaQ	b4691//
dnaTC	b3847//b2712//
dnaTC-yjjA	b0032//b0616//b2039//
dnaX	b3999//
dosCP	b0240//b2280//
dpiBA	b0817//b1669//
dppABCDF	b0515//b2990//b0687//b0448//b1996//
dps	b0455//
dsbA	b1561//
dsbB	b2264//
dsbC	b3978//
dsbC-recJ-prfB	b2620//b3514//b3427//
dsbD-yjdC	b2318//lfhA//
dsbG	b1852//
dsdA	b0925//
dsdC	b4297//
dsdXA	b0164//b0447//
dsrA	b0089//
dsrB	b2129//
dtpA	b1905//
dtpB	b0659//
dtpC	b2723//
dtpD	b3141//
dusA	b2132//
dusB-fis	b2975//b0914//
dusC	b1580//
dut-slmA	b2630//b2150//
dxr	b0089//
eaeH-insEF-1E-1F-1	b4663//b3339//b2793//b1857//
eamA	b2975//
eamB	b1333//
ebgAC	b1485//b1136//
ebgR	b3209//
ecnAB	b2451//b1849//
ecnB	b3501//
eco	b2260//
ecpA	b2089//
ecpBCDE	b3320//b4073//b0644//b0092//
ecpR	b2178//
eda	b3788//
edd-eda	b1702//b4373//
efeOB	b2481//b1241//
efeU_1U_2	b2846//b3984//
efp	b3888//
elaA	b2462//
elaB	b2627//
elaD	b3384//
elbB-mtgA	b1739//b3287//
elfA	b2747//
elfDCG-ycbUVF	b1011//b3798//b3617//b1915//b2381//b3774//
elyC	b3299//
emrD	b4670//
emrE	b1479//
emrKY	b1596//b3124//
emtA	b3541//
endA	b1751//
eno	b0643//
entCEBAH	insX//b4426//molR_2//b4305//b3491//
entH	b2667//
entS	b3077//
envR	b0781//
envY-ompT	yedN_2//b1511//
epd-pgk	b2341//b3864//
epd-pgk-fbaA	b2393//b0191//b3689//
epmA	b2719//
epmB	b1656//
eptA	b4364//
eptB	b0956//
eptC	b1585//
erpA	b1044//
esrE	b2367//
essD-rrrD-rzpD	b3184//b0085//b1095//
essQ-ydfR-rrrQ-rzpQ	b4106//b0621//b0580//b2986//
ettA	b1267//
eutBCLKR	b4134//b1042//b4515//b4053//b2429//
eutHA	b1668//b4189//
eutNEJG	b2617//b4160//b0899//b1619//
eutSPQTDM	b3807//b0359//b3064//b0875//b1941//b4206//
evgAS	arpB_1//b3842//
exbBD	b4272//b4377//
exbD	b0919//
exuR	b3118//
exuT	b2525//
fabA	b1469//
fabB	b2994//
fabDG-acpP	b3289//b0202//b4303//
fabF	b2276//
fabG-acpP	b3507//b3668//
fabHDG	b2923//b2552//b1172//
fabI	b4147//
fabR-yijD	b0083//b2195//
fabZ	b0595//
fadBA	b3147//b2093//
fadD-sroD	b4316//b1180//
fadE	b3689//
fadH	b3801//
fadIJ	b3456//b3012//
fadL	b1449//
fadM	b0722//
fadR	b4482//
fbaB	b2558//
fbp	b3635//
fdhD	b2455//
fdhF	b0402//
fdnGHI	b1344//b1977//b4105//
fdoGHI-fdhE	b2817//b1246//b0473//b2741//
fdrA-ylbEF-ybcF	b0071//b1160//b4260//b1159//
feaB	b2030//
feaR	b2915//
fecABCDE	b3998//b0695//b0301//b0770//b2418//
fecIR	b1084//b4523//
feoABC	b1395//b3038//b4332//
feoC	b3338//
fepA-entD	b1289//b1765//
fepB	b1468//
fepDGC	b0741//b3962//b1529//
fes-ybdZ-entF-fepE	b3562//ygeN//b2136//b0726//
fetAB	b1077//b3069//
ffh	b3206//
ffs	b0744//
fhuACDB	b0055//b0365//b1462//b1694//
fhuE	b3281//
fhuF	b0500//
ficA-fic-pabA	b3683//b3844//b3993//
fieF	b1421//
fimAICDFGH	b4060//b2330//b2392//b1685//b1383//b1326//b2953//
fimB	b3663//
fimE	b0643//
fimZ	b0930//
fiu	b1445//
fixABCX	b3951//b1689//b3110//yrhA//
fklB	b2518//
fkpA	b4027//
fldA-uof-fur	b0682//b3919//b1646//
fldB	b2269//
flgAMN	b2044//b0913//b3421//
flgBCDEFGHIJ	b0187//b1940//b0712//b3149//b2718//b3770//b0674//b2527//b1033//
flgKL	b1466//b3968//
flgMN	b4452//b3403//
flhBAE	b0955//b1470//b3593//
flhDC	b0192//b2662//
fliAZ-tcyJ	b2751//b4457//b1561//
fliC	b3325//
fliDST	b1585//b2860//b3427//
fliE	b1042//
fliFGHIJK	b1843//b4006//b2507//b0621//b2300//b0525//
fliLMNOPQR	b1567//b1146//b4035//b2793//b2314//b3524//b0565//
flk	b0218//
flu	b3571//
flxA	b3625//
fnr	b4415//
fnrS	b3096//
focA-pflB	b2850//b1161//
folA	maoP//
folB	b0344//
folC-dedD	b0214//b2299//
folD-ybcJ	b2486//b4514//
folE-yeiB	b3469//b4066//
folP-glmM	b0638//b1689//
folX-yfcH	b0239//b0203//
fpr	b2331//
frc	b2296//
frdABCD	b4193//b2536//b3635//b4047//
fre	b2948//
frlABCDR	b4106//b2430//b2430//ychG_2//b0872//
frmRAB	b0743//b1387//b0784//
frr	b3190//
frsA	b3098//
fruBKA	b4437//b4350//b2394//
frvABXR	b2172//b2980//b2234//b2425//
frwCB	b1975//b1165//
frwD	b3852//
fryBC-ypdFE-fryA	b0170//b2744//b1498//b0410//b2632//
fsaA	b2797//
fsr	b0130//
ftnA	b2153//
ftnB	b0216//
ftp	b1487//
ftsAZ	b3005//b2590//
ftsB	b0984//
ftsK	b3363//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	b2190//b1116//b1683//b3700//b3412//ycgH_2//b4446//b1277//b2663//b2433//b0045//b1719//b1032//b4481//
ftsP	b3628//
ftsQ	b0934//
ftsQAZ	b4151//b2541//b1666//
ftsYEX	b2909//b1091//b2288//
ftsZ	b3189//
fucAO	b4402//b4233//
fucPIKUR	b3226//b1181//yjhE//b4099//b3806//
fucR	b3039//
fumA	b3042//
fumAC	b2188//insM//
fumB	b1845//
fumC	b0228//
fur	b0116//
fusA-tufA	b3149//b2329//
fxsA	b3607//
gabDTP	b0873//b0817//b1167//
gadAX	b2220//b0805//
gadBC	b1151//b1675//
gadC	b4299//
gadEF	b0171//b0751//
gadEF-mdtEF	b3769//tp2//b1605//b4087//
gadW	b4277//
gadX	b3352//
gadXW	b2121//b2049//
gadY	b3952//
galE	b1409//
galET	b0715//b3082//
galETK	b3887//b0505//b2700//
galETKM	b1755//b1370//b0368//b0942//
galF	b4714//
galK	b3766//
galP	b1278//
galR	b2017//
galS	b2075//
galU	b3235//
gapA	b4161//
gapA-yeaD	b4217//b1631//
gapC_1C_2	b0016//b0187//
garD	b2285//
garPLRK-rnpB	b3484//b3408//b2274//b1421//pbl//
gatR_1	b0321//
gatR_2	b3274//
gatYZABCD	b4077//b1911//b2489//b0432//b2255//b0050//
gatZABCD	b3868//b2694//b2089//b0138//b1801//
gcd	b4553//
gcl-hyi-glxR-ybbW-allB-ybbY-glxK	b0071//b4071//b3266//b3546//b3181//b2625//b1336//
gcvA	b2819//
gcvB	b0037//
gcvP	b4244//
gcvR	b2340//
gcvTHP	b2510//b2831//b4255//
gdhA	b2652//
gfcA	b3154//
gfcBCD	b3717//b4314//b1141//
gfcE-etp-etk	b2811//b3925//b3484//
ggt	b1175//
ghoST	b1621//ychE_2//
ghrA	b4209//
ghrB	b1594//
ghxP	b3808//
glcBA	b3215//b3478//
glcC	b0610//
glcDEFGBA	b2218//b3311//b4506//b3494//b0675//b0781//
glf-wbbH	b0174//b1715//
glgAP	b1718//b1499//
glgBXCAP	b0315//b1998//b3136//b4005//b2872//
glgCAP	b1989//b2164//b3390//
glgS	b2790//
glk	b1583//
glmUS	b2157//b1849//
glmY	b2396//
glmZ	b2133//
glnA	b2512//
glnALG	b4053//b1484//b2275//
glnB	b3035//
glnD	ychG_1//
glnHPQ	b3346//b2041//b3352//
glnK-amtB	b2935//b3224//
glnLG	b3146//b0271//
glnQ	b2400//
glnS	b2418//
glnW-metU-glnVX	b2402//yrhC//b4451//b1241//
gloA	b1910//
gloB	b0475//
glpABC	b2063//b2364//b3260//
glpD	b1702//
glpEGR	b4114//b4513//b1279//
glpFKX	b0279//b1626//b1525//
glpGR	b2514//b2955//
glpR	b1627//
glpTQ	b2802//b2281//
glrK	b0898//
glrR	b1820//
glrR-glnB	b0176//b1090//
gltA	b4124//
gltBDF	b3269//b1015//b0078//
gltI-sroC-gltJKL	b0590//b0611//b3631//b0159//b0511//
gltP	b1057//
gltS	b2195//
gltX	b2704//
glvCBG-ysdC	b3281//b4260//b3418//b3140//
glxK	b1075//
glyA	b4081//
glyQS	b1427//b1878//
glyU	b0102//
glyVXY	b0175//b0482//b3902//
glyW-cysT-leuZ-3'ETS<sup><i>leuZ</i></sup>	b2365//b1419//b3987//b3196//
gmhB	b1460//
gmk	b2027//
gnd	b3663//
gnsB	b4375//
gntK	b4394//
gntKU	b0237//b3192//
gntP	b2118//
gntR	b0550//
gntRKU	b1794//b4074//b4670//
gntT	b3098//
gntU	b1868//
gntX-nfuA	b2492//b0739//
gor	b0303//
gpmA	b2736//
gpmM-envC-yibQ	b3921//b1861//C0299//
gpp	b0666//
gpr	b3794//
gpt	b3349//
grcA	b3186//
greA	ydbA_1//
greB	b1252//
groL	b1026//
groSL	b1539//b1510//
grpE	b0358//
grxA	b1113//
grxB	b0428//
grxC	b2796//
grxD	b4013//
gshA	b3334//
gsk	b3631//
gspAB	b2666//b0682//
gspCDEFGHIJKLMO	b2034//b0790//b2825//b4603//b3670//b0018//b3761//b3361//b3190//b1012//b2934//b3184//
gss	b2057//
gstA	b4135//
gstB	b2192//
guaBA	b3897//b3369//
guaC	sraA//
gudPXD	b1356//b4482//b1879//
gyrA	b1943//
gyrB	b4436//
hcaEFCBD	b3860//b0069//b3639//b4249//b3703//
hcaR	b3050//
hcaT	b2461//
hchA	b0151//
hcp-hcr	b3062//b3981//
hda	b0443//
hdeAB-yhiD	b2153//b1297//b1252//
hdeD	b0384//
hdfR	b3315//
hdhA	b0601//
helD	b1429//
hemA	b0569//
hemA-prfA-prmC	b3540//b0522//b0131//
hemB	b1480//
hemCDXY	b0394//b2091//b2125//b4345//
hemF	b1011//
hemH	b1552//
hemL	b3607//
hemN	b1715//
hflD-purB	b1876//b4009//
hfq-hflXKC	b1302//b1561//b3215//b3998//
hicAB	b2791//b1281//
higBA	b0604//b0813//
hinT-ycfL-lpoB-thiK-nagZ-ycfP	ecpE//b4120//b1173//b1023//b4075//b2052//
hipBA	b4335//b4526//
hisBHAFI	b1632//b1882//b2245//b3119//b3271//
hisJQMP	b4012//b4473//b3177//b1524//
hisL	b0113//
hisLGDCBHAFI	b2125//b4178//b3601//b2697//b2210//b3076//b2632//b1680//b0824//
hisS	b3451//
hlyE	b2998//
hmp	b0402//
hns	b2944//
hofMNOP	b2373//b2781//b1395//b2729//
hofQ	b3567//
hokA	arpB_2//
hokB	ypaA//
hokD	b0425//
hokE	b3648//
holC	b4400//
holC-valS	b1178//b2308//
holD-rimI-yjjG	b0558//b1246//b1705//
holE	b0928//
hpt	b2780//
hrpA	C0664//
hrpB	b2141//
hscBA-fdx-iscX	b0820//b2815//b0115//b0757//
hscC	b2388//
hsdMS	b2482//b0902//
hsdRMS	b0713//insAB-4//b2060//
hslJ	b1572//
hslO	b4395//
hslRO	b4559//b2527//
hslVU	b3804//b3215//
hspQ	b4159//
htgA	b1299//
htpG	b2557//
htpX	b2300//
htrL	b3137//
hupA	b2815//
hupB	b0801//
hyaABCDEF	b2060//b1767//b0138//b3508//b2211//b2837//
hybOABCDEFG	b0717//b0594//b4297//b0741//b4071//b3521//b0962//b1026//
hycABCDEFGHI	b3877//b2819//b3304//b1536//b0253//b0215//b0313//b1683//b3856//
hydN-hypF	b3790//b3977//
hyfABCDEFGHIJR-focB	b0191//b1848//b2195//b0426//b4342//b4035//b1077//b4459//b0757//b4548//b0591//b2834//
hypABCDE	b1492//b0921//b1912//b0799//b2388//
hypABCDE-fhlA	sdsN//b3302//b3474//b0542//b4170//b4181//
hypBCDE	b1062//b2893//b0540//b3358//
hypBCDE-fhlA	b0731//b1682//b1615//b1635//b1957//
hypF	b0511//
hypT	b3776//
hyuA	b0172//
iaaA-gsiABCD	b3189//b4599//b0072//b1860//b0578//
iap	b0516//
ibaG	b0159//
ibaG-murA	b0150//b2034//
ibpAB	b2693//insCD-1//
ibpB	b0648//
icd	b1353//
icdC	b0445//
iclR	b3776//
idi	b4382//
idnDOTR	b3158//b2808//b2584//ilvG_1//
idnK	b3113//
idnR	b0946//
ihfA	b2403//
ihfB	b4224//
ileS-lspA-fkpB-ispH	b1241//b4304//b3357//b3103//
ileX	b3411//
ileY	b0304//
ilvA	b0786//
ilvC	b0421//
ilvEDA	b1567//b3615//b2782//
ilvIH	b0939//b1495//
ilvL	b1205//
ilvLXG_1G_2MEDA	b0388//b3328//b2297//b3681//b3922//b2055//b1991//b0133//
ilvY	b3441//
inaA	b2245//
infA	b2847//
infC	b1825//
infC-rpmI-rplT	b1473//b0868//b0301//
insA-1AB-1B-1	b0617//b0676//b0457//
insA-2AB-2B-2-afuBC	b1559//b3609//b0986//b3990//b2122//
insA-3AB-3B-3	b3720//b4220//b1818//
insA-4AB-4B-4	b1825//b0601//b3856//
insA-5AB-5B-5	b1812//b1789//b0631//
insA-7	b1998//
insB-7_1B-7_2	b4412//b1470//
insC-1CD-1D-1	b1707//b3930//b2686//
insC-2CD-2D-2	b2922//b4673//b3622//
insC-3CD-3D-3	b2826//b1618//b4216//
insC-4CD-4D-4-ygeONM	b0187//b1153//b4203//b0550//b2364//b3300//
insC-5CD-5D-5-yqiGHI	b4447//b0533//b0266//b2574//b4459//b1216//
insC-6CD-6D-6	b1235//b1781//b4301//
insE-2EF-2F-2	b3460//b3862//b1700//
insE-3EF-3F-3	b1376//b2805//b2119//
insE-4EF-4F-4	b2769//b1443//b4544//
insE-5EF-5F-5	b1567//b3456//b1742//
insG	b3657//
insH-1	b1179//
insH-10	b2783//
insH-11	b0144//
insH-2	b1727//
insH-3	b1443//
insH-4	b1329//
insH-5	b1734//
insH-6	b0438//
insH-7	b0444//
insH-8	b1296//
insH-9	b4012//
insI-2	b1368//
insJ	b0658//
insK	b0096//
insL-1	sroD//
insL-2	b4151//
insL-3	b3579//
insMI-3	b0140//b1774//
insN-1I-1O-1	b0764//b4485//b2099//
insN-2	b3721//
insO-2-yjhWV	b3618//b4219//b4509//
intA	b2235//
intB	b3800//
intD	b2007//
intF	b1413//
intG	b2597//
intS	b4141//
intZ	b2544//
iraD	b0265//
iraM	b3923//
iraP	b1717//
iscRSUA	b4398//b1652//b2866//b2375//
