#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2776//
C0299	b1718//
C0362	b4144//
C0465	b4058//
C0614	b2730//
C0664	b0658//
C0719	b4358//
IS128	b2775//
aaeR	b0286//
aaeXAB	b0988//b3542//b1968//
aas-lplT	b0462//b3514//
aat	b3859//
abgABT-ogt	b2461//b3225//b4042//b3744//
abgR	b2124//
abpAB	b0183//b3691//
abrB	b2930//
accA	b4673//
accBC	b4592//b2452//
accD	b4361//
aceBAK	b4170//b1094//b0919//
aceEF	b0433//b0594//
aceK	b2014//
ackA	b3753//
ackA-pta	b3981//b2241//
acnA	b0612//
acnB	b2015//
acpH	b4110//
acpP	b2887//
acpP-fabF	yeeL_1//b3756//
acpT	b3965//
acrAB	b4339//b1710//
acrB	b3460//
acrD	b0426//
acrEF	b4003//b1954//
acrR	b0697//
acrZ	b2430//
acs-yjcH-actP	b3601//b4112//b2809//
actP	b1410//
ada-alkB	b3596//b2700//
add	b2121//
adeD	b3594//
adeP	b4199//
adeQ	b0435//
adhE	b3754//
adhP	b3313//
adiA	b2459//
adiC	b1565//
adiY	b0676//
adk	b0363//
aegA	b3769//
aer	b2626//
aes	b3308//
agaR	b3180//
agaS-kbaY-agaBCDI	b1694//b2424//b2399//b3442//b4597//b2281//
agp	b1790//
agrA	b2958//
agrB	b1938//
ahpCF	b2418//b3151//
ahpF	b0425//
ahr	b3163//
aidB	b0902//
ais	yjgX_2//
alaA	b1777//
alaA-yfbR	b0890//b4705//
alaC	b2864//
alaE	b4618//
alaS	b0698//
alaWX	b0472//b1912//
aldA	b3900//
aldB	b4460//
alkA	b3081//
alkB	b1085//
allA	b0257//
allDCE	b3715//b2299//b0766//
allR	b2156//
allS	b0363//
alpA	b0688//
alr	b1809//
alsBACE	b3549//b2801//qseG//b2165//
alsK	msrQ//
alx	ybeM_2//
amiA-hemF	b1207//b2090//
amiC	b0524//
amn	b4268//
ampC	b0424//
ampDE	b1487//b2222//
ampG	b3135//
ampH	b1756//
amyA	b1216//
anmK	b1449//
ansA-pncA	b2320//b3575//
ansB	b0571//
ansP	b3916//
apaGH	b0223//b0775//
aphA	b0378//
appA	b3240//
appCBXA	b4506//b4396//b1050//b0768//
appY	b0008//
apt	b3134//
aqpZ	b0036//
araBAD	b1220//b1570//b3291//
araC	b3398//
araE	b1878//
araE-ygeA	b1376//b2846//
araFGH	b4188//b0367//b2828//
araJ	b1675//
arcA	b2767//
arcB	b1513//
arcZ	b3990//
arfA	b1153//
argA	b0856//
argCBH	b4536//b3174//b3078//
argD	b2232//
argE	b1448//
argF	b1840//
argG	b1469//
argI	b3412//
argO	b1272//
argP	b1002//
argQ	b4148//
argR	b2125//
argS	b0180//
argT-hisJQMP	b4151//b2432//b0537//b2789//b1973//
argU	b3529//
argW	b4386//
argX-hisR-leuT-proM	b2861//b1037//b1536//b2300//
ariR	b3717//
arnBCADTEF	b0477//b0787//b4075//b0921//b2743//b1821//b3147//
aroF-tyrA	b3462//b3821//
aroG	b0854//
aroH	b3566//
aroKB-damX-dam-rpe-gph-trpS	b3125//b3734//b1948//b2926//b4253//b1192//b2296//
aroL-yaiA-aroM	b0385//b4018//b3972//
aroP	b0080//
arpA	b0124//
arpB_1B_2	b4333//b4340//
arrS	b2786//
arsRBC	insCD-5//b0469//b1575//
artJ	b1361//
artPIQM	b1413//b2208//b0186//b3750//
ascB	b1904//
ascFB	b3612//b0705//
ascG	b2810//
