#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2015//
C0299	b3573//
C0362	b2027//
C0465	b1157//
C0614	b2814//
C0664	b3543//
C0719	b2221//
IS128	b4203//
aaeR	b3942//
aaeXAB	b4232//b4663//b0426//
aas-lplT	b4019//b4104//
aat	b0675//
abgABT-ogt	b3943//b4118//b1206//b3828//
abgR	b4125//
abpAB	b1930//b0927//
abrB	b2446//
accA	b3043//
accBC	insB-7_1//b0516//
accD	b1129//
aceBAK	b2503//b0171//b3235//
aceEF	b1248//b2616//
aceK	b1672//
ackA	b0427//
ackA-pta	yifN//b0780//
acnA	b0078//
acnB	b1444//
acpH	b2274//
acpP	b1811//
acpP-fabF	b3241//b1185//
acpT	b0828//
acrAB	b3881//b4399//
acrB	b1249//
acrD	b3431//
acrEF	b2929//b2852//
acrR	b2179//
acrZ	b2150//
acs-yjcH-actP	b4341//b3759//b3446//
actP	b3232//
ada-alkB	b0716//b3349//
add	b0455//
adeD	gpr//
adeP	b4457//
adeQ	b0947//
adhE	b1397//
adhP	b2405//
adiA	b3733//
adiC	b0971//
adiY	b0702//
adk	b3482//
aegA	b1320//
aer	b4691//
aes	b4337//
agaR	b2632//
agaS-kbaY-agaBCDI	b0636//b3307//b2113//b0164//b1797//b3477//
agp	b2468//
agrA	b4102//
agrB	b1726//
ahpCF	b4426//b3756//
ahpF	b0939//
ahr	b4400//
aidB	b0851//
ais	b1300//
alaA	b4352//
alaA-yfbR	b0163//b3818//
alaC	b1422//
alaE	b2452//
alaS	b1663//
alaWX	b3391//b1382//
aldA	b4069//
aldB	b3801//
alkA	b3586//
alkB	b0414//
allA	b0132//
allDCE	yedS_1//b2004//b2803//
allR	b0351//
allS	b2148//
alpA	b4538//
alr	b3690//
alsBACE	b3536//b1394//b1939//b3808//
alsK	b2453//
alx	b1907//
amiA-hemF	b2378//b0950//
amiC	b2877//
amn	b1784//
ampC	b3559//
ampDE	b0103//b4039//
ampG	b0934//
ampH	b0387//
amyA	b2546//
anmK	b3906//
ansA-pncA	b2104//b2332//
ansB	b3539//
ansP	b3168//
apaGH	b2991//b1121//
aphA	b3535//
appA	b0077//
appCBXA	b3988//b4305//b2284//b1578//
appY	b2302//
apt	b4380//
aqpZ	yjhW//
araBAD	b1831//b2193//b0786//
araC	b1248//
araE	b3886//
araE-ygeA	b0261//b4288//
araFGH	b3209//b0571//ybfG//
araJ	b0754//
arcA	b2812//
arcB	b1455//
arcZ	b1996//
arfA	b2953//
argA	b1767//
argCBH	b0183//b2747//b3471//
argD	sroE//
argE	b1480//
argF	b3818//
argG	b3973//
argI	b2517//
argO	b3392//
argP	b1723//
argQ	b4204//
argR	b4599//
argS	b1284//
argT-hisJQMP	b1413//b1309//b1862//b2244//b3955//
argU	b4439//
argW	b4473//
argX-hisR-leuT-proM	b3985//b1997//b3470//b0062//
ariR	b2557//
arnBCADTEF	b1882//b3874//b2156//b3493//b0779//b3852//b3198//
aroF-tyrA	b0489//b1999//
aroG	b4514//
aroH	b4046//
aroKB-damX-dam-rpe-gph-trpS	b1467//b0029//rhmD//b0061//b4368//b2584//b2839//
aroL-yaiA-aroM	b2484//b1637//b0544//
aroP	b4465//
arpA	b0839//
arpB_1B_2	b2315//sraA//
arrS	b0545//
arsRBC	b0141//b4080//b0324//
artJ	b2096//
artPIQM	b2994//b0244//b0067//b3591//
ascB	b0848//
ascFB	b3347//b1187//
ascG	b1740//
asd	b4376//
aslA	b4199//
aslB	b4239//
asmA	b3612//
asnA	b1559//
asnB	b1237//
asnC	b3339//
asnC-mioC	b1509//b3860//
asnC-mioC-mnmG	b3751//b0124//b4034//
asnS	b0702//
asnT	b1766//
asnU	b0259//
asnV	b3098//
asnW	b1955//
aspA	b3330//
aspA-dcuA	b3497//b0343//
aspC	b3064//
aspS	b3338//
aspT	b1811//
aspU	b0527//
aspV	b3630//
asr	b2134//
astCADBE	b1452//b3965//b1381//b1801//b3884//
atl	b2824//
atoDAEB	b1219//b2577//b0794//b1989//
atoSC	b4446//b1389//
atpBEFHAGDC	b2798//b2856//b1573//b2332//b1246//b0999//b3430//b3680//
atpIBEFHAGDC	b2009//b0280//b4424//b3864//b0964//b2167//b4069//b4547//b1180//
avtA	b0640//
azoR	b1663//
azuC	b2513//
bacA	b3427//
baeSR	b0990//b3320//
bamA	b0298//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1794//b0405//b4514//b3081//b1863//b0173//b3799//b2675//
bamB-der	b2135//b1560//
bamC	b4175//
bamD	b1978//
bamE	b1047//
barA	b0454//
basRS	b4713//b1513//
bax	b0641//
bcp	b4304//
bcr	b1784//
bcsABZC	b3748//b3845//b3946//b3431//
bcsBZ	b4280//ychE_2//
bcsEFG	b4712//b4465//ilvG_1//
bcsQ	b3316//
bdcA	b2129//
bdcR	b4482//
bdm-sra	b1350//b2215//
bepA-yfgD	b2263//b2139//
betIBA	b0871//b1438//b1038//
betT	b0396//
bfd-bfr	b2688//b4084//
bglA	b4358//
bglG	b2022//
bglGFB	b3696//b1555//b4406//
bglH-yieLK	b3421//b4177//b3424//
bglX	yrhA//
bhsA	b3967//
bioA	b0016//
bioBFCD	b2112//b1177//b1769//b3236//
bioH	b0273//
bipA	b3033//
bisC	b2012//
blc	b0217//
blr	b0324//
bluF	b2542//
bluR	b0500//
bolA	b2485//
borD	b1893//
brnQ-proY	b1527//ysdC//
bsmA	b1480//
bssR	b0352//
bssS	b3271//
btuB-murI	b4428//b1426//
btuCED	b4442//b3577//b3521//
cadA	b2597//
cadBA	b1564//b1273//
cadC	b4107//
caiCDE	b4061//b0938//b2855//
caiF	b0049//
caiTABCDE	b3442//b4012//b0694//b1087//b4011//b1747//
can	b3064//
carAB	b2221//b1026//
carB	b1296//
cas2	b1680//
cas3	b3279//
casABCDE12	b0374//b4028//b1989//b3270//b2716//b0516//b3388//
casDE12	b3500//b1392//b1452//b2706//
cbl	b3376//
cbpAM	b0171//b0976//
cbrA	b0628//
cbrB	b4339//
cbrBC	b0833//b4395//
cbrC	b1556//
ccmABCDEFGH	b1434//b3986//b1161//b4208//b2888//b4149//b2702//b4225//
cdaR	b2765//
cdd	b2224//
cdgI	b0340//
cdh	b2575//
cdsA	b0203//
cecR-ybhGFSR	b0246//b2025//b3717//b0777//b1193//
cedA	b2076//
cfa	b1858//
chaA	b0250//
chaBC	b0953//b0368//
chaC	b0810//
chbBCARFG	b3496//b1457//b3156//b4197//b0820//b1476//
chiA	b1719//
chiP-ybfN	b0635//b0288//
chiX	b2961//
cho	b3696//
chpSB	b1763//b0939//
cirA	insB-7_2//
citCDEFXG	b4072//b1670//b3380//b0260//b2263//micL//
citT	b4524//
clcA	b1148//
clcB	b2859//
clpA	b2631//
clpB	b1932//
clpPX	b3399//b3406//
clpS	b0640//
clpX-lon	b0088//insB-7_2//
clsA-yciU	b0402//b2475//
clsC	b0358//
cmk-rpsA	b1176//b4223//
cmoM-mukFEB	b1611//b4315//b0222//b2094//
cmtBA-yggPFDC	b3141//b1193//b2422//b3530//b3294//b4333//
cnu	b0027//
coaA	yncK_2//
coaE-zapD-yacG	tfaS//b4006//b2667//
cobUST	insX//b4425//b3909//
codBA	b0088//b3348//
cof	b2872//
comR	b2007//
copA	b4152//
corA	b1189//
cpdB	b1617//
cpxPQ	b2862//b3181//
cpxRA	b3194//b2765//
cra	b2818//
crcB	b4550//
creABC	b3193//b2096//b2785//
creABCD	b1717//b3539//b2569//b1000//
creD	b3284//
crfC-yjcZ	b1884//b0351//
crl	b2970//
crp	b2803//
crr	b3917//
csdAE	b1890//b0194//
csgBAC	b2905//b1181//b3624//
csgC	b3624//
csgDEFG	b0107//b2618//b4050//b4205//
csiD-lhgO-gabDTP	b2615//b0889//b3215//b0787//b3802//
csiE	b1848//
csiR	b0266//
cspA	b1427//
cspB	b0779//
cspD	b1552//
cspE	b0892//
cspF	b4284//
cspG	b0362//
cspH	b0445//
cspI	b0303//
csrA	b3816//
csrB	b0204//
csrC	b1049//
csrD	insAB-4//
cstA	b3361//
cueO	b1550//
cueR	b0726//
curA	b0141//
cusCFBA	b3078//b2470//b0376//b2710//
cusRS	b0495//b0091//
cutA	b3844//
cvpA-purF-ubiX	b3113//b4262//b0226//
cvrA	b2032//
cyaA	b0136//
cyaR	b3830//
cyaY	b2488//
cybB	b1460//
cybC	b4107//
cycA	b3604//
cydAB	b2195//yjgX_3//
cydDC	insCD-6//b3028//
cydX-ybgE	b1187//b3579//
cynR	b2549//
cynTS	b2795//b3696//
cynTSX	b1879//b1557//b3545//
cyoABCDE	b0925//b0545//b0639//b1307//b2049//
cysB	b4625//
cysDNC	b2707//b1149//b2384//
cysE	b3619//
cysG	b3442//
cysH	b2080//
cysJIH	b3102//b3394//b3842//
cysK	b3736//
cysPUWAM	b1857//b3631//b1512//b3353//b1944//
cysQ	b2445//
cysS	b1939//
cysZ	b0364//
cytR	b0178//
dacA	insB-7_1//
dacB	b2372//
dacC	b3087//
dacD	b1571//
dadAX	b3589//b1799//
dam-rpe-gph-trpS	b0121//b1042//b0239//b3413//
damX-dam-rpe-gph-trpS	b0962//b2319//b4161//b4555//b1154//
dapA-bamC	b4185//b2102//
dapB	molR_3//
dapD	yjhE//
dapE-ypfN	b0788//b2779//
dauA	b3467//
dcd	b1988//
dcm-vsr	b1586//b2511//
dcp	b3202//
dcrB	b3663//
dctA	b2903//
dcuA	b2843//
dcuB-fumB	b3280//b0437//
dcuC	b2466//
dcuD	b1197//
dcuR	b0827//
dcuSR	b3422//b0971//
dcyD-tcyLN	b1870//b4328//b1273//
ddlA	b1750//
ddpXABCDF	b3241//b1132//b3880//b3272//b3739//b2262//
deaD	b1271//
decR	b3197//
def-fmt	b4423//b0425//
degP	b3801//
degQ	b3928//
degQS	b2022//b1945//
degS	b0433//
deoABD	b4669//b0004//b3926//
deoBD	insEF-5//b0135//
deoCABD	b0777//b0921//b3812//b3869//
deoR	b1768//
dfp	b0842//
dgcC	b3188//
dgcE	b3328//
dgcF	b1101//
dgcJ	b2174//
dgcM	b0895//
dgcP	b1673//
dgcQ	b1511//
dgcT	b3720//
dgcZ	yjgX_1//
dgkA	b0337//
dgoRKADT	b2112//b4698//b2480//b3020//b3290//
dgt	b0456//
dhaKLM	b2811//b0567//b2749//
dhaM	b3294//
dhaR	b3543//
diaA	b1299//
dicA	b1833//
dicB-ydfDE-insD-intQ	b2319//b1581//b0517//b3034//b2848//
dicC-ydfXW	b0812//b4187//b3350//
dicF	b3056//
dinB-yafNOP	b3430//b2683//b0833//b1982//
dinD	b1318//
dinG	b0514//
dinI	b2274//
dinJ-yafQ	b3854//b4446//
dinQ	b0007//
djlA	b1803//
dkgA	b3325//
dkgB	b3228//
dksA-gluQ	b0264//b3426//
dld	b1609//
dmlA	b1851//
dmlR	b4162//
dmsABC	b0199//b2674//b3682//
dnaAN-recF	b1950//b0854//b1640//
dnaB	b0052//
dnaK-tpke11-dnaJ	b2720//b0999//b1164//
dnaN-recF	b1691//b3270//
dnaQ	b4172//
dnaTC	b0874//b0544//
dnaTC-yjjA	b0664//b3468//b3451//
dnaX	b2588//
dosCP	b4220//b0227//
dpiBA	b3102//b0791//
dppABCDF	b2546//b0319//b1197//b3557//b1833//
dps	b4394//
dsbA	b3305//
dsbB	b1498//
dsbC	b2282//
dsbC-recJ-prfB	b4104//b0602//b0221//
dsbD-yjdC	b4567//b2817//
dsbG	b3175//
dsdA	b1330//
dsdC	b2482//
dsdXA	b0123//b1137//
dsrA	b3865//
dsrB	b2962//
dtpA	b1963//
dtpB	insB-7_1//
dtpC	b0990//
dtpD	b3150//
dusA	b1896//
dusB-fis	b1372//b3926//
dusC	b0608//
dut-slmA	C0664//b1012//
dxr	b4327//
eaeH-insEF-1E-1F-1	b1172//b0329//b2269//b3189//
eamA	b2828//
eamB	b4290//
ebgAC	b3872//b3473//
ebgR	b1683//
ecnAB	yjhW//b4164//
ecnB	b4065//
eco	b0926//
ecpA	b2366//
ecpBCDE	b0107//b0126//b3953//b3582//
ecpR	b3836//
eda	b3978//
edd-eda	b3939//b2434//
efeOB	b4175//b2879//
efeU_1U_2	b4382//b3754//
efp	b3543//
elaA	b4382//
elaB	b2619//
elaD	b2063//
elbB-mtgA	b0399//b2067//
elfA	insAB-1//
elfDCG-ycbUVF	b3612//b4501//b0600//b4237//b0156//b1342//
elyC	b1389//
emrD	b2455//
emrE	b3658//
emrKY	b3010//b2137//
emtA	b3282//
endA	b2471//
eno	b3027//
entCEBAH	b0453//b3997//b0739//b0527//b3142//
entH	b0776//
entS	b3070//
envR	b0034//
envY-ompT	b2840//rirA//
epd-pgk	b0827//b0242//
epd-pgk-fbaA	b0342//b2687//b0664//
epmA	b4470//
epmB	b3560//
eptA	b2319//
eptB	b3775//
eptC	b2710//
erpA	b2577//
esrE	b3027//
essD-rrrD-rzpD	yfaS_2//b1086//b1457//
essQ-ydfR-rrrQ-rzpQ	b3020//b3639//b0546//b3707//
ettA	b0403//
eutBCLKR	b0772//b2395//b4214//b2897//b1021//
