#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2098//
C0299	b0630//
C0362	b2728//
C0465	b3153//
C0614	b2371//
C0664	b0477//
C0719	b2791//
IS128	b2244//
aaeR	b3468//
aaeXAB	b2797//lfhA//b1916//
aas-lplT	b3876//b1894//
aat	b4334//
abgABT-ogt	b1235//b0781//b3128//b3545//
abgR	b2365//
abpAB	b2899//b3260//
abrB	b0108//
accA	b0398//
accBC	b4203//b2535//
accD	b2213//
aceBAK	b0976//b0125//msrP//
aceEF	b1918//b3610//
aceK	b2187//
ackA	b4153//
ackA-pta	b3516//3'ETS<sup><i>leuZ</i></sup>//
acnA	b3118//
acnB	b1489//
acpH	b0220//
acpP	b0686//
acpP-fabF	b3138//b1454//
acpT	b2444//
acrAB	IS128//b0842//
acrB	b0820//
acrD	b0644//
acrEF	b3633//b3017//
acrR	b3134//
acrZ	b1082//
acs-yjcH-actP	b1596//b0477//b3426//
actP	b0588//
ada-alkB	b3869//b0569//
add	b3986//
adeD	b0908//
adeP	b3449//
adeQ	b2310//
adhE	b3791//
adhP	b2441//
adiA	b3272//
adiC	b0304//
adiY	b4095//
adk	b4273//
aegA	b0094//
aer	b2005//
aes	b2881//
agaR	b1623//
agaS-kbaY-agaBCDI	b4606//b3619//b1096//b1839//insEF-2//b4113//
agp	b4157//
agrA	b1213//
agrB	selU//
ahpCF	b4510//b1565//
ahpF	b2412//
ahr	b0461//
aidB	b2758//
ais	b4382//
alaA	b2549//
alaA-yfbR	b4097//b1912//
alaC	b0740//
alaE	b0954//
alaS	b2646//
alaWX	b2689//b2637//
aldA	b1990//
aldB	b1157//
alkA	b4288//
alkB	b0295//
allA	b3656//
allDCE	b2010//b2144//b1209//
allR	ykiB//
allS	b3402//
alpA	b3687//
alr	b4088//
alsBACE	b2908//b1384//b4246//b1826//
alsK	b0653//
alx	b2376//
amiA-hemF	b2546//b0954//
amiC	msrP//
amn	b0319//
ampC	b1072//
ampDE	b1305//b4023//
ampG	b2873//
ampH	b0008//
amyA	b3164//
anmK	b2260//
ansA-pncA	b2180//b2221//
ansB	b0546//
ansP	b1341//
apaGH	b2730//b3266//
aphA	b3665//
appA	b4048//
appCBXA	b4387//b1878//b3636//b1628//
appY	b1047//
apt	b1018//
aqpZ	b0386//
araBAD	b2167//b3899//b3049//
araC	C0664//
araE	b2315//
araE-ygeA	b2464//ychE_2//
araFGH	b0149//b1744//b0564//
araJ	b2171//
arcA	b4397//
arcB	b2535//
arcZ	b0489//
arfA	b1746//
argA	b1384//
argCBH	b2578//b3413//insEF-5//
argD	b3955//
argE	b3232//
argF	b0015//
argG	b1010//
argI	b3355//
argO	b4176//
argP	b1595//
argQ	b1422//
argR	b4559//
argS	b1712//
argT-hisJQMP	b1489//b4431//b3617//b4516//b3148//
argU	b0346//
argW	b3253//
argX-hisR-leuT-proM	b2474//b4072//b1479//yghX_1//
ariR	b2795//
arnBCADTEF	b0890//b4163//b2646//b1230//b0255//b4112//b3781//
aroF-tyrA	b1256//b2172//
aroG	b2673//
aroH	b1752//
aroKB-damX-dam-rpe-gph-trpS	b3674//b4547//b1513//b0331//b1087//b2763//b4160//
aroL-yaiA-aroM	b0700//b2724//b0763//
aroP	b3249//
arpA	b1037//
arpB_1B_2	b1400//b4266//
arrS	b0672//
arsRBC	b1476//b1684//b2939//
artJ	b1677//
artPIQM	b0543//b2894//b2475//b2729//
ascB	b1059//
ascFB	b0284//b3442//
ascG	b3896//
asd	b1404//
aslA	b2347//
aslB	b3546//
asmA	b2318//
asnA	b0762//
asnB	b0755//
asnC	b2158//
asnC-mioC	b4517//b2174//
asnC-mioC-mnmG	b3152//b4139//b3178//
asnS	b4140//
asnT	b3898//
asnU	b0767//
asnV	b0965//
asnW	b2636//
aspA	b2174//
aspA-dcuA	b2000//b2413//
aspC	b0740//
aspS	b1658//
aspT	b3375//
aspU	b0522//
aspV	b0122//
asr	b1402//
astCADBE	b0131//b1310//b3597//b2874//b0496//
atl	b0834//
