#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0919//
C0299	b2305//
C0362	b0955//
C0465	b3870//
C0614	b1428//
C0664	b2843//
C0719	b0325//
IS128	b3052//
aaeR	b2476//
aaeXAB	b2598//b3302//b2771//
aas-lplT	ybfG//b3864//
aat	b3350//
abgABT-ogt	b4207//b0935//b1919//b3369//
abgR	b4061//
abpAB	b1299//b3428//
abrB	b0661//
accA	b1670//
accBC	b1731//b1231//
accD	b0739//
aceBAK	b3663//b1243//b3092//
aceEF	b2916//b1834//
aceK	b2876//
ackA	b1026//
ackA-pta	b1782//b2774//
acnA	b0166//
acnB	b0779//
acpH	b3632//
acpP	b3769//
acpP-fabF	b0771//b4611//
acpT	ilvG_2//
acrAB	b0412//b3406//
acrB	b1198//
acrD	b1783//
acrEF	b1863//b4559//
acrR	b0284//
acrZ	b3734//
acs-yjcH-actP	b2620//b2814//b2962//
actP	b1956//
ada-alkB	b0576//b4292//
add	b1000//
adeD	b1619//
adeP	b0306//
adeQ	b0800//
adhE	b2068//
adhP	b3787//
adiA	b0832//
adiC	b4321//
adiY	b0130//
adk	b0484//
aegA	b2713//
aer	b0084//
aes	b2334//
agaR	b3965//
agaS-kbaY-agaBCDI	b1829//b1634//b3528//ykiB//b1449//b2701//
agp	b1637//
agrA	b1962//
agrB	b0350//
ahpCF	b4079//b0365//
ahpF	b1356//
ahr	b2262//
aidB	b3014//
ais	b4363//
alaA	b2594//
alaA-yfbR	b3766//b3107//
alaC	b1026//
alaE	b1895//
alaS	b3821//
alaWX	b0088//b1643//
aldA	b1502//
aldB	b3961//
alkA	b1673//
alkB	b2541//
allA	b4197//
allDCE	b2226//b2807//b3034//
allR	b0459//
allS	b3320//
alpA	b3899//
alr	b0891//
alsBACE	b3600//b1546//sroC//b2458//
alsK	b4339//
alx	b3171//
amiA-hemF	b1608//b1984//
amiC	b1445//
amn	b2436//
ampC	b0111//
ampDE	b3115//b4217//
ampG	b2831//
ampH	b3395//
amyA	b1529//
anmK	b2585//
ansA-pncA	b0476//b3899//
ansB	b3989//
ansP	b1462//
apaGH	b0360//b0022//
aphA	b0124//
appA	b1963//
appCBXA	b0171//b1973//b0870//b3526//
appY	b2079//
apt	b0149//
aqpZ	b3184//
araBAD	b1887//b0698//b3519//
araC	b2812//
araE	b4485//
araE-ygeA	b3899//b0094//
araFGH	b3968//b3444//b4420//
araJ	b2563//
arcA	b2743//
arcB	b2404//
arcZ	b3384//
arfA	b1370//
argA	b3534//
argCBH	b2769//b2149//b2148//
argD	b3916//
argE	b0628//
argF	b1897//
argG	b1187//
argI	b0202//
argO	b4412//
argP	b2892//
argQ	b1543//
argR	b0544//
argS	b4259//
argT-hisJQMP	b1917//C0614//b4369//b4315//b4244//
argU	b4133//
argW	b0112//
argX-hisR-leuT-proM	b1234//b0063//b1678//b0514//
ariR	b1785//
arnBCADTEF	b1518//b0362//b0095//b1459//b1798//b4008//ilvG_2//
aroF-tyrA	b2292//b1311//
aroG	b4216//
aroH	molR_1//
aroKB-damX-dam-rpe-gph-trpS	b0814//b2137//b3973//b0966//b2362//b1188//b1679//
aroL-yaiA-aroM	b1706//tfaS//molR_2//
aroP	b0414//
arpA	b3392//
arpB_1B_2	b2242//insEF-5//
arrS	b2786//
arsRBC	b2717//b3398//b0361//
artJ	b0988//
artPIQM	b0299//b4207//b2362//b1151//
ascB	b3729//
ascFB	b2219//b0249//
ascG	b2452//
asd	b2840//
aslA	ychE_1//
aslB	b3047//
asmA	b1104//
asnA	b0776//
asnB	b3385//
asnC	b2498//
asnC-mioC	b4331//b0525//
asnC-mioC-mnmG	b4445//b0623//b0119//
asnS	b2660//
asnT	b4180//
asnU	b4197//
asnV	b1314//
asnW	yeeL_1//
aspA	b0880//
aspA-dcuA	b0109//b3315//
aspC	b3886//
aspS	b3136//
aspT	b0288//
aspU	b3639//
aspV	b0285//
asr	b0240//
astCADBE	b2469//b2428//b0268//b1928//b3192//
atl	b3466//
atoDAEB	b3262//b4501//b3452//b1757//
atoSC	b3754//b4094//
atpBEFHAGDC	b3551//b3466//b2462//b1913//b2694//b2432//b1648//b0699//
atpIBEFHAGDC	b3243//b2079//b2073//b1237//b0574//b2238//b1224//b2832//b1667//
avtA	b1887//
azoR	b1876//
azuC	b2817//
bacA	b4038//
baeSR	b3601//b3163//
bamA	b3632//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b2647//b1118//b0293//b2013//b3644//b1243//b3212//b3549//
bamB-der	b1607//b2476//
bamC	b4524//
bamD	b1596//
bamE	b1331//
barA	b0756//
basRS	b0406//b0231//
bax	b1824//
bcp	b2276//
bcr	sroA//
bcsABZC	b3972//b2520//b2357//b1489//
