#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1015//
C0299	b0221//
C0362	b2663//
C0465	b3051//
C0614	b2605//
C0664	b1288//
C0719	b4388//
IS128	b3541//
aaeR	b0396//
aaeXAB	b4081//sroE//b0071//
aas-lplT	b3490//b2017//
aat	b1266//
abgABT-ogt	b2316//b3941//b1472//b1606//
abgR	b2734//
abpAB	b2652//b4003//
abrB	b0384//
accA	b4354//
accBC	b0349//b1616//
accD	b3482//
aceBAK	b4685//b3539//b1777//
aceEF	b1193//b3827//
aceK	b0928//
ackA	b0482//
ackA-pta	b0296//ynfP//
acnA	b1555//
acnB	b2119//
acpH	b0138//
acpP	b2417//
acpP-fabF	b3334//b0917//
acpT	b2437//
acrAB	b4535//b1288//
acrB	b2392//
acrD	b3871//
acrEF	b2859//b3707//
acrR	ecpE//
acrZ	b0801//
acs-yjcH-actP	b2171//b0877//b1203//
actP	b1218//
ada-alkB	b0586//b4081//
add	b2164//
adeD	b2733//
adeP	b4565//
adeQ	b1890//
adhE	b1958//
adhP	b0080//
adiA	b3797//
adiC	b3630//
adiY	b0925//
adk	b1596//
aegA	b1575//
aer	b2042//
aes	b3331//
agaR	b4081//
agaS-kbaY-agaBCDI	b2330//b1983//yjhE//b0607//b4266//b1315//
agp	b3457//
agrA	b0070//
agrB	b3660//
ahpCF	b1463//b3271//
ahpF	b2601//
ahr	b0715//
aidB	ybfG//
ais	b0589//
alaA	b1730//
alaA-yfbR	b0612//b3177//
alaC	b2771//
alaE	b3258//
alaS	b1628//
alaWX	b0975//b4036//
aldA	b2040//
aldB	yjiV//
alkA	b3936//
alkB	b2886//
allA	b3147//
allDCE	b0103//b2372//b2878//
allR	b1885//
allS	b1828//
alpA	b2888//
alr	b2984//
alsBACE	b0530//b4533//b4253//b3532//
alsK	b2775//
alx	b2002//
amiA-hemF	b4438//b2432//
amiC	b2001//
amn	b3929//
ampC	b2919//
ampDE	b1411//b1301//
ampG	b3099//
ampH	b1813//
amyA	b0643//
anmK	b2979//
ansA-pncA	b4533//b0693//
ansB	b1543//
ansP	b1677//
apaGH	b0643//b2076//
aphA	b3910//
appA	b0210//
appCBXA	b3434//b2176//b2405//b4179//
appY	b2836//
apt	b0016//
