#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b1336//
C0299	b3805//
C0362	b0563//
C0465	b4222//
C0614	b4002//
C0664	b1241//
C0719	b0268//
IS128	b3207//
aaeR	b0216//
aaeXAB	b3731//b2475//b2197//
aas-lplT	b0403//b4118//
aat	b3294//
abgABT-ogt	b4713//b4480//b1611//b2086//
abgR	b1610//
abpAB	b0815//b3172//
abrB	b1298//
accA	b0798//
accBC	b2863//b0182//
accD	b0949//
aceBAK	b0388//b1519//b3691//
aceEF	b0977//b3850//
aceK	b0865//
ackA	b3789//
ackA-pta	b3180//gapC_1//
acnA	b1067//
acnB	b3029//
acpH	b1651//
acpP	b1327//
acpP-fabF	b3333//b4205//
acpT	yedS_1//
acrAB	b3881//b1530//
acrB	b4199//
acrD	b1999//
acrEF	b2587//b1212//
acrR	b3406//
acrZ	b1723//
acs-yjcH-actP	b3063//b0901//b3657//
actP	b4042//
ada-alkB	b0992//b2929//
add	b1778//
adeD	b0057//
adeP	ycgH_2//
adeQ	b0715//
adhE	b1711//
adhP	b1610//
adiA	b0521//
adiC	b0261//
adiY	b4059//
adk	b4208//
aegA	b0160//
aer	b1207//
aes	b3842//
agaR	b3739//
agaS-kbaY-agaBCDI	b1353//b1768//b3793//b1138//b1268//b2952//
agp	b2620//
agrA	b1184//
agrB	b3266//
ahpCF	b1403//b0856//
ahpF	b2415//
ahr	b2106//
aidB	b1085//
ais	b0588//
alaA	b1032//
alaA-yfbR	b3159//prfH//
alaC	b1994//
alaE	b0520//
alaS	b3789//
alaWX	b0177//b0016//
aldA	b0375//
aldB	b0546//
alkA	b1751//
alkB	b2563//
allA	b0410//
allDCE	b3402//b4392//b3223//
allR	b0118//
allS	b4359//
alpA	b3424//
alr	b3425//
alsBACE	b3571//yfaS_2//b4023//b1262//
alsK	b3591//
alx	b2325//
amiA-hemF	b1794//b2294//
amiC	b3044//
amn	b1058//
ampC	b0940//
ampDE	ilvG_2//b4081//
ampG	b4408//
ampH	b0232//
amyA	b0595//
anmK	b0149//
ansA-pncA	b2806//b3407//
ansB	b3886//
ansP	b4157//
apaGH	b0744//b2747//
aphA	b3820//
appA	b4372//
appCBXA	b2197//b3888//b2379//b1923//
appY	b4009//
apt	b2639//
aqpZ	b3850//
araBAD	b1188//b1257//b1043//
araC	b3542//
araE	b0802//
araE-ygeA	b0865//b2941//
araFGH	b4053//b0520//b3437//
araJ	b1707//
arcA	b0444//
arcB	b0818//
arcZ	b4252//
arfA	b1596//
argA	b0362//
argCBH	b2591//b2487//b4199//
argD	b1638//
argE	b0939//
argF	b2264//
argG	b0758//
argI	b1880//
argO	b3616//
argP	b2265//
argQ	b1543//
argR	b4035//
argS	b0350//
argT-hisJQMP	b0881//b4363//b2361//b0164//b4270//
argU	b3129//
argW	b2790//
argX-hisR-leuT-proM	b3704//b4447//b0615//b2362//
ariR	b4277//
arnBCADTEF	b2566//b2940//b2409//b0253//b0673//b3668//b1792//
aroF-tyrA	b1795//b4277//
aroG	b2619//
aroH	b3082//
aroKB-damX-dam-rpe-gph-trpS	b3352//b3652//b4298//b4323//b0178//b3810//b3918//
aroL-yaiA-aroM	b2280//b0602//b3458//
aroP	b1244//
arpA	b1613//
arpB_1B_2	b0593//b4516//
arrS	b3824//
arsRBC	b2526//b3570//b2868//
artJ	b1016//
artPIQM	b4568//b0829//b0091//b3659//
ascB	b1891//
ascFB	b3535//b3904//
ascG	b3074//
asd	b3041//
aslA	b1631//
aslB	pbl//
asmA	b1150//
asnA	b4464//
asnB	b0888//
asnC	b4624//
asnC-mioC	b3897//insEF-5//
asnC-mioC-mnmG	b2520//b0659//b0345//
asnS	b4176//
asnT	b2788//
asnU	b1385//
asnV	b0716//
asnW	b3309//
aspA	b1420//
aspA-dcuA	b4567//b0256//
aspC	b0092//
aspS	gpr//
aspT	b3723//
aspU	b2626//
aspV	b1580//
asr	b2159//
astCADBE	b0331//b0744//b3932//b4224//b2216//
atl	b2517//
atoDAEB	b1249//b0076//b4122//b4522//
atoSC	b3801//b3270//
atpBEFHAGDC	b3670//b2257//b0104//b1509//b2952//b2149//b2323//b2600//
atpIBEFHAGDC	b2813//yjhE//b0715//b3426//b0573//b0454//b4265//b2046//b1535//
avtA	b2354//
azoR	b3891//
azuC	b1330//
bacA	b1512//
baeSR	b1037//b4454//
bamA	b3170//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b1102//b0126//b2043//b4356//b3743//b0822//b4161//b0959//
bamB-der	b4453//b0533//
bamC	b2844//
bamD	b0453//
bamE	b1471//
barA	b4030//
basRS	b2498//b0210//
bax	b1741//
bcp	insAB-3//
bcr	b1516//
bcsABZC	b0794//b3028//b0340//b1922//
bcsBZ	b1650//b1391//
bcsEFG	b3672//b0269//b3428//
bcsQ	b3307//
bdcA	b3617//
bdcR	b0128//
bdm-sra	b1062//b2385//
bepA-yfgD	b2696//b0231//
betIBA	b0339//b2740//istR-1//
betT	b1978//
bfd-bfr	b4043//b2444//
bglA	sroC//
bglG	b4017//
bglGFB	b1156//b4426//b0255//
bglH-yieLK	b0858//b0553//b0454//
bglX	b3367//
bhsA	b3732//
bioA	b0734//
bioBFCD	b0599//b3366//b3641//b3324//
bioH	b1636//
bipA	b2869//
bisC	b2148//
blc	b3786//
blr	b3033//
bluF	b2058//
bluR	b4045//
bolA	b0515//
borD	b3782//
brnQ-proY	b4186//b1397//
bsmA	b1247//
bssR	b2898//
bssS	b3374//
btuB-murI	b4232//b4550//
btuCED	b1598//b3124//b0499//
cadA	b0683//
cadBA	b2292//b4221//
cadC	b0891//
caiCDE	b2346//b0234//b1919//
caiF	b0409//
caiTABCDE	b1442//b4169//b0099//b0770//b1040//b1036//
can	b0373//
carAB	b4166//b0571//
carB	b2240//
cas2	b0698//
cas3	b2573//
casABCDE12	b1192//b1510//b2025//b3512//b3047//b0377//b0915//
casDE12	b2591//b1303//b1630//b3018//
cbl	b0354//
cbpAM	b3162//b1308//
cbrA	b2198//
cbrB	b0741//
cbrBC	b1671//b3677//
cbrC	b3795//
ccmABCDEFGH	b1884//b3811//b3049//b1049//b0995//b0198//b0899//molR_1//
cdaR	b1490//
cdd	b2878//
cdgI	b1248//
cdh	b3277//
cdsA	b1054//
cecR-ybhGFSR	b3089//b1659//b3091//b0818//b1613//
cedA	b4411//
cfa	b3290//
chaA	b2790//
chaBC	b1455//b2960//
chaC	b3280//
chbBCARFG	b1217//b3533//b1929//b4009//b0772//b3700//
chiA	b2992//
chiP-ybfN	b0648//b2688//
chiX	b3538//
cho	b2712//
chpSB	b2652//b2748//
cirA	b1829//
citCDEFXG	b1632//b1046//b1495//insAB-3//b0812//b4354//
citT	b3675//
clcA	b3195//
clcB	b0739//
clpA	b0960//
clpB	b1476//
clpPX	b0377//b1249//
clpS	yedS_3//
clpX-lon	b1591//b1206//
clsA-yciU	b4311//b2958//
clsC	b0393//
cmk-rpsA	b1554//b1381//
cmoM-mukFEB	b2173//b0160//b0112//b1999//
cmtBA-yggPFDC	b2362//b0207//b0277//b1163//b0998//b3971//
cnu	b3951//
coaA	b1931//
coaE-zapD-yacG	b3782//b1453//b1513//
cobUST	b0417//b2845//b1445//
codBA	b3822//b2481//
cof	b4109//
comR	b3982//
copA	b3400//
corA	b0308//
cpdB	b4451//
cpxPQ	b1573//b1399//
cpxRA	b1122//b1197//
cra	b2126//
crcB	b4383//
creABC	b4390//b2345//yeeL_2//
creABCD	b0837//b3299//b3624//b3405//
creD	b1649//
crfC-yjcZ	b2203//b1249//
crl	b3558//
crp	b3970//
crr	b0665//
csdAE	b4520//b0134//
csgBAC	b4258//b1159//b1778//
csgC	b3333//
csgDEFG	b1726//b1498//b0726//b3394//
csiD-lhgO-gabDTP	b1532//b1836//b1801//b2695//b1148//
csiE	b3105//
csiR	b3035//
cspA	b2770//
cspB	b3030//
cspD	b2490//
cspE	b1322//
cspF	b2553//
cspG	b4424//
cspH	b0565//
cspI	b2797//
csrA	b3659//
csrB	b0314//
csrC	b3333//
csrD	b3513//
cstA	b2547//
cueO	b4307//
cueR	b0214//
curA	b1452//
cusCFBA	b0947//b0807//b0678//b2897//
cusRS	b2052//b0618//
cutA	b2455//
cvpA-purF-ubiX	b1567//b0435//b3724//
cvrA	b4274//
cyaA	b2270//
cyaR	insM//
cyaY	b3043//
cybB	b1578//
cybC	b0425//
cycA	b4547//
cydAB	b2370//b3794//
cydDC	b4110//b3044//
cydX-ybgE	b2855//b0389//
cynR	micL//
cynTS	b1470//b3448//
cynTSX	b2339//b0409//b4041//
cyoABCDE	b2165//b1874//b4216//b0936//b2043//
cysB	b0169//
cysDNC	b4278//b3908//b1725//
cysE	b2952//
cysG	sroC//
cysH	b1099//
cysJIH	b1993//b2077//insB-7_2//
cysK	b2373//
cysPUWAM	b4083//b3663//b2582//b1891//b0560//
cysQ	b3790//
cysS	b1180//
cysZ	b3200//
cytR	b0528//
dacA	b0976//
dacB	b4457//
dacC	b1353//
dacD	b2641//
dadAX	b0469//b4445//
dam-rpe-gph-trpS	b3018//b0913//b3741//b1833//
damX-dam-rpe-gph-trpS	b4162//b2329//b0575//b3494//msrQ//
dapA-bamC	b0679//b2553//
dapB	b4169//
dapD	b2220//
dapE-ypfN	b2550//b4110//
dauA	b1073//
dcd	b0422//
dcm-vsr	b1629//b4403//
dcp	b3155//
dcrB	b4558//
dctA	b1865//
dcuA	b1792//
dcuB-fumB	b4069//b2507//
dcuC	b0046//
dcuD	b2787//
dcuR	b1592//
dcuSR	b1724//b2401//
dcyD-tcyLN	b4273//insCD-4//b2273//
ddlA	b1781//
ddpXABCDF	b1090//b3446//b4398//b3765//b2202//b0487//
deaD	b3280//
decR	b1187//
def-fmt	b1820//b3361//
degP	b0963//
degQ	b2348//
degQS	b2445//b1182//
degS	b2105//
deoABD	b0412//b0492//b2529//
deoBD	b0468//b4334//
deoCABD	b0758//b3327//b3010//b1015//
deoR	b4134//
dfp	b0272//
dgcC	b4391//
dgcE	b2774//
dgcF	b4473//
dgcJ	b2817//
dgcM	b2202//
dgcP	b2058//
dgcQ	b0234//
dgcT	b2732//
dgcZ	b2386//
dgkA	b3917//
dgoRKADT	b1150//b0697//b2394//b1136//b4198//
dgt	b4597//
dhaKLM	b1323//b0798//b4388//
dhaM	b2970//
dhaR	b0444//
diaA	b1991//
dicA	b1172//
