#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3275//
C0299	sroA//
C0362	b3949//
C0465	b3296//
C0614	b2440//
C0664	b2955//
C0719	b1949//
IS128	b1477//
aaeR	b0129//
aaeXAB	b1759//b3597//b2812//
aas-lplT	b3174//b0393//
aat	b2111//
abgABT-ogt	b1452//b3881//b4449//b2007//
abgR	b4406//
abpAB	b1582//b4023//
abrB	b3079//
accA	b2708//
accBC	b0717//b0168//
accD	b0769//
aceBAK	b0451//b4270//b3089//
aceEF	b1478//b1410//
aceK	b1690//
ackA	b3202//
ackA-pta	b1392//b1614//
acnA	b0823//
acnB	b2039//
acpH	b3305//
acpP	b3722//
acpP-fabF	b2133//b2176//
acpT	b1827//
acrAB	b0707//b0674//
acrB	b3012//
acrD	b3780//
acrEF	b4204//b0760//
acrR	b4403//
acrZ	b1320//
acs-yjcH-actP	b4009//b3522//b2488//
actP	b2711//
ada-alkB	b1592//b3481//
add	b4006//
adeD	b0187//
adeP	b2636//
adeQ	b0154//
adhE	b1199//
adhP	b3298//
adiA	b1832//
adiC	b0528//
adiY	b3133//
adk	b0284//
aegA	b1637//
aer	b2386//
aes	b0949//
agaR	b0718//
agaS-kbaY-agaBCDI	b2244//b0760//b2126//b4031//b2037//b0117//
agp	b0452//
agrA	b2667//
agrB	b4042//
ahpCF	b2730//b2777//
ahpF	b1740//
ahr	b2708//
aidB	b3067//
ais	b1729//
alaA	b3985//
alaA-yfbR	b1508//b1513//
alaC	b3319//
alaE	b1509//
alaS	b3314//
alaWX	b0776//b2578//
aldA	b3621//
aldB	b3594//
alkA	b3085//
alkB	b1962//
allA	b1018//
allDCE	b2535//b4482//b1423//
allR	b1057//
allS	b4164//
alpA	b1789//
alr	b1174//
alsBACE	b3400//b2046//b4281//b0938//
alsK	b4088//
alx	b4166//
amiA-hemF	b2065//b2747//
amiC	b3180//
amn	b3367//
ampC	b3811//
ampDE	b1534//b0986//
ampG	b0694//
ampH	b1261//
amyA	b3962//
anmK	b3249//
ansA-pncA	b2609//b3514//
ansB	b2451//
ansP	b3863//
apaGH	b0310//b1674//
aphA	b1471//
appA	b1531//
appCBXA	b0989//b3448//b1255//insCD-2//
appY	b0146//
apt	b0218//
aqpZ	b3536//
araBAD	b0599//b1650//b3019//
araC	b2834//
araE	b1123//
araE-ygeA	b3596//b4297//
araFGH	b0872//b1440//b3314//
araJ	b2024//
arcA	b1422//
arcB	b2175//
arcZ	b2926//
arfA	b1839//
argA	b2550//
argCBH	b1856//b3934//b3569//
argD	b0972//
argE	b1536//
argF	b2281//
argG	b1673//
argI	b3508//
argO	b1652//
argP	b3345//
argQ	b0394//
argR	b0239//
argS	b1816//
argT-hisJQMP	b3977//b2337//b3244//ilvG_1//b1395//
argU	b0114//
argW	b0907//
argX-hisR-leuT-proM	b4188//b4169//b0467//b2857//
ariR	b1101//
arnBCADTEF	b3620//b0473//b4595//b4517//b4141//b0104//b1318//
aroF-tyrA	b2741//b3612//
aroG	b1821//
aroH	b3313//
aroKB-damX-dam-rpe-gph-trpS	ychE_1//b0989//b0717//b1653//b1208//b0629//b1698//
aroL-yaiA-aroM	b0824//b3218//b4413//
aroP	b3437//
arpA	b4313//
arpB_1B_2	b4308//b0496//
arrS	b1428//
arsRBC	b0325//b3231//b4104//
artJ	b2550//
artPIQM	b2157//b1440//b4107//b0338//
ascB	b0028//
ascFB	b1954//b3208//
ascG	b3608//
asd	b4193//
aslA	b2005//
aslB	b2834//
asmA	b0861//
asnA	b0132//
asnB	b4131//
asnC	b4316//
asnC-mioC	b4329//b0091//
asnC-mioC-mnmG	b3437//b4304//b1507//
asnS	b4387//
asnT	b4473//
asnU	b1661//
asnV	eaeH//
asnW	b3476//
aspA	b1904//
aspA-dcuA	b3485//b3512//
aspC	b2076//
aspS	b3674//
aspT	sroD//
aspU	b3696//
aspV	b2709//
asr	b1419//
astCADBE	b1496//b3070//b2360//b2630//b4116//
atl	b0168//
atoDAEB	b3475//b0583//b0200//b2395//
atoSC	b2088//b3550//
atpBEFHAGDC	b4714//b2429//b3560//b1235//b3483//b3848//b1198//b4464//
atpIBEFHAGDC	b0172//b0512//b4529//b1981//b2310//b0251//b1772//b2744//b3853//
avtA	b1561//
azoR	b4230//
azuC	b2995//
bacA	b3981//
baeSR	b0185//b3731//
bamA	b3312//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b2174//b1866//b0993//b1483//b2510//b0602//b2053//b3088//
bamB-der	b2308//b2472//
bamC	b0708//
bamD	b0358//
bamE	b4302//
barA	insM//
basRS	b0410//b1347//
bax	b3900//
bcp	b1765//
bcr	b3408//
bcsABZC	b1223//b2930//b2577//b1485//
bcsBZ	b1211//b1447//
bcsEFG	b3706//b1873//b2716//
bcsQ	b2864//
bdcA	b0168//
bdcR	b2721//
bdm-sra	b4317//b4555//
bepA-yfgD	b0639//b2718//
betIBA	b2905//b2921//b2903//
betT	b1493//
bfd-bfr	b3990//b0657//
bglA	b1339//
bglG	b1420//
bglGFB	b1858//b3935//b1930//
bglH-yieLK	b2840//b2992//b2305//
bglX	b4226//
bhsA	b1422//
bioA	b0603//
bioBFCD	b2498//b2805//b0162//b2767//
bioH	b3270//
bipA	b2024//
bisC	b3963//
blc	b4194//
blr	b4420//
bluF	b4297//
bluR	b1258//
bolA	b1234//
borD	b3683//
brnQ-proY	b1507//b3874//
bsmA	b3760//
bssR	b0261//
bssS	b2559//
btuB-murI	b0820//b3761//
btuCED	b4214//b4257//b2881//
cadA	b3182//
cadBA	b0123//b0068//
cadC	b3376//
caiCDE	b1226//b2895//b2143//
caiF	b1651//
caiTABCDE	b2694//b0844//b4206//b2009//b4185//b4370//
can	b3589//
carAB	b0126//b1895//
carB	b2356//
cas2	b3458//
cas3	b2840//
casABCDE12	b2761//b2567//b0249//b4189//b4470//b2328//b2405//
casDE12	b2410//b0107//b1693//b3130//
cbl	b0085//
cbpAM	b3949//b2108//
cbrA	b4057//
cbrB	b0833//
cbrBC	b4266//b3899//
cbrC	b1570//
ccmABCDEFGH	b3828//b1621//b0532//b0802//b3162//b0537//b0542//b0430//
cdaR	b4215//
cdd	b2500//
cdgI	b0045//
cdh	b1992//
cdsA	b2829//
cecR-ybhGFSR	C0362//b2719//b1374//b1532//b2123//
cedA	b2400//
cfa	b0606//
chaA	b1616//
chaBC	b4479//b3467//
chaC	b2043//
chbBCARFG	b0982//b2678//b3753//b2783//b3230//b1422//
chiA	b1158//
chiP-ybfN	b1494//b4080//
chiX	yhiK//
cho	b3019//
chpSB	b0243//b2615//
cirA	b3360//
citCDEFXG	b1392//b2689//b3418//b0340//b2016//b1455//
citT	b3530//
clcA	b0739//
clcB	molR_2//
clpA	b0248//
clpB	b4139//
clpPX	b2108//b4546//
clpS	b4303//
clpX-lon	b2679//b3811//
clsA-yciU	b1529//b2015//
clsC	b1811//
cmk-rpsA	C0067//b3830//
cmoM-mukFEB	b0553//b2568//b0131//b0344//
cmtBA-yggPFDC	b1968//b1047//b1668//b2486//b0158//pbl//
cnu	b3395//
coaA	b0151//
coaE-zapD-yacG	b0821//b3387//b0058//
cobUST	b4153//b0762//b4148//
codBA	b1403//b3469//
cof	b3772//
comR	b3179//
copA	b0439//
corA	b1421//
cpdB	b0036//
cpxPQ	b1077//b1799//
cpxRA	b2482//b1200//
cra	b2589//
crcB	b0917//
creABC	b4202//b3824//b4613//
creABCD	b0415//b0180//b2872//b2682//
creD	b1572//
crfC-yjcZ	b0673//b3896//
crl	b3834//
crp	b2641//
crr	b2823//
csdAE	b1088//b3666//
csgBAC	b3409//b0603//b3658//
csgC	b2876//
csgDEFG	b3025//b2957//b4167//b0427//
csiD-lhgO-gabDTP	b4421//b4034//b1022//b1449//b1533//
csiE	insAB-1//
csiR	b2745//
cspA	b3936//
cspB	b0673//
cspD	b1673//
cspE	b1327//
cspF	b1782//
cspG	b4618//
cspH	b3010//
cspI	b1186//
csrA	b0775//
csrB	b3098//
csrC	b4608//
csrD	b1305//
cstA	b0451//
cueO	b4332//
cueR	b3847//
curA	b0882//
cusCFBA	b2781//b0353//b2161//b3358//
cusRS	b0951//b2205//
cutA	b4140//
cvpA-purF-ubiX	b3427//b1032//b2593//
cvrA	b2645//
cyaA	b0698//
cyaR	ydbA_1//
cyaY	b4016//
cybB	b4126//
cybC	b2966//
cycA	b2728//
cydAB	b0506//b4040//
cydDC	b3162//cpxQ//
