#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b3974//
C0299	b0043//
C0362	b1422//
C0465	b2028//
C0614	b1640//
C0664	b0267//
C0719	b1804//
IS128	b0257//
aaeR	b3862//
aaeXAB	b1658//b3231//b1688//
aas-lplT	b0007//b0381//
aat	b2248//
abgABT-ogt	b2671//b2529//b2417//b0116//
abgR	b2867//
abpAB	b4436//b2168//
abrB	b3448//
accA	b1217//
accBC	b3124//b3472//
accD	b3076//
aceBAK	b1895//b0809//b3714//
aceEF	b1250//b3472//
aceK	b4616//
ackA	b4223//
ackA-pta	b0746//b2586//
acnA	b1779//
acnB	b2814//
acpH	b2565//
acpP	b0932//
acpP-fabF	b0214//b1619//
acpT	b0425//
acrAB	b1156//b3831//
acrB	b0249//
acrD	intG//
acrEF	b2793//b2919//
acrR	b2925//
acrZ	b2003//
acs-yjcH-actP	b0404//b0237//b3629//
actP	b0082//
ada-alkB	b1772//b0322//
add	b4487//
adeD	b3612//
adeP	b2355//
adeQ	b0880//
adhE	b1375//
adhP	b4248//
adiA	b0772//
adiC	b2111//
adiY	b0282//
adk	b3991//
aegA	b2505//
aer	b0887//
aes	b4240//
agaR	b4435//
agaS-kbaY-agaBCDI	b1704//b3189//b0219//prfH//b2627//b0200//
agp	b2069//
agrA	b2275//
agrB	b0736//
ahpCF	b0821//b2690//
ahpF	b3652//
ahr	ybeM_2//
aidB	b1888//
ais	b2692//
alaA	b1467//
alaA-yfbR	b0508//b0139//
alaC	gapC_2//
alaE	b3390//
alaS	b4105//
alaWX	b2375//b4008//
aldA	b3934//
aldB	b4005//
alkA	b4345//
alkB	b1910//
allA	b2454//
allDCE	b3190//b1923//b0060//
allR	b4135//
allS	b0995//
alpA	b4449//
alr	b1937//
alsBACE	b2923//b2319//b3907//b3433//
alsK	b2621//
alx	b1504//
amiA-hemF	b0096//b3495//
amiC	b4132//
amn	b0112//
ampC	b1085//
ampDE	b2544//b0778//
ampG	b2598//
ampH	b3892//
amyA	b3083//
anmK	b3511//
ansA-pncA	b1563//b1499//
ansB	C0299//
ansP	b3867//
apaGH	b1094//b4303//
aphA	b1524//
appA	b4392//
appCBXA	b2135//b3782//b3590//b0652//
appY	b2433//
apt	b4449//
aqpZ	b3149//
araBAD	b2242//b1115//b0020//
araC	b3405//
araE	b4663//
araE-ygeA	b3283//b3870//
araFGH	b0743//b1319//b1653//
araJ	b3615//
arcA	b4190//
arcB	b1179//
arcZ	b0692//
arfA	b0505//
argA	b1138//
argCBH	b1410//b0464//b1587//
argD	b3191//
argE	b0265//
argF	b3319//
argG	b0207//
argI	b3613//
argO	b3758//
argP	b4058//
